Input Number, Run_Number, Result@ 1000, A, B, H, C, Y, T5, L4, L1, L5, T1, T2, T3, T4, T6, R, U, L2, D, L3, O1, O2, O3, O4, Reaction New, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-2, Run: 072, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 91, 101, 11, 91, 100, 123, 51, 46, 637, 529, 449, 398, 462, 108, 2027, 80, 51, 36, 31, 431, 431, 664, 320, 197, 146, 1363, 344
INVAR-2, Run: 073, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 92, 102, 12, 92, 100, 108, 42, 84, 623, 489, 414, 363, 408, 134, 1785, 75, 51, 55, 34, 374, 374, 597, 334, 226, 184, 1188, 263
INVAR-2, Run: 074, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 91, 1, 11, 91, 100, 63, 28, 21, 514, 440, 392, 356, 430, 74, 1395, 48, 36, 26, 35, 395, 395, 422, 212, 149, 121, 973, 210
INVAR-2, Run: 075, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 197, 107, 117, 197, 100, 107, 60, 42, 855, 684, 582, 503, 545, 171, 2279, 102, 79, 58, 36, 509, 509, 621, 309, 202, 142, 1658, 312
INVAR-2, Run: 076, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 100, 110, 120, 100, 100, 85, 33, 36, 575, 480, 430, 391, 452, 95, 1867, 50, 39, 39, 46, 406, 406, 563, 254, 169, 136, 1304, 309
INVAR-2, Run: 077, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 203, 113, 123, 203, 100, 93, 45, 57, 718, 574, 473, 412, 455, 144, 2012, 101, 61, 57, 38, 417, 417, 559, 295, 202, 157, 1453, 264
INVAR-2, Run: 078, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 90, 0, 10, 90, 100, 93, 34, 39, 450, 386, 346, 305, 370, 64, 1570, 40, 41, 35, 28, 342, 342, 507, 266, 173, 139, 1063, 241
INVAR-2, Run: 079, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 97, 107, 117, 97, 100, 67, 39, 39, 595, 514, 454, 399, 451, 81, 1438, 60, 55, 48, 46, 405, 405, 438, 245, 178, 139, 1000, 193
INVAR-2, Run: 080, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 91, 1, 11, 91, 100, 92, 46, 54, 656, 505, 422, 370, 428, 151, 1711, 83, 52, 42, 39, 389, 389, 553, 292, 200, 154, 1158, 261
INVAR-2, Run: 081, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 92, 2, 12, 92, 100, 91, 27, 27, 758, 620, 523, 454, 492, 138, 1635, 97, 69, 62, 48, 444, 444, 488, 245, 154, 127, 1147, 243
INVAR-2, Run: 082, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 99, 109, 119, 99, 100, 111, 46, 75, 714, 591, 503, 456, 498, 123, 2059, 88, 47, 58, 44, 454, 454, 646, 332, 221, 175, 1413, 314
INVAR-2, Run: 083, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 96, 106, 16, 96, 100, 86, 39, 70, 806, 649, 560, 501, 544, 157, 1639, 89, 59, 57, 51, 493, 493, 503, 295, 209, 170, 1136, 208
INVAR-2, Run: 084, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 200, 210, 220, 200, 100, 73, 38, 23, 741, 603, 497, 441, 485, 138, 2175, 106, 56, 56, 42, 443, 443, 487, 234, 161, 123, 1688, 253
INVAR-2, Run: 085, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 307, 317, 327, 307, 100, 40, 17, 8, 839, 576, 447, 357, 407, 263, 1912, 129, 90, 50, 41, 366, 366, 353, 165, 125, 108, 1559, 188
INVAR-2, Run: 086, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 91, 101, 111, 91, 100, 96, 51, 52, 676, 555, 460, 392, 437, 121, 1798, 95, 68, 55, 33, 404, 404, 596, 299, 203, 152, 1202, 297
INVAR-2, Run: 087, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 926, 836, 846, 926, 100, 100, 38, 44, 642, 546, 464, 399, 446, 96, 3580, 82, 65, 53, 42, 404, 404, 631, 282, 182, 144, 2949, 349
INVAR-2, Run: 088, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 203, 213, 123, 203, 100, 107, 62, 57, 845, 681, 585, 521, 547, 164, 2133, 96, 64, 74, 49, 498, 498, 615, 326, 219, 157, 1518, 289
INVAR-2, Run: 089, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 314, 324, 334, 314, 100, 104, 36, 36, 543, 438, 373, 317, 379, 105, 2463, 65, 56, 38, 32, 347, 347, 586, 276, 172, 136, 1877, 310
INVAR-2, Run: 090, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 205, 115, 125, 205, 100, 115, 48, 48, 590, 450, 374, 340, 406, 140, 2347, 76, 34, 34, 39, 367, 367, 654, 311, 196, 148, 1693, 343
INVAR-2, Run: 091, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 201, 111, 121, 201, 100, 54, 23, 10, 578, 468, 396, 351, 405, 110, 1756, 72, 45, 46, 27, 378, 378, 380, 187, 133, 110, 1376, 193
INVAR-2, Run: 092, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 202, 212, 222, 202, 100, 128, 71, 108, 916, 692, 573, 494, 509, 224, 2285, 119, 79, 85, 62, 447, 447, 709, 407, 279, 208, 1576, 302
INVAR-2, Run: 093, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 202, 212, 222, 202, 100, 62, 23, 11, 681, 485, 394, 349, 407, 196, 2122, 91, 45, 42, 26, 381, 381, 469, 196, 134, 111, 1653, 273
INVAR-2, Run: 094, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 194, 204, 114, 194, 100, 120, 55, 64, 853, 660, 547, 481, 525, 193, 2308, 113, 66, 56, 50, 475, 475, 625, 339, 219, 164, 1683, 286
INVAR-2, Run: 095, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 95, 105, 15, 95, 100, 87, 47, 66, 900, 702, 574, 499, 534, 198, 1504, 128, 75, 65, 46, 488, 488, 500, 300, 213, 166, 1004, 200
INVAR-2, Run: 096, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 2671, 2581, 2591, 2671, 100, 61, 22, 21, 703, 603, 537, 483, 529, 100, 4276, 66, 54, 54, 52, 477, 477, 455, 204, 143, 121, 3821, 251
INVAR-2, Run: 097, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 558, 568, 478, 558, 100, 80, 52, 45, 666, 535, 457, 410, 477, 131, 2779, 78, 47, 33, 41, 436, 436, 579, 277, 197, 145, 2200, 302
INVAR-2, Run: 098, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 94, 104, 14, 94, 100, 78, 16, 15, 872, 600, 463, 382, 416, 272, 1503, 137, 81, 66, 48, 368, 368, 420, 209, 131, 115, 1083, 211
INVAR-2, Run: 099, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 317, 327, 337, 317, 100, 101, 38, 41, 586, 493, 441, 394, 461, 93, 2461, 52, 47, 33, 30, 431, 431, 571, 280, 179, 141, 1890, 291
INVAR-2, Run: 100, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 94, 104, 14, 94, 100, 124, 65, 63, 600, 517, 431, 376, 418, 83, 1932, 86, 55, 58, 34, 384, 384, 668, 352, 228, 163, 1264, 316
INVAR-3, Run: 001, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 11379, 11479, 10579, 11379, 100, 107, 47, 88, 905, 690, 576, 506, 524, 215, 4517, 114, 70, 82, 50, 474, 474, 645, 342, 235, 188, 3872, 303
INVAR-3, Run: 002, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 16743, 15843, 15943, 16743, 100, 96, 53, 58, 801, 653, 529, 448, 480, 148, 4617, 124, 81, 68, 41, 439, 439, 576, 307, 211, 158, 4041, 269
INVAR-3, Run: 003, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 6409, 6509, 6609, 6409, 100, 75, 27, 14, 596, 456, 381, 337, 389, 140, 3833, 75, 44, 48, 32, 357, 357, 440, 216, 141, 114, 3393, 224
INVAR-3, Run: 004, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 3098, 3198, 3298, 3098, 100, 94, 53, 58, 664, 486, 404, 354, 408, 178, 3610, 82, 50, 46, 42, 366, 366, 601, 305, 211, 158, 3009, 296
INVAR-3, Run: 005, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 4099, 4199, 4299, 4099, 100, 82, 21, 17, 522, 406, 334, 293, 354, 116, 3971, 72, 41, 39, 26, 328, 328, 538, 220, 138, 117, 3433, 318
INVAR-3, Run: 006, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9322, 9422, 9522, 9322, 100, 89, 29, 63, 751, 605, 512, 459, 510, 146, 4427, 93, 53, 49, 47, 463, 463, 543, 281, 192, 163, 3884, 262
INVAR-3, Run: 007, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 5117, 5217, 5317, 5117, 100, 83, 31, 38, 643, 513, 435, 392, 456, 130, 4102, 78, 43, 36, 34, 422, 422, 571, 252, 169, 138, 3531, 319
INVAR-3, Run: 008, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 71868, 71968, 72068, 71868, 100, 104, 55, 92, 721, 591, 518, 453, 499, 130, 6060, 73, 65, 54, 38, 461, 461, 668, 351, 247, 192, 5392, 317
INVAR-3, Run: 009, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 23713, 23813, 22913, 23713, 100, 81, 39, 18, 710, 592, 514, 448, 495, 118, 5047, 78, 66, 53, 44, 451, 451, 529, 238, 157, 118, 4518, 291
INVAR-3, Run: 010, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 13817, 13917, 13017, 13817, 100, 60, 27, 23, 604, 505, 439, 400, 461, 99, 4451, 66, 39, 39, 42, 419, 419, 423, 210, 150, 123, 4028, 213
INVAR-3, Run: 011, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 3013, 3113, 2213, 3013, 100, 87, 32, 43, 638, 536, 457, 408, 461, 102, 3901, 79, 49, 47, 50, 411, 411, 574, 262, 175, 143, 3327, 312
INVAR-3, Run: 012, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8301, 8401, 8501, 8301, 100, 98, 35, 72, 803, 671, 592, 523, 558, 132, 4177, 79, 69, 65, 48, 510, 510, 554, 305, 207, 172, 3623, 249
INVAR-3, Run: 013, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9412, 8512, 8612, 9412, 100, 167, 98, 113, 767, 633, 557, 491, 522, 134, 5038, 76, 66, 69, 48, 474, 474, 895, 478, 311, 213, 4143, 417
INVAR-3, Run: 014, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 55387, 54487, 54587, 55387, 100, 96, 24, 27, 671, 499, 418, 365, 416, 172, 5535, 81, 53, 49, 33, 383, 383, 522, 247, 151, 127, 5013, 275
INVAR-3, Run: 015, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 4119, 4219, 3319, 4119, 100, 57, 26, 27, 529, 455, 399, 366, 422, 74, 3442, 56, 33, 44, 44, 378, 378, 420, 210, 153, 127, 3022, 210
INVAR-3, Run: 016, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 11609, 11709, 10809, 11609, 100, 65, 31, 22, 722, 563, 474, 406, 448, 159, 4447, 89, 68, 58, 41, 407, 407, 463, 218, 153, 122, 3984, 245
INVAR-3, Run: 017, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 4039, 4139, 4239, 4039, 100, 81, 41, 40, 575, 441, 358, 317, 381, 134, 3889, 83, 41, 36, 30, 351, 351, 539, 262, 181, 140, 3350, 277
INVAR-3, Run: 018, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 5108, 5208, 5308, 5108, 100, 102, 33, 58, 609, 482, 396, 360, 424, 127, 4163, 86, 36, 36, 41, 383, 383, 610, 293, 191, 158, 3553, 317
INVAR-3, Run: 019, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 20288, 20388, 20488, 20288, 100, 110, 48, 56, 680, 555, 494, 431, 480, 125, 4896, 61, 63, 51, 37, 443, 443, 595, 314, 204, 156, 4301, 281
INVAR-3, Run: 020, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 5153, 5253, 5353, 5153, 100, 87, 36, 20, 506, 409, 351, 313, 367, 97, 4141, 58, 38, 46, 36, 331, 331, 539, 243, 156, 120, 3602, 296
INVAR-3, Run: 021, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 1978, 2078, 2178, 1978, 100, 103, 48, 45, 536, 432, 371, 339, 404, 104, 3611, 61, 32, 35, 36, 368, 368, 603, 296, 193, 145, 3008, 307
INVAR-3, Run: 022, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8354, 8454, 7554, 8354, 100, 96, 40, 26, 575, 480, 421, 371, 427, 95, 4513, 59, 50, 44, 23, 404, 404, 588, 262, 166, 126, 3925, 326
INVAR-3, Run: 023, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 3007, 3107, 3207, 3007, 100, 145, 70, 81, 703, 583, 487, 428, 467, 120, 4173, 96, 59, 61, 37, 430, 430, 817, 396, 251, 181, 3356, 421
INVAR-3, Run: 024, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 5069, 4169, 4269, 5069, 100, 134, 67, 85, 772, 640, 540, 475, 504, 132, 4183, 100, 65, 71, 47, 457, 457, 694, 386, 252, 185, 3489, 308
INVAR-3, Run: 025, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 2995, 3095, 3195, 2995, 100, 86, 40, 44, 643, 501, 428, 384, 429, 142, 3763, 73, 44, 55, 52, 377, 377, 520, 270, 184, 144, 3243, 250
INVAR-3, Run: 026, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 1941, 1041, 1141, 1941, 100, 101, 50, 64, 679, 584, 510, 445, 496, 95, 3601, 74, 65, 49, 51, 445, 445, 611, 315, 214, 164, 2990, 296
INVAR-3, Run: 027, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 5118, 5218, 4318, 5118, 100, 82, 32, 34, 542, 446, 378, 330, 394, 96, 3954, 68, 48, 36, 30, 364, 364, 494, 248, 166, 134, 3460, 246
INVAR-3, Run: 028, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 7072, 6172, 6272, 7072, 100, 74, 41, 36, 780, 645, 543, 465, 505, 135, 4054, 102, 78, 60, 36, 469, 469, 498, 251, 177, 136, 3556, 247
INVAR-3, Run: 029, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 5040, 5140, 4240, 5040, 100, 69, 39, 57, 658, 504, 406, 357, 415, 154, 3848, 98, 49, 42, 40, 375, 375, 516, 265, 196, 157, 3332, 251
INVAR-3, Run: 030, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 31720, 31820, 30920, 31720, 100, 106, 59, 64, 600, 526, 477, 418, 472, 74, 5315, 49, 59, 46, 43, 429, 429, 672, 329, 223, 164, 4643, 343
INVAR-3, Run: 031, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 6125, 6225, 5325, 6125, 100, 69, 35, 55, 499, 442, 397, 359, 417, 57, 3924, 45, 38, 42, 30, 387, 387, 513, 259, 190, 155, 3411, 254
INVAR-3, Run: 032, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 21525, 20625, 20725, 21525, 100, 54, 33, 41, 683, 558, 480, 404, 459, 125, 4586, 78, 76, 45, 44, 415, 415, 447, 228, 174, 141, 4139, 219
INVAR-3, Run: 033, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 6236, 6336, 5436, 6236, 100, 120, 42, 61, 634, 516, 442, 392, 451, 118, 4267, 74, 50, 41, 32, 419, 419, 638, 323, 203, 161, 3629, 315
INVAR-3, Run: 034, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 4045, 4145, 4245, 4045, 100, 80, 35, 71, 776, 633, 547, 503, 562, 143, 3851, 86, 44, 41, 39, 523, 523, 519, 286, 206, 171, 3332, 233
INVAR-3, Run: 035, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 6119, 6219, 5319, 6119, 100, 74, 43, 41, 588, 502, 449, 417, 475, 86, 4214, 53, 32, 42, 56, 419, 419, 552, 258, 184, 141, 3662, 294
INVAR-3, Run: 036, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 20213, 20313, 20413, 20213, 100, 103, 73, 100, 887, 743, 644, 573, 581, 144, 4925, 99, 71, 92, 54, 527, 527, 689, 376, 273, 200, 4236, 313
INVAR-3, Run: 037, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 13681, 12781, 12881, 13681, 100, 77, 51, 69, 619, 529, 478, 435, 486, 90, 4457, 51, 43, 49, 38, 448, 448, 516, 297, 220, 169, 3941, 219
INVAR-3, Run: 038, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 1960, 1060, 1160, 1960, 100, 80, 35, 42, 633, 520, 446, 392, 442, 113, 3194, 74, 54, 50, 33, 409, 409, 521, 257, 177, 142, 2673, 264
INVAR-3, Run: 039, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 13627, 13727, 12827, 13627, 100, 62, 34, 23, 665, 572, 482, 428, 477, 93, 4366, 90, 54, 51, 31, 446, 446, 474, 219, 157, 123, 3892, 255
INVAR-3, Run: 040, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 17198, 17298, 16398, 17198, 100, 79, 28, 47, 610, 505, 437, 383, 437, 105, 4778, 68, 54, 46, 39, 398, 398, 526, 254, 175, 147, 4252, 272
INVAR-3, Run: 041, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 5143, 5243, 5343, 5143, 100, 120, 63, 90, 857, 711, 624, 544, 581, 146, 4323, 87, 80, 63, 48, 533, 533, 712, 373, 253, 190, 3611, 339
INVAR-3, Run: 042, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 46489, 46589, 45689, 46489, 100, 88, 52, 47, 531, 469, 413, 360, 425, 62, 5577, 56, 53, 35, 38, 387, 387, 595, 287, 199, 147, 4982, 308
INVAR-3, Run: 043, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 56696, 56796, 55896, 56696, 100, 67, 26, 34, 581, 510, 451, 407, 463, 71, 5366, 59, 44, 44, 37, 426, 426, 470, 227, 160, 134, 4896, 243
INVAR-3, Run: 044, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 2991, 2091, 2191, 2991, 100, 67, 28, 16, 713, 549, 455, 403, 464, 164, 3327, 94, 52, 39, 29, 435, 435, 408, 211, 144, 116, 2919, 197
INVAR-3, Run: 045, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 7065, 6165, 6265, 7065, 100, 94, 42, 36, 544, 429, 367, 324, 383, 115, 4519, 62, 43, 41, 38, 345, 345, 586, 272, 178, 136, 3933, 314
INVAR-3, Run: 046, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 7149, 7249, 6349, 7149, 100, 51, 30, 12, 710, 571, 480, 413, 465, 139, 4147, 91, 67, 48, 53, 412, 412, 451, 193, 142, 112, 3696, 258
INVAR-3, Run: 047, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10611, 9711, 9811, 10611, 100, 82, 26, 40, 703, 593, 517, 463, 509, 110, 4476, 76, 54, 54, 41, 468, 468, 529, 248, 166, 140, 3947, 281
INVAR-3, Run: 048, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 53052, 52152, 52252, 53052, 100, 91, 45, 41, 489, 423, 380, 338, 400, 66, 5526, 43, 42, 38, 27, 373, 373, 575, 277, 186, 141, 4951, 298
INVAR-3, Run: 049, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 23456, 22556, 22656, 23456, 100, 74, 36, 29, 465, 379, 328, 299, 373, 86, 5040, 51, 29, 26, 29, 344, 344, 557, 239, 165, 129, 4483, 318
INVAR-3, Run: 050, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8350, 8450, 7550, 8350, 100, 108, 46, 63, 611, 484, 413, 367, 410, 127, 4463, 71, 46, 57, 31, 379, 379, 611, 317, 209, 163, 3852, 294
INVAR-3, Run: 051, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10600, 10700, 9800, 10600, 100, 88, 29, 29, 780, 625, 508, 428, 467, 155, 4567, 117, 80, 61, 41, 426, 426, 553, 246, 158, 129, 4014, 307
INVAR-3, Run: 052, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 19299, 19399, 19499, 19299, 100, 68, 22, 28, 374, 297, 273, 246, 317, 77, 4654, 24, 27, 29, 19, 298, 298, 441, 218, 150, 128, 4213, 223
INVAR-3, Run: 053, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 5195, 5295, 4395, 5195, 100, 64, 22, 25, 654, 516, 425, 377, 414, 138, 3819, 91, 48, 63, 28, 386, 386, 473, 211, 147, 125, 3346, 262
INVAR-3, Run: 054, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 23491, 22591, 22691, 23491, 100, 126, 73, 96, 722, 631, 564, 509, 557, 91, 5436, 67, 55, 52, 46, 511, 511, 762, 395, 269, 196, 4674, 367
INVAR-3, Run: 055, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 4074, 4174, 3274, 4074, 100, 100, 44, 60, 590, 495, 448, 402, 459, 95, 3845, 47, 46, 43, 44, 415, 415, 587, 304, 204, 160, 3258, 283
INVAR-3, Run: 056, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 4051, 3151, 3251, 4051, 100, 90, 53, 52, 817, 612, 479, 406, 442, 205, 4039, 133, 73, 64, 47, 395, 395, 586, 295, 205, 152, 3453, 291
INVAR-3, Run: 057, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8341, 8441, 7541, 8341, 100, 84, 54, 49, 1051, 743, 609, 523, 557, 308, 4273, 134, 86, 66, 57, 500, 500, 549, 287, 203, 149, 3724, 262
INVAR-3, Run: 058, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8509, 8609, 7709, 8509, 100, 90, 51, 80, 960, 780, 657, 564, 598, 180, 4184, 123, 93, 66, 61, 537, 537, 595, 321, 231, 180, 3589, 274
