Input Number, Run_Number, Result@ 100, Y, X, V, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-10, Run: 055, P, 0, 2, 0, 2, 14, 16, 0, 10, 20
INVAR-10, Run: 056, P, 0, 1, 0, 0, 13, 16, 2, 24, 7
INVAR-10, Run: 057, P, 0, 0, 8, 1, 14, 16, 1, 16, 7
INVAR-10, Run: 058, P, 0, 2, 0, 2, 13, 15, 3, 27, 4
INVAR-10, Run: 059, P, 0, 1, 0, 0, 13, 16, 2, 28, 3
INVAR-10, Run: 060, P, 0, 1, 0, 0, 13, 16, 2, 24, 7
INVAR-10, Run: 061, P, 0, 2, 0, 2, 13, 15, 3, 14, 17
INVAR-10, Run: 062, P, 0, 1, 0, 0, 13, 16, 2, 24, 7
INVAR-10, Run: 063, P, 0, 2, 0, 2, 14, 16, 0, 25, 5
INVAR-10, Run: 064, P, 0, 1, 0, 0, 13, 16, 2, 21, 10
INVAR-10, Run: 065, P, 0, 1, 0, 3, 14, 15, 2, 12, 19
INVAR-10, Run: 066, P, 0, 1, 0, 0, 13, 16, 2, 25, 6
INVAR-10, Run: 067, P, 0, 2, 0, 2, 13, 15, 3, 26, 5
INVAR-10, Run: 068, P, 0, 0, 5, 1, 14, 16, 1, 20, 6
INVAR-10, Run: 069, P, 0, 1, 0, 0, 13, 16, 2, 19, 12
INVAR-10, Run: 070, P, 0, 1, 0, 0, 13, 16, 2, 17, 14
INVAR-10, Run: 071, P, 0, 1, 0, 0, 13, 16, 2, 23, 8
INVAR-10, Run: 072, P, 0, 0, 13, 1, 14, 16, 1, 13, 5
INVAR-10, Run: 073, P, 0, 0, 6, 4, 15, 15, 1, 3, 22
INVAR-10, Run: 074, P, 0, 2, 0, 2, 14, 16, 0, 22, 8
INVAR-10, Run: 075, P, 0, 1, 0, 0, 13, 16, 2, 18, 13
INVAR-10, Run: 076, P, 0, 0, 2, 1, 13, 15, 4, 18, 12
INVAR-10, Run: 077, P, 0, 0, 12, 1, 14, 16, 1, 7, 12
INVAR-10, Run: 078, P, 0, 0, 18, 1, 14, 16, 1, 8, 5
INVAR-10, Run: 079, P, 0, 1, 0, 0, 13, 16, 2, 24, 7
INVAR-10, Run: 080, P, 0, 0, 11, 1, 14, 16, 1, 16, 4
INVAR-10, Run: 081, P, 0, 2, 0, 2, 14, 16, 0, 25, 5
INVAR-10, Run: 082, P, 0, 2, 0, 2, 13, 15, 3, 27, 4
INVAR-10, Run: 083, P, 0, 1, 0, 0, 13, 16, 2, 14, 17
INVAR-10, Run: 084, P, 0, 0, 19, 1, 14, 16, 1, 4, 8
INVAR-10, Run: 085, P, 0, 1, 0, 0, 13, 16, 2, 23, 8
INVAR-10, Run: 086, P, 0, 2, 0, 2, 13, 15, 3, 14, 17
INVAR-10, Run: 087, P, 0, 0, 8, 1, 13, 15, 4, 8, 16
INVAR-10, Run: 088, P, 0, 0, 1, 1, 14, 16, 1, 15, 15
INVAR-10, Run: 089, P, 0, 2, 0, 2, 14, 16, 0, 19, 11
INVAR-10, Run: 090, P, 0, 1, 0, 0, 13, 16, 2, 19, 12
INVAR-10, Run: 091, P, 0, 2, 0, 2, 13, 15, 3, 16, 15
INVAR-10, Run: 092, P, 0, 1, 0, 0, 13, 16, 2, 27, 4
INVAR-10, Run: 093, P, 0, 1, 0, 0, 13, 16, 2, 19, 12
INVAR-10, Run: 094, P, 0, 0, 24, 1, 14, 16, 1, 4, 3
INVAR-10, Run: 095, P, 0, 1, 0, 0, 13, 16, 2, 21, 10
INVAR-10, Run: 096, P, 0, 0, 24, 1, 13, 15, 4, 4, 4
INVAR-10, Run: 097, P, 0, 1, 0, 0, 13, 16, 2, 24, 7
INVAR-10, Run: 098, P, 0, 1, 0, 0, 12, 15, 5, 27, 5
INVAR-10, Run: 099, P, 0, 0, 2, 1, 14, 16, 1, 14, 15
INVAR-10, Run: 100, P, 0, 1, 0, 0, 13, 16, 2, 22, 9
INVAR-11, Run: 001, P, 0, 2, 0, 1, 17, 31, 6, 36, 18
INVAR-11, Run: 002, P, 0, 2, 0, 1, 18, 32, 3, 29, 24
INVAR-11, Run: 003, P, 0, 0, 18, 0, 19, 33, 1, 27, 8
INVAR-11, Run: 004, P, 0, 1, 0, 2, 19, 32, 2, 24, 29
INVAR-11, Run: 005, P, 0, 0, 4, 3, 20, 32, 1, 30, 19
INVAR-11, Run: 006, P, 0, 2, 0, 1, 19, 33, 0, 41, 11
INVAR-11, Run: 007, P, 0, 1, 0, 2, 19, 32, 2, 30, 23
INVAR-11, Run: 008, P, 0, 2, 0, 1, 18, 32, 3, 42, 11
INVAR-11, Run: 009, P, 0, 1, 0, 2, 18, 31, 5, 29, 25
INVAR-11, Run: 010, P, 0, 0, 38, 0, 19, 33, 1, 8, 7
INVAR-11, Run: 011, P, 0, 0, 37, 0, 18, 32, 4, 8, 9
INVAR-11, Run: 012, P, 0, 0, 3, 0, 18, 32, 4, 30, 21
INVAR-11, Run: 013, P, 0, 2, 0, 1, 19, 33, 0, 44, 8
INVAR-11, Run: 014, P, 0, 0, 6, 0, 18, 32, 4, 21, 27
INVAR-11, Run: 015, P, 0, 0, 34, 0, 18, 32, 4, 14, 6
INVAR-11, Run: 016, P, 0, 0, 33, 0, 19, 33, 1, 14, 6
INVAR-11, Run: 017, P, 0, 0, 33, 0, 19, 33, 1, 12, 8
INVAR-11, Run: 018, P, 0, 1, 0, 2, 19, 32, 2, 26, 27
INVAR-11, Run: 019, P, 0, 2, 0, 1, 18, 32, 3, 31, 22
INVAR-11, Run: 020, P, 0, 2, 0, 1, 18, 32, 3, 36, 17
INVAR-11, Run: 021, P, 0, 2, 0, 1, 19, 33, 0, 44, 8
INVAR-11, Run: 022, P, 0, 1, 0, 2, 18, 31, 5, 12, 42
INVAR-11, Run: 023, P, 0, 2, 0, 1, 18, 32, 3, 27, 26
INVAR-11, Run: 024, P, 0, 2, 0, 4, 19, 31, 3, 15, 38
INVAR-11, Run: 025, P, 0, 0, 23, 0, 19, 33, 1, 15, 15
INVAR-11, Run: 026, P, 0, 0, 21, 0, 19, 33, 1, 16, 16
INVAR-11, Run: 027, P, 0, 2, 0, 1, 18, 32, 3, 45, 8
INVAR-11, Run: 028, P, 0, 0, 26, 0, 19, 33, 1, 9, 18
INVAR-11, Run: 029, P, 0, 0, 12, 0, 19, 33, 1, 23, 18
INVAR-11, Run: 030, P, 0, 2, 0, 1, 19, 33, 0, 42, 10
INVAR-11, Run: 031, P, 0, 0, 31, 0, 18, 32, 4, 10, 13
INVAR-11, Run: 032, P, 0, 0, 31, 0, 19, 33, 1, 1, 21
INVAR-11, Run: 033, P, 0, 0, 12, 0, 19, 33, 1, 17, 24
INVAR-11, Run: 034, P, 0, 1, 0, 2, 19, 32, 2, 39, 14
INVAR-11, Run: 035, P, 0, 0, 1, 0, 18, 32, 4, 29, 24
INVAR-11, Run: 036, P, 0, 0, 36, 0, 19, 33, 1, 2, 15
INVAR-11, Run: 037, P, 0, 0, 11, 0, 18, 32, 4, 28, 15
INVAR-11, Run: 038, P, 0, 0, 28, 0, 19, 33, 1, 7, 18
INVAR-11, Run: 039, P, 0, 1, 0, 2, 19, 32, 2, 32, 21
INVAR-11, Run: 040, P, 0, 1, 0, 2, 19, 32, 2, 38, 15
INVAR-11, Run: 041, P, 0, 2, 0, 1, 18, 32, 3, 30, 23
INVAR-11, Run: 042, P, 0, 1, 0, 2, 19, 32, 2, 32, 21
INVAR-11, Run: 043, P, 0, 0, 32, 0, 18, 32, 4, 9, 13
INVAR-11, Run: 044, P, 0, 1, 0, 2, 19, 32, 2, 42, 11
INVAR-11, Run: 045, P, 0, 0, 7, 0, 18, 32, 4, 19, 28
INVAR-11, Run: 046, P, 0, 2, 0, 1, 18, 32, 3, 37, 16
INVAR-11, Run: 047, P, 0, 0, 30, 0, 18, 32, 4, 10, 14
INVAR-11, Run: 048, P, 0, 0, 38, 0, 19, 33, 1, 2, 13
INVAR-11, Run: 049, P, 0, 0, 20, 0, 18, 32, 4, 24, 10
INVAR-11, Run: 050, P, 0, 0, 29, 0, 19, 33, 1, 15, 9
INVAR-11, Run: 051, P, 0, 2, 0, 1, 18, 32, 3, 32, 21
INVAR-11, Run: 052, P, 0, 0, 24, 0, 18, 32, 4, 6, 24
INVAR-11, Run: 053, P, 0, 0, 5, 0, 19, 33, 1, 46, 2
INVAR-11, Run: 054, P, 0, 0, 3, 0, 19, 33, 1, 19, 31
INVAR-11, Run: 055, P, 0, 0, 16, 0, 19, 33, 1, 17, 20
INVAR-11, Run: 056, P, 0, 1, 0, 2, 19, 32, 2, 21, 32
INVAR-11, Run: 057, P, 0, 0, 19, 0, 19, 33, 1, 11, 23
INVAR-11, Run: 058, P, 0, 0, 2, 0, 18, 32, 4, 26, 26
INVAR-11, Run: 059, P, 0, 0, 14, 3, 19, 31, 4, 23, 17
INVAR-11, Run: 060, P, 0, 0, 25, 0, 19, 33, 1, 25, 3
INVAR-11, Run: 061, P, 0, 0, 38, 0, 19, 33, 1, 5, 10
INVAR-11, Run: 062, P, 0, 1, 0, 2, 19, 32, 2, 24, 29
INVAR-11, Run: 063, P, 0, 0, 30, 0, 19, 33, 1, 5, 18
INVAR-11, Run: 064, P, 0, 2, 0, 1, 18, 32, 3, 34, 19
INVAR-11, Run: 065, P, 0, 0, 21, 0, 19, 33, 1, 23, 9
INVAR-11, Run: 066, P, 0, 1, 0, 2, 19, 32, 2, 34, 19
INVAR-11, Run: 067, P, 0, 1, 0, 2, 19, 32, 2, 18, 35
INVAR-11, Run: 068, P, 0, 0, 13, 0, 19, 33, 1, 15, 25
INVAR-11, Run: 069, P, 0, 2, 0, 1, 18, 32, 3, 43, 10
INVAR-11, Run: 070, P, 0, 0, 28, 0, 19, 33, 1, 6, 19
INVAR-11, Run: 071, P, 0, 0, 11, 0, 18, 32, 4, 18, 25
INVAR-11, Run: 072, P, 0, 0, 19, 0, 18, 32, 4, 13, 22
INVAR-11, Run: 073, P, 0, 2, 0, 1, 18, 32, 3, 41, 12
INVAR-11, Run: 074, P, 0, 1, 0, 2, 19, 32, 2, 25, 28
INVAR-11, Run: 075, P, 0, 0, 3, 0, 18, 32, 4, 30, 21
INVAR-11, Run: 076, P, 0, 0, 40, 0, 19, 33, 1, 10, 3
INVAR-11, Run: 077, P, 0, 1, 0, 2, 19, 32, 2, 32, 21
INVAR-11, Run: 078, P, 0, 1, 0, 2, 19, 32, 2, 39, 14
INVAR-11, Run: 079, P, 0, 2, 0, 1, 18, 32, 3, 29, 24
INVAR-11, Run: 080, P, 0, 0, 31, 0, 19, 33, 1, 15, 7
INVAR-11, Run: 081, P, 0, 0, 22, 0, 19, 33, 1, 17, 14
INVAR-11, Run: 082, P, 0, 0, 15, 0, 19, 33, 1, 18, 20
INVAR-11, Run: 083, P, 0, 2, 0, 1, 19, 33, 0, 39, 13
INVAR-11, Run: 084, P, 0, 1, 0, 2, 19, 32, 2, 35, 18
INVAR-11, Run: 085, P, 0, 0, 28, 0, 19, 33, 1, 4, 21
INVAR-11, Run: 086, P, 0, 0, 17, 0, 19, 33, 1, 20, 16
INVAR-11, Run: 087, P, 0, 0, 2, 0, 18, 32, 4, 27, 25
INVAR-11, Run: 088, P, 0, 0, 4, 0, 18, 32, 4, 30, 20
INVAR-11, Run: 089, P, 0, 1, 0, 2, 19, 32, 2, 25, 28
INVAR-11, Run: 090, P, 0, 1, 0, 2, 18, 31, 5, 27, 27
INVAR-11, Run: 091, P, 0, 2, 0, 1, 18, 32, 3, 31, 22
INVAR-11, Run: 092, P, 0, 1, 0, 2, 19, 32, 2, 28, 25
INVAR-11, Run: 093, P, 0, 2, 0, 1, 18, 32, 3, 34, 19
INVAR-11, Run: 094, P, 0, 0, 31, 3, 19, 31, 4, 6, 17
INVAR-11, Run: 095, P, 0, 1, 0, 2, 19, 32, 2, 26, 27
INVAR-11, Run: 096, P, 0, 0, 15, 0, 19, 33, 1, 22, 16
INVAR-11, Run: 097, P, 0, 1, 0, 2, 19, 32, 2, 32, 21
INVAR-11, Run: 098, P, 0, 2, 0, 1, 18, 32, 3, 39, 14
INVAR-11, Run: 099, P, 0, 2, 0, 1, 18, 32, 3, 36, 17
INVAR-11, Run: 100, P, 0, 0, 26, 0, 19, 33, 1, 8, 19
INVAR-12, Run: 001, P, 0, 2, 0, 3, 43, 65, 2, 73, 37
INVAR-12, Run: 002, P, 0, 2, 0, 0, 42, 66, 2, 92, 18
INVAR-12, Run: 003, P, 0, 2, 0, 3, 43, 65, 2, 37, 73
INVAR-12, Run: 004, P, 0, 1, 0, 1, 42, 65, 4, 73, 38
INVAR-12, Run: 005, P, 0, 1, 0, 1, 43, 66, 1, 47, 63
INVAR-12, Run: 006, P, 0, 2, 0, 0, 42, 66, 2, 79, 31
INVAR-12, Run: 007, P, 0, 2, 0, 0, 42, 66, 2, 93, 17
INVAR-12, Run: 008, P, 0, 1, 0, 1, 43, 66, 1, 89, 21
INVAR-12, Run: 009, P, 0, 0, 15, 2, 43, 65, 3, 38, 58
INVAR-12, Run: 010, P, 0, 1, 0, 1, 43, 66, 1, 54, 56
INVAR-12, Run: 011, P, 0, 1, 0, 1, 42, 65, 4, 42, 69
INVAR-12, Run: 012, P, 0, 1, 0, 1, 43, 66, 1, 90, 20
INVAR-12, Run: 013, P, 0, 0, 45, 2, 44, 66, 0, 30, 35
INVAR-12, Run: 014, P, 0, 1, 0, 1, 43, 66, 1, 73, 37
INVAR-12, Run: 015, P, 0, 1, 0, 1, 42, 65, 4, 72, 39
INVAR-12, Run: 016, P, 0, 2, 0, 0, 42, 66, 2, 91, 19
INVAR-12, Run: 017, P, 0, 1, 0, 1, 42, 65, 4, 48, 63
INVAR-12, Run: 018, P, 0, 1, 0, 1, 43, 66, 1, 80, 30
INVAR-12, Run: 019, P, 0, 1, 0, 1, 43, 66, 1, 71, 39
INVAR-12, Run: 020, P, 0, 2, 0, 0, 42, 66, 2, 94, 16
INVAR-12, Run: 021, P, 0, 1, 0, 1, 42, 65, 4, 78, 33
INVAR-12, Run: 022, P, 0, 2, 0, 0, 42, 66, 2, 84, 26
INVAR-12, Run: 023, P, 0, 1, 0, 1, 41, 64, 7, 62, 50
INVAR-12, Run: 024, P, 0, 2, 0, 0, 42, 66, 2, 50, 60
INVAR-12, Run: 025, P, 0, 1, 0, 1, 42, 65, 4, 62, 49
INVAR-12, Run: 026, P, 0, 1, 0, 1, 43, 66, 1, 11, 99
INVAR-12, Run: 027, P, 0, 1, 0, 1, 43, 66, 1, 84, 26
INVAR-12, Run: 028, P, 0, 1, 0, 1, 42, 65, 4, 63, 48
INVAR-12, Run: 029, P, 0, 1, 0, 1, 42, 65, 4, 44, 67
INVAR-12, Run: 030, P, 0, 1, 0, 1, 43, 66, 1, 49, 61
