Input Number, Run_Number, Result@ 100, A2, A1, F1, F1P, F2, F2P, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 020, P, 33, 19, 0, 0, 0, 0, 5, 3256, 5, 0, 5, 0, 5
INVAR-1, Run: 021, P, 33, 19, 0, 0, 0, 0, 5, 3286, 5, 0, 5, 0, 5
INVAR-1, Run: 022, P, 33, 19, 0, 0, 0, 0, 5, 3263, 5, 0, 5, 0, 5
INVAR-1, Run: 023, P, 33, 19, 0, 0, 0, 0, 5, 3299, 5, 0, 5, 0, 5
INVAR-1, Run: 024, P, 33, 19, 0, 0, 0, 0, 5, 3264, 5, 0, 5, 0, 5
INVAR-1, Run: 025, P, 35, 20, 0, 0, 0, 0, 5, 3517, 4, 1, 3, 2, 5
INVAR-1, Run: 026, P, 33, 21, 0, 0, 0, 0, 5, 3339, 3, 2, 5, 0, 5
INVAR-1, Run: 027, P, 34, 20, 0, 0, 0, 0, 5, 3357, 4, 1, 4, 1, 5
INVAR-1, Run: 028, P, 33, 19, 0, 0, 0, 0, 5, 3325, 5, 0, 5, 0, 5
INVAR-1, Run: 029, P, 33, 19, 0, 0, 0, 0, 5, 3298, 5, 0, 5, 0, 5
INVAR-1, Run: 030, P, 33, 20, 0, 0, 0, 0, 5, 3372, 4, 1, 5, 0, 5
INVAR-1, Run: 031, P, 33, 19, 0, 0, 0, 0, 5, 3209, 5, 0, 5, 0, 5
INVAR-1, Run: 032, P, 33, 19, 0, 0, 0, 0, 5, 3286, 5, 0, 5, 0, 5
INVAR-1, Run: 033, P, 33, 19, 0, 0, 0, 0, 5, 3340, 5, 0, 5, 0, 5
INVAR-1, Run: 034, P, 33, 19, 0, 0, 0, 0, 5, 3351, 5, 0, 5, 0, 5
INVAR-1, Run: 035, P, 33, 19, 0, 0, 0, 0, 5, 3304, 5, 0, 5, 0, 5
INVAR-1, Run: 036, P, 33, 20, 0, 0, 0, 0, 5, 3275, 4, 1, 5, 0, 5
INVAR-1, Run: 037, P, 34, 19, 0, 0, 0, 0, 5, 3415, 5, 0, 4, 1, 5
INVAR-1, Run: 038, P, 33, 19, 0, 0, 0, 0, 5, 3156, 5, 0, 5, 0, 5
INVAR-1, Run: 039, P, 33, 19, 0, 0, 0, 0, 5, 3339, 5, 0, 5, 0, 5
INVAR-1, Run: 040, P, 33, 19, 0, 0, 0, 0, 5, 3326, 5, 0, 5, 0, 5
INVAR-1, Run: 041, P, 33, 19, 0, 0, 0, 0, 5, 3260, 5, 0, 5, 0, 5
INVAR-1, Run: 042, P, 33, 19, 0, 0, 0, 0, 5, 3233, 5, 0, 5, 0, 5
INVAR-1, Run: 043, P, 34, 19, 0, 0, 0, 0, 5, 3419, 5, 0, 4, 1, 5
INVAR-1, Run: 044, P, 34, 21, 0, 0, 0, 0, 5, 3444, 3, 2, 4, 1, 5
INVAR-1, Run: 045, P, 33, 19, 0, 0, 0, 0, 5, 3267, 5, 0, 5, 0, 5
INVAR-1, Run: 046, P, 34, 19, 0, 0, 0, 0, 5, 3411, 5, 0, 4, 1, 5
INVAR-1, Run: 047, P, 33, 20, 0, 0, 0, 0, 5, 3429, 4, 1, 5, 0, 5
INVAR-1, Run: 048, P, 33, 20, 0, 0, 0, 0, 5, 3353, 4, 1, 5, 0, 5
INVAR-1, Run: 049, P, 34, 19, 0, 0, 0, 0, 5, 3451, 5, 0, 4, 1, 5
INVAR-1, Run: 050, P, 33, 20, 0, 0, 0, 0, 5, 3301, 4, 1, 5, 0, 5
INVAR-1, Run: 051, P, 33, 19, 0, 0, 0, 0, 5, 3269, 5, 0, 5, 0, 5
INVAR-1, Run: 052, P, 33, 19, 0, 0, 0, 0, 5, 3320, 5, 0, 5, 0, 5
INVAR-1, Run: 053, P, 33, 19, 0, 0, 0, 0, 5, 3198, 5, 0, 5, 0, 5
INVAR-1, Run: 054, P, 33, 19, 0, 0, 0, 0, 5, 3115, 5, 0, 5, 0, 5
INVAR-1, Run: 055, P, 33, 20, 0, 0, 0, 0, 5, 3368, 4, 1, 5, 0, 5
INVAR-1, Run: 056, P, 34, 19, 0, 0, 0, 0, 5, 3493, 5, 0, 4, 1, 5
INVAR-1, Run: 057, P, 33, 19, 0, 0, 0, 0, 5, 3332, 5, 0, 5, 0, 5
INVAR-1, Run: 058, P, 33, 20, 0, 0, 0, 0, 5, 3381, 4, 1, 5, 0, 5
INVAR-1, Run: 059, P, 35, 19, 0, 0, 0, 0, 5, 3543, 5, 0, 3, 2, 5
INVAR-1, Run: 060, P, 33, 19, 0, 0, 0, 0, 5, 3354, 5, 0, 5, 0, 5
INVAR-1, Run: 061, P, 33, 19, 0, 0, 0, 0, 5, 3294, 5, 0, 5, 0, 5
INVAR-1, Run: 062, P, 34, 19, 0, 0, 0, 0, 5, 3368, 5, 0, 4, 1, 5
INVAR-1, Run: 063, P, 33, 19, 0, 0, 0, 0, 5, 3410, 5, 0, 5, 0, 5
INVAR-1, Run: 064, P, 34, 19, 0, 0, 0, 0, 5, 3370, 5, 0, 4, 1, 5
INVAR-1, Run: 065, P, 33, 20, 0, 0, 0, 0, 5, 3212, 4, 1, 5, 0, 5
INVAR-1, Run: 066, P, 34, 19, 0, 0, 0, 0, 5, 3447, 5, 0, 4, 1, 5
INVAR-1, Run: 067, P, 33, 20, 0, 0, 0, 0, 5, 3276, 4, 1, 5, 0, 5
INVAR-1, Run: 068, P, 33, 20, 0, 0, 0, 0, 5, 3279, 4, 1, 5, 0, 5
INVAR-1, Run: 069, P, 33, 20, 0, 0, 0, 0, 5, 3256, 4, 1, 5, 0, 5
INVAR-1, Run: 070, P, 33, 19, 0, 0, 0, 0, 5, 3207, 5, 0, 5, 0, 5
INVAR-1, Run: 071, P, 33, 19, 0, 0, 0, 0, 5, 3253, 5, 0, 5, 0, 5
INVAR-1, Run: 072, P, 33, 19, 0, 0, 0, 0, 5, 3250, 5, 0, 5, 0, 5
INVAR-1, Run: 073, P, 34, 20, 0, 0, 0, 0, 5, 3303, 4, 1, 4, 1, 5
INVAR-1, Run: 074, P, 33, 20, 0, 0, 0, 0, 5, 3259, 4, 1, 5, 0, 5
INVAR-1, Run: 075, P, 34, 20, 0, 0, 0, 0, 5, 3477, 4, 1, 4, 1, 5
INVAR-1, Run: 076, P, 33, 20, 0, 0, 0, 0, 5, 3185, 4, 1, 5, 0, 5
INVAR-1, Run: 077, P, 33, 19, 0, 0, 0, 0, 5, 3329, 5, 0, 5, 0, 5
INVAR-1, Run: 078, P, 34, 20, 0, 0, 0, 0, 5, 3388, 4, 1, 4, 1, 5
INVAR-1, Run: 079, P, 34, 20, 0, 0, 0, 0, 5, 3439, 4, 1, 4, 1, 5
INVAR-1, Run: 080, P, 33, 21, 0, 0, 0, 0, 5, 3299, 3, 2, 5, 0, 5
INVAR-1, Run: 081, P, 33, 19, 0, 0, 0, 0, 5, 3305, 5, 0, 5, 0, 5
INVAR-1, Run: 082, P, 33, 19, 0, 0, 0, 0, 5, 3378, 5, 0, 5, 0, 5
INVAR-1, Run: 083, P, 33, 20, 0, 0, 0, 0, 5, 3329, 4, 1, 5, 0, 5
INVAR-1, Run: 084, P, 33, 19, 0, 0, 0, 0, 5, 3388, 5, 0, 5, 0, 5
INVAR-1, Run: 085, P, 33, 19, 0, 0, 0, 0, 5, 3278, 5, 0, 5, 0, 5
INVAR-1, Run: 086, P, 33, 19, 0, 0, 0, 0, 5, 3252, 5, 0, 5, 0, 5
INVAR-1, Run: 087, P, 33, 20, 0, 0, 0, 0, 5, 3387, 4, 1, 5, 0, 5
INVAR-1, Run: 088, P, 33, 19, 0, 0, 0, 0, 5, 3286, 5, 0, 5, 0, 5
INVAR-1, Run: 089, P, 33, 19, 0, 0, 0, 0, 5, 3184, 5, 0, 5, 0, 5
INVAR-1, Run: 090, P, 33, 19, 0, 0, 0, 0, 5, 3272, 5, 0, 5, 0, 5
INVAR-1, Run: 091, P, 33, 19, 0, 0, 0, 0, 5, 3263, 5, 0, 5, 0, 5
INVAR-1, Run: 092, P, 33, 19, 0, 0, 0, 0, 5, 3388, 5, 0, 5, 0, 5
INVAR-1, Run: 093, P, 33, 19, 0, 0, 0, 0, 5, 3241, 5, 0, 5, 0, 5
INVAR-1, Run: 094, P, 34, 19, 0, 0, 0, 0, 5, 3431, 5, 0, 4, 1, 5
INVAR-1, Run: 095, P, 33, 21, 0, 0, 0, 0, 5, 3266, 3, 2, 5, 0, 5
INVAR-1, Run: 096, P, 34, 19, 0, 0, 0, 0, 5, 3558, 5, 0, 4, 1, 5
INVAR-1, Run: 097, P, 33, 20, 0, 0, 0, 0, 5, 3292, 4, 1, 5, 0, 5
INVAR-1, Run: 098, P, 33, 21, 0, 0, 0, 0, 5, 3385, 3, 2, 5, 0, 5
INVAR-1, Run: 099, P, 33, 19, 0, 0, 0, 0, 5, 3313, 5, 0, 5, 0, 5
INVAR-1, Run: 100, P, 33, 19, 0, 0, 0, 0, 5, 3305, 5, 0, 5, 0, 5
INVAR-10, Run: 001, P, 13, 2, 0, 0, 0, 0, 5, 1293, 3, 2, 5, 0, 5
INVAR-10, Run: 002, P, 13, 1, 0, 0, 0, 0, 5, 1314, 4, 1, 5, 0, 5
INVAR-10, Run: 003, P, 14, 1, 0, 0, 0, 0, 5, 1434, 4, 1, 4, 1, 5
INVAR-10, Run: 004, P, 13, 1, 0, 0, 0, 0, 5, 1290, 4, 1, 5, 0, 5
INVAR-10, Run: 005, P, 13, 1, 0, 0, 0, 0, 5, 1286, 4, 1, 5, 0, 5
INVAR-10, Run: 006, P, 14, 1, 0, 0, 0, 0, 5, 1458, 4, 1, 4, 1, 5
INVAR-10, Run: 007, P, 13, 1, 0, 0, 0, 0, 5, 1287, 4, 1, 5, 0, 5
INVAR-10, Run: 008, P, 15, 1, 0, 0, 0, 0, 5, 1442, 4, 1, 3, 2, 5
INVAR-10, Run: 009, P, 13, 1, 0, 0, 0, 0, 5, 1341, 4, 1, 5, 0, 5
INVAR-10, Run: 010, P, 14, 2, 0, 0, 0, 0, 5, 1428, 3, 2, 4, 1, 5
INVAR-10, Run: 011, P, 13, 1, 0, 0, 0, 0, 5, 1326, 4, 1, 5, 0, 5
INVAR-10, Run: 012, P, 13, 0, 0, 0, 0, 0, 5, 1304, 5, 0, 5, 0, 5
INVAR-10, Run: 013, P, 13, 2, 0, 0, 0, 0, 5, 1265, 3, 2, 5, 0, 5
INVAR-10, Run: 014, P, 14, 1, 0, 0, 0, 0, 5, 1385, 4, 1, 4, 1, 5
INVAR-10, Run: 015, P, 13, 1, 0, 0, 0, 0, 5, 1360, 4, 1, 5, 0, 5
INVAR-10, Run: 016, P, 13, 2, 0, 0, 0, 0, 5, 1292, 3, 2, 5, 0, 5
INVAR-10, Run: 017, P, 14, 2, 0, 0, 0, 0, 5, 1448, 3, 2, 4, 1, 5
INVAR-10, Run: 018, P, 13, 2, 0, 0, 0, 0, 5, 1310, 3, 2, 5, 0, 5
INVAR-10, Run: 019, P, 14, 0, 0, 0, 0, 0, 5, 1397, 5, 0, 4, 1, 5
INVAR-10, Run: 020, P, 13, 2, 0, 0, 0, 0, 5, 1326, 3, 2, 5, 0, 5
INVAR-10, Run: 021, P, 14, 2, 0, 0, 0, 0, 5, 1445, 3, 2, 4, 1, 5
INVAR-10, Run: 022, P, 14, 0, 0, 0, 0, 0, 5, 1397, 5, 0, 4, 1, 5
INVAR-10, Run: 023, P, 13, 2, 0, 0, 0, 0, 5, 1247, 3, 2, 5, 0, 5
INVAR-10, Run: 024, P, 14, 1, 0, 0, 0, 0, 5, 1330, 4, 1, 4, 1, 5
INVAR-10, Run: 025, P, 13, 1, 0, 0, 0, 0, 5, 1342, 4, 1, 5, 0, 5
INVAR-10, Run: 026, P, 13, 2, 0, 0, 0, 0, 5, 1283, 3, 2, 5, 0, 5
INVAR-10, Run: 027, P, 13, 3, 0, 0, 0, 0, 5, 1341, 2, 3, 5, 0, 5
INVAR-10, Run: 028, P, 14, 3, 0, 0, 0, 0, 5, 1402, 2, 3, 4, 1, 5
INVAR-10, Run: 029, P, 13, 1, 0, 0, 0, 0, 5, 1281, 4, 1, 5, 0, 5
INVAR-10, Run: 030, P, 13, 0, 0, 0, 0, 0, 5, 1338, 5, 0, 5, 0, 5
INVAR-10, Run: 031, P, 14, 0, 0, 0, 0, 0, 5, 1418, 5, 0, 4, 1, 5
INVAR-10, Run: 032, P, 13, 2, 0, 0, 0, 0, 5, 1302, 3, 2, 5, 0, 5
INVAR-10, Run: 033, P, 13, 0, 0, 0, 0, 0, 5, 1315, 5, 0, 5, 0, 5
INVAR-10, Run: 034, P, 13, 0, 0, 0, 0, 0, 5, 1255, 5, 0, 5, 0, 5
INVAR-10, Run: 035, P, 15, 2, 0, 0, 0, 0, 5, 1448, 3, 2, 3, 2, 5
INVAR-10, Run: 036, P, 13, 1, 0, 0, 0, 0, 5, 1255, 4, 1, 5, 0, 5
INVAR-10, Run: 037, P, 14, 2, 0, 0, 0, 0, 5, 1392, 3, 2, 4, 1, 5
INVAR-10, Run: 038, P, 15, 2, 0, 0, 0, 0, 5, 1470, 3, 2, 3, 2, 5
INVAR-10, Run: 039, P, 14, 1, 0, 0, 0, 0, 5, 1437, 4, 1, 4, 1, 5
INVAR-10, Run: 040, P, 13, 2, 0, 0, 0, 0, 5, 1270, 3, 2, 5, 0, 5
INVAR-10, Run: 041, P, 13, 1, 0, 0, 0, 0, 5, 1320, 4, 1, 5, 0, 5
INVAR-10, Run: 042, P, 13, 1, 0, 0, 0, 0, 5, 1228, 4, 1, 5, 0, 5
INVAR-10, Run: 043, P, 14, 0, 0, 0, 0, 0, 5, 1400, 5, 0, 4, 1, 5
INVAR-10, Run: 044, P, 13, 0, 0, 0, 0, 0, 5, 1292, 5, 0, 5, 0, 5
INVAR-10, Run: 045, P, 13, 2, 0, 0, 0, 0, 5, 1309, 3, 2, 5, 0, 5
INVAR-10, Run: 046, P, 14, 2, 0, 0, 0, 0, 5, 1336, 3, 2, 4, 1, 5
INVAR-10, Run: 047, P, 15, 2, 0, 0, 0, 0, 5, 1488, 3, 2, 3, 2, 5
INVAR-10, Run: 048, P, 15, 2, 0, 0, 0, 0, 5, 1432, 3, 2, 3, 2, 5
INVAR-10, Run: 049, P, 13, 1, 0, 0, 0, 0, 5, 1290, 4, 1, 5, 0, 5
INVAR-10, Run: 050, P, 13, 3, 0, 0, 0, 0, 5, 1289, 2, 3, 5, 0, 5
INVAR-10, Run: 051, P, 13, 2, 0, 0, 0, 0, 5, 1289, 3, 2, 5, 0, 5
INVAR-10, Run: 052, P, 15, 2, 0, 0, 0, 0, 5, 1502, 3, 2, 3, 2, 5
INVAR-10, Run: 053, P, 13, 1, 0, 0, 0, 0, 5, 1324, 4, 1, 5, 0, 5
INVAR-10, Run: 054, P, 13, 3, 0, 0, 0, 0, 5, 1307, 2, 3, 5, 0, 5
INVAR-10, Run: 055, P, 13, 2, 0, 0, 0, 0, 5, 1248, 3, 2, 5, 0, 5
INVAR-10, Run: 056, P, 13, 2, 0, 0, 0, 0, 5, 1332, 3, 2, 5, 0, 5
INVAR-10, Run: 057, P, 14, 2, 0, 0, 0, 0, 5, 1405, 3, 2, 4, 1, 5
INVAR-10, Run: 058, P, 13, 2, 0, 0, 0, 0, 5, 1253, 3, 2, 5, 0, 5
INVAR-10, Run: 059, P, 13, 1, 0, 0, 0, 0, 5, 1368, 4, 1, 5, 0, 5
INVAR-10, Run: 060, P, 13, 2, 0, 0, 0, 0, 5, 1306, 3, 2, 5, 0, 5
INVAR-10, Run: 061, P, 13, 2, 0, 0, 0, 0, 5, 1278, 3, 2, 5, 0, 5
INVAR-10, Run: 062, P, 14, 2, 0, 0, 0, 0, 5, 1357, 3, 2, 4, 1, 5
INVAR-10, Run: 063, P, 13, 0, 0, 0, 0, 0, 5, 1284, 5, 0, 5, 0, 5
INVAR-10, Run: 064, P, 14, 1, 0, 0, 0, 0, 5, 1434, 4, 1, 4, 1, 5
INVAR-10, Run: 065, P, 13, 3, 0, 0, 0, 0, 5, 1358, 2, 3, 5, 0, 5
INVAR-10, Run: 066, P, 13, 3, 0, 0, 0, 0, 5, 1337, 2, 3, 5, 0, 5
INVAR-10, Run: 067, P, 13, 1, 0, 0, 0, 0, 5, 1292, 4, 1, 5, 0, 5
INVAR-10, Run: 068, P, 13, 2, 0, 0, 0, 0, 5, 1278, 3, 2, 5, 0, 5
INVAR-10, Run: 069, P, 13, 1, 0, 0, 0, 0, 5, 1252, 4, 1, 5, 0, 5
INVAR-10, Run: 070, P, 14, 1, 0, 0, 0, 0, 5, 1425, 4, 1, 4, 1, 5
INVAR-10, Run: 071, P, 14, 1, 0, 0, 0, 0, 5, 1374, 4, 1, 4, 1, 5
INVAR-10, Run: 072, P, 14, 2, 0, 0, 0, 0, 5, 1378, 3, 2, 4, 1, 5
INVAR-10, Run: 073, P, 13, 1, 0, 0, 0, 0, 5, 1321, 4, 1, 5, 0, 5
INVAR-10, Run: 074, P, 14, 2, 0, 0, 0, 0, 5, 1415, 3, 2, 4, 1, 5
INVAR-10, Run: 075, P, 13, 0, 0, 0, 0, 0, 5, 1297, 5, 0, 5, 0, 5
INVAR-10, Run: 076, P, 14, 2, 0, 0, 0, 0, 5, 1429, 3, 2, 4, 1, 5
INVAR-10, Run: 077, P, 14, 1, 0, 0, 0, 0, 5, 1376, 4, 1, 4, 1, 5
INVAR-10, Run: 078, P, 13, 2, 0, 0, 0, 0, 5, 1243, 3, 2, 5, 0, 5
INVAR-10, Run: 079, P, 14, 1, 0, 0, 0, 0, 5, 1432, 4, 1, 4, 1, 5
INVAR-10, Run: 080, P, 15, 2, 0, 0, 0, 0, 5, 1490, 3, 2, 3, 2, 5
INVAR-10, Run: 081, P, 13, 1, 0, 0, 0, 0, 5, 1295, 4, 1, 5, 0, 5
INVAR-10, Run: 082, P, 14, 1, 0, 0, 0, 0, 5, 1399, 4, 1, 4, 1, 5
INVAR-10, Run: 083, P, 15, 1, 0, 0, 0, 0, 5, 1521, 4, 1, 3, 2, 5
INVAR-10, Run: 084, P, 13, 1, 0, 0, 0, 0, 5, 1342, 4, 1, 5, 0, 5
INVAR-10, Run: 085, P, 13, 1, 0, 0, 0, 0, 5, 1278, 4, 1, 5, 0, 5
INVAR-10, Run: 086, P, 13, 1, 0, 0, 0, 0, 5, 1321, 4, 1, 5, 0, 5
INVAR-10, Run: 087, P, 14, 2, 0, 0, 0, 0, 5, 1478, 3, 2, 4, 1, 5
INVAR-10, Run: 088, P, 13, 2, 0, 0, 0, 0, 5, 1300, 3, 2, 5, 0, 5
INVAR-10, Run: 089, P, 13, 0, 0, 0, 0, 0, 5, 1335, 5, 0, 5, 0, 5
INVAR-10, Run: 090, P, 13, 1, 0, 0, 0, 0, 5, 1273, 4, 1, 5, 0, 5
INVAR-10, Run: 091, P, 13, 3, 0, 0, 0, 0, 5, 1313, 2, 3, 5, 0, 5
INVAR-10, Run: 092, P, 13, 2, 0, 0, 0, 0, 5, 1254, 3, 2, 5, 0, 5
INVAR-10, Run: 093, P, 14, 1, 0, 0, 0, 0, 5, 1437, 4, 1, 4, 1, 5
INVAR-10, Run: 094, P, 14, 2, 0, 0, 0, 0, 5, 1370, 3, 2, 4, 1, 5
INVAR-10, Run: 095, P, 13, 1, 0, 0, 0, 0, 5, 1330, 4, 1, 5, 0, 5
INVAR-10, Run: 096, P, 13, 2, 0, 0, 0, 0, 5, 1191, 3, 2, 5, 0, 5
INVAR-10, Run: 097, P, 14, 2, 0, 0, 0, 0, 5, 1398, 3, 2, 4, 1, 5
INVAR-10, Run: 098, P, 14, 2, 0, 0, 0, 0, 5, 1419, 3, 2, 4, 1, 5
INVAR-10, Run: 099, P, 13, 1, 0, 0, 0, 0, 5, 1300, 4, 1, 5, 0, 5
INVAR-10, Run: 100, P, 15, 2, 0, 0, 0, 0, 5, 1469, 3, 2, 3, 2, 5
INVAR-11, Run: 001, P, 81, 88, 0, 0, 0, 0, 5, 7887, 5, 0, 5, 0, 5
INVAR-11, Run: 002, P, 81, 88, 0, 0, 0, 0, 5, 8012, 5, 0, 5, 0, 5
INVAR-11, Run: 003, P, 81, 88, 0, 0, 0, 0, 5, 7907, 5, 0, 5, 0, 5
INVAR-11, Run: 004, P, 81, 88, 0, 0, 0, 0, 5, 7954, 5, 0, 5, 0, 5
INVAR-11, Run: 005, P, 82, 88, 0, 0, 0, 0, 5, 8148, 5, 0, 4, 1, 5
INVAR-11, Run: 006, P, 81, 88, 0, 0, 0, 0, 5, 8149, 5, 0, 5, 0, 5
INVAR-11, Run: 007, P, 81, 88, 0, 0, 0, 0, 5, 8058, 5, 0, 5, 0, 5
INVAR-11, Run: 008, P, 81, 88, 0, 0, 0, 0, 5, 8175, 5, 0, 5, 0, 5
INVAR-11, Run: 009, P, 81, 88, 0, 0, 0, 0, 5, 8100, 5, 0, 5, 0, 5
INVAR-11, Run: 010, P, 81, 88, 0, 0, 0, 0, 5, 8242, 5, 0, 5, 0, 5
INVAR-11, Run: 011, P, 81, 88, 0, 0, 0, 0, 5, 8082, 5, 0, 5, 0, 5
INVAR-11, Run: 012, P, 81, 88, 0, 0, 0, 0, 5, 7956, 5, 0, 5, 0, 5
INVAR-11, Run: 013, P, 81, 88, 0, 0, 0, 0, 5, 8045, 5, 0, 5, 0, 5
INVAR-11, Run: 014, P, 83, 88, 0, 0, 0, 0, 5, 8400, 5, 0, 3, 2, 5
INVAR-11, Run: 015, P, 81, 88, 0, 0, 0, 0, 5, 8193, 5, 0, 5, 0, 5
INVAR-11, Run: 016, P, 81, 88, 0, 0, 0, 0, 5, 8148, 5, 0, 5, 0, 5
INVAR-11, Run: 017, P, 82, 88, 0, 0, 0, 0, 5, 8135, 5, 0, 4, 1, 5
INVAR-11, Run: 018, P, 81, 88, 0, 0, 0, 0, 5, 7996, 5, 0, 5, 0, 5
INVAR-11, Run: 019, P, 81, 88, 0, 0, 0, 0, 5, 8114, 5, 0, 5, 0, 5
INVAR-11, Run: 020, P, 81, 88, 0, 0, 0, 0, 5, 8248, 5, 0, 5, 0, 5
INVAR-11, Run: 021, P, 81, 88, 0, 0, 0, 0, 5, 8088, 5, 0, 5, 0, 5
INVAR-11, Run: 022, P, 83, 88, 0, 0, 0, 0, 5, 8276, 5, 0, 3, 2, 5
INVAR-11, Run: 023, P, 81, 88, 0, 0, 0, 0, 5, 8098, 5, 0, 5, 0, 5
INVAR-11, Run: 024, P, 81, 88, 0, 0, 0, 0, 5, 8193, 5, 0, 5, 0, 5
INVAR-11, Run: 025, P, 81, 89, 0, 0, 0, 0, 5, 8212, 4, 1, 5, 0, 5
INVAR-11, Run: 026, P, 81, 88, 0, 0, 0, 0, 5, 7938, 5, 0, 5, 0, 5
INVAR-11, Run: 027, P, 81, 88, 0, 0, 0, 0, 5, 7972, 5, 0, 5, 0, 5
INVAR-11, Run: 028, P, 81, 88, 0, 0, 0, 0, 5, 8130, 5, 0, 5, 0, 5
INVAR-11, Run: 029, P, 81, 88, 0, 0, 0, 0, 5, 8110, 5, 0, 5, 0, 5
INVAR-11, Run: 030, P, 81, 90, 0, 0, 0, 0, 5, 8189, 3, 2, 5, 0, 5
INVAR-11, Run: 031, P, 81, 88, 0, 0, 0, 0, 5, 7972, 5, 0, 5, 0, 5
INVAR-11, Run: 032, P, 81, 88, 0, 0, 0, 0, 5, 8147, 5, 0, 5, 0, 5
INVAR-11, Run: 033, P, 81, 88, 0, 0, 0, 0, 5, 8159, 5, 0, 5, 0, 5
INVAR-11, Run: 034, P, 81, 88, 0, 0, 0, 0, 5, 8091, 5, 0, 5, 0, 5
INVAR-11, Run: 035, P, 81, 88, 0, 0, 0, 0, 5, 7977, 5, 0, 5, 0, 5
INVAR-11, Run: 036, P, 81, 88, 0, 0, 0, 0, 5, 8089, 5, 0, 5, 0, 5
INVAR-11, Run: 037, P, 82, 88, 0, 0, 0, 0, 5, 8351, 5, 0, 4, 1, 5
INVAR-11, Run: 038, P, 82, 88, 0, 0, 0, 0, 5, 8181, 5, 0, 4, 1, 5
INVAR-11, Run: 039, P, 81, 88, 0, 0, 0, 0, 5, 8158, 5, 0, 5, 0, 5
INVAR-11, Run: 040, P, 81, 88, 0, 0, 0, 0, 5, 8085, 5, 0, 5, 0, 5
INVAR-11, Run: 041, P, 82, 88, 0, 0, 0, 0, 5, 8158, 5, 0, 4, 1, 5
INVAR-11, Run: 042, P, 81, 88, 0, 0, 0, 0, 5, 8116, 5, 0, 5, 0, 5
INVAR-11, Run: 043, P, 81, 88, 0, 0, 0, 0, 5, 8115, 5, 0, 5, 0, 5
INVAR-11, Run: 044, P, 81, 89, 0, 0, 0, 0, 5, 8291, 4, 1, 5, 0, 5
INVAR-11, Run: 045, P, 81, 88, 0, 0, 0, 0, 5, 8134, 5, 0, 5, 0, 5
INVAR-11, Run: 046, P, 81, 88, 0, 0, 0, 0, 5, 7911, 5, 0, 5, 0, 5
INVAR-11, Run: 047, P, 81, 89, 0, 0, 0, 0, 5, 8113, 4, 1, 5, 0, 5
INVAR-11, Run: 048, P, 81, 88, 0, 0, 0, 0, 5, 8230, 5, 0, 5, 0, 5
INVAR-11, Run: 049, P, 82, 88, 0, 0, 0, 0, 5, 8203, 5, 0, 4, 1, 5
INVAR-11, Run: 050, P, 81, 88, 0, 0, 0, 0, 5, 8173, 5, 0, 5, 0, 5
INVAR-11, Run: 051, P, 81, 88, 0, 0, 0, 0, 5, 8022, 5, 0, 5, 0, 5
