Input Number, Run_Number, Result@ 100, Y, X1, H, M, PO, CE, D, CO, PE, A, B
INVAR-2, Run: 090, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 091, P, 0, 0, 0, 0, 0, 28, 0, 20, 1, 148, 0
INVAR-2, Run: 092, P, 0, 0, 0, 0, 0, 28, 0, 99, 1, 69, 0
INVAR-2, Run: 093, P, 0, 0, 0, 0, 0, 28, 0, 4, 1, 164, 0
INVAR-2, Run: 094, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 095, P, 0, 0, 0, 0, 0, 28, 0, 0, 1, 168, 0
INVAR-2, Run: 096, P, 0, 0, 0, 0, 0, 28, 0, 20, 1, 148, 0
INVAR-2, Run: 097, P, 0, 0, 0, 0, 0, 28, 0, 1, 1, 167, 0
INVAR-2, Run: 098, P, 0, 0, 0, 0, 0, 28, 0, 42, 1, 126, 0
INVAR-2, Run: 099, P, 0, 0, 0, 0, 0, 28, 0, 22, 1, 146, 0
INVAR-2, Run: 100, P, 0, 0, 0, 0, 0, 28, 0, 30, 1, 138, 0
INVAR-3, Run: 001, P, 0, 0, 0, 0, 0, 82, 0, 4, 1, 488, 0
INVAR-3, Run: 002, P, 0, 0, 0, 0, 0, 82, 0, 158, 1, 334, 0
INVAR-3, Run: 003, P, 0, 0, 0, 0, 0, 82, 0, 310, 1, 182, 0
INVAR-3, Run: 004, P, 0, 0, 0, 0, 0, 82, 0, 405, 1, 87, 0
INVAR-3, Run: 005, P, 0, 0, 0, 0, 0, 82, 0, 312, 1, 180, 0
INVAR-3, Run: 006, P, 0, 0, 0, 0, 0, 82, 0, 297, 1, 195, 0
INVAR-3, Run: 007, P, 0, 0, 0, 0, 0, 82, 0, 153, 1, 339, 0
INVAR-3, Run: 008, P, 0, 0, 0, 0, 0, 82, 0, 230, 1, 262, 0
INVAR-3, Run: 009, P, 0, 0, 0, 0, 0, 82, 0, 45, 1, 447, 0
INVAR-3, Run: 010, P, 0, 0, 0, 0, 0, 82, 0, 360, 1, 132, 0
INVAR-3, Run: 011, P, 0, 0, 0, 0, 0, 82, 0, 161, 1, 331, 0
INVAR-3, Run: 012, P, 0, 0, 0, 0, 0, 82, 0, 115, 1, 377, 0
INVAR-3, Run: 013, P, 0, 0, 0, 0, 0, 82, 0, 23, 1, 469, 0
INVAR-3, Run: 014, P, 0, 0, 0, 0, 0, 82, 0, 10, 1, 482, 0
INVAR-3, Run: 015, P, 0, 0, 0, 0, 0, 82, 0, 86, 1, 406, 0
INVAR-3, Run: 016, P, 0, 0, 0, 0, 0, 82, 0, 123, 1, 369, 0
INVAR-3, Run: 017, P, 0, 0, 0, 0, 0, 82, 0, 26, 1, 466, 0
INVAR-3, Run: 018, P, 0, 0, 0, 0, 0, 82, 0, 12, 1, 480, 0
INVAR-3, Run: 019, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0
INVAR-3, Run: 020, P, 0, 0, 0, 0, 0, 82, 0, 179, 1, 313, 0
INVAR-3, Run: 021, P, 0, 0, 0, 0, 0, 82, 0, 14, 1, 478, 0
INVAR-3, Run: 022, P, 0, 0, 0, 0, 0, 82, 0, 24, 1, 468, 0
INVAR-3, Run: 023, P, 0, 0, 0, 0, 0, 82, 0, 10, 1, 482, 0
INVAR-3, Run: 024, P, 0, 0, 0, 0, 0, 82, 0, 45, 1, 447, 0
INVAR-3, Run: 025, P, 0, 0, 0, 0, 0, 82, 0, 62, 1, 430, 0
INVAR-3, Run: 026, P, 0, 0, 0, 0, 0, 82, 0, 15, 1, 477, 0
INVAR-3, Run: 027, P, 0, 0, 0, 0, 0, 82, 0, 217, 1, 275, 0
INVAR-3, Run: 028, P, 0, 0, 0, 0, 0, 82, 0, 79, 1, 413, 0
INVAR-3, Run: 029, P, 0, 0, 0, 0, 0, 82, 0, 35, 1, 457, 0
INVAR-3, Run: 030, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0
INVAR-3, Run: 031, P, 0, 0, 0, 0, 0, 82, 0, 16, 1, 476, 0
INVAR-3, Run: 032, P, 0, 0, 0, 0, 0, 82, 0, 355, 1, 137, 0
INVAR-3, Run: 033, P, 0, 0, 0, 0, 0, 82, 0, 31, 1, 461, 0
INVAR-3, Run: 034, P, 0, 0, 0, 0, 0, 82, 0, 37, 1, 455, 0
INVAR-3, Run: 035, P, 0, 0, 0, 0, 0, 82, 0, 165, 1, 327, 0
INVAR-3, Run: 036, P, 0, 0, 0, 0, 0, 82, 0, 228, 1, 264, 0
INVAR-3, Run: 037, P, 0, 0, 0, 0, 0, 82, 0, 116, 1, 376, 0
INVAR-3, Run: 038, P, 0, 0, 0, 0, 0, 82, 0, 242, 1, 250, 0
INVAR-3, Run: 039, P, 0, 0, 0, 0, 0, 82, 0, 11, 1, 481, 0
INVAR-3, Run: 040, P, 0, 0, 0, 0, 0, 82, 0, 1, 1, 491, 0
INVAR-3, Run: 041, P, 0, 0, 0, 0, 0, 82, 0, 20, 1, 472, 0
INVAR-3, Run: 042, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0
INVAR-3, Run: 043, P, 0, 0, 0, 0, 0, 82, 0, 113, 1, 379, 0
INVAR-3, Run: 044, P, 0, 0, 0, 0, 0, 82, 0, 5, 1, 487, 0
INVAR-3, Run: 045, P, 0, 0, 0, 0, 0, 82, 0, 405, 1, 87, 0
INVAR-3, Run: 046, P, 0, 0, 0, 0, 0, 82, 0, 192, 1, 300, 0
INVAR-3, Run: 047, P, 0, 0, 0, 0, 0, 82, 0, 138, 1, 354, 0
INVAR-3, Run: 048, P, 0, 0, 0, 0, 0, 82, 0, 4, 1, 488, 0
INVAR-3, Run: 049, P, 0, 0, 0, 0, 0, 82, 0, 11, 1, 481, 0
INVAR-3, Run: 050, P, 0, 0, 0, 0, 0, 82, 0, 39, 1, 453, 0
INVAR-3, Run: 051, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0
INVAR-3, Run: 052, P, 0, 0, 0, 0, 0, 82, 0, 301, 1, 191, 0
INVAR-3, Run: 053, P, 0, 0, 0, 0, 0, 82, 0, 94, 1, 398, 0
INVAR-3, Run: 054, P, 0, 0, 0, 0, 0, 82, 0, 108, 1, 384, 0
INVAR-3, Run: 055, P, 0, 0, 0, 0, 0, 82, 0, 109, 1, 383, 0
INVAR-3, Run: 056, P, 0, 0, 0, 0, 0, 82, 0, 186, 1, 306, 0
INVAR-3, Run: 057, P, 0, 0, 0, 0, 0, 82, 0, 252, 1, 240, 0
INVAR-3, Run: 058, P, 0, 0, 0, 0, 0, 82, 0, 127, 1, 365, 0
INVAR-3, Run: 059, P, 0, 0, 0, 0, 0, 82, 0, 252, 1, 240, 0
INVAR-3, Run: 060, P, 0, 0, 0, 0, 0, 82, 0, 6, 1, 486, 0
INVAR-3, Run: 061, P, 0, 0, 0, 0, 0, 82, 0, 282, 1, 210, 0
INVAR-3, Run: 062, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0
INVAR-3, Run: 063, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0
INVAR-3, Run: 064, P, 0, 0, 0, 0, 0, 82, 0, 337, 1, 155, 0
INVAR-3, Run: 065, P, 0, 0, 0, 0, 0, 82, 0, 148, 1, 344, 0
INVAR-3, Run: 066, P, 0, 0, 0, 0, 0, 82, 0, 1, 1, 491, 0
INVAR-3, Run: 067, P, 0, 0, 0, 0, 0, 82, 0, 14, 1, 478, 0
INVAR-3, Run: 068, P, 0, 0, 0, 0, 0, 82, 0, 55, 1, 437, 0
INVAR-3, Run: 069, P, 0, 0, 0, 0, 0, 82, 0, 215, 1, 277, 0
INVAR-3, Run: 070, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0
INVAR-3, Run: 071, P, 0, 0, 0, 0, 0, 82, 0, 98, 1, 394, 0
INVAR-3, Run: 072, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0
INVAR-3, Run: 073, P, 0, 0, 0, 0, 0, 82, 0, 78, 1, 414, 0
INVAR-3, Run: 074, P, 0, 0, 0, 0, 0, 82, 0, 54, 1, 438, 0
INVAR-3, Run: 075, P, 0, 0, 0, 0, 0, 82, 0, 158, 1, 334, 0
INVAR-3, Run: 076, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0
INVAR-3, Run: 077, P, 0, 0, 0, 0, 0, 82, 0, 102, 1, 390, 0
INVAR-3, Run: 078, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0
INVAR-3, Run: 079, P, 0, 0, 0, 0, 0, 82, 0, 100, 1, 392, 0
INVAR-3, Run: 080, P, 0, 0, 0, 0, 0, 82, 0, 281, 1, 211, 0
INVAR-3, Run: 081, P, 0, 0, 0, 0, 0, 82, 0, 374, 1, 118, 0
INVAR-3, Run: 082, P, 0, 0, 0, 0, 0, 82, 0, 49, 1, 443, 0
INVAR-3, Run: 083, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0
INVAR-3, Run: 084, P, 0, 0, 0, 0, 0, 82, 0, 329, 1, 163, 0
INVAR-3, Run: 085, P, 0, 0, 0, 0, 0, 82, 0, 3, 1, 489, 0
INVAR-3, Run: 086, P, 0, 0, 0, 0, 0, 82, 0, 194, 1, 298, 0
INVAR-3, Run: 087, P, 0, 0, 0, 0, 0, 82, 0, 166, 1, 326, 0
INVAR-3, Run: 088, P, 0, 0, 0, 0, 0, 82, 0, 206, 1, 286, 0
INVAR-3, Run: 089, P, 0, 0, 0, 0, 0, 82, 0, 164, 1, 328, 0
INVAR-3, Run: 090, P, 0, 0, 0, 0, 0, 82, 0, 350, 1, 142, 0
INVAR-3, Run: 091, P, 0, 0, 0, 0, 0, 82, 0, 52, 1, 440, 0
INVAR-3, Run: 092, P, 0, 0, 0, 0, 0, 82, 0, 242, 1, 250, 0
INVAR-3, Run: 093, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0
INVAR-3, Run: 094, P, 0, 0, 0, 0, 0, 82, 0, 0, 1, 492, 0
INVAR-3, Run: 095, P, 0, 0, 0, 0, 0, 82, 0, 54, 1, 438, 0
INVAR-3, Run: 096, P, 0, 0, 0, 0, 0, 82, 0, 255, 1, 237, 0
INVAR-3, Run: 097, P, 0, 0, 0, 0, 0, 82, 0, 22, 1, 470, 0
INVAR-3, Run: 098, P, 0, 0, 0, 0, 0, 82, 0, 208, 1, 284, 0
INVAR-3, Run: 099, P, 0, 0, 0, 0, 0, 82, 0, 43, 1, 449, 0
INVAR-3, Run: 100, P, 0, 0, 0, 0, 0, 82, 0, 114, 1, 378, 0
INVAR-4, Run: 001, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 002, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 003, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 004, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 005, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 006, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 007, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 008, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 009, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 010, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 011, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 012, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 013, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 014, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 015, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 016, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 017, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 018, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 019, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 020, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 021, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 022, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 023, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 024, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 025, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 026, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 027, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 028, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 029, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 030, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 031, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 032, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 033, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 034, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 035, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 036, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 037, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 038, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 039, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 040, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 041, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 042, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 043, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 044, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 045, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 046, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 047, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 048, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 049, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 050, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 051, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 052, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 053, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 054, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 055, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 056, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 057, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 058, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 059, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 060, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 061, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 062, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 063, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 064, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 065, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 066, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 067, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 068, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 069, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 070, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 071, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 072, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 073, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 074, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 075, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 076, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 077, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 078, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 079, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 080, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 081, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 082, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 083, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 084, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 085, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 086, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 087, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 088, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 089, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 090, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 091, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 092, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 093, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 094, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 095, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 096, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 097, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 098, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 099, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-4, Run: 100, P, 0, 0, 1, 0, 1, 0, 19, 118, 0, 0, 1
INVAR-5, Run: 001, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 002, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 003, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 004, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 005, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 006, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 007, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 008, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 009, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 010, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 011, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 012, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 013, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 014, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 015, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 016, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 017, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 018, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 019, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 020, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 021, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 022, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 023, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 024, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 025, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 026, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 027, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 028, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 029, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 030, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 031, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 032, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 033, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 034, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 035, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 036, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 037, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 038, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 039, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 040, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 041, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 042, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 043, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 044, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 045, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 046, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 047, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 048, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 049, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 050, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 051, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 052, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 053, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 054, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 055, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 056, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 057, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 058, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 059, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 060, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 061, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 062, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 063, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 064, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 065, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 066, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 067, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 068, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 069, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 070, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 071, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 072, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 073, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 074, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 075, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 076, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 077, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 078, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
INVAR-5, Run: 079, P, 0, 0, 1, 0, 1, 0, 26, 160, 0, 0, 1
