Input Number, Run_Number, Result@ 100, H, B, PE, X1, M, PO, CE, Y, D, CO, A
3, Run: 024, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472
3, Run: 025, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480
3, Run: 026, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478
3, Run: 027, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 028, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472
3, Run: 029, F, 0, 0, 1, 0, 0, 0, 70, 70, 0, 0, 468
3, Run: 030, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472
3, Run: 031, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 032, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470
3, Run: 033, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 034, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478
3, Run: 035, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472
3, Run: 036, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 037, F, 0, 0, 1, 0, 0, 0, 77, 77, 0, 0, 482
3, Run: 038, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 039, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470
3, Run: 040, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 041, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 042, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478
3, Run: 043, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 044, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478
3, Run: 045, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 046, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 047, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472
3, Run: 048, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478
3, Run: 049, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478
3, Run: 050, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470
3, Run: 051, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 052, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 053, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472
3, Run: 054, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 055, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470
3, Run: 056, F, 0, 0, 1, 0, 0, 0, 70, 70, 0, 0, 468
3, Run: 057, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 058, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480
3, Run: 059, F, 0, 0, 1, 0, 0, 0, 77, 77, 0, 0, 482
3, Run: 060, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472
3, Run: 061, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 062, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 063, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472
3, Run: 064, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 065, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 066, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 067, F, 0, 0, 1, 0, 0, 0, 78, 78, 0, 0, 484
3, Run: 068, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480
3, Run: 069, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480
3, Run: 070, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 071, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 072, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470
3, Run: 073, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 074, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478
3, Run: 075, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472
3, Run: 076, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478
3, Run: 077, F, 0, 0, 1, 0, 0, 0, 70, 70, 0, 0, 468
3, Run: 078, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480
3, Run: 079, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472
3, Run: 080, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 081, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 082, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 083, F, 0, 0, 1, 0, 0, 0, 71, 71, 0, 0, 470
3, Run: 084, F, 0, 0, 1, 0, 0, 0, 70, 70, 0, 0, 468
3, Run: 085, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 086, F, 0, 0, 1, 0, 0, 0, 74, 74, 0, 0, 476
3, Run: 087, F, 0, 0, 1, 0, 0, 0, 66, 66, 0, 0, 460
3, Run: 088, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480
3, Run: 089, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478
3, Run: 090, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 091, F, 0, 0, 1, 0, 0, 0, 69, 69, 0, 0, 466
3, Run: 092, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 093, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472
3, Run: 094, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 095, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480
3, Run: 096, F, 0, 0, 1, 0, 0, 0, 76, 76, 0, 0, 480
3, Run: 097, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 098, F, 0, 0, 1, 0, 0, 0, 73, 73, 0, 0, 474
3, Run: 099, F, 0, 0, 1, 0, 0, 0, 75, 75, 0, 0, 478
3, Run: 100, F, 0, 0, 1, 0, 0, 0, 72, 72, 0, 0, 472
8, Run: 001, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 138
8, Run: 002, F, 0, 0, 1, 0, 0, 0, 18, 18, 0, 0, 136
8, Run: 003, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 004, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 144
8, Run: 005, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 138
8, Run: 006, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 007, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 146
8, Run: 008, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 009, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 138
8, Run: 010, F, 0, 0, 1, 0, 0, 0, 18, 18, 0, 0, 136
8, Run: 011, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 012, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 013, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 144
8, Run: 014, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 015, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 016, F, 0, 0, 1, 0, 0, 0, 18, 18, 0, 0, 136
8, Run: 017, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 018, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 138
8, Run: 019, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 020, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 144
8, Run: 021, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 138
8, Run: 022, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 138
8, Run: 023, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 024, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 138
8, Run: 025, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 026, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 027, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 028, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 144
8, Run: 029, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 144
8, Run: 030, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 146
8, Run: 031, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 032, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 138
8, Run: 033, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 034, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 035, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 138
8, Run: 036, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 037, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 038, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 039, F, 0, 0, 1, 0, 0, 0, 17, 17, 0, 0, 134
8, Run: 040, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 041, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 042, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 043, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 044, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 045, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 046, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 144
8, Run: 047, F, 0, 0, 1, 0, 0, 0, 18, 18, 0, 0, 136
8, Run: 048, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 049, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 050, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 051, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 052, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 144
8, Run: 053, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 138
8, Run: 054, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 055, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 056, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 144
8, Run: 057, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 144
8, Run: 058, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 059, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 060, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 138
8, Run: 061, F, 0, 0, 1, 0, 0, 0, 18, 18, 0, 0, 136
8, Run: 062, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 144
8, Run: 063, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 064, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 065, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 146
8, Run: 066, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 067, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 068, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 069, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 070, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 071, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 072, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 144
8, Run: 073, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 074, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 075, F, 0, 0, 1, 0, 0, 0, 24, 24, 0, 0, 148
8, Run: 076, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 077, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 078, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 079, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 138
8, Run: 080, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 081, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 082, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 083, F, 0, 0, 1, 0, 0, 0, 18, 18, 0, 0, 136
8, Run: 084, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 138
8, Run: 085, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 086, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 087, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 144
8, Run: 088, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 138
8, Run: 089, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 090, F, 0, 0, 1, 0, 0, 0, 23, 23, 0, 0, 146
8, Run: 091, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 138
8, Run: 092, F, 0, 0, 1, 0, 0, 0, 22, 22, 0, 0, 144
8, Run: 093, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 094, F, 0, 0, 1, 0, 0, 0, 19, 19, 0, 0, 138
8, Run: 095, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 096, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 097, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 098, F, 0, 0, 1, 0, 0, 0, 20, 20, 0, 0, 140
8, Run: 099, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
8, Run: 100, F, 0, 0, 1, 0, 0, 0, 21, 21, 0, 0, 142
9, Run: 001, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 002, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 003, F, 0, 0, 1, 0, 0, 0, 45, 45, 0, 0, 290
9, Run: 004, F, 0, 0, 1, 0, 0, 0, 44, 44, 0, 0, 288
9, Run: 005, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 006, F, 0, 0, 1, 0, 0, 0, 44, 44, 0, 0, 288
9, Run: 007, F, 0, 0, 1, 0, 0, 0, 45, 45, 0, 0, 290
9, Run: 008, F, 0, 0, 1, 0, 0, 0, 44, 44, 0, 0, 288
9, Run: 009, F, 0, 0, 1, 0, 0, 0, 41, 41, 0, 0, 282
9, Run: 010, F, 0, 0, 1, 0, 0, 0, 45, 45, 0, 0, 290
9, Run: 011, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 012, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 013, F, 0, 0, 1, 0, 0, 0, 45, 45, 0, 0, 290
9, Run: 014, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 015, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 016, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 017, F, 0, 0, 1, 0, 0, 0, 40, 40, 0, 0, 280
9, Run: 018, F, 0, 0, 1, 0, 0, 0, 44, 44, 0, 0, 288
9, Run: 019, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 020, F, 0, 0, 1, 0, 0, 0, 39, 39, 0, 0, 278
9, Run: 021, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 022, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 023, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 024, F, 0, 0, 1, 0, 0, 0, 45, 45, 0, 0, 290
9, Run: 025, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 026, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 027, F, 0, 0, 1, 0, 0, 0, 40, 40, 0, 0, 280
9, Run: 028, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 029, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 030, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 031, F, 0, 0, 1, 0, 0, 0, 45, 45, 0, 0, 290
9, Run: 032, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 033, F, 0, 0, 1, 0, 0, 0, 44, 44, 0, 0, 288
9, Run: 034, F, 0, 0, 1, 0, 0, 0, 45, 45, 0, 0, 290
9, Run: 035, F, 0, 0, 1, 0, 0, 0, 40, 40, 0, 0, 280
9, Run: 036, F, 0, 0, 1, 0, 0, 0, 45, 45, 0, 0, 290
9, Run: 037, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 038, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 039, F, 0, 0, 1, 0, 0, 0, 46, 46, 0, 0, 292
9, Run: 040, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 041, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 042, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 043, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 044, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 045, F, 0, 0, 1, 0, 0, 0, 44, 44, 0, 0, 288
9, Run: 046, F, 0, 0, 1, 0, 0, 0, 44, 44, 0, 0, 288
9, Run: 047, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 048, F, 0, 0, 1, 0, 0, 0, 45, 45, 0, 0, 290
9, Run: 049, F, 0, 0, 1, 0, 0, 0, 41, 41, 0, 0, 282
9, Run: 050, F, 0, 0, 1, 0, 0, 0, 45, 45, 0, 0, 290
9, Run: 051, F, 0, 0, 1, 0, 0, 0, 46, 46, 0, 0, 292
9, Run: 052, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 053, F, 0, 0, 1, 0, 0, 0, 41, 41, 0, 0, 282
9, Run: 054, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 055, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 056, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 057, F, 0, 0, 1, 0, 0, 0, 44, 44, 0, 0, 288
9, Run: 058, F, 0, 0, 1, 0, 0, 0, 41, 41, 0, 0, 282
9, Run: 059, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 060, F, 0, 0, 1, 0, 0, 0, 45, 45, 0, 0, 290
9, Run: 061, F, 0, 0, 1, 0, 0, 0, 46, 46, 0, 0, 292
9, Run: 062, F, 0, 0, 1, 0, 0, 0, 41, 41, 0, 0, 282
9, Run: 063, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 064, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 065, F, 0, 0, 1, 0, 0, 0, 46, 46, 0, 0, 292
9, Run: 066, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 067, F, 0, 0, 1, 0, 0, 0, 45, 45, 0, 0, 290
9, Run: 068, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 069, F, 0, 0, 1, 0, 0, 0, 45, 45, 0, 0, 290
9, Run: 070, F, 0, 0, 1, 0, 0, 0, 44, 44, 0, 0, 288
9, Run: 071, F, 0, 0, 1, 0, 0, 0, 44, 44, 0, 0, 288
9, Run: 072, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 073, F, 0, 0, 1, 0, 0, 0, 39, 39, 0, 0, 278
9, Run: 074, F, 0, 0, 1, 0, 0, 0, 41, 41, 0, 0, 282
9, Run: 075, F, 0, 0, 1, 0, 0, 0, 45, 45, 0, 0, 290
9, Run: 076, F, 0, 0, 1, 0, 0, 0, 44, 44, 0, 0, 288
9, Run: 077, F, 0, 0, 1, 0, 0, 0, 41, 41, 0, 0, 282
9, Run: 078, F, 0, 0, 1, 0, 0, 0, 44, 44, 0, 0, 288
9, Run: 079, F, 0, 0, 1, 0, 0, 0, 44, 44, 0, 0, 288
9, Run: 080, F, 0, 0, 1, 0, 0, 0, 41, 41, 0, 0, 282
9, Run: 081, F, 0, 0, 1, 0, 0, 0, 44, 44, 0, 0, 288
9, Run: 082, F, 0, 0, 1, 0, 0, 0, 39, 39, 0, 0, 278
9, Run: 083, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 084, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 085, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 086, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 087, F, 0, 0, 1, 0, 0, 0, 40, 40, 0, 0, 280
9, Run: 088, F, 0, 0, 1, 0, 0, 0, 46, 46, 0, 0, 292
9, Run: 089, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 090, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 091, F, 0, 0, 1, 0, 0, 0, 39, 39, 0, 0, 278
9, Run: 092, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 093, F, 0, 0, 1, 0, 0, 0, 41, 41, 0, 0, 282
9, Run: 094, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 095, F, 0, 0, 1, 0, 0, 0, 41, 41, 0, 0, 282
9, Run: 096, F, 0, 0, 1, 0, 0, 0, 44, 44, 0, 0, 288
9, Run: 097, F, 0, 0, 1, 0, 0, 0, 43, 43, 0, 0, 286
9, Run: 098, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 099, F, 0, 0, 1, 0, 0, 0, 42, 42, 0, 0, 284
9, Run: 100, F, 0, 0, 1, 0, 0, 0, 46, 46, 0, 0, 292
