Input Number, Run_Number, Result@ 100, A2, A1, F1, F1P, F2, F2P, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 097, P, 0, 33, 0, 34, 0, 0, 5, 34, 25, 14, 4, 1, 5
INVAR-1, Run: 098, P, 0, 35, 0, 33, 0, 0, 5, 33, 22, 16, 5, 0, 5
INVAR-1, Run: 099, P, 0, 32, 0, 33, 0, 0, 5, 33, 25, 13, 5, 0, 5
INVAR-1, Run: 100, P, 0, 32, 0, 33, 0, 0, 5, 33, 25, 13, 5, 0, 5
INVAR-10, Run: 001, P, 0, 8, 0, 13, 0, 0, 5, 13, 10, 8, 5, 0, 5
INVAR-10, Run: 002, P, 0, 8, 0, 13, 0, 0, 5, 13, 10, 8, 5, 0, 5
INVAR-10, Run: 003, P, 0, 9, 0, 13, 0, 0, 5, 13, 9, 9, 5, 0, 5
INVAR-10, Run: 004, P, 0, 9, 0, 14, 0, 0, 5, 14, 10, 9, 4, 1, 5
INVAR-10, Run: 005, P, 0, 11, 0, 14, 0, 0, 5, 14, 8, 11, 4, 1, 5
INVAR-10, Run: 006, P, 0, 7, 0, 13, 0, 0, 5, 13, 11, 7, 5, 0, 5
INVAR-10, Run: 007, P, 0, 10, 0, 13, 0, 0, 5, 13, 8, 10, 5, 0, 5
INVAR-10, Run: 008, P, 0, 9, 0, 15, 0, 0, 5, 15, 11, 9, 3, 2, 5
INVAR-10, Run: 009, P, 0, 7, 0, 14, 0, 0, 5, 14, 12, 7, 4, 1, 5
INVAR-10, Run: 010, P, 0, 8, 0, 13, 0, 0, 5, 13, 10, 8, 5, 0, 5
INVAR-10, Run: 011, P, 0, 9, 0, 13, 0, 0, 5, 13, 9, 9, 5, 0, 5
INVAR-10, Run: 012, P, 0, 9, 0, 14, 0, 0, 5, 14, 10, 9, 4, 1, 5
INVAR-10, Run: 013, P, 0, 11, 0, 14, 0, 0, 5, 14, 8, 11, 4, 1, 5
INVAR-10, Run: 014, P, 0, 8, 0, 13, 0, 0, 5, 13, 10, 8, 5, 0, 5
INVAR-10, Run: 015, P, 0, 10, 0, 14, 0, 0, 5, 14, 9, 10, 4, 1, 5
INVAR-10, Run: 016, P, 0, 6, 0, 14, 0, 0, 5, 14, 13, 6, 4, 1, 5
INVAR-10, Run: 017, P, 0, 6, 0, 13, 0, 0, 5, 13, 12, 6, 5, 0, 5
INVAR-10, Run: 018, P, 0, 12, 0, 14, 0, 0, 5, 14, 7, 12, 4, 1, 5
INVAR-10, Run: 019, P, 0, 6, 0, 14, 0, 0, 5, 14, 13, 6, 4, 1, 5
INVAR-10, Run: 020, P, 0, 8, 0, 13, 0, 0, 5, 13, 10, 8, 5, 0, 5
INVAR-10, Run: 021, P, 0, 6, 0, 14, 0, 0, 5, 14, 13, 6, 4, 1, 5
INVAR-10, Run: 022, P, 0, 8, 0, 13, 0, 0, 5, 13, 10, 8, 5, 0, 5
INVAR-10, Run: 023, P, 0, 9, 0, 14, 0, 0, 5, 14, 10, 9, 4, 1, 5
INVAR-10, Run: 024, P, 0, 11, 0, 15, 0, 0, 5, 15, 9, 11, 3, 2, 5
INVAR-10, Run: 025, P, 0, 8, 0, 13, 0, 0, 5, 13, 10, 8, 5, 0, 5
INVAR-10, Run: 026, P, 0, 8, 0, 14, 0, 0, 5, 14, 11, 8, 4, 1, 5
INVAR-10, Run: 027, P, 0, 7, 0, 13, 0, 0, 5, 13, 11, 7, 5, 0, 5
INVAR-10, Run: 028, P, 0, 12, 0, 13, 0, 0, 5, 13, 6, 12, 5, 0, 5
INVAR-10, Run: 029, P, 0, 8, 0, 13, 0, 0, 5, 13, 10, 8, 5, 0, 5
INVAR-10, Run: 030, P, 0, 7, 0, 13, 0, 0, 5, 13, 11, 7, 5, 0, 5
INVAR-10, Run: 031, P, 0, 7, 0, 14, 0, 0, 5, 14, 12, 7, 4, 1, 5
INVAR-10, Run: 032, P, 0, 9, 0, 13, 0, 0, 5, 13, 9, 9, 5, 0, 5
INVAR-10, Run: 033, P, 0, 6, 0, 13, 0, 0, 5, 13, 12, 6, 5, 0, 5
INVAR-10, Run: 034, P, 0, 9, 0, 13, 0, 0, 5, 13, 9, 9, 5, 0, 5
INVAR-10, Run: 035, P, 0, 13, 0, 14, 0, 0, 5, 14, 6, 13, 4, 1, 5
INVAR-10, Run: 036, P, 0, 8, 0, 13, 0, 0, 5, 13, 10, 8, 5, 0, 5
INVAR-10, Run: 037, P, 0, 9, 0, 16, 0, 0, 5, 16, 12, 9, 2, 3, 5
INVAR-10, Run: 038, P, 0, 8, 0, 13, 0, 0, 5, 13, 10, 8, 5, 0, 5
INVAR-10, Run: 039, P, 0, 9, 0, 13, 0, 0, 5, 13, 9, 9, 5, 0, 5
INVAR-10, Run: 040, P, 0, 6, 0, 14, 0, 0, 5, 14, 13, 6, 4, 1, 5
INVAR-10, Run: 041, P, 0, 11, 0, 14, 0, 0, 5, 14, 8, 11, 4, 1, 5
INVAR-10, Run: 042, P, 0, 8, 0, 13, 0, 0, 5, 13, 10, 8, 5, 0, 5
INVAR-10, Run: 043, P, 0, 5, 0, 14, 0, 0, 5, 14, 14, 5, 4, 1, 5
INVAR-10, Run: 044, P, 0, 10, 0, 13, 0, 0, 5, 13, 8, 10, 5, 0, 5
INVAR-10, Run: 045, P, 0, 9, 0, 14, 0, 0, 5, 14, 10, 9, 4, 1, 5
INVAR-10, Run: 046, P, 0, 7, 0, 13, 0, 0, 5, 13, 11, 7, 5, 0, 5
INVAR-10, Run: 047, P, 0, 7, 0, 13, 0, 0, 5, 13, 11, 7, 5, 0, 5
INVAR-10, Run: 048, P, 0, 10, 0, 14, 0, 0, 5, 14, 9, 10, 4, 1, 5
INVAR-10, Run: 049, P, 0, 10, 0, 14, 0, 0, 5, 14, 9, 10, 4, 1, 5
INVAR-10, Run: 050, P, 0, 10, 0, 14, 0, 0, 5, 14, 9, 10, 4, 1, 5
INVAR-10, Run: 051, P, 0, 9, 0, 14, 0, 0, 5, 14, 10, 9, 4, 1, 5
INVAR-10, Run: 052, P, 0, 8, 0, 14, 0, 0, 5, 14, 11, 8, 4, 1, 5
INVAR-10, Run: 053, P, 0, 7, 0, 13, 0, 0, 5, 13, 11, 7, 5, 0, 5
INVAR-10, Run: 054, P, 0, 9, 0, 14, 0, 0, 5, 14, 10, 9, 4, 1, 5
INVAR-10, Run: 055, P, 0, 6, 0, 13, 0, 0, 5, 13, 12, 6, 5, 0, 5
INVAR-10, Run: 056, P, 0, 9, 0, 13, 0, 0, 5, 13, 9, 9, 5, 0, 5
INVAR-10, Run: 057, P, 0, 6, 0, 14, 0, 0, 5, 14, 13, 6, 4, 1, 5
INVAR-10, Run: 058, P, 0, 12, 0, 13, 0, 0, 5, 13, 6, 12, 5, 0, 5
INVAR-10, Run: 059, P, 0, 9, 0, 13, 0, 0, 5, 13, 9, 9, 5, 0, 5
INVAR-10, Run: 060, P, 0, 7, 0, 14, 0, 0, 5, 14, 12, 7, 4, 1, 5
INVAR-10, Run: 061, P, 0, 10, 0, 13, 0, 0, 5, 13, 8, 10, 5, 0, 5
INVAR-10, Run: 062, P, 0, 10, 0, 15, 0, 0, 5, 15, 10, 10, 3, 2, 5
INVAR-10, Run: 063, P, 0, 8, 0, 13, 0, 0, 5, 13, 10, 8, 5, 0, 5
INVAR-10, Run: 064, P, 0, 9, 0, 13, 0, 0, 5, 13, 9, 9, 5, 0, 5
INVAR-10, Run: 065, P, 0, 10, 0, 15, 0, 0, 5, 15, 10, 10, 3, 2, 5
INVAR-10, Run: 066, P, 0, 11, 0, 14, 0, 0, 5, 14, 8, 11, 4, 1, 5
INVAR-10, Run: 067, P, 0, 10, 0, 14, 0, 0, 5, 14, 9, 10, 4, 1, 5
INVAR-10, Run: 068, P, 0, 7, 0, 13, 0, 0, 5, 13, 11, 7, 5, 0, 5
INVAR-10, Run: 069, P, 0, 9, 0, 13, 0, 0, 5, 13, 9, 9, 5, 0, 5
INVAR-10, Run: 070, P, 0, 9, 0, 14, 0, 0, 5, 14, 10, 9, 4, 1, 5
INVAR-10, Run: 071, P, 0, 11, 0, 14, 0, 0, 5, 14, 8, 11, 4, 1, 5
INVAR-10, Run: 072, P, 0, 6, 0, 13, 0, 0, 5, 13, 12, 6, 5, 0, 5
INVAR-10, Run: 073, P, 0, 7, 0, 14, 0, 0, 5, 14, 12, 7, 4, 1, 5
INVAR-10, Run: 074, P, 0, 10, 0, 15, 0, 0, 5, 15, 10, 10, 3, 2, 5
INVAR-10, Run: 075, P, 0, 7, 0, 14, 0, 0, 5, 14, 12, 7, 4, 1, 5
INVAR-10, Run: 076, P, 0, 7, 0, 14, 0, 0, 5, 14, 12, 7, 4, 1, 5
INVAR-10, Run: 077, P, 0, 6, 0, 14, 0, 0, 5, 14, 13, 6, 4, 1, 5
INVAR-10, Run: 078, P, 0, 7, 0, 14, 0, 0, 5, 14, 12, 7, 4, 1, 5
INVAR-10, Run: 079, P, 0, 8, 0, 14, 0, 0, 5, 14, 11, 8, 4, 1, 5
INVAR-10, Run: 080, P, 0, 11, 0, 13, 0, 0, 5, 13, 7, 11, 5, 0, 5
INVAR-10, Run: 081, P, 0, 9, 0, 14, 0, 0, 5, 14, 10, 9, 4, 1, 5
INVAR-10, Run: 082, P, 0, 7, 0, 14, 0, 0, 5, 14, 12, 7, 4, 1, 5
INVAR-10, Run: 083, P, 0, 8, 0, 13, 0, 0, 5, 13, 10, 8, 5, 0, 5
INVAR-10, Run: 084, P, 0, 6, 0, 14, 0, 0, 5, 14, 13, 6, 4, 1, 5
INVAR-10, Run: 085, P, 0, 9, 0, 13, 0, 0, 5, 13, 9, 9, 5, 0, 5
INVAR-10, Run: 086, P, 0, 11, 0, 14, 0, 0, 5, 14, 8, 11, 4, 1, 5
INVAR-10, Run: 087, P, 0, 6, 0, 14, 0, 0, 5, 14, 13, 6, 4, 1, 5
INVAR-10, Run: 088, P, 0, 8, 0, 14, 0, 0, 5, 14, 11, 8, 4, 1, 5
INVAR-10, Run: 089, P, 0, 7, 0, 13, 0, 0, 5, 13, 11, 7, 5, 0, 5
INVAR-10, Run: 090, P, 0, 7, 0, 13, 0, 0, 5, 13, 11, 7, 5, 0, 5
INVAR-10, Run: 091, P, 0, 10, 0, 14, 0, 0, 5, 14, 9, 10, 4, 1, 5
INVAR-10, Run: 092, P, 0, 6, 0, 13, 0, 0, 5, 13, 12, 6, 5, 0, 5
INVAR-10, Run: 093, P, 0, 9, 0, 13, 0, 0, 5, 13, 9, 9, 5, 0, 5
INVAR-10, Run: 094, P, 0, 9, 0, 14, 0, 0, 5, 14, 10, 9, 4, 1, 5
INVAR-10, Run: 095, P, 0, 7, 0, 13, 0, 0, 5, 13, 11, 7, 5, 0, 5
INVAR-10, Run: 096, P, 0, 9, 0, 14, 0, 0, 5, 14, 10, 9, 4, 1, 5
INVAR-10, Run: 097, P, 0, 9, 0, 13, 0, 0, 5, 13, 9, 9, 5, 0, 5
INVAR-10, Run: 098, P, 0, 9, 0, 14, 0, 0, 5, 14, 10, 9, 4, 1, 5
INVAR-10, Run: 099, P, 0, 11, 0, 14, 0, 0, 5, 14, 8, 11, 4, 1, 5
INVAR-10, Run: 100, P, 0, 7, 0, 14, 0, 0, 5, 14, 12, 7, 4, 1, 5
INVAR-11, Run: 001, P, 0, 108, 0, 81, 0, 0, 5, 81, 66, 20, 5, 0, 5
INVAR-11, Run: 002, P, 0, 106, 0, 81, 0, 0, 5, 81, 68, 18, 5, 0, 5
INVAR-11, Run: 003, P, 0, 118, 0, 81, 0, 0, 5, 81, 56, 30, 5, 0, 5
INVAR-11, Run: 004, P, 0, 114, 0, 81, 0, 0, 5, 81, 60, 26, 5, 0, 5
INVAR-11, Run: 005, P, 0, 110, 0, 81, 0, 0, 5, 81, 64, 22, 5, 0, 5
INVAR-11, Run: 006, P, 0, 119, 0, 81, 0, 0, 5, 81, 55, 31, 5, 0, 5
INVAR-11, Run: 007, P, 0, 117, 0, 81, 0, 0, 5, 81, 57, 29, 5, 0, 5
INVAR-11, Run: 008, P, 0, 104, 0, 81, 0, 0, 5, 81, 70, 16, 5, 0, 5
INVAR-11, Run: 009, P, 0, 113, 0, 81, 0, 0, 5, 81, 61, 25, 5, 0, 5
INVAR-11, Run: 010, P, 0, 108, 0, 81, 0, 0, 5, 81, 66, 20, 5, 0, 5
INVAR-11, Run: 011, P, 0, 113, 0, 81, 0, 0, 5, 81, 61, 25, 5, 0, 5
INVAR-11, Run: 012, P, 0, 111, 0, 81, 0, 0, 5, 81, 63, 23, 5, 0, 5
INVAR-11, Run: 013, P, 0, 111, 0, 81, 0, 0, 5, 81, 63, 23, 5, 0, 5
INVAR-11, Run: 014, P, 0, 105, 0, 81, 0, 0, 5, 81, 69, 17, 5, 0, 5
INVAR-11, Run: 015, P, 0, 109, 0, 81, 0, 0, 5, 81, 65, 21, 5, 0, 5
INVAR-11, Run: 016, P, 0, 107, 0, 81, 0, 0, 5, 81, 67, 19, 5, 0, 5
INVAR-11, Run: 017, P, 0, 111, 0, 81, 0, 0, 5, 81, 63, 23, 5, 0, 5
INVAR-11, Run: 018, P, 0, 110, 0, 81, 0, 0, 5, 81, 64, 22, 5, 0, 5
INVAR-11, Run: 019, P, 0, 109, 0, 81, 0, 0, 5, 81, 65, 21, 5, 0, 5
INVAR-11, Run: 020, P, 0, 113, 0, 81, 0, 0, 5, 81, 61, 25, 5, 0, 5
INVAR-11, Run: 021, P, 0, 110, 0, 81, 0, 0, 5, 81, 64, 22, 5, 0, 5
INVAR-11, Run: 022, P, 0, 108, 0, 81, 0, 0, 5, 81, 66, 20, 5, 0, 5
INVAR-11, Run: 023, P, 0, 109, 0, 81, 0, 0, 5, 81, 65, 21, 5, 0, 5
INVAR-11, Run: 024, P, 0, 109, 0, 81, 0, 0, 5, 81, 65, 21, 5, 0, 5
INVAR-11, Run: 025, P, 0, 110, 0, 81, 0, 0, 5, 81, 64, 22, 5, 0, 5
INVAR-11, Run: 026, P, 0, 115, 0, 81, 0, 0, 5, 81, 59, 27, 5, 0, 5
INVAR-11, Run: 027, P, 0, 107, 0, 82, 0, 0, 5, 82, 68, 19, 4, 1, 5
INVAR-11, Run: 028, P, 0, 107, 0, 81, 0, 0, 5, 81, 67, 19, 5, 0, 5
INVAR-11, Run: 029, P, 0, 105, 0, 81, 0, 0, 5, 81, 69, 17, 5, 0, 5
INVAR-11, Run: 030, P, 0, 108, 0, 81, 0, 0, 5, 81, 66, 20, 5, 0, 5
INVAR-11, Run: 031, P, 0, 110, 0, 81, 0, 0, 5, 81, 64, 22, 5, 0, 5
INVAR-11, Run: 032, P, 0, 104, 0, 82, 0, 0, 5, 82, 71, 16, 4, 1, 5
INVAR-11, Run: 033, P, 0, 113, 0, 81, 0, 0, 5, 81, 61, 25, 5, 0, 5
INVAR-11, Run: 034, P, 0, 106, 0, 81, 0, 0, 5, 81, 68, 18, 5, 0, 5
INVAR-11, Run: 035, P, 0, 109, 0, 81, 0, 0, 5, 81, 65, 21, 5, 0, 5
INVAR-11, Run: 036, P, 0, 109, 0, 81, 0, 0, 5, 81, 65, 21, 5, 0, 5
INVAR-11, Run: 037, P, 0, 111, 0, 82, 0, 0, 5, 82, 64, 23, 4, 1, 5
INVAR-11, Run: 038, P, 0, 110, 0, 81, 0, 0, 5, 81, 64, 22, 5, 0, 5
INVAR-11, Run: 039, P, 0, 107, 0, 81, 0, 0, 5, 81, 67, 19, 5, 0, 5
INVAR-11, Run: 040, P, 0, 111, 0, 81, 0, 0, 5, 81, 63, 23, 5, 0, 5
INVAR-11, Run: 041, P, 0, 106, 0, 81, 0, 0, 5, 81, 68, 18, 5, 0, 5
INVAR-11, Run: 042, P, 0, 110, 0, 81, 0, 0, 5, 81, 64, 22, 5, 0, 5
INVAR-11, Run: 043, P, 0, 107, 0, 82, 0, 0, 5, 82, 68, 19, 4, 1, 5
INVAR-11, Run: 044, P, 0, 109, 0, 81, 0, 0, 5, 81, 65, 21, 5, 0, 5
INVAR-11, Run: 045, P, 0, 101, 0, 81, 0, 0, 5, 81, 73, 13, 5, 0, 5
INVAR-11, Run: 046, P, 0, 114, 0, 81, 0, 0, 5, 81, 60, 26, 5, 0, 5
INVAR-11, Run: 047, P, 0, 112, 0, 81, 0, 0, 5, 81, 62, 24, 5, 0, 5
INVAR-11, Run: 048, P, 0, 110, 0, 81, 0, 0, 5, 81, 64, 22, 5, 0, 5
INVAR-11, Run: 049, P, 0, 114, 0, 81, 0, 0, 5, 81, 60, 26, 5, 0, 5
INVAR-11, Run: 050, P, 0, 106, 0, 81, 0, 0, 5, 81, 68, 18, 5, 0, 5
INVAR-11, Run: 051, P, 0, 110, 0, 81, 0, 0, 5, 81, 64, 22, 5, 0, 5
INVAR-11, Run: 052, P, 0, 106, 0, 81, 0, 0, 5, 81, 68, 18, 5, 0, 5
INVAR-11, Run: 053, P, 0, 107, 0, 81, 0, 0, 5, 81, 67, 19, 5, 0, 5
INVAR-11, Run: 054, P, 0, 110, 0, 81, 0, 0, 5, 81, 64, 22, 5, 0, 5
INVAR-11, Run: 055, P, 0, 107, 0, 81, 0, 0, 5, 81, 67, 19, 5, 0, 5
INVAR-11, Run: 056, P, 0, 109, 0, 81, 0, 0, 5, 81, 65, 21, 5, 0, 5
