Input Number, Run_Number, Result@ 100, X, V, Y, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-10, Run: 007, F, 1, 25, 0, 13, 16, 2, 102, 6
INVAR-10, Run: 008, P, 0, 0, 2, 14, 16, 0, 0, 30
INVAR-10, Run: 009, F, 1, 17, 0, 13, 16, 2, 105, 14
INVAR-10, Run: 010, P, 0, 0, 2, 14, 16, 0, 0, 30
INVAR-10, Run: 011, P, 0, 0, 2, 13, 15, 3, 0, 31
INVAR-10, Run: 012, P, 0, 0, 2, 14, 16, 0, 0, 30
INVAR-10, Run: 013, F, 1, 23, 0, 13, 16, 2, 106, 8
INVAR-10, Run: 014, F, 1, 14, 0, 13, 16, 2, 114, 17
INVAR-10, Run: 015, F, 1, 22, 0, 13, 16, 2, 103, 9
INVAR-10, Run: 016, P, 0, 0, 2, 14, 16, 0, 0, 30
INVAR-10, Run: 017, P, 0, 0, 2, 14, 16, 0, 0, 30
INVAR-10, Run: 018, F, 0, 0, 2, 14, 16, 0, 1, 30
INVAR-10, Run: 019, F, 0, 0, 2, 14, 16, 0, 1, 30
INVAR-10, Run: 020, F, 1, 17, 0, 13, 16, 2, 121, 14
INVAR-10, Run: 021, F, 0, 0, 2, 13, 15, 3, 1, 31
INVAR-10, Run: 022, P, 0, 0, 2, 13, 15, 3, 0, 31
INVAR-10, Run: 023, F, 1, 31, 0, 13, 16, 2, 102, 0
INVAR-10, Run: 024, F, 1, 12, 0, 13, 16, 2, 92, 19
INVAR-10, Run: 025, F, 1, 28, 0, 12, 15, 5, 105, 4
INVAR-10, Run: 026, F, 1, 22, 0, 13, 16, 2, 96, 9
INVAR-10, Run: 027, P, 0, 0, 2, 14, 16, 0, 0, 30
INVAR-10, Run: 028, F, 1, 30, 0, 13, 16, 2, 102, 1
INVAR-10, Run: 029, F, 1, 15, 0, 13, 16, 2, 98, 16
INVAR-10, Run: 030, F, 1, 27, 0, 13, 16, 2, 95, 4
INVAR-10, Run: 031, F, 0, 0, 2, 13, 15, 3, 3, 31
INVAR-10, Run: 032, F, 1, 29, 0, 13, 16, 2, 100, 2
INVAR-10, Run: 033, F, 1, 19, 0, 13, 16, 2, 100, 12
INVAR-10, Run: 034, F, 1, 25, 0, 13, 16, 2, 101, 6
INVAR-10, Run: 035, F, 1, 24, 0, 12, 15, 5, 92, 8
INVAR-10, Run: 036, F, 1, 21, 0, 12, 15, 5, 112, 11
INVAR-10, Run: 037, F, 1, 24, 0, 13, 16, 2, 102, 7
INVAR-10, Run: 038, F, 1, 21, 0, 12, 15, 5, 123, 11
INVAR-10, Run: 039, F, 0, 0, 2, 13, 15, 3, 2, 31
INVAR-10, Run: 040, F, 1, 26, 0, 13, 16, 2, 111, 5
INVAR-10, Run: 041, F, 1, 19, 0, 13, 16, 2, 105, 12
INVAR-10, Run: 042, F, 1, 17, 0, 13, 16, 2, 98, 14
INVAR-10, Run: 043, F, 0, 0, 2, 14, 16, 0, 1, 30
INVAR-10, Run: 044, F, 1, 29, 0, 13, 16, 2, 104, 2
INVAR-10, Run: 045, F, 1, 10, 0, 13, 16, 2, 97, 21
INVAR-10, Run: 046, F, 1, 26, 0, 13, 16, 2, 97, 5
INVAR-10, Run: 047, F, 0, 0, 2, 14, 16, 0, 2, 30
INVAR-10, Run: 048, P, 0, 0, 2, 13, 15, 3, 0, 31
INVAR-10, Run: 049, P, 0, 0, 2, 14, 16, 0, 0, 30
INVAR-10, Run: 050, F, 1, 24, 0, 13, 16, 2, 101, 7
INVAR-10, Run: 051, F, 0, 0, 2, 14, 16, 0, 1, 30
INVAR-10, Run: 052, F, 1, 27, 0, 13, 16, 2, 100, 4
INVAR-10, Run: 053, F, 1, 17, 0, 13, 16, 2, 113, 14
INVAR-10, Run: 054, F, 1, 24, 0, 13, 16, 2, 108, 7
INVAR-10, Run: 055, F, 1, 18, 0, 13, 16, 2, 93, 13
INVAR-10, Run: 056, F, 1, 4, 0, 13, 16, 2, 114, 27
INVAR-10, Run: 057, P, 0, 0, 2, 14, 16, 0, 0, 30
INVAR-10, Run: 058, F, 1, 23, 0, 13, 16, 2, 90, 8
INVAR-10, Run: 059, F, 1, 21, 0, 13, 16, 2, 110, 10
INVAR-10, Run: 060, P, 0, 0, 2, 14, 16, 0, 0, 30
INVAR-10, Run: 061, F, 1, 12, 0, 13, 16, 2, 108, 19
INVAR-10, Run: 062, F, 1, 17, 0, 12, 15, 5, 123, 15
INVAR-10, Run: 063, F, 1, 25, 0, 13, 16, 2, 109, 6
INVAR-10, Run: 064, F, 1, 20, 0, 13, 16, 2, 105, 11
INVAR-10, Run: 065, F, 1, 27, 0, 13, 16, 2, 113, 4
INVAR-10, Run: 066, F, 0, 0, 2, 14, 16, 0, 1, 30
INVAR-10, Run: 067, P, 0, 0, 2, 14, 16, 0, 0, 30
INVAR-10, Run: 068, F, 1, 26, 0, 13, 16, 2, 108, 5
INVAR-10, Run: 069, P, 0, 0, 2, 14, 16, 0, 0, 30
INVAR-10, Run: 070, F, 1, 24, 0, 13, 16, 2, 96, 7
INVAR-10, Run: 071, P, 0, 0, 2, 13, 15, 3, 0, 31
INVAR-10, Run: 072, F, 1, 5, 0, 13, 16, 2, 94, 26
INVAR-10, Run: 073, P, 0, 0, 2, 14, 16, 0, 0, 30
INVAR-10, Run: 074, P, 0, 0, 2, 14, 16, 0, 0, 30
INVAR-10, Run: 075, F, 1, 29, 0, 13, 16, 2, 109, 2
INVAR-10, Run: 076, F, 1, 6, 0, 13, 16, 2, 135, 25
INVAR-10, Run: 077, F, 1, 9, 0, 13, 16, 2, 101, 22
INVAR-10, Run: 078, F, 1, 28, 0, 13, 16, 2, 111, 3
INVAR-10, Run: 079, F, 1, 30, 0, 13, 16, 2, 99, 1
INVAR-10, Run: 080, F, 1, 26, 0, 13, 16, 2, 113, 5
INVAR-10, Run: 081, F, 1, 24, 0, 13, 16, 2, 111, 7
INVAR-10, Run: 082, F, 1, 25, 0, 13, 16, 2, 123, 6
INVAR-10, Run: 083, P, 0, 0, 2, 14, 16, 0, 0, 30
INVAR-10, Run: 084, F, 1, 28, 0, 13, 16, 2, 102, 3
INVAR-10, Run: 085, P, 0, 0, 2, 14, 16, 0, 0, 30
INVAR-10, Run: 086, F, 1, 26, 0, 13, 16, 2, 91, 5
INVAR-10, Run: 087, P, 0, 0, 2, 14, 16, 0, 0, 30
INVAR-10, Run: 088, F, 0, 0, 2, 13, 15, 3, 1, 31
INVAR-10, Run: 089, F, 1, 14, 0, 13, 16, 2, 93, 17
INVAR-10, Run: 090, F, 1, 19, 0, 13, 16, 2, 102, 12
INVAR-10, Run: 091, P, 0, 0, 2, 13, 15, 3, 0, 31
INVAR-10, Run: 092, F, 1, 15, 0, 12, 15, 5, 83, 17
INVAR-10, Run: 093, F, 1, 20, 0, 13, 16, 2, 105, 11
INVAR-10, Run: 094, F, 1, 22, 0, 13, 16, 2, 107, 9
INVAR-10, Run: 095, F, 1, 20, 0, 13, 16, 2, 96, 11
INVAR-10, Run: 096, P, 0, 0, 2, 14, 16, 0, 0, 30
INVAR-10, Run: 097, F, 1, 19, 0, 13, 16, 2, 107, 12
INVAR-10, Run: 098, F, 1, 13, 0, 13, 16, 2, 107, 18
INVAR-10, Run: 099, F, 1, 26, 0, 13, 16, 2, 99, 5
INVAR-10, Run: 100, F, 1, 15, 0, 13, 16, 2, 101, 16
INVAR-11, Run: 001, F, 0, 9, 0, 18, 32, 4, 2, 45
INVAR-11, Run: 002, F, 0, 26, 0, 19, 33, 1, 1, 27
INVAR-11, Run: 003, F, 0, 35, 0, 18, 32, 4, 1, 19
INVAR-11, Run: 004, P, 0, 24, 0, 18, 32, 4, 0, 30
INVAR-11, Run: 005, F, 0, 49, 0, 19, 33, 1, 1, 4
INVAR-11, Run: 006, F, 0, 7, 0, 19, 33, 1, 3, 46
INVAR-11, Run: 007, P, 0, 28, 0, 18, 32, 4, 0, 26
INVAR-11, Run: 008, F, 0, 7, 0, 18, 32, 4, 4, 47
INVAR-11, Run: 009, P, 0, 22, 0, 18, 32, 4, 0, 32
INVAR-11, Run: 010, P, 0, 31, 0, 19, 33, 1, 0, 22
INVAR-11, Run: 011, P, 0, 37, 0, 19, 33, 1, 0, 16
INVAR-11, Run: 012, P, 0, 42, 0, 19, 33, 1, 0, 11
INVAR-11, Run: 013, P, 0, 23, 0, 19, 33, 1, 0, 30
INVAR-11, Run: 014, P, 0, 31, 0, 18, 32, 4, 0, 23
INVAR-11, Run: 015, P, 0, 29, 0, 19, 33, 1, 0, 24
INVAR-11, Run: 016, F, 0, 31, 0, 19, 33, 1, 1, 22
INVAR-11, Run: 017, F, 0, 1, 0, 19, 33, 1, 1, 52
INVAR-11, Run: 018, F, 0, 3, 0, 19, 33, 1, 2, 50
INVAR-11, Run: 019, P, 0, 39, 0, 18, 32, 4, 0, 15
INVAR-11, Run: 020, F, 0, 11, 0, 18, 32, 4, 4, 43
INVAR-11, Run: 021, F, 0, 22, 0, 18, 32, 4, 2, 32
INVAR-11, Run: 022, P, 0, 34, 0, 18, 32, 4, 0, 20
INVAR-11, Run: 023, F, 0, 29, 0, 18, 32, 4, 2, 25
INVAR-11, Run: 024, P, 0, 35, 0, 18, 32, 4, 0, 19
INVAR-11, Run: 025, P, 0, 51, 0, 19, 33, 1, 0, 2
INVAR-11, Run: 026, F, 0, 23, 0, 19, 33, 1, 1, 30
INVAR-11, Run: 027, P, 0, 32, 0, 18, 32, 4, 0, 22
INVAR-11, Run: 028, F, 0, 36, 0, 19, 33, 1, 1, 17
INVAR-11, Run: 029, F, 0, 49, 0, 19, 33, 1, 4, 4
INVAR-11, Run: 030, P, 0, 50, 0, 18, 32, 4, 0, 4
INVAR-11, Run: 031, F, 0, 4, 0, 18, 32, 4, 5, 50
INVAR-11, Run: 032, F, 0, 11, 0, 18, 32, 4, 2, 43
INVAR-11, Run: 033, F, 0, 16, 0, 19, 33, 1, 2, 37
INVAR-11, Run: 034, F, 0, 4, 0, 18, 32, 4, 3, 50
INVAR-11, Run: 035, F, 0, 22, 0, 18, 32, 4, 2, 32
INVAR-11, Run: 036, P, 0, 40, 0, 18, 32, 4, 0, 14
INVAR-11, Run: 037, F, 0, 11, 0, 19, 33, 1, 3, 42
INVAR-11, Run: 038, P, 0, 48, 0, 19, 33, 1, 0, 5
INVAR-11, Run: 039, P, 0, 15, 0, 18, 32, 4, 0, 39
INVAR-11, Run: 040, P, 0, 30, 0, 19, 33, 1, 0, 23
INVAR-11, Run: 041, P, 0, 30, 0, 19, 33, 1, 0, 23
INVAR-11, Run: 042, F, 0, 10, 0, 18, 32, 4, 3, 44
INVAR-11, Run: 043, F, 0, 36, 0, 18, 32, 4, 1, 18
INVAR-11, Run: 044, F, 0, 21, 0, 18, 32, 4, 4, 33
INVAR-11, Run: 045, F, 0, 1, 0, 18, 32, 4, 7, 53
INVAR-11, Run: 046, P, 0, 21, 0, 19, 33, 1, 0, 32
INVAR-11, Run: 047, F, 0, 26, 0, 18, 32, 4, 1, 28
INVAR-11, Run: 048, P, 0, 29, 0, 18, 32, 4, 0, 25
INVAR-11, Run: 049, F, 0, 5, 0, 18, 32, 4, 3, 49
INVAR-11, Run: 050, P, 0, 25, 0, 18, 32, 4, 0, 29
INVAR-11, Run: 051, F, 0, 10, 0, 18, 32, 4, 1, 44
INVAR-11, Run: 052, P, 0, 30, 0, 19, 33, 1, 0, 23
INVAR-11, Run: 053, P, 0, 26, 0, 19, 33, 1, 0, 27
INVAR-11, Run: 054, F, 0, 45, 0, 19, 33, 1, 1, 8
INVAR-11, Run: 055, P, 0, 50, 0, 19, 33, 1, 0, 3
INVAR-11, Run: 056, F, 0, 41, 0, 18, 32, 4, 1, 13
INVAR-11, Run: 057, F, 0, 2, 0, 19, 33, 1, 4, 51
INVAR-11, Run: 058, P, 0, 42, 0, 19, 33, 1, 0, 11
INVAR-11, Run: 059, P, 0, 5, 0, 18, 32, 4, 0, 49
INVAR-11, Run: 060, P, 0, 37, 0, 19, 33, 1, 0, 16
INVAR-11, Run: 061, P, 0, 46, 0, 18, 32, 4, 0, 8
INVAR-11, Run: 062, F, 0, 49, 0, 19, 33, 1, 1, 4
INVAR-11, Run: 063, P, 0, 9, 0, 18, 32, 4, 0, 45
INVAR-11, Run: 064, F, 0, 1, 0, 19, 33, 1, 3, 52
INVAR-11, Run: 065, F, 0, 2, 0, 19, 33, 1, 5, 51
INVAR-11, Run: 066, P, 0, 24, 0, 18, 32, 4, 0, 30
INVAR-11, Run: 067, P, 0, 50, 0, 19, 33, 1, 0, 3
INVAR-11, Run: 068, F, 0, 2, 0, 18, 32, 4, 3, 52
INVAR-11, Run: 069, F, 0, 3, 0, 18, 32, 4, 2, 51
INVAR-11, Run: 070, F, 0, 10, 0, 18, 32, 4, 1, 44
INVAR-11, Run: 071, F, 0, 20, 0, 18, 32, 4, 1, 34
INVAR-11, Run: 072, P, 0, 9, 0, 19, 33, 1, 0, 44
INVAR-11, Run: 073, F, 0, 19, 0, 18, 32, 4, 1, 35
INVAR-11, Run: 074, F, 0, 5, 0, 18, 32, 4, 1, 49
INVAR-11, Run: 075, P, 0, 22, 0, 19, 33, 1, 0, 31
INVAR-11, Run: 076, P, 0, 25, 0, 19, 33, 1, 0, 28
INVAR-11, Run: 077, F, 0, 8, 0, 18, 32, 4, 4, 46
INVAR-11, Run: 078, P, 0, 27, 0, 18, 32, 4, 0, 27
INVAR-11, Run: 079, F, 0, 29, 0, 18, 32, 4, 1, 25
INVAR-11, Run: 080, F, 0, 4, 0, 19, 33, 1, 2, 49
INVAR-11, Run: 081, F, 0, 16, 0, 19, 33, 1, 1, 37
INVAR-11, Run: 082, P, 0, 34, 0, 19, 33, 1, 0, 19
INVAR-11, Run: 083, F, 0, 5, 0, 19, 33, 1, 5, 48
INVAR-11, Run: 084, F, 0, 10, 0, 18, 32, 4, 2, 44
INVAR-11, Run: 085, F, 0, 9, 0, 18, 32, 4, 3, 45
INVAR-11, Run: 086, F, 0, 12, 0, 18, 32, 4, 4, 42
INVAR-11, Run: 087, F, 0, 36, 0, 18, 32, 4, 1, 18
INVAR-11, Run: 088, F, 0, 13, 0, 18, 32, 4, 1, 41
INVAR-11, Run: 089, P, 0, 40, 0, 19, 33, 1, 0, 13
INVAR-11, Run: 090, F, 0, 8, 0, 18, 32, 4, 2, 46
INVAR-11, Run: 091, F, 0, 48, 0, 19, 33, 1, 1, 5
INVAR-11, Run: 092, F, 0, 32, 0, 18, 32, 4, 1, 22
INVAR-11, Run: 093, F, 0, 31, 0, 18, 32, 4, 1, 23
INVAR-11, Run: 094, F, 0, 36, 0, 19, 33, 1, 1, 17
INVAR-11, Run: 095, P, 0, 44, 0, 19, 33, 1, 0, 9
INVAR-11, Run: 096, F, 0, 13, 0, 18, 32, 4, 2, 41
INVAR-11, Run: 097, F, 0, 7, 0, 18, 32, 4, 5, 47
INVAR-11, Run: 098, P, 0, 33, 0, 19, 33, 1, 0, 20
INVAR-11, Run: 099, F, 0, 4, 0, 19, 33, 1, 1, 49
INVAR-11, Run: 100, P, 0, 19, 0, 19, 33, 1, 0, 34
INVAR-12, Run: 001, F, 2, 71, 0, 42, 66, 2, 206, 39
INVAR-12, Run: 002, F, 0, 0, 1, 43, 66, 1, 1, 110
INVAR-12, Run: 003, P, 0, 0, 1, 43, 66, 1, 0, 110
INVAR-12, Run: 004, P, 0, 0, 1, 43, 66, 1, 0, 110
INVAR-12, Run: 005, F, 2, 100, 0, 42, 66, 2, 186, 10
INVAR-12, Run: 006, F, 0, 0, 1, 43, 66, 1, 3, 110
INVAR-12, Run: 007, P, 0, 0, 1, 43, 66, 1, 0, 110
INVAR-12, Run: 008, F, 0, 0, 1, 42, 65, 4, 1, 111
INVAR-12, Run: 009, P, 0, 0, 1, 42, 65, 4, 0, 111
INVAR-12, Run: 010, F, 2, 76, 0, 42, 66, 2, 187, 34
INVAR-12, Run: 011, P, 0, 0, 1, 43, 66, 1, 0, 110
INVAR-12, Run: 012, P, 0, 0, 1, 43, 66, 1, 0, 110
INVAR-12, Run: 013, F, 0, 0, 1, 42, 65, 4, 1, 111
INVAR-12, Run: 014, F, 0, 0, 1, 43, 66, 1, 1, 110
INVAR-12, Run: 015, F, 2, 89, 0, 42, 66, 2, 200, 21
INVAR-12, Run: 016, F, 2, 100, 0, 41, 65, 5, 209, 11
INVAR-12, Run: 017, F, 2, 76, 0, 42, 66, 2, 220, 34
INVAR-12, Run: 018, F, 2, 98, 0, 42, 66, 2, 183, 12
INVAR-12, Run: 019, F, 0, 0, 1, 43, 66, 1, 1, 110
INVAR-12, Run: 020, P, 0, 0, 1, 43, 66, 1, 0, 110
INVAR-12, Run: 021, F, 2, 51, 0, 42, 66, 2, 179, 59
INVAR-12, Run: 022, F, 0, 0, 1, 42, 65, 4, 1, 111
INVAR-12, Run: 023, P, 0, 0, 1, 42, 65, 4, 0, 111
INVAR-12, Run: 024, F, 0, 0, 1, 43, 66, 1, 1, 110
INVAR-12, Run: 025, P, 0, 0, 1, 43, 66, 1, 0, 110
INVAR-12, Run: 026, F, 0, 0, 1, 42, 65, 4, 1, 111
INVAR-12, Run: 027, P, 0, 0, 1, 43, 66, 1, 0, 110
INVAR-12, Run: 028, F, 0, 0, 1, 43, 66, 1, 1, 110
INVAR-12, Run: 029, P, 0, 0, 1, 43, 66, 1, 0, 110
INVAR-12, Run: 030, F, 0, 0, 1, 43, 66, 1, 2, 110
INVAR-12, Run: 031, F, 2, 69, 0, 42, 66, 2, 194, 41
INVAR-12, Run: 032, F, 2, 93, 0, 41, 65, 5, 177, 18
INVAR-12, Run: 033, P, 0, 0, 1, 43, 66, 1, 0, 110
INVAR-12, Run: 034, P, 0, 0, 1, 42, 65, 4, 0, 111
INVAR-12, Run: 035, F, 2, 92, 0, 42, 66, 2, 199, 18
INVAR-12, Run: 036, F, 2, 61, 0, 42, 66, 2, 195, 49
INVAR-12, Run: 037, F, 2, 88, 0, 42, 66, 2, 223, 22
INVAR-12, Run: 038, P, 0, 0, 1, 42, 65, 4, 0, 111
INVAR-12, Run: 039, F, 0, 0, 1, 42, 65, 4, 1, 111
INVAR-12, Run: 040, F, 0, 0, 1, 43, 66, 1, 1, 110
INVAR-12, Run: 041, P, 0, 0, 1, 43, 66, 1, 0, 110
INVAR-12, Run: 042, P, 0, 0, 1, 43, 66, 1, 0, 110
INVAR-12, Run: 043, P, 0, 0, 1, 43, 66, 1, 0, 110
INVAR-12, Run: 044, F, 0, 0, 1, 43, 66, 1, 1, 110
INVAR-12, Run: 045, F, 0, 0, 1, 43, 66, 1, 1, 110
INVAR-12, Run: 046, F, 0, 0, 1, 43, 66, 1, 1, 110
INVAR-12, Run: 047, F, 0, 0, 1, 42, 65, 4, 3, 111
INVAR-12, Run: 048, P, 0, 0, 1, 42, 65, 4, 0, 111
INVAR-12, Run: 049, F, 0, 0, 1, 42, 65, 4, 2, 111
INVAR-12, Run: 050, F, 2, 69, 0, 42, 66, 2, 222, 41
INVAR-12, Run: 051, P, 0, 0, 1, 43, 66, 1, 0, 110
INVAR-12, Run: 052, F, 0, 0, 1, 43, 66, 1, 2, 110
INVAR-12, Run: 053, F, 0, 0, 1, 42, 65, 4, 2, 111
INVAR-12, Run: 054, F, 2, 71, 0, 42, 66, 2, 207, 39
INVAR-12, Run: 055, F, 2, 79, 0, 42, 66, 2, 194, 31
INVAR-12, Run: 056, F, 0, 0, 1, 42, 65, 4, 1, 111
