Input Number, Run_Number, Result@ 100, Y, X, V, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 048, F, 0, 2, 0, 1, 7, 12, 1, 18, 2
INVAR-1, Run: 049, P, 0, 1, 0, 0, 7, 12, 2, 21, 0
INVAR-1, Run: 050, F, 0, 2, 0, 1, 7, 12, 1, 13, 7
INVAR-1, Run: 051, F, 0, 0, 8, 2, 8, 12, 0, 5, 7
INVAR-1, Run: 052, F, 0, 0, 8, 2, 8, 12, 0, 0, 12
INVAR-1, Run: 053, F, 0, 0, 3, 2, 7, 11, 3, 13, 5
INVAR-1, Run: 054, P, 0, 1, 0, 0, 7, 12, 2, 13, 8
INVAR-1, Run: 055, F, 0, 2, 0, 1, 7, 12, 1, 16, 4
INVAR-1, Run: 056, P, 0, 1, 0, 0, 7, 12, 2, 13, 8
INVAR-1, Run: 057, P, 0, 1, 0, 0, 7, 12, 2, 13, 8
INVAR-1, Run: 058, F, 0, 2, 0, 1, 7, 12, 1, 19, 1
INVAR-1, Run: 059, F, 0, 0, 4, 2, 8, 12, 0, 2, 14
INVAR-1, Run: 060, F, 0, 2, 0, 1, 7, 12, 1, 12, 8
INVAR-1, Run: 061, P, 0, 1, 0, 0, 7, 12, 2, 12, 9
INVAR-1, Run: 062, F, 0, 0, 5, 2, 8, 12, 0, 6, 9
INVAR-1, Run: 063, P, 0, 1, 0, 0, 7, 12, 2, 18, 3
INVAR-1, Run: 064, F, 0, 2, 0, 1, 6, 11, 4, 13, 8
INVAR-1, Run: 065, F, 0, 2, 0, 1, 7, 12, 1, 15, 5
INVAR-1, Run: 066, P, 0, 1, 0, 0, 7, 12, 2, 13, 8
INVAR-1, Run: 067, F, 0, 0, 3, 5, 8, 11, 0, 3, 13
INVAR-1, Run: 068, F, 0, 0, 9, 2, 8, 12, 0, 6, 5
INVAR-1, Run: 069, P, 0, 1, 0, 0, 7, 12, 2, 18, 3
INVAR-1, Run: 070, P, 0, 1, 0, 0, 7, 12, 2, 18, 3
INVAR-1, Run: 071, F, 0, 0, 0, 2, 8, 12, 0, 1, 19
INVAR-1, Run: 072, F, 0, 2, 0, 1, 6, 11, 4, 18, 3
INVAR-1, Run: 073, F, 0, 2, 0, 1, 7, 12, 1, 17, 3
INVAR-1, Run: 074, F, 0, 0, 2, 2, 7, 11, 3, 4, 15
INVAR-1, Run: 075, P, 0, 1, 0, 0, 7, 12, 2, 16, 5
INVAR-1, Run: 076, F, 0, 0, 9, 2, 8, 12, 0, 2, 9
INVAR-1, Run: 077, P, 0, 1, 0, 0, 7, 12, 2, 18, 3
INVAR-1, Run: 078, F, 0, 0, 7, 2, 7, 11, 3, 3, 11
INVAR-1, Run: 079, F, 0, 2, 0, 1, 7, 12, 1, 17, 3
INVAR-1, Run: 080, F, 0, 0, 8, 2, 7, 11, 3, 6, 7
INVAR-1, Run: 081, P, 0, 1, 0, 0, 7, 12, 2, 9, 12
INVAR-1, Run: 082, P, 0, 1, 0, 0, 7, 12, 2, 16, 5
INVAR-1, Run: 083, F, 0, 0, 3, 2, 8, 12, 0, 13, 4
INVAR-1, Run: 084, F, 0, 2, 0, 1, 7, 12, 1, 15, 5
INVAR-1, Run: 085, F, 0, 0, 14, 2, 8, 12, 0, 1, 5
INVAR-1, Run: 086, F, 0, 0, 2, 2, 7, 11, 3, 4, 15
INVAR-1, Run: 087, F, 0, 2, 0, 1, 6, 11, 4, 15, 6
INVAR-1, Run: 088, F, 0, 2, 0, 1, 7, 12, 1, 16, 4
INVAR-1, Run: 089, F, 0, 0, 11, 2, 8, 12, 0, 3, 6
INVAR-1, Run: 090, F, 0, 0, 0, 2, 8, 12, 0, 7, 13
INVAR-1, Run: 091, F, 0, 0, 2, 2, 8, 12, 0, 4, 14
INVAR-1, Run: 092, P, 0, 1, 0, 0, 7, 12, 2, 15, 6
INVAR-1, Run: 093, F, 0, 2, 0, 1, 7, 12, 1, 18, 2
INVAR-1, Run: 094, F, 0, 0, 7, 2, 8, 12, 0, 6, 7
INVAR-1, Run: 095, P, 0, 1, 0, 0, 7, 12, 2, 8, 13
INVAR-1, Run: 096, F, 0, 0, 2, 2, 7, 11, 3, 10, 9
INVAR-1, Run: 097, F, 0, 0, 1, 2, 8, 12, 0, 2, 17
INVAR-1, Run: 098, P, 0, 1, 0, 0, 7, 12, 2, 13, 8
INVAR-1, Run: 099, P, 0, 1, 0, 0, 7, 12, 2, 16, 5
INVAR-1, Run: 100, P, 0, 1, 0, 0, 7, 12, 2, 19, 2
INVAR-10, Run: 001, F, 0, 0, 12, 2, 13, 15, 3, 6, 13
INVAR-10, Run: 002, F, 0, 2, 0, 1, 13, 16, 1, 23, 7
INVAR-10, Run: 003, P, 0, 1, 0, 0, 13, 16, 2, 22, 9
INVAR-10, Run: 004, F, 0, 0, 13, 2, 14, 16, 0, 6, 11
INVAR-10, Run: 005, P, 0, 1, 0, 0, 13, 16, 2, 26, 5
INVAR-10, Run: 006, P, 0, 1, 0, 0, 12, 15, 5, 23, 9
INVAR-10, Run: 007, F, 0, 1, 0, 3, 13, 15, 2, 9, 21
INVAR-10, Run: 008, P, 0, 1, 0, 0, 13, 16, 2, 16, 15
INVAR-10, Run: 009, F, 0, 2, 0, 1, 13, 16, 1, 23, 7
INVAR-10, Run: 010, P, 0, 1, 0, 0, 13, 16, 2, 20, 11
INVAR-10, Run: 011, F, 0, 0, 23, 2, 14, 16, 0, 2, 5
INVAR-10, Run: 012, P, 0, 1, 0, 0, 13, 16, 2, 24, 7
INVAR-10, Run: 013, F, 0, 0, 0, 2, 14, 16, 0, 9, 21
INVAR-10, Run: 014, F, 0, 0, 5, 2, 13, 15, 3, 5, 21
INVAR-10, Run: 015, F, 0, 0, 4, 2, 14, 16, 0, 4, 22
INVAR-10, Run: 016, P, 0, 1, 0, 0, 13, 16, 2, 20, 11
INVAR-10, Run: 017, P, 0, 1, 0, 0, 13, 16, 2, 28, 3
INVAR-10, Run: 018, P, 0, 1, 0, 0, 13, 16, 2, 20, 11
INVAR-10, Run: 019, P, 0, 1, 0, 0, 13, 16, 2, 23, 8
INVAR-10, Run: 020, F, 0, 2, 0, 1, 13, 16, 1, 25, 5
INVAR-10, Run: 021, P, 0, 1, 0, 0, 13, 16, 2, 22, 9
INVAR-10, Run: 022, F, 0, 0, 11, 2, 14, 16, 0, 9, 10
INVAR-10, Run: 023, F, 0, 0, 6, 2, 14, 16, 0, 4, 20
INVAR-10, Run: 024, F, 0, 0, 12, 2, 14, 16, 0, 4, 14
INVAR-10, Run: 025, F, 0, 2, 0, 1, 13, 16, 1, 20, 10
INVAR-10, Run: 026, F, 0, 2, 0, 1, 13, 16, 1, 20, 10
INVAR-10, Run: 027, F, 0, 0, 4, 2, 14, 16, 0, 8, 18
INVAR-10, Run: 028, F, 0, 0, 9, 2, 14, 16, 0, 12, 9
INVAR-10, Run: 029, F, 0, 0, 1, 2, 14, 16, 0, 8, 21
INVAR-10, Run: 030, F, 0, 0, 0, 2, 14, 16, 0, 6, 24
INVAR-10, Run: 031, F, 0, 2, 0, 4, 13, 15, 1, 22, 7
INVAR-10, Run: 032, F, 0, 0, 4, 2, 14, 16, 0, 7, 19
INVAR-10, Run: 033, F, 0, 0, 10, 2, 14, 16, 0, 7, 13
INVAR-10, Run: 034, F, 0, 2, 0, 1, 13, 16, 1, 23, 7
INVAR-10, Run: 035, P, 0, 1, 0, 0, 13, 16, 2, 20, 11
INVAR-10, Run: 036, P, 0, 1, 0, 0, 13, 16, 2, 22, 9
INVAR-10, Run: 037, F, 0, 2, 0, 1, 12, 15, 4, 21, 10
INVAR-10, Run: 038, F, 0, 0, 1, 2, 13, 15, 3, 6, 24
INVAR-10, Run: 039, P, 0, 1, 0, 0, 12, 15, 5, 23, 9
INVAR-10, Run: 040, F, 0, 2, 0, 1, 13, 16, 1, 26, 4
INVAR-10, Run: 041, F, 0, 2, 0, 4, 13, 15, 1, 17, 12
INVAR-10, Run: 042, F, 0, 0, 0, 2, 13, 15, 3, 6, 25
INVAR-10, Run: 043, P, 0, 1, 0, 0, 13, 16, 2, 18, 13
INVAR-10, Run: 044, F, 0, 0, 5, 2, 14, 16, 0, 4, 21
INVAR-10, Run: 045, F, 0, 0, 1, 2, 14, 16, 0, 1, 28
INVAR-10, Run: 046, F, 0, 0, 17, 2, 14, 16, 0, 5, 8
INVAR-10, Run: 047, F, 0, 0, 4, 2, 14, 16, 0, 2, 24
INVAR-10, Run: 048, F, 0, 0, 4, 2, 14, 16, 0, 1, 25
INVAR-10, Run: 049, P, 0, 1, 0, 0, 13, 16, 2, 28, 3
INVAR-10, Run: 050, P, 0, 1, 0, 0, 13, 16, 2, 28, 3
INVAR-10, Run: 051, F, 0, 0, 2, 2, 14, 16, 0, 7, 21
INVAR-10, Run: 052, P, 0, 1, 0, 0, 13, 16, 2, 17, 14
INVAR-10, Run: 053, F, 0, 2, 0, 1, 12, 15, 4, 23, 8
INVAR-10, Run: 054, F, 0, 0, 9, 2, 14, 16, 0, 6, 15
INVAR-10, Run: 055, P, 0, 1, 0, 0, 13, 16, 2, 19, 12
INVAR-10, Run: 056, P, 0, 1, 0, 0, 13, 16, 2, 24, 7
INVAR-10, Run: 057, P, 0, 1, 0, 0, 13, 16, 2, 20, 11
INVAR-10, Run: 058, P, 0, 1, 0, 0, 13, 16, 2, 27, 4
INVAR-10, Run: 059, P, 0, 1, 0, 0, 13, 16, 2, 23, 8
INVAR-10, Run: 060, P, 0, 1, 0, 0, 12, 15, 5, 17, 15
INVAR-10, Run: 061, P, 0, 1, 0, 0, 13, 16, 2, 25, 6
INVAR-10, Run: 062, F, 0, 0, 14, 2, 14, 16, 0, 13, 3
INVAR-10, Run: 063, P, 0, 1, 0, 0, 13, 16, 2, 22, 9
INVAR-10, Run: 064, P, 0, 1, 0, 0, 13, 16, 2, 26, 5
INVAR-10, Run: 065, F, 0, 2, 0, 1, 13, 16, 1, 20, 10
INVAR-10, Run: 066, F, 0, 0, 5, 2, 13, 15, 3, 14, 12
INVAR-10, Run: 067, P, 0, 1, 0, 0, 13, 16, 2, 18, 13
INVAR-10, Run: 068, P, 0, 1, 0, 0, 13, 16, 2, 19, 12
INVAR-10, Run: 069, F, 0, 2, 0, 1, 13, 16, 1, 25, 5
INVAR-10, Run: 070, F, 0, 2, 0, 1, 13, 16, 1, 19, 11
INVAR-10, Run: 071, P, 0, 1, 0, 0, 13, 16, 2, 22, 9
INVAR-10, Run: 072, F, 0, 0, 2, 2, 14, 16, 0, 9, 19
INVAR-10, Run: 073, F, 0, 0, 0, 2, 14, 16, 0, 2, 28
INVAR-10, Run: 074, F, 0, 0, 10, 2, 14, 16, 0, 3, 17
INVAR-10, Run: 075, P, 0, 1, 0, 0, 13, 16, 2, 23, 8
INVAR-10, Run: 076, F, 0, 0, 6, 2, 13, 15, 3, 14, 11
INVAR-10, Run: 077, P, 0, 1, 0, 0, 13, 16, 2, 19, 12
INVAR-10, Run: 078, F, 0, 2, 0, 1, 13, 16, 1, 18, 12
INVAR-10, Run: 079, F, 0, 2, 0, 1, 13, 16, 1, 18, 12
INVAR-10, Run: 080, F, 0, 0, 4, 2, 13, 15, 3, 7, 20
INVAR-10, Run: 081, F, 0, 1, 0, 3, 13, 15, 2, 14, 16
INVAR-10, Run: 082, F, 0, 0, 8, 2, 13, 15, 3, 10, 13
INVAR-10, Run: 083, F, 0, 0, 3, 2, 14, 16, 0, 7, 20
INVAR-10, Run: 084, F, 0, 0, 10, 2, 14, 16, 0, 6, 14
INVAR-10, Run: 085, P, 0, 1, 0, 0, 13, 16, 2, 22, 9
INVAR-10, Run: 086, P, 0, 1, 0, 0, 13, 16, 2, 20, 11
INVAR-10, Run: 087, F, 0, 2, 0, 1, 13, 16, 1, 18, 12
INVAR-10, Run: 088, P, 0, 1, 0, 0, 13, 16, 2, 20, 11
INVAR-10, Run: 089, P, 0, 1, 0, 0, 12, 15, 5, 24, 8
INVAR-10, Run: 090, F, 0, 2, 0, 1, 13, 16, 1, 24, 6
INVAR-10, Run: 091, P, 0, 1, 0, 0, 13, 16, 2, 21, 10
INVAR-10, Run: 092, F, 0, 2, 0, 1, 13, 16, 1, 24, 6
INVAR-10, Run: 093, F, 0, 0, 19, 2, 14, 16, 0, 5, 6
INVAR-10, Run: 094, P, 0, 1, 0, 0, 12, 15, 5, 18, 14
INVAR-10, Run: 095, P, 0, 1, 0, 0, 13, 16, 2, 27, 4
INVAR-10, Run: 096, F, 0, 0, 4, 2, 14, 16, 0, 8, 18
INVAR-10, Run: 097, F, 0, 2, 0, 1, 13, 16, 1, 26, 4
INVAR-10, Run: 098, F, 0, 0, 2, 2, 13, 15, 3, 7, 22
INVAR-10, Run: 099, P, 0, 1, 0, 0, 13, 16, 2, 20, 11
INVAR-10, Run: 100, F, 0, 0, 0, 2, 14, 16, 0, 3, 27
INVAR-11, Run: 001, F, 0, 0, 28, 3, 19, 32, 1, 3, 21
INVAR-11, Run: 002, P, 0, 0, 3, 0, 18, 32, 4, 28, 23
INVAR-11, Run: 003, F, 0, 1, 0, 1, 19, 33, 0, 33, 19
INVAR-11, Run: 004, F, 0, 1, 0, 1, 19, 33, 0, 35, 17
INVAR-11, Run: 005, P, 0, 0, 26, 0, 19, 33, 1, 14, 13
INVAR-11, Run: 006, P, 0, 0, 35, 0, 19, 33, 1, 2, 16
INVAR-11, Run: 007, P, 0, 0, 2, 0, 19, 33, 1, 29, 22
INVAR-11, Run: 008, P, 0, 0, 14, 0, 18, 32, 4, 12, 28
INVAR-11, Run: 009, P, 0, 0, 24, 0, 18, 32, 4, 12, 18
INVAR-11, Run: 010, P, 0, 0, 16, 0, 18, 32, 4, 26, 12
INVAR-11, Run: 011, F, 0, 1, 0, 1, 19, 33, 0, 45, 7
INVAR-11, Run: 012, F, 0, 1, 0, 1, 18, 32, 3, 36, 17
INVAR-11, Run: 013, F, 0, 0, 7, 3, 19, 32, 1, 4, 41
INVAR-11, Run: 014, F, 0, 2, 0, 2, 18, 32, 2, 40, 12
INVAR-11, Run: 015, F, 0, 1, 0, 1, 19, 33, 0, 25, 27
INVAR-11, Run: 016, F, 0, 1, 0, 1, 19, 33, 0, 33, 19
INVAR-11, Run: 017, P, 0, 0, 21, 0, 19, 33, 1, 22, 10
INVAR-11, Run: 018, F, 0, 0, 0, 3, 19, 32, 1, 8, 44
INVAR-11, Run: 019, F, 0, 0, 11, 3, 19, 32, 1, 7, 34
INVAR-11, Run: 020, F, 0, 0, 12, 3, 19, 32, 1, 15, 25
INVAR-11, Run: 021, F, 0, 1, 0, 1, 18, 32, 3, 33, 20
INVAR-11, Run: 022, P, 0, 0, 30, 0, 19, 33, 1, 21, 2
INVAR-11, Run: 023, F, 0, 2, 0, 2, 17, 31, 5, 39, 14
INVAR-11, Run: 024, P, 0, 0, 30, 0, 19, 33, 1, 20, 3
INVAR-11, Run: 025, F, 0, 1, 0, 1, 18, 32, 3, 40, 13
INVAR-11, Run: 026, P, 0, 0, 14, 0, 19, 33, 1, 23, 16
INVAR-11, Run: 027, P, 0, 0, 37, 0, 19, 33, 1, 6, 10
INVAR-11, Run: 028, F, 0, 2, 0, 2, 18, 32, 2, 38, 14
INVAR-11, Run: 029, F, 0, 1, 0, 1, 19, 33, 0, 35, 17
INVAR-11, Run: 030, F, 0, 1, 0, 1, 19, 33, 0, 39, 13
INVAR-11, Run: 031, F, 0, 1, 0, 4, 19, 32, 0, 34, 17
INVAR-11, Run: 032, F, 0, 1, 0, 1, 18, 32, 3, 32, 21
INVAR-11, Run: 033, F, 0, 0, 8, 3, 19, 32, 1, 11, 33
INVAR-11, Run: 034, F, 0, 1, 0, 1, 17, 31, 6, 32, 22
INVAR-11, Run: 035, P, 0, 0, 28, 0, 18, 32, 4, 11, 15
INVAR-11, Run: 036, F, 0, 1, 0, 1, 18, 32, 3, 31, 22
INVAR-11, Run: 037, F, 0, 2, 0, 2, 18, 32, 2, 26, 26
INVAR-11, Run: 038, P, 0, 0, 13, 0, 19, 33, 1, 22, 18
INVAR-11, Run: 039, P, 0, 0, 26, 0, 19, 33, 1, 19, 8
INVAR-11, Run: 040, F, 0, 1, 0, 1, 18, 32, 3, 32, 21
INVAR-11, Run: 041, F, 0, 1, 0, 1, 18, 32, 3, 30, 23
INVAR-11, Run: 042, P, 0, 0, 26, 0, 18, 32, 4, 10, 18
INVAR-11, Run: 043, P, 0, 0, 10, 0, 18, 32, 4, 27, 17
INVAR-11, Run: 044, P, 0, 0, 4, 0, 18, 32, 4, 29, 21
INVAR-11, Run: 045, P, 0, 0, 32, 0, 18, 32, 4, 2, 20
INVAR-11, Run: 046, F, 0, 1, 0, 1, 19, 33, 0, 32, 20
INVAR-11, Run: 047, F, 0, 1, 0, 1, 18, 32, 3, 30, 23
INVAR-11, Run: 048, F, 0, 1, 0, 1, 18, 32, 3, 40, 13
INVAR-11, Run: 049, P, 0, 0, 22, 0, 18, 32, 4, 16, 16
INVAR-11, Run: 050, F, 0, 1, 0, 1, 19, 33, 0, 36, 16
INVAR-11, Run: 051, P, 0, 0, 33, 0, 19, 33, 1, 8, 12
INVAR-11, Run: 052, P, 0, 0, 27, 0, 19, 33, 1, 19, 7
INVAR-11, Run: 053, P, 0, 0, 42, 0, 19, 33, 1, 5, 6
INVAR-11, Run: 054, P, 0, 0, 20, 0, 18, 32, 4, 14, 20
INVAR-11, Run: 055, F, 0, 2, 0, 2, 18, 32, 2, 33, 19
INVAR-11, Run: 056, P, 0, 0, 16, 0, 19, 33, 1, 16, 21
INVAR-11, Run: 057, F, 0, 0, 5, 3, 19, 32, 1, 16, 31
INVAR-11, Run: 058, F, 0, 1, 0, 1, 18, 32, 3, 49, 4
INVAR-11, Run: 059, P, 0, 0, 14, 0, 19, 33, 1, 34, 5
INVAR-11, Run: 060, P, 0, 0, 1, 0, 18, 32, 4, 32, 21
INVAR-11, Run: 061, P, 0, 0, 34, 0, 19, 33, 1, 10, 9
INVAR-11, Run: 062, F, 0, 1, 0, 1, 19, 33, 0, 43, 9
INVAR-11, Run: 063, F, 0, 2, 0, 2, 18, 32, 2, 42, 10
INVAR-11, Run: 064, P, 0, 0, 11, 0, 19, 33, 1, 25, 17
INVAR-11, Run: 065, F, 0, 0, 2, 3, 19, 32, 1, 8, 42
INVAR-11, Run: 066, P, 0, 0, 36, 0, 19, 33, 1, 9, 8
INVAR-11, Run: 067, P, 0, 0, 28, 0, 18, 32, 4, 7, 19
INVAR-11, Run: 068, F, 0, 1, 0, 1, 19, 33, 0, 42, 10
INVAR-11, Run: 069, F, 0, 1, 0, 1, 18, 32, 3, 38, 15
INVAR-11, Run: 070, F, 0, 1, 0, 1, 19, 33, 0, 28, 24
INVAR-11, Run: 071, F, 0, 0, 3, 3, 18, 31, 4, 10, 40
INVAR-11, Run: 072, F, 0, 1, 0, 1, 18, 32, 3, 28, 25
INVAR-11, Run: 073, F, 0, 1, 0, 1, 18, 32, 3, 29, 24
INVAR-11, Run: 074, F, 0, 0, 29, 3, 19, 32, 1, 13, 10
INVAR-11, Run: 075, P, 0, 0, 36, 0, 19, 33, 1, 7, 10
INVAR-11, Run: 076, F, 0, 1, 0, 1, 19, 33, 0, 38, 14
INVAR-11, Run: 077, F, 0, 1, 0, 1, 18, 32, 3, 40, 13
INVAR-11, Run: 078, F, 0, 1, 0, 1, 19, 33, 0, 32, 20
INVAR-11, Run: 079, F, 0, 0, 11, 3, 18, 31, 4, 12, 30
INVAR-11, Run: 080, P, 0, 0, 2, 0, 18, 32, 4, 33, 19
INVAR-11, Run: 081, F, 0, 1, 0, 1, 18, 32, 3, 29, 24
INVAR-11, Run: 082, P, 0, 0, 27, 0, 18, 32, 4, 15, 12
INVAR-11, Run: 083, F, 0, 1, 0, 1, 18, 32, 3, 30, 23
INVAR-11, Run: 084, F, 0, 1, 0, 1, 18, 32, 3, 40, 13
INVAR-11, Run: 085, P, 0, 0, 10, 0, 18, 32, 4, 27, 17
INVAR-11, Run: 086, F, 0, 1, 0, 1, 18, 32, 3, 47, 6
INVAR-11, Run: 087, F, 0, 0, 25, 3, 19, 32, 1, 10, 17
INVAR-11, Run: 088, F, 0, 2, 0, 2, 18, 32, 2, 44, 8
INVAR-11, Run: 089, P, 0, 0, 25, 0, 19, 33, 1, 12, 16
INVAR-11, Run: 090, F, 0, 1, 0, 4, 19, 32, 0, 28, 23
INVAR-11, Run: 091, F, 0, 1, 0, 1, 18, 32, 3, 27, 26
INVAR-11, Run: 092, P, 0, 0, 21, 0, 19, 33, 1, 15, 17
INVAR-11, Run: 093, F, 0, 1, 0, 1, 18, 32, 3, 32, 21
INVAR-11, Run: 094, P, 0, 0, 9, 0, 18, 32, 4, 14, 31
INVAR-11, Run: 095, P, 0, 0, 3, 0, 18, 32, 4, 28, 23
INVAR-11, Run: 096, F, 0, 1, 0, 1, 18, 32, 3, 33, 20
INVAR-11, Run: 097, P, 0, 0, 20, 0, 18, 32, 4, 26, 8
INVAR-11, Run: 098, F, 0, 1, 0, 1, 19, 33, 0, 31, 21
INVAR-11, Run: 099, P, 0, 0, 13, 0, 19, 33, 1, 27, 13
INVAR-11, Run: 100, F, 0, 1, 0, 1, 18, 32, 3, 37, 16
INVAR-12, Run: 001, F, 0, 0, 14, 1, 42, 65, 4, 37, 60
INVAR-12, Run: 002, P, 0, 2, 0, 0, 42, 66, 2, 89, 21
INVAR-12, Run: 003, P, 0, 2, 0, 0, 42, 66, 2, 101, 9
INVAR-12, Run: 004, F, 0, 0, 4, 1, 42, 65, 4, 12, 95
INVAR-12, Run: 005, F, 0, 0, 15, 1, 43, 66, 1, 46, 49
INVAR-12, Run: 006, P, 0, 2, 0, 0, 42, 66, 2, 87, 23
INVAR-12, Run: 007, F, 0, 0, 60, 1, 43, 66, 1, 30, 20
INVAR-12, Run: 008, P, 0, 2, 0, 0, 41, 65, 5, 92, 19
INVAR-12, Run: 009, F, 0, 0, 37, 1, 43, 66, 1, 28, 45
INVAR-12, Run: 010, F, 0, 0, 20, 1, 43, 66, 1, 27, 63
INVAR-12, Run: 011, F, 0, 0, 55, 1, 43, 66, 1, 18, 37
INVAR-12, Run: 012, F, 0, 1, 0, 2, 43, 66, 0, 56, 53
INVAR-12, Run: 013, F, 0, 0, 10, 1, 43, 66, 1, 44, 56
INVAR-12, Run: 014, F, 0, 0, 2, 1, 43, 66, 1, 63, 45
INVAR-12, Run: 015, F, 0, 0, 4, 1, 43, 66, 1, 27, 79
INVAR-12, Run: 016, F, 0, 0, 46, 1, 42, 65, 4, 39, 26
INVAR-12, Run: 017, F, 0, 1, 0, 2, 42, 65, 3, 70, 40
INVAR-12, Run: 018, P, 0, 2, 0, 0, 42, 66, 2, 65, 45
INVAR-12, Run: 019, F, 0, 0, 30, 1, 43, 66, 1, 32, 48
INVAR-12, Run: 020, F, 0, 0, 62, 1, 43, 66, 1, 27, 21
INVAR-12, Run: 021, F, 0, 0, 22, 1, 43, 66, 1, 40, 48
INVAR-12, Run: 022, P, 0, 2, 0, 0, 42, 66, 2, 103, 7
INVAR-12, Run: 023, F, 0, 0, 56, 1, 43, 66, 1, 45, 9
INVAR-12, Run: 024, F, 0, 0, 51, 1, 43, 66, 1, 24, 35
INVAR-12, Run: 025, F, 0, 0, 15, 1, 43, 66, 1, 54, 41
INVAR-12, Run: 026, F, 0, 0, 31, 1, 43, 66, 1, 48, 31
INVAR-12, Run: 027, F, 0, 0, 5, 1, 42, 65, 4, 45, 61
INVAR-12, Run: 028, P, 0, 2, 0, 0, 42, 66, 2, 85, 25
INVAR-12, Run: 029, F, 0, 0, 5, 1, 42, 65, 4, 52, 54
INVAR-12, Run: 030, F, 0, 0, 20, 1, 42, 65, 4, 30, 61
