Input Number, Run_Number, Result@ 100, XP, Y, X, Z, YP, NEW_REACTION, Reaction1, Reaction2, Reaction3
INVAR-19, Run: 073, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 074, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 075, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 076, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 077, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 078, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 079, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 080, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 081, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 082, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 083, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 084, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 085, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 086, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 087, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 088, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 089, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 090, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 091, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 092, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 093, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 094, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 095, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 096, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 097, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 098, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 099, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-19, Run: 100, P, 35, 0, 0, 35, 0, 0, 35, 0, 0
INVAR-2, Run: 001, F, 0, 0, 0, 68, 8, 7, 60, 61, 53
INVAR-2, Run: 002, F, 0, 0, 0, 68, 8, 11, 60, 57, 49
INVAR-2, Run: 003, F, 0, 0, 0, 68, 8, 6, 60, 62, 54
INVAR-2, Run: 004, F, 0, 0, 0, 68, 8, 7, 60, 61, 53
INVAR-2, Run: 005, F, 0, 0, 0, 68, 8, 11, 60, 57, 49
INVAR-2, Run: 006, F, 0, 0, 0, 68, 8, 6, 60, 62, 54
INVAR-2, Run: 007, F, 0, 0, 0, 68, 8, 11, 60, 57, 49
INVAR-2, Run: 008, F, 0, 0, 0, 68, 8, 5, 60, 63, 55
INVAR-2, Run: 009, F, 0, 0, 0, 68, 8, 14, 60, 54, 46
INVAR-2, Run: 010, F, 0, 0, 0, 68, 8, 5, 60, 63, 55
INVAR-2, Run: 011, F, 0, 0, 0, 68, 8, 12, 60, 56, 48
INVAR-2, Run: 012, F, 0, 0, 0, 68, 8, 9, 60, 59, 51
INVAR-2, Run: 013, F, 0, 0, 0, 68, 8, 16, 60, 52, 44
INVAR-2, Run: 014, F, 0, 0, 0, 68, 8, 8, 60, 60, 52
INVAR-2, Run: 015, F, 0, 0, 0, 68, 8, 16, 60, 52, 44
INVAR-2, Run: 016, F, 0, 0, 0, 68, 8, 13, 60, 55, 47
INVAR-2, Run: 017, F, 0, 0, 0, 68, 8, 10, 60, 58, 50
INVAR-2, Run: 018, F, 0, 0, 0, 68, 8, 12, 60, 56, 48
INVAR-2, Run: 019, F, 0, 0, 0, 68, 8, 5, 60, 63, 55
INVAR-2, Run: 020, F, 0, 0, 0, 68, 8, 7, 60, 61, 53
INVAR-2, Run: 021, F, 0, 0, 0, 68, 8, 13, 60, 55, 47
INVAR-2, Run: 022, F, 0, 0, 0, 68, 8, 9, 60, 59, 51
INVAR-2, Run: 023, F, 0, 0, 0, 68, 8, 8, 60, 60, 52
INVAR-2, Run: 024, F, 0, 0, 0, 68, 8, 4, 60, 64, 56
INVAR-2, Run: 025, F, 0, 0, 0, 68, 8, 8, 60, 60, 52
INVAR-2, Run: 026, F, 0, 0, 0, 68, 8, 12, 60, 56, 48
INVAR-2, Run: 027, F, 0, 0, 0, 68, 8, 10, 60, 58, 50
INVAR-2, Run: 028, F, 0, 0, 0, 68, 8, 7, 60, 61, 53
INVAR-2, Run: 029, F, 0, 0, 0, 68, 8, 9, 60, 59, 51
INVAR-2, Run: 030, F, 0, 0, 0, 68, 8, 5, 60, 63, 55
INVAR-2, Run: 031, F, 0, 0, 0, 68, 8, 14, 60, 54, 46
INVAR-2, Run: 032, F, 0, 0, 0, 68, 8, 21, 60, 47, 39
INVAR-2, Run: 033, F, 0, 0, 0, 68, 8, 10, 60, 58, 50
INVAR-2, Run: 034, F, 0, 0, 0, 68, 8, 11, 60, 57, 49
INVAR-2, Run: 035, F, 0, 0, 0, 68, 8, 7, 60, 61, 53
INVAR-2, Run: 036, F, 0, 0, 0, 68, 8, 11, 60, 57, 49
INVAR-2, Run: 037, F, 0, 0, 0, 68, 8, 12, 60, 56, 48
INVAR-2, Run: 038, F, 0, 0, 0, 68, 8, 16, 60, 52, 44
INVAR-2, Run: 039, F, 0, 0, 0, 68, 8, 8, 60, 60, 52
INVAR-2, Run: 040, F, 0, 0, 0, 68, 8, 7, 60, 61, 53
INVAR-2, Run: 041, F, 0, 0, 0, 68, 8, 12, 60, 56, 48
INVAR-2, Run: 042, F, 0, 0, 0, 68, 8, 6, 60, 62, 54
INVAR-2, Run: 043, F, 0, 0, 0, 68, 8, 17, 60, 51, 43
INVAR-2, Run: 044, F, 0, 0, 0, 68, 8, 9, 60, 59, 51
INVAR-2, Run: 045, F, 0, 0, 0, 68, 8, 9, 60, 59, 51
INVAR-2, Run: 046, F, 0, 0, 0, 68, 8, 10, 60, 58, 50
INVAR-2, Run: 047, F, 0, 0, 0, 68, 8, 7, 60, 61, 53
INVAR-2, Run: 048, F, 0, 0, 0, 68, 8, 9, 60, 59, 51
INVAR-2, Run: 049, F, 0, 0, 0, 68, 8, 11, 60, 57, 49
INVAR-2, Run: 050, F, 0, 0, 0, 68, 8, 14, 60, 54, 46
INVAR-2, Run: 051, F, 0, 0, 0, 68, 8, 8, 60, 60, 52
INVAR-2, Run: 052, F, 0, 0, 0, 68, 8, 6, 60, 62, 54
INVAR-2, Run: 053, F, 0, 0, 0, 68, 8, 10, 60, 58, 50
INVAR-2, Run: 054, F, 0, 0, 0, 68, 8, 14, 60, 54, 46
INVAR-2, Run: 055, F, 0, 0, 0, 68, 8, 8, 60, 60, 52
INVAR-2, Run: 056, F, 0, 0, 0, 68, 8, 15, 60, 53, 45
INVAR-2, Run: 057, F, 0, 0, 0, 68, 8, 7, 60, 61, 53
INVAR-2, Run: 058, F, 0, 0, 0, 68, 8, 12, 60, 56, 48
INVAR-2, Run: 059, F, 0, 0, 0, 68, 8, 9, 60, 59, 51
INVAR-2, Run: 060, F, 0, 0, 0, 68, 8, 11, 60, 57, 49
INVAR-2, Run: 061, F, 0, 0, 0, 68, 8, 15, 60, 53, 45
INVAR-2, Run: 062, F, 0, 0, 0, 68, 8, 9, 60, 59, 51
INVAR-2, Run: 063, F, 0, 0, 0, 68, 8, 12, 60, 56, 48
INVAR-2, Run: 064, F, 0, 0, 0, 68, 8, 5, 60, 63, 55
INVAR-2, Run: 065, F, 0, 0, 0, 68, 8, 12, 60, 56, 48
INVAR-2, Run: 066, F, 0, 0, 0, 68, 8, 10, 60, 58, 50
INVAR-2, Run: 067, F, 0, 0, 0, 68, 8, 12, 60, 56, 48
INVAR-2, Run: 068, F, 0, 0, 0, 68, 8, 9, 60, 59, 51
INVAR-2, Run: 069, F, 0, 0, 0, 68, 8, 7, 60, 61, 53
INVAR-2, Run: 070, F, 0, 0, 0, 68, 8, 14, 60, 54, 46
INVAR-2, Run: 071, F, 0, 0, 0, 68, 8, 10, 60, 58, 50
INVAR-2, Run: 072, F, 0, 0, 0, 68, 8, 5, 60, 63, 55
INVAR-2, Run: 073, F, 0, 0, 0, 68, 8, 10, 60, 58, 50
INVAR-2, Run: 074, F, 0, 0, 0, 68, 8, 10, 60, 58, 50
INVAR-2, Run: 075, F, 0, 0, 0, 68, 8, 9, 60, 59, 51
INVAR-2, Run: 076, F, 0, 0, 0, 68, 8, 4, 60, 64, 56
INVAR-2, Run: 077, F, 0, 0, 0, 68, 8, 9, 60, 59, 51
INVAR-2, Run: 078, F, 0, 0, 0, 68, 8, 9, 60, 59, 51
INVAR-2, Run: 079, F, 0, 0, 0, 68, 8, 9, 60, 59, 51
INVAR-2, Run: 080, F, 0, 0, 0, 68, 8, 12, 60, 56, 48
INVAR-2, Run: 081, F, 0, 0, 0, 68, 8, 13, 60, 55, 47
INVAR-2, Run: 082, F, 0, 0, 0, 68, 8, 11, 60, 57, 49
INVAR-2, Run: 083, F, 0, 0, 0, 68, 8, 12, 60, 56, 48
INVAR-2, Run: 084, F, 0, 0, 0, 68, 8, 5, 60, 63, 55
INVAR-2, Run: 085, F, 0, 0, 0, 68, 8, 17, 60, 51, 43
INVAR-2, Run: 086, F, 0, 0, 0, 68, 8, 5, 60, 63, 55
INVAR-2, Run: 087, F, 0, 0, 0, 68, 8, 7, 60, 61, 53
INVAR-2, Run: 088, F, 0, 0, 0, 68, 8, 11, 60, 57, 49
INVAR-2, Run: 089, F, 0, 0, 0, 68, 8, 11, 60, 57, 49
INVAR-2, Run: 090, F, 0, 0, 0, 68, 8, 8, 60, 60, 52
INVAR-2, Run: 091, F, 0, 0, 0, 68, 8, 9, 60, 59, 51
INVAR-2, Run: 092, F, 0, 0, 0, 68, 8, 9, 60, 59, 51
INVAR-2, Run: 093, F, 0, 0, 0, 68, 8, 13, 60, 55, 47
INVAR-2, Run: 094, F, 0, 0, 0, 68, 8, 11, 60, 57, 49
INVAR-2, Run: 095, F, 0, 0, 0, 68, 8, 11, 60, 57, 49
INVAR-2, Run: 096, F, 0, 0, 0, 68, 8, 19, 60, 49, 41
INVAR-2, Run: 097, F, 0, 0, 0, 68, 8, 9, 60, 59, 51
INVAR-2, Run: 098, F, 0, 0, 0, 68, 8, 12, 60, 56, 48
INVAR-2, Run: 099, F, 0, 0, 0, 68, 8, 10, 60, 58, 50
INVAR-2, Run: 100, F, 0, 0, 0, 68, 8, 8, 60, 60, 52
INVAR-20, Run: 001, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 002, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 003, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 004, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 005, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 006, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 007, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 008, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 009, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 010, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 011, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 012, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 013, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 014, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 015, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 016, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 017, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 018, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 019, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 020, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 021, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 022, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 023, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 024, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 025, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 026, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 027, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 028, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 029, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 030, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 031, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 032, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 033, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 034, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 035, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 036, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 037, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 038, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 039, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 040, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 041, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 042, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 043, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 044, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 045, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 046, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 047, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 048, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 049, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 050, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 051, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 052, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 053, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 054, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 055, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 056, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 057, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 058, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 059, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 060, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 061, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 062, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 063, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 064, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 065, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 066, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 067, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 068, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 069, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 070, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 071, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 072, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 073, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 074, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 075, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 076, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 077, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 078, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 079, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 080, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 081, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 082, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 083, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 084, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 085, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 086, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 087, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 088, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 089, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 090, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 091, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 092, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 093, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 094, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 095, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 096, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 097, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 098, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 099, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 100, P, 91, 0, 0, 91, 0, 0, 91, 0, 0
INVAR-21, Run: 001, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 002, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 003, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 004, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 005, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 006, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 007, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 008, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 009, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 010, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 011, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 012, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 013, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 014, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 015, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 016, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 017, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 018, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 019, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 020, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 021, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 022, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 023, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 024, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 025, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 026, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 027, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 028, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 029, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 030, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 031, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 032, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 033, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 034, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 035, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 036, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 037, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 038, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 039, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 040, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 041, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 042, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 043, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 044, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 045, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 046, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 047, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 048, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 049, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 050, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 051, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 052, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 053, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 054, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 055, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 056, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 057, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 058, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 059, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 060, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 061, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 062, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 063, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 064, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 065, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 066, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 067, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 068, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 069, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 070, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 071, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 072, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 073, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 074, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 075, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 076, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 077, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 078, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 079, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 080, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 081, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 082, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 083, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 084, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 085, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 086, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 087, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 088, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 089, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 090, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 091, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 092, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 093, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 094, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 095, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 096, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 097, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 098, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 099, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 100, P, 133, 0, 0, 133, 0, 0, 133, 0, 0
INVAR-22, Run: 001, F, 0, 0, 0, 50, 29, 5, 21, 45, 16
INVAR-22, Run: 002, F, 0, 0, 0, 50, 29, 6, 21, 44, 15
INVAR-22, Run: 003, F, 0, 0, 0, 50, 29, 5, 21, 45, 16
