Input Number, Run_Number, Result@ 100, X2, Y, X1
In01, Run: 095, P, 14, 0, 0
In01, Run: 096, P, 14, 0, 0
In01, Run: 097, P, 14, 0, 0
In01, Run: 098, P, 14, 0, 0
In01, Run: 099, P, 14, 0, 0
In01, Run: 100, P, 14, 0, 0
In02, Run: 001, P, 8, 0, 0
In02, Run: 002, P, 8, 0, 0
In02, Run: 003, P, 8, 0, 0
In02, Run: 004, P, 8, 0, 0
In02, Run: 005, P, 8, 0, 0
In02, Run: 006, P, 8, 0, 0
In02, Run: 007, P, 8, 0, 0
In02, Run: 008, P, 8, 0, 0
In02, Run: 009, P, 8, 0, 0
In02, Run: 010, P, 8, 0, 0
In02, Run: 011, P, 8, 0, 0
In02, Run: 012, P, 8, 0, 0
In02, Run: 013, P, 8, 0, 0
In02, Run: 014, P, 8, 0, 0
In02, Run: 015, P, 8, 0, 0
In02, Run: 016, P, 8, 0, 0
In02, Run: 017, P, 8, 0, 0
In02, Run: 018, P, 8, 0, 0
In02, Run: 019, P, 8, 0, 0
In02, Run: 020, P, 8, 0, 0
In02, Run: 021, P, 8, 0, 0
In02, Run: 022, P, 8, 0, 0
In02, Run: 023, P, 8, 0, 0
In02, Run: 024, P, 8, 0, 0
In02, Run: 025, P, 8, 0, 0
In02, Run: 026, P, 8, 0, 0
In02, Run: 027, P, 8, 0, 0
In02, Run: 028, P, 8, 0, 0
In02, Run: 029, P, 8, 0, 0
In02, Run: 030, P, 8, 0, 0
In02, Run: 031, P, 8, 0, 0
In02, Run: 032, P, 8, 0, 0
In02, Run: 033, P, 8, 0, 0
In02, Run: 034, P, 8, 0, 0
In02, Run: 035, P, 8, 0, 0
In02, Run: 036, P, 8, 0, 0
In02, Run: 037, P, 8, 0, 0
In02, Run: 038, P, 8, 0, 0
In02, Run: 039, P, 8, 0, 0
In02, Run: 040, P, 8, 0, 0
In02, Run: 041, P, 8, 0, 0
In02, Run: 042, P, 8, 0, 0
In02, Run: 043, P, 8, 0, 0
In02, Run: 044, P, 8, 0, 0
In02, Run: 045, P, 8, 0, 0
In02, Run: 046, P, 8, 0, 0
In02, Run: 047, P, 8, 0, 0
In02, Run: 048, P, 8, 0, 0
In02, Run: 049, P, 8, 0, 0
In02, Run: 050, P, 8, 0, 0
In02, Run: 051, P, 8, 0, 0
In02, Run: 052, P, 8, 0, 0
In02, Run: 053, P, 8, 0, 0
In02, Run: 054, P, 8, 0, 0
In02, Run: 055, P, 8, 0, 0
In02, Run: 056, P, 8, 0, 0
In02, Run: 057, P, 8, 0, 0
In02, Run: 058, P, 8, 0, 0
In02, Run: 059, P, 8, 0, 0
In02, Run: 060, P, 8, 0, 0
In02, Run: 061, P, 8, 0, 0
In02, Run: 062, P, 8, 0, 0
In02, Run: 063, P, 8, 0, 0
In02, Run: 064, P, 8, 0, 0
In02, Run: 065, P, 8, 0, 0
In02, Run: 066, P, 8, 0, 0
In02, Run: 067, P, 8, 0, 0
In02, Run: 068, P, 8, 0, 0
In02, Run: 069, P, 8, 0, 0
In02, Run: 070, P, 8, 0, 0
In02, Run: 071, P, 8, 0, 0
In02, Run: 072, P, 8, 0, 0
In02, Run: 073, P, 8, 0, 0
In02, Run: 074, P, 8, 0, 0
In02, Run: 075, P, 8, 0, 0
In02, Run: 076, P, 8, 0, 0
In02, Run: 077, P, 8, 0, 0
In02, Run: 078, P, 8, 0, 0
In02, Run: 079, P, 8, 0, 0
In02, Run: 080, P, 8, 0, 0
In02, Run: 081, P, 8, 0, 0
In02, Run: 082, P, 8, 0, 0
In02, Run: 083, P, 8, 0, 0
In02, Run: 084, P, 8, 0, 0
In02, Run: 085, P, 8, 0, 0
In02, Run: 086, P, 8, 0, 0
In02, Run: 087, P, 8, 0, 0
In02, Run: 088, P, 8, 0, 0
In02, Run: 089, P, 8, 0, 0
In02, Run: 090, P, 8, 0, 0
In02, Run: 091, P, 8, 0, 0
In02, Run: 092, P, 8, 0, 0
In02, Run: 093, P, 8, 0, 0
In02, Run: 094, P, 8, 0, 0
In02, Run: 095, P, 8, 0, 0
In02, Run: 096, P, 8, 0, 0
In02, Run: 097, P, 8, 0, 0
In02, Run: 098, P, 8, 0, 0
In02, Run: 099, P, 8, 0, 0
In02, Run: 100, P, 8, 0, 0
In03, Run: 001, P, 4, 0, 0
In03, Run: 002, P, 4, 0, 0
In03, Run: 003, P, 4, 0, 0
In03, Run: 004, P, 4, 0, 0
In03, Run: 005, P, 4, 0, 0
In03, Run: 006, P, 4, 0, 0
In03, Run: 007, P, 4, 0, 0
In03, Run: 008, P, 4, 0, 0
In03, Run: 009, P, 4, 0, 0
In03, Run: 010, P, 4, 0, 0
In03, Run: 011, P, 4, 0, 0
In03, Run: 012, P, 4, 0, 0
In03, Run: 013, P, 4, 0, 0
In03, Run: 014, P, 4, 0, 0
In03, Run: 015, P, 4, 0, 0
In03, Run: 016, P, 4, 0, 0
In03, Run: 017, P, 4, 0, 0
In03, Run: 018, P, 4, 0, 0
In03, Run: 019, P, 4, 0, 0
In03, Run: 020, P, 4, 0, 0
In03, Run: 021, P, 4, 0, 0
In03, Run: 022, P, 4, 0, 0
In03, Run: 023, P, 4, 0, 0
In03, Run: 024, P, 4, 0, 0
In03, Run: 025, P, 4, 0, 0
In03, Run: 026, P, 4, 0, 0
In03, Run: 027, P, 4, 0, 0
In03, Run: 028, P, 4, 0, 0
In03, Run: 029, P, 4, 0, 0
In03, Run: 030, P, 4, 0, 0
In03, Run: 031, P, 4, 0, 0
In03, Run: 032, P, 4, 0, 0
In03, Run: 033, P, 4, 0, 0
In03, Run: 034, P, 4, 0, 0
In03, Run: 035, P, 4, 0, 0
In03, Run: 036, P, 4, 0, 0
In03, Run: 037, P, 4, 0, 0
In03, Run: 038, P, 4, 0, 0
In03, Run: 039, P, 4, 0, 0
In03, Run: 040, P, 4, 0, 0
In03, Run: 041, P, 4, 0, 0
In03, Run: 042, P, 4, 0, 0
In03, Run: 043, P, 4, 0, 0
In03, Run: 044, P, 4, 0, 0
In03, Run: 045, P, 4, 0, 0
In03, Run: 046, P, 4, 0, 0
In03, Run: 047, P, 4, 0, 0
In03, Run: 048, P, 4, 0, 0
In03, Run: 049, P, 4, 0, 0
In03, Run: 050, P, 4, 0, 0
In03, Run: 051, P, 4, 0, 0
In03, Run: 052, P, 4, 0, 0
In03, Run: 053, P, 4, 0, 0
In03, Run: 054, P, 4, 0, 0
In03, Run: 055, P, 4, 0, 0
In03, Run: 056, P, 4, 0, 0
In03, Run: 057, P, 4, 0, 0
In03, Run: 058, P, 4, 0, 0
In03, Run: 059, P, 4, 0, 0
In03, Run: 060, P, 4, 0, 0
In03, Run: 061, P, 4, 0, 0
In03, Run: 062, P, 4, 0, 0
In03, Run: 063, P, 4, 0, 0
In03, Run: 064, P, 4, 0, 0
In03, Run: 065, P, 4, 0, 0
In03, Run: 066, P, 4, 0, 0
In03, Run: 067, P, 4, 0, 0
In03, Run: 068, P, 4, 0, 0
In03, Run: 069, P, 4, 0, 0
In03, Run: 070, P, 4, 0, 0
In03, Run: 071, P, 4, 0, 0
In03, Run: 072, P, 4, 0, 0
In03, Run: 073, P, 4, 0, 0
In03, Run: 074, P, 4, 0, 0
In03, Run: 075, P, 4, 0, 0
In03, Run: 076, P, 4, 0, 0
In03, Run: 077, P, 4, 0, 0
In03, Run: 078, P, 4, 0, 0
In03, Run: 079, P, 4, 0, 0
In03, Run: 080, P, 4, 0, 0
In03, Run: 081, P, 4, 0, 0
In03, Run: 082, P, 4, 0, 0
In03, Run: 083, P, 4, 0, 0
In03, Run: 084, P, 4, 0, 0
In03, Run: 085, P, 4, 0, 0
In03, Run: 086, P, 4, 0, 0
In03, Run: 087, P, 4, 0, 0
In03, Run: 088, P, 4, 0, 0
In03, Run: 089, P, 4, 0, 0
In03, Run: 090, P, 4, 0, 0
In03, Run: 091, P, 4, 0, 0
In03, Run: 092, P, 4, 0, 0
In03, Run: 093, P, 4, 0, 0
In03, Run: 094, P, 4, 0, 0
In03, Run: 095, P, 4, 0, 0
In03, Run: 096, P, 4, 0, 0
In03, Run: 097, P, 4, 0, 0
In03, Run: 098, P, 4, 0, 0
In03, Run: 099, P, 4, 0, 0
In03, Run: 100, P, 4, 0, 0
In04, Run: 001, P, 39, 0, 0
In04, Run: 002, P, 39, 0, 0
In04, Run: 003, P, 39, 0, 0
In04, Run: 004, P, 39, 0, 0
In04, Run: 005, P, 39, 0, 0
In04, Run: 006, P, 39, 0, 0
In04, Run: 007, P, 39, 0, 0
In04, Run: 008, P, 39, 0, 0
In04, Run: 009, P, 39, 0, 0
In04, Run: 010, P, 39, 0, 0
In04, Run: 011, P, 39, 0, 0
In04, Run: 012, P, 39, 0, 0
In04, Run: 013, P, 39, 0, 0
In04, Run: 014, P, 39, 0, 0
In04, Run: 015, P, 39, 0, 0
In04, Run: 016, P, 39, 0, 0
In04, Run: 017, P, 39, 0, 0
In04, Run: 018, P, 39, 0, 0
In04, Run: 019, P, 39, 0, 0
In04, Run: 020, P, 39, 0, 0
In04, Run: 021, P, 39, 0, 0
In04, Run: 022, P, 39, 0, 0
In04, Run: 023, P, 39, 0, 0
In04, Run: 024, P, 39, 0, 0
In04, Run: 025, P, 39, 0, 0
In04, Run: 026, P, 39, 0, 0
In04, Run: 027, P, 39, 0, 0
In04, Run: 028, P, 39, 0, 0
In04, Run: 029, P, 39, 0, 0
In04, Run: 030, P, 39, 0, 0
In04, Run: 031, P, 39, 0, 0
In04, Run: 032, P, 39, 0, 0
In04, Run: 033, P, 39, 0, 0
In04, Run: 034, P, 39, 0, 0
In04, Run: 035, P, 39, 0, 0
In04, Run: 036, P, 39, 0, 0
In04, Run: 037, P, 39, 0, 0
In04, Run: 038, P, 39, 0, 0
In04, Run: 039, P, 39, 0, 0
In04, Run: 040, P, 39, 0, 0
In04, Run: 041, P, 39, 0, 0
In04, Run: 042, P, 39, 0, 0
In04, Run: 043, P, 39, 0, 0
In04, Run: 044, P, 39, 0, 0
In04, Run: 045, P, 39, 0, 0
In04, Run: 046, P, 39, 0, 0
In04, Run: 047, P, 39, 0, 0
In04, Run: 048, P, 39, 0, 0
In04, Run: 049, P, 39, 0, 0
In04, Run: 050, P, 39, 0, 0
In04, Run: 051, P, 39, 0, 0
In04, Run: 052, P, 39, 0, 0
In04, Run: 053, P, 39, 0, 0
In04, Run: 054, P, 39, 0, 0
In04, Run: 055, P, 39, 0, 0
In04, Run: 056, P, 39, 0, 0
In04, Run: 057, P, 39, 0, 0
In04, Run: 058, P, 39, 0, 0
In04, Run: 059, P, 39, 0, 0
In04, Run: 060, P, 39, 0, 0
In04, Run: 061, P, 39, 0, 0
In04, Run: 062, P, 39, 0, 0
In04, Run: 063, P, 39, 0, 0
In04, Run: 064, P, 39, 0, 0
In04, Run: 065, P, 39, 0, 0
In04, Run: 066, P, 39, 0, 0
In04, Run: 067, P, 39, 0, 0
In04, Run: 068, P, 39, 0, 0
In04, Run: 069, P, 39, 0, 0
In04, Run: 070, P, 39, 0, 0
In04, Run: 071, P, 39, 0, 0
In04, Run: 072, P, 39, 0, 0
In04, Run: 073, P, 39, 0, 0
In04, Run: 074, P, 39, 0, 0
In04, Run: 075, P, 39, 0, 0
In04, Run: 076, P, 39, 0, 0
In04, Run: 077, P, 39, 0, 0
In04, Run: 078, P, 39, 0, 0
In04, Run: 079, P, 39, 0, 0
In04, Run: 080, P, 39, 0, 0
In04, Run: 081, P, 39, 0, 0
In04, Run: 082, P, 39, 0, 0
In04, Run: 083, P, 39, 0, 0
In04, Run: 084, P, 39, 0, 0
In04, Run: 085, P, 39, 0, 0
In04, Run: 086, P, 39, 0, 0
In04, Run: 087, P, 39, 0, 0
In04, Run: 088, P, 39, 0, 0
In04, Run: 089, P, 39, 0, 0
In04, Run: 090, P, 39, 0, 0
In04, Run: 091, P, 39, 0, 0
In04, Run: 092, P, 39, 0, 0
In04, Run: 093, P, 39, 0, 0
In04, Run: 094, P, 39, 0, 0
In04, Run: 095, P, 39, 0, 0
In04, Run: 096, P, 39, 0, 0
In04, Run: 097, P, 39, 0, 0
In04, Run: 098, P, 39, 0, 0
In04, Run: 099, P, 39, 0, 0
In04, Run: 100, P, 39, 0, 0
In05, Run: 001, P, 7, 0, 0
In05, Run: 002, P, 7, 0, 0
In05, Run: 003, P, 7, 0, 0
In05, Run: 004, P, 7, 0, 0
In05, Run: 005, P, 7, 0, 0
In05, Run: 006, P, 7, 0, 0
In05, Run: 007, P, 7, 0, 0
In05, Run: 008, P, 7, 0, 0
In05, Run: 009, P, 7, 0, 0
In05, Run: 010, P, 7, 0, 0
In05, Run: 011, P, 7, 0, 0
In05, Run: 012, P, 7, 0, 0
In05, Run: 013, P, 7, 0, 0
In05, Run: 014, P, 7, 0, 0
In05, Run: 015, P, 7, 0, 0
In05, Run: 016, P, 7, 0, 0
In05, Run: 017, P, 7, 0, 0
In05, Run: 018, P, 7, 0, 0
In05, Run: 019, P, 7, 0, 0
In05, Run: 020, P, 7, 0, 0
In05, Run: 021, P, 7, 0, 0
In05, Run: 022, P, 7, 0, 0
In05, Run: 023, P, 7, 0, 0
In05, Run: 024, P, 7, 0, 0
In05, Run: 025, P, 7, 0, 0
In05, Run: 026, P, 7, 0, 0
In05, Run: 027, P, 7, 0, 0
In05, Run: 028, P, 7, 0, 0
In05, Run: 029, P, 7, 0, 0
In05, Run: 030, P, 7, 0, 0
In05, Run: 031, P, 7, 0, 0
In05, Run: 032, P, 7, 0, 0
In05, Run: 033, P, 7, 0, 0
In05, Run: 034, P, 7, 0, 0
In05, Run: 035, P, 7, 0, 0
In05, Run: 036, P, 7, 0, 0
In05, Run: 037, P, 7, 0, 0
In05, Run: 038, P, 7, 0, 0
In05, Run: 039, P, 7, 0, 0
In05, Run: 040, P, 7, 0, 0
In05, Run: 041, P, 7, 0, 0
In05, Run: 042, P, 7, 0, 0
In05, Run: 043, P, 7, 0, 0
In05, Run: 044, P, 7, 0, 0
In05, Run: 045, P, 7, 0, 0
In05, Run: 046, P, 7, 0, 0
In05, Run: 047, P, 7, 0, 0
In05, Run: 048, P, 7, 0, 0
In05, Run: 049, P, 7, 0, 0
In05, Run: 050, P, 7, 0, 0
In05, Run: 051, P, 7, 0, 0
In05, Run: 052, P, 7, 0, 0
In05, Run: 053, P, 7, 0, 0
In05, Run: 054, P, 7, 0, 0
In05, Run: 055, P, 7, 0, 0
In05, Run: 056, P, 7, 0, 0
In05, Run: 057, P, 7, 0, 0
In05, Run: 058, P, 7, 0, 0
In05, Run: 059, P, 7, 0, 0
In05, Run: 060, P, 7, 0, 0
In05, Run: 061, P, 7, 0, 0
In05, Run: 062, P, 7, 0, 0
In05, Run: 063, P, 7, 0, 0
In05, Run: 064, P, 7, 0, 0
In05, Run: 065, P, 7, 0, 0
In05, Run: 066, P, 7, 0, 0
In05, Run: 067, P, 7, 0, 0
In05, Run: 068, P, 7, 0, 0
In05, Run: 069, P, 7, 0, 0
In05, Run: 070, P, 7, 0, 0
In05, Run: 071, P, 7, 0, 0
In05, Run: 072, P, 7, 0, 0
In05, Run: 073, P, 7, 0, 0
In05, Run: 074, P, 7, 0, 0
In05, Run: 075, P, 7, 0, 0
In05, Run: 076, P, 7, 0, 0
In05, Run: 077, P, 7, 0, 0
In05, Run: 078, P, 7, 0, 0
In05, Run: 079, P, 7, 0, 0
In05, Run: 080, P, 7, 0, 0
In05, Run: 081, P, 7, 0, 0
In05, Run: 082, P, 7, 0, 0
In05, Run: 083, P, 7, 0, 0
In05, Run: 084, P, 7, 0, 0
In05, Run: 085, P, 7, 0, 0
In05, Run: 086, P, 7, 0, 0
In05, Run: 087, P, 7, 0, 0
In05, Run: 088, P, 7, 0, 0
In05, Run: 089, P, 7, 0, 0
In05, Run: 090, P, 7, 0, 0
In05, Run: 091, P, 7, 0, 0
In05, Run: 092, P, 7, 0, 0
In05, Run: 093, P, 7, 0, 0
In05, Run: 094, P, 7, 0, 0
In05, Run: 095, P, 7, 0, 0
In05, Run: 096, P, 7, 0, 0
In05, Run: 097, P, 7, 0, 0
In05, Run: 098, P, 7, 0, 0
In05, Run: 099, P, 7, 0, 0
In05, Run: 100, P, 7, 0, 0
In06, Run: 001, P, 23, 0, 0
In06, Run: 002, P, 23, 0, 0
In06, Run: 003, P, 23, 0, 0
In06, Run: 004, P, 23, 0, 0
In06, Run: 005, P, 23, 0, 0
In06, Run: 006, P, 23, 0, 0
In06, Run: 007, P, 23, 0, 0
In06, Run: 008, P, 23, 0, 0
In06, Run: 009, P, 23, 0, 0
In06, Run: 010, P, 23, 0, 0
In06, Run: 011, P, 23, 0, 0
In06, Run: 012, P, 23, 0, 0
In06, Run: 013, P, 23, 0, 0
In06, Run: 014, P, 23, 0, 0
In06, Run: 015, P, 23, 0, 0
In06, Run: 016, P, 23, 0, 0
In06, Run: 017, P, 23, 0, 0
In06, Run: 018, P, 23, 0, 0
In06, Run: 019, P, 23, 0, 0
In06, Run: 020, P, 23, 0, 0
In06, Run: 021, P, 23, 0, 0
In06, Run: 022, P, 23, 0, 0
In06, Run: 023, P, 23, 0, 0
In06, Run: 024, P, 23, 0, 0
In06, Run: 025, P, 23, 0, 0
In06, Run: 026, P, 23, 0, 0
In06, Run: 027, P, 23, 0, 0
In06, Run: 028, P, 23, 0, 0
In06, Run: 029, P, 23, 0, 0
In06, Run: 030, P, 23, 0, 0
In06, Run: 031, P, 23, 0, 0
In06, Run: 032, P, 23, 0, 0
In06, Run: 033, P, 23, 0, 0
In06, Run: 034, P, 23, 0, 0
In06, Run: 035, P, 23, 0, 0
In06, Run: 036, P, 23, 0, 0
In06, Run: 037, P, 23, 0, 0
In06, Run: 038, P, 23, 0, 0
In06, Run: 039, P, 23, 0, 0
In06, Run: 040, P, 23, 0, 0
In06, Run: 041, P, 23, 0, 0
In06, Run: 042, P, 23, 0, 0
In06, Run: 043, P, 23, 0, 0
In06, Run: 044, P, 23, 0, 0
In06, Run: 045, P, 23, 0, 0
In06, Run: 046, P, 23, 0, 0
In06, Run: 047, P, 23, 0, 0
In06, Run: 048, P, 23, 0, 0
In06, Run: 049, P, 23, 0, 0
In06, Run: 050, P, 23, 0, 0
In06, Run: 051, P, 23, 0, 0
In06, Run: 052, P, 23, 0, 0
In06, Run: 053, P, 23, 0, 0
In06, Run: 054, P, 23, 0, 0
In06, Run: 055, P, 23, 0, 0
In06, Run: 056, P, 23, 0, 0
In06, Run: 057, P, 23, 0, 0
In06, Run: 058, P, 23, 0, 0
In06, Run: 059, P, 23, 0, 0
In06, Run: 060, P, 23, 0, 0
In06, Run: 061, P, 23, 0, 0
In06, Run: 062, P, 23, 0, 0
In06, Run: 063, P, 23, 0, 0
In06, Run: 064, P, 23, 0, 0
In06, Run: 065, P, 23, 0, 0
In06, Run: 066, P, 23, 0, 0
In06, Run: 067, P, 23, 0, 0
In06, Run: 068, P, 23, 0, 0
In06, Run: 069, P, 23, 0, 0
In06, Run: 070, P, 23, 0, 0
In06, Run: 071, P, 23, 0, 0
In06, Run: 072, P, 23, 0, 0
In06, Run: 073, P, 23, 0, 0
In06, Run: 074, P, 23, 0, 0
In06, Run: 075, P, 23, 0, 0
In06, Run: 076, P, 23, 0, 0
In06, Run: 077, P, 23, 0, 0
In06, Run: 078, P, 23, 0, 0
In06, Run: 079, P, 23, 0, 0
In06, Run: 080, P, 23, 0, 0
In06, Run: 081, P, 23, 0, 0
In06, Run: 082, P, 23, 0, 0
In06, Run: 083, P, 23, 0, 0
In06, Run: 084, P, 23, 0, 0
In06, Run: 085, P, 23, 0, 0
In06, Run: 086, P, 23, 0, 0
In06, Run: 087, P, 23, 0, 0
In06, Run: 088, P, 23, 0, 0
In06, Run: 089, P, 23, 0, 0
In06, Run: 090, P, 23, 0, 0
In06, Run: 091, P, 23, 0, 0
In06, Run: 092, P, 23, 0, 0
In06, Run: 093, P, 23, 0, 0
In06, Run: 094, P, 23, 0, 0
In06, Run: 095, P, 23, 0, 0
In06, Run: 096, P, 23, 0, 0
In06, Run: 097, P, 23, 0, 0
In06, Run: 098, P, 23, 0, 0
In06, Run: 099, P, 23, 0, 0
In06, Run: 100, P, 23, 0, 0
In07, Run: 001, P, 14, 0, 0
In07, Run: 002, P, 14, 0, 0
In07, Run: 003, P, 14, 0, 0
In07, Run: 004, P, 14, 0, 0
In07, Run: 005, P, 14, 0, 0
In07, Run: 006, P, 14, 0, 0
In07, Run: 007, P, 14, 0, 0
In07, Run: 008, P, 14, 0, 0
In07, Run: 009, P, 14, 0, 0
In07, Run: 010, P, 14, 0, 0
In07, Run: 011, P, 14, 0, 0
In07, Run: 012, P, 14, 0, 0
In07, Run: 013, P, 14, 0, 0
In07, Run: 014, P, 14, 0, 0
In07, Run: 015, P, 14, 0, 0
In07, Run: 016, P, 14, 0, 0
In07, Run: 017, P, 14, 0, 0
In07, Run: 018, P, 14, 0, 0
In07, Run: 019, P, 14, 0, 0
In07, Run: 020, P, 14, 0, 0
In07, Run: 021, P, 14, 0, 0
In07, Run: 022, P, 14, 0, 0
In07, Run: 023, P, 14, 0, 0
In07, Run: 024, P, 14, 0, 0
In07, Run: 025, P, 14, 0, 0
In07, Run: 026, P, 14, 0, 0
In07, Run: 027, P, 14, 0, 0
In07, Run: 028, P, 14, 0, 0
In07, Run: 029, P, 14, 0, 0
In07, Run: 030, P, 14, 0, 0
In07, Run: 031, P, 14, 0, 0
In07, Run: 032, P, 14, 0, 0
In07, Run: 033, P, 14, 0, 0
In07, Run: 034, P, 14, 0, 0
In07, Run: 035, P, 14, 0, 0
In07, Run: 036, P, 14, 0, 0
In07, Run: 037, P, 14, 0, 0
In07, Run: 038, P, 14, 0, 0
In07, Run: 039, P, 14, 0, 0
In07, Run: 040, P, 14, 0, 0
In07, Run: 041, P, 14, 0, 0
In07, Run: 042, P, 14, 0, 0
In07, Run: 043, P, 14, 0, 0
In07, Run: 044, P, 14, 0, 0
In07, Run: 045, P, 14, 0, 0
In07, Run: 046, P, 14, 0, 0
In07, Run: 047, P, 14, 0, 0
In07, Run: 048, P, 14, 0, 0
In07, Run: 049, P, 14, 0, 0
In07, Run: 050, P, 14, 0, 0
In07, Run: 051, P, 14, 0, 0
In07, Run: 052, P, 14, 0, 0
In07, Run: 053, P, 14, 0, 0
In07, Run: 054, P, 14, 0, 0
In07, Run: 055, P, 14, 0, 0
In07, Run: 056, P, 14, 0, 0
In07, Run: 057, P, 14, 0, 0
In07, Run: 058, P, 14, 0, 0
In07, Run: 059, P, 14, 0, 0
In07, Run: 060, P, 14, 0, 0
In07, Run: 061, P, 14, 0, 0
In07, Run: 062, P, 14, 0, 0
In07, Run: 063, P, 14, 0, 0
In07, Run: 064, P, 14, 0, 0
In07, Run: 065, P, 14, 0, 0
In07, Run: 066, P, 14, 0, 0
In07, Run: 067, P, 14, 0, 0
In07, Run: 068, P, 14, 0, 0
In07, Run: 069, P, 14, 0, 0
In07, Run: 070, P, 14, 0, 0
In07, Run: 071, P, 14, 0, 0
In07, Run: 072, P, 14, 0, 0
In07, Run: 073, P, 14, 0, 0
In07, Run: 074, P, 14, 0, 0
In07, Run: 075, P, 14, 0, 0
In07, Run: 076, P, 14, 0, 0
In07, Run: 077, P, 14, 0, 0
In07, Run: 078, P, 14, 0, 0
In07, Run: 079, P, 14, 0, 0
In07, Run: 080, P, 14, 0, 0
In07, Run: 081, P, 14, 0, 0
In07, Run: 082, P, 14, 0, 0
In07, Run: 083, P, 14, 0, 0
In07, Run: 084, P, 14, 0, 0
In07, Run: 085, P, 14, 0, 0
In07, Run: 086, P, 14, 0, 0
In07, Run: 087, P, 14, 0, 0
In07, Run: 088, P, 14, 0, 0
In07, Run: 089, P, 14, 0, 0
In07, Run: 090, P, 14, 0, 0
In07, Run: 091, P, 14, 0, 0
In07, Run: 092, P, 14, 0, 0
In07, Run: 093, P, 14, 0, 0
In07, Run: 094, P, 14, 0, 0
In07, Run: 095, P, 14, 0, 0
In07, Run: 096, P, 14, 0, 0
In07, Run: 097, P, 14, 0, 0
