Input Number, Run_Number, Result@ 100, X, Y, V, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 025, P, 0, 2, 0, 0, 7, 11, 3, 3, 18
INVAR-1, Run: 026, F, 0, 2, 0, 3, 6, 13, 3, 16, 6
INVAR-1, Run: 027, F, 0, 2, 0, 2, 7, 13, 1, 9, 12
INVAR-1, Run: 028, F, 0, 2, 0, 3, 7, 14, 0, 8, 13
INVAR-1, Run: 029, F, 0, 2, 0, 1, 7, 12, 2, 16, 5
INVAR-1, Run: 030, F, 0, 2, 0, 2, 7, 13, 1, 1, 20
INVAR-1, Run: 031, P, 0, 2, 0, 0, 7, 11, 3, 1, 20
INVAR-1, Run: 032, P, 0, 2, 0, 0, 8, 12, 0, 1, 19
INVAR-1, Run: 033, F, 0, 2, 0, 3, 7, 14, 0, 10, 11
INVAR-1, Run: 034, F, 0, 2, 0, 1, 7, 12, 2, 15, 6
INVAR-1, Run: 035, F, 0, 2, 0, 1, 7, 12, 2, 2, 19
INVAR-1, Run: 036, F, 0, 2, 0, 2, 7, 13, 1, 14, 7
INVAR-1, Run: 037, P, 0, 2, 0, 0, 8, 12, 0, 7, 13
INVAR-1, Run: 038, F, 0, 2, 0, 1, 7, 12, 2, 6, 15
INVAR-1, Run: 039, P, 0, 2, 0, 0, 8, 12, 0, 7, 13
INVAR-1, Run: 040, F, 0, 2, 0, 1, 7, 12, 2, 12, 9
INVAR-1, Run: 041, F, 0, 2, 0, 1, 7, 12, 2, 6, 15
INVAR-1, Run: 042, F, 0, 2, 0, 2, 7, 13, 1, 9, 12
INVAR-1, Run: 043, F, 0, 2, 0, 1, 7, 12, 2, 4, 17
INVAR-1, Run: 044, F, 0, 2, 0, 2, 7, 13, 1, 7, 14
INVAR-1, Run: 045, F, 0, 2, 0, 1, 7, 12, 2, 15, 6
INVAR-1, Run: 046, F, 0, 2, 0, 2, 6, 12, 4, 15, 7
INVAR-1, Run: 047, F, 0, 2, 0, 1, 7, 12, 2, 14, 7
INVAR-1, Run: 048, F, 0, 2, 0, 3, 7, 14, 0, 8, 13
INVAR-1, Run: 049, F, 0, 2, 0, 1, 7, 12, 2, 3, 18
INVAR-1, Run: 050, F, 0, 2, 0, 1, 7, 12, 2, 13, 8
INVAR-1, Run: 051, F, 0, 2, 0, 3, 6, 13, 3, 18, 4
INVAR-1, Run: 052, P, 0, 2, 0, 0, 8, 12, 0, 5, 15
INVAR-1, Run: 053, F, 0, 2, 0, 1, 7, 12, 2, 3, 18
INVAR-1, Run: 054, F, 0, 2, 0, 1, 7, 12, 2, 14, 7
INVAR-1, Run: 055, F, 0, 2, 0, 1, 7, 12, 2, 12, 9
INVAR-1, Run: 056, F, 0, 2, 0, 2, 7, 13, 1, 9, 12
INVAR-1, Run: 057, F, 0, 2, 0, 2, 7, 13, 1, 13, 8
INVAR-1, Run: 058, F, 0, 2, 0, 1, 7, 12, 2, 6, 15
INVAR-1, Run: 059, F, 0, 2, 0, 1, 7, 12, 2, 6, 15
INVAR-1, Run: 060, F, 0, 2, 0, 2, 7, 13, 1, 9, 12
INVAR-1, Run: 061, F, 0, 2, 0, 2, 7, 13, 1, 13, 8
INVAR-1, Run: 062, F, 0, 2, 0, 2, 7, 13, 1, 19, 2
INVAR-1, Run: 063, F, 0, 2, 0, 1, 7, 12, 2, 12, 9
INVAR-1, Run: 064, F, 0, 2, 0, 2, 7, 13, 1, 8, 13
INVAR-1, Run: 065, P, 0, 2, 0, 0, 8, 12, 0, 1, 19
INVAR-1, Run: 066, F, 0, 2, 0, 2, 7, 13, 1, 9, 12
INVAR-1, Run: 067, F, 0, 2, 0, 3, 7, 14, 0, 8, 13
INVAR-1, Run: 068, F, 0, 2, 0, 2, 7, 13, 1, 11, 10
INVAR-1, Run: 069, P, 0, 2, 0, 0, 7, 11, 3, 4, 17
INVAR-1, Run: 070, F, 0, 2, 0, 2, 7, 13, 1, 6, 15
INVAR-1, Run: 071, F, 0, 2, 0, 3, 7, 14, 0, 10, 11
INVAR-1, Run: 072, F, 0, 2, 0, 3, 5, 12, 6, 14, 9
INVAR-1, Run: 073, F, 0, 2, 0, 1, 7, 12, 2, 6, 15
INVAR-1, Run: 074, F, 0, 2, 0, 2, 7, 13, 1, 8, 13
INVAR-1, Run: 075, F, 0, 2, 0, 1, 7, 12, 2, 9, 12
INVAR-1, Run: 076, F, 0, 2, 0, 3, 7, 14, 0, 14, 7
INVAR-1, Run: 077, F, 0, 2, 0, 2, 7, 13, 1, 8, 13
INVAR-1, Run: 078, P, 0, 2, 0, 0, 8, 12, 0, 1, 19
INVAR-1, Run: 079, F, 0, 2, 0, 2, 7, 13, 1, 3, 18
INVAR-1, Run: 080, F, 0, 2, 0, 1, 7, 12, 2, 15, 6
INVAR-1, Run: 081, F, 0, 2, 0, 2, 7, 13, 1, 10, 11
INVAR-1, Run: 082, F, 0, 2, 0, 1, 7, 12, 2, 15, 6
INVAR-1, Run: 083, F, 0, 2, 0, 1, 7, 12, 2, 11, 10
INVAR-1, Run: 084, P, 0, 2, 0, 0, 8, 12, 0, 3, 17
INVAR-1, Run: 085, F, 0, 2, 0, 1, 7, 12, 2, 8, 13
INVAR-1, Run: 086, F, 0, 2, 0, 2, 6, 12, 4, 13, 9
INVAR-1, Run: 087, F, 0, 2, 0, 1, 7, 12, 2, 8, 13
INVAR-1, Run: 088, F, 0, 2, 0, 1, 7, 12, 2, 17, 4
INVAR-1, Run: 089, F, 0, 2, 0, 1, 7, 12, 2, 9, 12
INVAR-1, Run: 090, F, 0, 2, 0, 2, 7, 13, 1, 12, 9
INVAR-1, Run: 091, P, 0, 2, 0, 0, 8, 12, 0, 3, 17
INVAR-1, Run: 092, F, 0, 2, 0, 1, 7, 12, 2, 14, 7
INVAR-1, Run: 093, F, 0, 2, 0, 1, 7, 12, 2, 21, 0
INVAR-1, Run: 094, P, 0, 2, 0, 0, 7, 11, 3, 4, 17
INVAR-1, Run: 095, P, 0, 2, 0, 0, 7, 11, 3, 8, 13
INVAR-1, Run: 096, F, 0, 2, 0, 2, 7, 13, 1, 11, 10
INVAR-1, Run: 097, P, 0, 2, 0, 0, 8, 12, 0, 2, 18
INVAR-1, Run: 098, F, 0, 2, 0, 1, 7, 12, 2, 14, 7
INVAR-1, Run: 099, P, 0, 2, 0, 0, 7, 11, 3, 1, 20
INVAR-1, Run: 100, F, 0, 2, 0, 1, 7, 12, 2, 13, 8
INVAR-10, Run: 001, F, 0, 2, 0, 2, 12, 16, 4, 19, 13
INVAR-10, Run: 002, F, 0, 2, 0, 2, 13, 17, 1, 5, 26
INVAR-10, Run: 003, F, 0, 2, 0, 1, 13, 16, 2, 11, 20
INVAR-10, Run: 004, F, 0, 2, 0, 1, 13, 16, 2, 9, 22
INVAR-10, Run: 005, F, 0, 2, 0, 1, 13, 16, 2, 14, 17
INVAR-10, Run: 006, F, 0, 2, 0, 1, 13, 16, 2, 17, 14
INVAR-10, Run: 007, F, 0, 2, 0, 2, 13, 17, 1, 10, 21
INVAR-10, Run: 008, P, 0, 2, 0, 0, 13, 15, 3, 8, 23
INVAR-10, Run: 009, F, 0, 2, 0, 1, 12, 15, 5, 17, 15
INVAR-10, Run: 010, P, 0, 2, 0, 0, 13, 15, 3, 6, 25
INVAR-10, Run: 011, F, 0, 2, 0, 3, 12, 17, 3, 14, 18
INVAR-10, Run: 012, P, 0, 2, 0, 0, 13, 15, 3, 4, 27
INVAR-10, Run: 013, P, 0, 2, 0, 0, 14, 16, 0, 11, 19
INVAR-10, Run: 014, F, 0, 2, 0, 1, 13, 16, 2, 13, 18
INVAR-10, Run: 015, F, 0, 2, 0, 1, 13, 16, 2, 22, 9
INVAR-10, Run: 016, F, 0, 2, 0, 1, 13, 16, 2, 21, 10
INVAR-10, Run: 017, F, 0, 2, 0, 2, 12, 16, 4, 14, 18
INVAR-10, Run: 018, P, 0, 2, 0, 0, 14, 16, 0, 8, 22
INVAR-10, Run: 019, P, 0, 2, 0, 0, 14, 16, 0, 6, 24
INVAR-10, Run: 020, F, 0, 2, 0, 1, 13, 16, 2, 20, 11
INVAR-10, Run: 021, F, 0, 2, 0, 2, 13, 17, 1, 14, 17
INVAR-10, Run: 022, F, 0, 2, 0, 1, 13, 16, 2, 10, 21
INVAR-10, Run: 023, F, 0, 2, 0, 1, 12, 15, 5, 22, 10
INVAR-10, Run: 024, F, 0, 2, 0, 1, 13, 16, 2, 14, 17
INVAR-10, Run: 025, F, 0, 2, 0, 1, 13, 16, 2, 21, 10
INVAR-10, Run: 026, F, 0, 2, 0, 2, 13, 17, 1, 15, 16
INVAR-10, Run: 027, F, 0, 2, 0, 2, 13, 17, 1, 9, 22
INVAR-10, Run: 028, P, 0, 2, 0, 0, 13, 15, 3, 2, 29
INVAR-10, Run: 029, P, 0, 2, 0, 0, 14, 16, 0, 2, 28
INVAR-10, Run: 030, F, 0, 2, 0, 2, 12, 16, 4, 19, 13
INVAR-10, Run: 031, P, 0, 2, 0, 0, 13, 15, 3, 0, 31
INVAR-10, Run: 032, F, 0, 2, 0, 2, 12, 16, 4, 14, 18
INVAR-10, Run: 033, F, 0, 2, 0, 1, 13, 16, 2, 2, 29
INVAR-10, Run: 034, F, 0, 2, 0, 1, 13, 16, 2, 15, 16
INVAR-10, Run: 035, F, 0, 2, 0, 1, 13, 16, 2, 7, 24
INVAR-10, Run: 036, F, 0, 2, 0, 1, 13, 16, 2, 27, 4
INVAR-10, Run: 037, F, 0, 2, 0, 1, 13, 16, 2, 4, 27
INVAR-10, Run: 038, F, 0, 2, 0, 2, 13, 17, 1, 14, 17
INVAR-10, Run: 039, F, 0, 2, 0, 1, 13, 16, 2, 18, 13
INVAR-10, Run: 040, F, 0, 2, 0, 1, 13, 16, 2, 15, 16
INVAR-10, Run: 041, F, 0, 2, 0, 1, 13, 16, 2, 13, 18
INVAR-10, Run: 042, F, 0, 2, 0, 1, 13, 16, 2, 6, 25
INVAR-10, Run: 043, P, 0, 2, 0, 0, 14, 16, 0, 19, 11
INVAR-10, Run: 044, F, 0, 2, 0, 2, 13, 17, 1, 17, 14
INVAR-10, Run: 045, F, 0, 2, 0, 1, 13, 16, 2, 21, 10
INVAR-10, Run: 046, F, 0, 2, 0, 1, 13, 16, 2, 17, 14
INVAR-10, Run: 047, F, 0, 2, 0, 1, 13, 16, 2, 25, 6
INVAR-10, Run: 048, F, 0, 2, 0, 2, 13, 17, 1, 9, 22
INVAR-10, Run: 049, P, 0, 2, 0, 0, 13, 15, 3, 7, 24
INVAR-10, Run: 050, F, 0, 2, 0, 1, 13, 16, 2, 25, 6
INVAR-10, Run: 051, F, 0, 2, 0, 3, 12, 17, 3, 21, 11
INVAR-10, Run: 052, F, 0, 2, 0, 3, 13, 18, 0, 10, 21
INVAR-10, Run: 053, F, 0, 2, 0, 1, 13, 16, 2, 16, 15
INVAR-10, Run: 054, F, 0, 2, 0, 1, 13, 16, 2, 21, 10
INVAR-10, Run: 055, F, 0, 2, 0, 1, 13, 16, 2, 5, 26
INVAR-10, Run: 056, F, 0, 2, 0, 1, 13, 16, 2, 13, 18
INVAR-10, Run: 057, F, 0, 2, 0, 1, 13, 16, 2, 5, 26
INVAR-10, Run: 058, F, 0, 2, 0, 2, 13, 17, 1, 19, 12
INVAR-10, Run: 059, F, 0, 2, 0, 2, 13, 17, 1, 8, 23
INVAR-10, Run: 060, F, 0, 2, 0, 3, 13, 18, 0, 20, 11
INVAR-10, Run: 061, P, 0, 2, 0, 0, 13, 15, 3, 10, 21
INVAR-10, Run: 062, P, 0, 2, 0, 0, 13, 15, 3, 8, 23
INVAR-10, Run: 063, F, 0, 2, 0, 1, 13, 16, 2, 5, 26
INVAR-10, Run: 064, P, 0, 2, 0, 0, 14, 16, 0, 2, 28
INVAR-10, Run: 065, P, 0, 2, 0, 0, 13, 15, 3, 6, 25
INVAR-10, Run: 066, P, 0, 2, 0, 0, 14, 16, 0, 5, 25
INVAR-10, Run: 067, P, 0, 2, 0, 0, 14, 16, 0, 4, 26
INVAR-10, Run: 068, F, 0, 2, 0, 1, 13, 16, 2, 3, 28
INVAR-10, Run: 069, P, 0, 2, 0, 0, 13, 15, 3, 0, 31
INVAR-10, Run: 070, P, 0, 2, 0, 0, 13, 15, 3, 4, 27
INVAR-10, Run: 071, F, 0, 2, 0, 2, 13, 17, 1, 14, 17
INVAR-10, Run: 072, F, 0, 2, 0, 1, 12, 15, 5, 9, 23
INVAR-10, Run: 073, F, 0, 2, 0, 1, 13, 16, 2, 18, 13
INVAR-10, Run: 074, F, 0, 2, 0, 1, 13, 16, 2, 26, 5
INVAR-10, Run: 075, F, 0, 2, 0, 1, 13, 16, 2, 13, 18
INVAR-10, Run: 076, F, 0, 2, 0, 2, 13, 17, 1, 13, 18
INVAR-10, Run: 077, P, 0, 2, 0, 0, 14, 16, 0, 4, 26
INVAR-10, Run: 078, F, 0, 2, 0, 2, 13, 17, 1, 11, 20
INVAR-10, Run: 079, F, 0, 2, 0, 2, 13, 17, 1, 19, 12
INVAR-10, Run: 080, F, 0, 2, 0, 2, 12, 16, 4, 15, 17
INVAR-10, Run: 081, F, 0, 2, 0, 2, 13, 17, 1, 17, 14
INVAR-10, Run: 082, F, 0, 2, 0, 1, 13, 16, 2, 16, 15
INVAR-10, Run: 083, F, 0, 2, 0, 1, 13, 16, 2, 14, 17
INVAR-10, Run: 084, P, 0, 2, 0, 0, 13, 15, 3, 2, 29
INVAR-10, Run: 085, F, 0, 2, 0, 3, 12, 17, 3, 19, 13
INVAR-10, Run: 086, F, 0, 2, 0, 2, 13, 17, 1, 24, 7
INVAR-10, Run: 087, F, 0, 2, 0, 1, 13, 16, 2, 22, 9
INVAR-10, Run: 088, P, 0, 2, 0, 0, 14, 16, 0, 2, 28
INVAR-10, Run: 089, F, 0, 2, 0, 2, 13, 17, 1, 18, 13
INVAR-10, Run: 090, F, 0, 2, 0, 1, 13, 16, 2, 13, 18
INVAR-10, Run: 091, F, 0, 2, 0, 1, 13, 16, 2, 19, 12
INVAR-10, Run: 092, P, 0, 2, 0, 0, 14, 16, 0, 5, 25
INVAR-10, Run: 093, F, 0, 2, 0, 2, 13, 17, 1, 24, 7
INVAR-10, Run: 094, P, 0, 2, 0, 0, 14, 16, 0, 1, 29
INVAR-10, Run: 095, F, 0, 2, 0, 3, 12, 17, 3, 14, 18
INVAR-10, Run: 096, P, 0, 2, 0, 0, 14, 16, 0, 6, 24
INVAR-10, Run: 097, F, 0, 2, 0, 1, 13, 16, 2, 25, 6
INVAR-10, Run: 098, F, 0, 2, 0, 1, 13, 16, 2, 24, 7
INVAR-10, Run: 099, P, 0, 2, 0, 0, 13, 15, 3, 1, 30
INVAR-10, Run: 100, F, 0, 2, 0, 1, 13, 16, 2, 16, 15
INVAR-11, Run: 001, P, 0, 0, 24, 0, 19, 33, 1, 14, 15
INVAR-11, Run: 002, P, 0, 0, 10, 0, 19, 33, 1, 2, 41
INVAR-11, Run: 003, P, 0, 0, 24, 0, 17, 31, 7, 15, 16
INVAR-11, Run: 004, F, 0, 0, 2, 1, 18, 33, 3, 27, 25
INVAR-11, Run: 005, F, 0, 0, 23, 2, 17, 33, 5, 18, 14
INVAR-11, Run: 006, F, 0, 0, 23, 1, 19, 34, 0, 10, 20
INVAR-11, Run: 007, P, 0, 0, 27, 0, 19, 33, 1, 9, 17
INVAR-11, Run: 008, F, 0, 0, 4, 1, 19, 34, 0, 23, 26
INVAR-11, Run: 009, F, 0, 0, 8, 1, 18, 33, 3, 22, 24
INVAR-11, Run: 010, P, 0, 0, 4, 0, 19, 33, 1, 20, 29
INVAR-11, Run: 011, P, 0, 0, 19, 0, 18, 32, 4, 19, 16
INVAR-11, Run: 012, F, 0, 0, 12, 1, 19, 34, 0, 11, 30
INVAR-11, Run: 013, F, 0, 0, 4, 1, 18, 33, 3, 25, 25
INVAR-11, Run: 014, P, 0, 0, 17, 0, 19, 33, 1, 22, 14
INVAR-11, Run: 015, P, 0, 0, 4, 0, 18, 32, 4, 29, 21
INVAR-11, Run: 016, F, 0, 0, 3, 1, 19, 34, 0, 24, 26
INVAR-11, Run: 017, F, 0, 0, 12, 1, 18, 33, 3, 18, 24
INVAR-11, Run: 018, F, 0, 0, 31, 1, 18, 33, 3, 12, 11
INVAR-11, Run: 019, F, 0, 0, 7, 1, 18, 33, 3, 20, 27
INVAR-11, Run: 020, F, 0, 0, 31, 1, 19, 34, 0, 6, 16
INVAR-11, Run: 021, P, 0, 0, 32, 0, 19, 33, 1, 15, 6
INVAR-11, Run: 022, F, 0, 0, 5, 1, 18, 33, 3, 23, 26
INVAR-11, Run: 023, F, 0, 0, 10, 1, 18, 33, 3, 13, 31
INVAR-11, Run: 024, F, 0, 0, 1, 4, 18, 36, 0, 30, 23
INVAR-11, Run: 025, P, 0, 0, 35, 0, 18, 32, 4, 11, 8
INVAR-11, Run: 026, F, 0, 0, 21, 3, 18, 35, 1, 19, 14
INVAR-11, Run: 027, P, 0, 0, 28, 0, 18, 32, 4, 14, 12
INVAR-11, Run: 028, P, 0, 0, 21, 0, 19, 33, 1, 8, 24
INVAR-11, Run: 029, P, 0, 0, 39, 0, 18, 32, 4, 11, 4
INVAR-11, Run: 030, F, 0, 0, 5, 1, 19, 34, 0, 19, 29
INVAR-11, Run: 031, P, 0, 0, 40, 0, 19, 33, 1, 4, 9
INVAR-11, Run: 032, P, 0, 0, 28, 0, 18, 32, 4, 15, 11
INVAR-11, Run: 033, P, 0, 0, 24, 0, 18, 32, 4, 16, 14
INVAR-11, Run: 034, F, 0, 0, 11, 1, 18, 33, 3, 12, 31
INVAR-11, Run: 035, P, 0, 0, 35, 0, 19, 33, 1, 10, 8
INVAR-11, Run: 036, F, 0, 0, 17, 1, 18, 33, 3, 15, 22
INVAR-11, Run: 037, P, 0, 0, 32, 0, 19, 33, 1, 2, 19
INVAR-11, Run: 038, P, 0, 0, 5, 0, 18, 32, 4, 24, 25
INVAR-11, Run: 039, F, 0, 0, 21, 3, 18, 35, 1, 8, 25
INVAR-11, Run: 040, F, 0, 0, 16, 1, 18, 33, 3, 26, 12
INVAR-11, Run: 041, P, 0, 0, 21, 0, 19, 33, 1, 18, 14
INVAR-11, Run: 042, P, 0, 0, 28, 0, 18, 32, 4, 8, 18
INVAR-11, Run: 043, P, 0, 0, 22, 0, 18, 32, 4, 23, 9
INVAR-11, Run: 044, P, 0, 0, 22, 0, 18, 32, 4, 10, 22
INVAR-11, Run: 045, P, 0, 0, 33, 0, 19, 33, 1, 19, 1
INVAR-11, Run: 046, P, 0, 0, 29, 0, 19, 33, 1, 17, 7
INVAR-11, Run: 047, F, 0, 0, 14, 2, 18, 34, 2, 32, 8
INVAR-11, Run: 048, F, 0, 0, 1, 2, 18, 34, 2, 22, 31
INVAR-11, Run: 049, F, 0, 0, 1, 1, 18, 33, 3, 25, 28
INVAR-11, Run: 050, F, 0, 0, 4, 1, 19, 34, 0, 23, 26
INVAR-11, Run: 051, F, 0, 0, 4, 2, 17, 33, 5, 23, 28
INVAR-11, Run: 052, F, 0, 0, 17, 2, 18, 34, 2, 22, 15
INVAR-11, Run: 053, P, 0, 0, 36, 0, 19, 33, 1, 5, 12
INVAR-11, Run: 054, P, 0, 0, 36, 0, 19, 33, 1, 9, 8
INVAR-11, Run: 055, F, 0, 0, 3, 1, 19, 34, 0, 25, 25
INVAR-11, Run: 056, F, 0, 0, 1, 1, 19, 34, 0, 30, 22
INVAR-11, Run: 057, F, 0, 0, 15, 2, 18, 34, 2, 17, 22
INVAR-11, Run: 058, P, 0, 0, 2, 0, 19, 33, 1, 16, 35
INVAR-11, Run: 059, F, 0, 0, 13, 1, 18, 33, 3, 22, 19
INVAR-11, Run: 060, F, 0, 0, 12, 1, 19, 34, 0, 21, 20
INVAR-11, Run: 061, P, 0, 0, 18, 0, 19, 33, 1, 22, 13
INVAR-11, Run: 062, F, 0, 0, 11, 2, 18, 34, 2, 16, 27
INVAR-11, Run: 063, F, 0, 0, 3, 1, 19, 34, 0, 23, 27
INVAR-11, Run: 064, F, 0, 0, 27, 1, 19, 34, 0, 8, 18
INVAR-11, Run: 065, P, 0, 0, 16, 0, 18, 32, 4, 13, 25
INVAR-11, Run: 066, F, 0, 0, 14, 2, 18, 34, 2, 17, 23
INVAR-11, Run: 067, F, 0, 0, 13, 1, 18, 33, 3, 26, 15
INVAR-11, Run: 068, P, 0, 0, 25, 0, 19, 33, 1, 13, 15
INVAR-11, Run: 069, P, 0, 0, 4, 0, 19, 33, 1, 30, 19
INVAR-11, Run: 070, F, 0, 0, 13, 4, 18, 36, 0, 18, 23
INVAR-11, Run: 071, F, 0, 0, 10, 1, 18, 33, 3, 21, 23
INVAR-11, Run: 072, P, 0, 0, 4, 0, 18, 32, 4, 22, 28
INVAR-11, Run: 073, F, 0, 0, 26, 1, 19, 34, 0, 9, 18
INVAR-11, Run: 074, P, 0, 0, 32, 0, 19, 33, 1, 12, 9
INVAR-11, Run: 075, F, 0, 0, 7, 1, 19, 34, 0, 12, 34
INVAR-11, Run: 076, P, 0, 0, 31, 0, 18, 32, 4, 9, 14
INVAR-11, Run: 077, P, 0, 0, 22, 0, 19, 33, 1, 12, 19
INVAR-11, Run: 078, F, 0, 0, 7, 2, 18, 34, 2, 23, 24
INVAR-11, Run: 079, F, 0, 0, 7, 1, 19, 34, 0, 18, 28
INVAR-11, Run: 080, F, 0, 0, 21, 1, 18, 33, 3, 13, 20
INVAR-11, Run: 081, P, 0, 0, 8, 0, 17, 31, 7, 22, 25
INVAR-11, Run: 082, P, 0, 0, 17, 0, 19, 33, 1, 0, 36
INVAR-11, Run: 083, P, 0, 0, 27, 0, 18, 32, 4, 9, 18
INVAR-11, Run: 084, P, 0, 0, 5, 0, 18, 32, 4, 8, 41
INVAR-11, Run: 085, F, 0, 0, 7, 2, 18, 34, 2, 16, 31
INVAR-11, Run: 086, F, 0, 0, 2, 3, 18, 35, 1, 24, 28
INVAR-11, Run: 087, P, 0, 0, 26, 0, 18, 32, 4, 23, 5
INVAR-11, Run: 088, F, 0, 0, 3, 2, 18, 34, 2, 28, 23
INVAR-11, Run: 089, P, 0, 0, 5, 0, 18, 32, 4, 26, 23
INVAR-11, Run: 090, F, 0, 0, 9, 2, 18, 34, 2, 22, 23
INVAR-11, Run: 091, P, 0, 0, 18, 0, 19, 33, 1, 8, 27
INVAR-11, Run: 092, P, 0, 0, 25, 0, 19, 33, 1, 21, 7
INVAR-11, Run: 093, F, 0, 0, 27, 2, 18, 34, 2, 12, 15
INVAR-11, Run: 094, P, 0, 0, 28, 0, 18, 32, 4, 14, 12
INVAR-11, Run: 095, P, 0, 0, 9, 0, 18, 32, 4, 15, 30
INVAR-11, Run: 096, F, 0, 0, 8, 1, 18, 33, 3, 29, 17
INVAR-11, Run: 097, F, 0, 0, 10, 1, 18, 33, 3, 26, 18
INVAR-11, Run: 098, P, 0, 0, 36, 0, 19, 33, 1, 12, 5
INVAR-11, Run: 099, F, 0, 0, 28, 1, 19, 34, 0, 8, 17
INVAR-11, Run: 100, F, 0, 0, 6, 3, 18, 35, 1, 27, 21
INVAR-12, Run: 001, F, 0, 1, 0, 2, 41, 66, 5, 54, 58
INVAR-12, Run: 002, P, 0, 1, 0, 0, 42, 65, 4, 32, 79
INVAR-12, Run: 003, P, 0, 1, 0, 0, 43, 66, 1, 18, 92
INVAR-12, Run: 004, F, 0, 1, 0, 1, 42, 66, 3, 48, 63
INVAR-12, Run: 005, P, 0, 1, 0, 0, 43, 66, 1, 19, 91
INVAR-12, Run: 006, P, 0, 1, 0, 0, 42, 65, 4, 5, 106
INVAR-12, Run: 007, F, 0, 1, 0, 1, 42, 66, 3, 46, 65
INVAR-12, Run: 008, P, 0, 1, 0, 0, 41, 64, 7, 22, 90
INVAR-12, Run: 009, F, 0, 1, 0, 1, 42, 66, 3, 59, 52
INVAR-12, Run: 010, F, 0, 1, 0, 1, 42, 66, 3, 75, 36
INVAR-12, Run: 011, F, 0, 1, 0, 1, 41, 65, 6, 30, 82
INVAR-12, Run: 012, F, 0, 1, 0, 2, 42, 67, 2, 32, 79
INVAR-12, Run: 013, F, 0, 1, 0, 3, 42, 68, 1, 26, 85
INVAR-12, Run: 014, F, 0, 1, 0, 3, 41, 67, 4, 36, 76
INVAR-12, Run: 015, P, 0, 1, 0, 0, 42, 65, 4, 18, 93
INVAR-12, Run: 016, P, 0, 1, 0, 0, 42, 65, 4, 28, 83
INVAR-12, Run: 017, P, 0, 1, 0, 0, 43, 66, 1, 39, 71
INVAR-12, Run: 018, P, 0, 1, 0, 0, 43, 66, 1, 13, 97
INVAR-12, Run: 019, P, 0, 1, 0, 0, 42, 65, 4, 21, 90
INVAR-12, Run: 020, P, 0, 1, 0, 0, 43, 66, 1, 38, 72
INVAR-12, Run: 021, F, 0, 1, 0, 1, 43, 67, 0, 48, 62
INVAR-12, Run: 022, F, 0, 1, 0, 2, 42, 67, 2, 27, 84
INVAR-12, Run: 023, F, 0, 1, 0, 2, 42, 67, 2, 73, 38
INVAR-12, Run: 024, P, 0, 1, 0, 0, 43, 66, 1, 32, 78
INVAR-12, Run: 025, F, 0, 1, 0, 2, 42, 67, 2, 55, 56
INVAR-12, Run: 026, F, 0, 1, 0, 1, 42, 66, 3, 38, 73
INVAR-12, Run: 027, F, 0, 1, 0, 1, 43, 67, 0, 18, 92
INVAR-12, Run: 028, P, 0, 1, 0, 0, 42, 65, 4, 19, 92
INVAR-12, Run: 029, P, 0, 1, 0, 0, 42, 65, 4, 15, 96
INVAR-12, Run: 030, P, 0, 1, 0, 0, 43, 66, 1, 23, 87
