Input Number, Run_Number, Result@ 100, B, F, X1, A, C, PO, D, CO, Y, PE, CE, E
INVAR-2, Run: 073, P, 0, 0, 0, 0, 0, 0, 170, 0, 2, 1, 2, 27
INVAR-2, Run: 074, P, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28
INVAR-2, Run: 075, P, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28
INVAR-2, Run: 076, P, 0, 0, 0, 0, 0, 0, 172, 0, 2, 1, 2, 27
INVAR-2, Run: 077, P, 0, 0, 0, 0, 0, 0, 169, 0, 2, 1, 2, 27
INVAR-2, Run: 078, P, 0, 0, 0, 0, 0, 0, 172, 0, 2, 1, 2, 27
INVAR-2, Run: 079, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28
INVAR-2, Run: 080, P, 0, 0, 0, 0, 0, 0, 171, 0, 2, 1, 2, 27
INVAR-2, Run: 081, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28
INVAR-2, Run: 082, P, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28
INVAR-2, Run: 083, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28
INVAR-2, Run: 084, P, 0, 0, 0, 0, 0, 0, 173, 0, 2, 1, 2, 27
INVAR-2, Run: 085, P, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28
INVAR-2, Run: 086, P, 0, 0, 0, 0, 0, 0, 176, 0, 0, 1, 0, 28
INVAR-2, Run: 087, P, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28
INVAR-2, Run: 088, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28
INVAR-2, Run: 089, P, 0, 0, 0, 0, 0, 0, 178, 0, 0, 1, 0, 28
INVAR-2, Run: 090, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28
INVAR-2, Run: 091, P, 0, 0, 0, 0, 0, 0, 168, 0, 0, 1, 0, 28
INVAR-2, Run: 092, P, 0, 0, 0, 0, 0, 0, 174, 0, 0, 1, 0, 28
INVAR-2, Run: 093, P, 0, 0, 0, 0, 0, 0, 173, 0, 0, 1, 0, 28
INVAR-2, Run: 094, P, 0, 0, 0, 0, 0, 0, 175, 0, 0, 1, 0, 28
INVAR-2, Run: 095, P, 0, 0, 0, 0, 0, 0, 172, 0, 2, 1, 2, 27
INVAR-2, Run: 096, P, 0, 0, 0, 0, 0, 0, 172, 0, 0, 1, 0, 28
INVAR-2, Run: 097, P, 0, 0, 0, 0, 0, 0, 169, 0, 2, 1, 2, 27
INVAR-2, Run: 098, P, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28
INVAR-2, Run: 099, P, 0, 0, 0, 0, 0, 0, 174, 0, 2, 1, 2, 27
INVAR-2, Run: 100, P, 0, 0, 0, 0, 0, 0, 171, 0, 0, 1, 0, 28
INVAR-3, Run: 001, P, 0, 0, 0, 0, 0, 0, 495, 0, 0, 1, 0, 82
INVAR-3, Run: 002, P, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82
INVAR-3, Run: 003, P, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82
INVAR-3, Run: 004, P, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82
INVAR-3, Run: 005, P, 0, 0, 0, 0, 0, 0, 497, 0, 0, 1, 0, 82
INVAR-3, Run: 006, P, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82
INVAR-3, Run: 007, P, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82
INVAR-3, Run: 008, P, 0, 0, 0, 0, 0, 0, 501, 0, 2, 1, 2, 81
INVAR-3, Run: 009, P, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82
INVAR-3, Run: 010, P, 0, 0, 0, 0, 0, 0, 504, 0, 2, 1, 2, 81
INVAR-3, Run: 011, P, 0, 0, 0, 0, 0, 0, 496, 0, 0, 1, 0, 82
INVAR-3, Run: 012, P, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82
INVAR-3, Run: 013, P, 0, 0, 0, 0, 0, 0, 498, 0, 2, 1, 2, 81
INVAR-3, Run: 014, P, 0, 0, 0, 0, 0, 0, 497, 0, 0, 1, 0, 82
INVAR-3, Run: 015, P, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82
INVAR-3, Run: 016, P, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82
INVAR-3, Run: 017, P, 0, 0, 0, 0, 0, 0, 506, 0, 2, 1, 2, 81
INVAR-3, Run: 018, P, 0, 0, 0, 0, 0, 0, 504, 0, 0, 1, 0, 82
INVAR-3, Run: 019, P, 0, 0, 0, 0, 0, 0, 505, 0, 0, 1, 0, 82
INVAR-3, Run: 020, P, 0, 0, 0, 0, 0, 0, 496, 0, 0, 1, 0, 82
INVAR-3, Run: 021, P, 0, 0, 0, 0, 0, 0, 500, 0, 2, 1, 2, 81
INVAR-3, Run: 022, P, 0, 0, 0, 0, 0, 0, 503, 0, 2, 1, 2, 81
INVAR-3, Run: 023, P, 0, 0, 0, 0, 0, 0, 501, 0, 2, 1, 2, 81
INVAR-3, Run: 024, P, 0, 0, 0, 0, 0, 0, 499, 0, 2, 1, 2, 81
INVAR-3, Run: 025, P, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82
INVAR-3, Run: 026, P, 0, 0, 0, 0, 0, 0, 503, 0, 0, 1, 0, 82
INVAR-3, Run: 027, P, 0, 0, 0, 0, 0, 0, 497, 0, 2, 1, 2, 81
INVAR-3, Run: 028, P, 0, 0, 0, 0, 0, 0, 499, 0, 2, 1, 2, 81
INVAR-3, Run: 029, P, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82
INVAR-3, Run: 030, P, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82
INVAR-3, Run: 031, P, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82
INVAR-3, Run: 032, P, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82
INVAR-3, Run: 033, P, 0, 0, 0, 0, 0, 0, 500, 0, 2, 1, 2, 81
INVAR-3, Run: 034, P, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82
INVAR-3, Run: 035, P, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82
INVAR-3, Run: 036, P, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82
INVAR-3, Run: 037, P, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82
INVAR-3, Run: 038, P, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82
INVAR-3, Run: 039, P, 0, 0, 0, 0, 0, 0, 505, 0, 2, 1, 2, 81
INVAR-3, Run: 040, P, 0, 0, 0, 0, 0, 0, 503, 0, 2, 1, 2, 81
INVAR-3, Run: 041, P, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82
INVAR-3, Run: 042, P, 0, 0, 0, 0, 0, 0, 496, 0, 0, 1, 0, 82
INVAR-3, Run: 043, P, 0, 0, 0, 0, 0, 0, 502, 0, 0, 1, 0, 82
INVAR-3, Run: 044, P, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82
INVAR-3, Run: 045, P, 0, 0, 0, 0, 0, 0, 498, 0, 2, 1, 2, 81
INVAR-3, Run: 046, P, 0, 0, 0, 0, 0, 0, 501, 0, 2, 1, 2, 81
INVAR-3, Run: 047, P, 0, 0, 0, 0, 0, 0, 504, 0, 0, 1, 0, 82
INVAR-3, Run: 048, P, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82
INVAR-3, Run: 049, P, 0, 0, 0, 0, 0, 0, 502, 0, 0, 1, 0, 82
INVAR-3, Run: 050, P, 0, 0, 0, 0, 0, 0, 507, 0, 0, 1, 0, 82
INVAR-3, Run: 051, P, 0, 0, 0, 0, 0, 0, 505, 0, 0, 1, 0, 82
INVAR-3, Run: 052, P, 0, 0, 0, 0, 0, 0, 503, 0, 0, 1, 0, 82
INVAR-3, Run: 053, P, 0, 0, 0, 0, 0, 0, 501, 0, 2, 1, 2, 81
INVAR-3, Run: 054, P, 0, 0, 0, 0, 0, 0, 497, 0, 0, 1, 0, 82
INVAR-3, Run: 055, P, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82
INVAR-3, Run: 056, P, 0, 0, 0, 0, 0, 0, 503, 0, 0, 1, 0, 82
INVAR-3, Run: 057, P, 0, 0, 0, 0, 0, 0, 497, 0, 0, 1, 0, 82
INVAR-3, Run: 058, P, 0, 0, 0, 0, 0, 0, 508, 0, 0, 1, 0, 82
INVAR-3, Run: 059, P, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82
INVAR-3, Run: 060, P, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82
INVAR-3, Run: 061, P, 0, 0, 0, 0, 0, 0, 496, 0, 0, 1, 0, 82
INVAR-3, Run: 062, P, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82
INVAR-3, Run: 063, P, 0, 0, 0, 0, 0, 0, 497, 0, 4, 1, 4, 80
INVAR-3, Run: 064, P, 0, 0, 0, 0, 0, 0, 504, 0, 0, 1, 0, 82
INVAR-3, Run: 065, P, 0, 0, 0, 0, 0, 0, 506, 0, 0, 1, 0, 82
INVAR-3, Run: 066, P, 0, 0, 0, 0, 0, 0, 506, 0, 0, 1, 0, 82
INVAR-3, Run: 067, P, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82
INVAR-3, Run: 068, P, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82
INVAR-3, Run: 069, P, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82
INVAR-3, Run: 070, P, 0, 0, 0, 0, 0, 0, 497, 0, 0, 1, 0, 82
INVAR-3, Run: 071, P, 0, 0, 0, 0, 0, 0, 504, 0, 0, 1, 0, 82
INVAR-3, Run: 072, P, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82
INVAR-3, Run: 073, P, 0, 0, 0, 0, 0, 0, 501, 0, 2, 1, 2, 81
INVAR-3, Run: 074, P, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82
INVAR-3, Run: 075, P, 0, 0, 0, 0, 0, 0, 502, 0, 0, 1, 0, 82
INVAR-3, Run: 076, P, 0, 0, 0, 0, 0, 0, 504, 0, 0, 1, 0, 82
INVAR-3, Run: 077, P, 0, 0, 0, 0, 0, 0, 494, 0, 0, 1, 0, 82
INVAR-3, Run: 078, P, 0, 0, 0, 0, 0, 0, 496, 0, 0, 1, 0, 82
INVAR-3, Run: 079, P, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82
INVAR-3, Run: 080, P, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82
INVAR-3, Run: 081, P, 0, 0, 0, 0, 0, 0, 498, 0, 0, 1, 0, 82
INVAR-3, Run: 082, P, 0, 0, 0, 0, 0, 0, 503, 0, 0, 1, 0, 82
INVAR-3, Run: 083, P, 0, 0, 0, 0, 0, 0, 504, 0, 0, 1, 0, 82
INVAR-3, Run: 084, P, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82
INVAR-3, Run: 085, P, 0, 0, 0, 0, 0, 0, 504, 0, 2, 1, 2, 81
INVAR-3, Run: 086, P, 0, 0, 0, 0, 0, 0, 503, 0, 2, 1, 2, 81
INVAR-3, Run: 087, P, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82
INVAR-3, Run: 088, P, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82
INVAR-3, Run: 089, P, 0, 0, 0, 0, 0, 0, 499, 0, 0, 1, 0, 82
INVAR-3, Run: 090, P, 0, 0, 0, 0, 0, 0, 496, 0, 2, 1, 2, 81
INVAR-3, Run: 091, P, 0, 0, 0, 0, 0, 0, 497, 0, 0, 1, 0, 82
INVAR-3, Run: 092, P, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82
INVAR-3, Run: 093, P, 0, 0, 0, 0, 0, 0, 499, 0, 2, 1, 2, 81
INVAR-3, Run: 094, P, 0, 0, 0, 0, 0, 0, 496, 0, 2, 1, 2, 81
INVAR-3, Run: 095, P, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82
INVAR-3, Run: 096, P, 0, 0, 0, 0, 0, 0, 502, 0, 0, 1, 0, 82
INVAR-3, Run: 097, P, 0, 0, 0, 0, 0, 0, 495, 0, 0, 1, 0, 82
INVAR-3, Run: 098, P, 0, 0, 0, 0, 0, 0, 501, 0, 0, 1, 0, 82
INVAR-3, Run: 099, P, 0, 0, 0, 0, 0, 0, 500, 0, 2, 1, 2, 81
INVAR-3, Run: 100, P, 0, 0, 0, 0, 0, 0, 500, 0, 0, 1, 0, 82
INVAR-4, Run: 001, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 002, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 003, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 004, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 005, P, 0, 1, 0, 1, 0, 1, 0, 118, 118, 0, 0, 19
INVAR-4, Run: 006, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 007, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 008, P, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19
INVAR-4, Run: 009, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 010, P, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19
INVAR-4, Run: 011, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 012, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 013, P, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19
INVAR-4, Run: 014, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 015, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 016, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 017, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 018, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 019, P, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19
INVAR-4, Run: 020, P, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19
INVAR-4, Run: 021, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 022, P, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19
INVAR-4, Run: 023, P, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19
INVAR-4, Run: 024, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 025, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 026, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 027, P, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19
INVAR-4, Run: 028, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 029, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 030, P, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19
INVAR-4, Run: 031, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 032, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 033, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 034, P, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19
INVAR-4, Run: 035, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 036, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 037, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 038, P, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19
INVAR-4, Run: 039, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 040, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 041, P, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19
INVAR-4, Run: 042, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 043, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 044, P, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19
INVAR-4, Run: 045, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 046, P, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19
INVAR-4, Run: 047, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 048, P, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19
INVAR-4, Run: 049, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 050, P, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19
INVAR-4, Run: 051, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 052, P, 0, 1, 0, 1, 0, 1, 0, 124, 124, 0, 0, 19
INVAR-4, Run: 053, P, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19
INVAR-4, Run: 054, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 055, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 056, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 057, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 058, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 059, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 060, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 061, P, 0, 1, 0, 1, 0, 1, 0, 124, 124, 0, 0, 19
INVAR-4, Run: 062, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 063, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 064, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 065, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 066, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 067, P, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19
INVAR-4, Run: 068, P, 0, 1, 0, 1, 0, 1, 0, 124, 124, 0, 0, 19
INVAR-4, Run: 069, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 070, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 071, P, 0, 1, 0, 1, 0, 1, 0, 119, 119, 0, 0, 19
INVAR-4, Run: 072, P, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19
INVAR-4, Run: 073, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 074, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 075, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 076, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 077, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 078, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 079, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 080, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 081, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 082, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 083, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 084, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 085, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 086, P, 0, 1, 0, 1, 0, 1, 0, 126, 126, 0, 0, 19
INVAR-4, Run: 087, P, 0, 1, 0, 1, 0, 1, 0, 126, 126, 0, 0, 19
INVAR-4, Run: 088, P, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19
INVAR-4, Run: 089, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 090, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 091, P, 0, 1, 0, 1, 0, 1, 0, 124, 124, 0, 0, 19
INVAR-4, Run: 092, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 093, P, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19
INVAR-4, Run: 094, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 095, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-4, Run: 096, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 097, P, 0, 1, 0, 1, 0, 1, 0, 123, 123, 0, 0, 19
INVAR-4, Run: 098, P, 0, 1, 0, 1, 0, 1, 0, 122, 122, 0, 0, 19
INVAR-4, Run: 099, P, 0, 1, 0, 1, 0, 1, 0, 121, 121, 0, 0, 19
INVAR-4, Run: 100, P, 0, 1, 0, 1, 0, 1, 0, 120, 120, 0, 0, 19
INVAR-5, Run: 001, P, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26
INVAR-5, Run: 002, P, 0, 1, 0, 1, 0, 1, 0, 166, 166, 0, 0, 26
INVAR-5, Run: 003, P, 0, 1, 0, 1, 0, 1, 0, 161, 161, 0, 0, 26
INVAR-5, Run: 004, P, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26
INVAR-5, Run: 005, P, 0, 1, 0, 1, 0, 1, 0, 168, 168, 0, 0, 26
INVAR-5, Run: 006, P, 0, 1, 0, 1, 0, 1, 0, 166, 166, 0, 0, 26
INVAR-5, Run: 007, P, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26
INVAR-5, Run: 008, P, 0, 1, 0, 1, 0, 1, 0, 166, 166, 0, 0, 26
INVAR-5, Run: 009, P, 0, 1, 0, 1, 0, 1, 0, 169, 169, 0, 0, 26
INVAR-5, Run: 010, P, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26
INVAR-5, Run: 011, P, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26
INVAR-5, Run: 012, P, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26
INVAR-5, Run: 013, P, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26
INVAR-5, Run: 014, P, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26
INVAR-5, Run: 015, P, 0, 1, 0, 1, 0, 1, 0, 167, 167, 0, 0, 26
INVAR-5, Run: 016, P, 0, 1, 0, 1, 0, 1, 0, 162, 162, 0, 0, 26
INVAR-5, Run: 017, P, 0, 1, 0, 1, 0, 1, 0, 167, 167, 0, 0, 26
INVAR-5, Run: 018, P, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26
INVAR-5, Run: 019, P, 0, 1, 0, 1, 0, 1, 0, 161, 161, 0, 0, 26
INVAR-5, Run: 020, P, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26
INVAR-5, Run: 021, P, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26
INVAR-5, Run: 022, P, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26
INVAR-5, Run: 023, P, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26
INVAR-5, Run: 024, P, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26
INVAR-5, Run: 025, P, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26
INVAR-5, Run: 026, P, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26
INVAR-5, Run: 027, P, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26
INVAR-5, Run: 028, P, 0, 1, 0, 1, 0, 1, 0, 161, 161, 0, 0, 26
INVAR-5, Run: 029, P, 0, 1, 0, 1, 0, 1, 0, 166, 166, 0, 0, 26
INVAR-5, Run: 030, P, 0, 1, 0, 1, 0, 1, 0, 161, 161, 0, 0, 26
INVAR-5, Run: 031, P, 0, 1, 0, 1, 0, 1, 0, 162, 162, 0, 0, 26
INVAR-5, Run: 032, P, 0, 1, 0, 1, 0, 1, 0, 166, 166, 0, 0, 26
INVAR-5, Run: 033, P, 0, 1, 0, 1, 0, 1, 0, 162, 162, 0, 0, 26
INVAR-5, Run: 034, P, 0, 1, 0, 1, 0, 1, 0, 167, 167, 0, 0, 26
INVAR-5, Run: 035, P, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26
INVAR-5, Run: 036, P, 0, 1, 0, 1, 0, 1, 0, 164, 164, 0, 0, 26
INVAR-5, Run: 037, P, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26
INVAR-5, Run: 038, P, 0, 1, 0, 1, 0, 1, 0, 167, 167, 0, 0, 26
INVAR-5, Run: 039, P, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26
INVAR-5, Run: 040, P, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26
INVAR-5, Run: 041, P, 0, 1, 0, 1, 0, 1, 0, 166, 166, 0, 0, 26
INVAR-5, Run: 042, P, 0, 1, 0, 1, 0, 1, 0, 163, 163, 0, 0, 26
INVAR-5, Run: 043, P, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26
INVAR-5, Run: 044, P, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26
INVAR-5, Run: 045, P, 0, 1, 0, 1, 0, 1, 0, 165, 165, 0, 0, 26
