Input Number, Run_Number, Result@ 100, A2, F1, F2, A1, F1P, F2P, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-11, Run: 057, P, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 058, P, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-11, Run: 059, P, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 060, P, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-11, Run: 061, P, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 062, P, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-11, Run: 063, P, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 064, P, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 065, P, 73, 0, 0, 91, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-11, Run: 066, P, 79, 0, 0, 89, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-11, Run: 067, P, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 068, P, 69, 0, 0, 92, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-11, Run: 069, P, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 070, P, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 071, P, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 072, P, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-11, Run: 073, P, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 074, P, 73, 0, 0, 91, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-11, Run: 075, P, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 076, P, 74, 0, 0, 91, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-11, Run: 077, P, 78, 0, 0, 90, 0, 3, 4, 1, 3, 1, 7, 0, 4
INVAR-11, Run: 078, P, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 079, P, 81, 0, 0, 88, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-11, Run: 080, P, 75, 0, 0, 91, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-11, Run: 081, P, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-11, Run: 082, P, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 083, P, 80, 0, 0, 89, 0, 3, 4, 1, 4, 0, 5, 2, 4
INVAR-11, Run: 084, P, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 085, P, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 086, P, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 087, P, 79, 0, 0, 89, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-11, Run: 088, P, 79, 0, 0, 89, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-11, Run: 089, P, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 090, P, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-11, Run: 091, P, 70, 0, 0, 92, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-11, Run: 092, P, 71, 0, 0, 92, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-11, Run: 093, P, 71, 0, 0, 92, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-11, Run: 094, P, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 095, P, 69, 0, 0, 92, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-11, Run: 096, P, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 097, P, 75, 0, 0, 91, 0, 6, 3, 2, 2, 1, 9, 0, 3
INVAR-11, Run: 098, P, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 099, P, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 100, P, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-12, Run: 001, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 002, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 003, P, 152, 0, 0, 170, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-12, Run: 004, P, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 005, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 006, P, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 007, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 008, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 009, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 010, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 011, P, 146, 0, 0, 172, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-12, Run: 012, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 013, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 014, P, 154, 0, 0, 170, 0, 3, 4, 1, 3, 1, 7, 0, 4
INVAR-12, Run: 015, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 016, P, 157, 0, 0, 168, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-12, Run: 017, P, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 018, P, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 019, P, 144, 0, 0, 173, 0, 15, 0, 5, 0, 0, 13, 2, 0
INVAR-12, Run: 020, P, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 021, P, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 022, P, 154, 0, 0, 170, 0, 3, 4, 1, 3, 1, 7, 0, 4
INVAR-12, Run: 023, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 024, P, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 025, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 026, P, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 027, P, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 028, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 029, P, 155, 0, 0, 169, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-12, Run: 030, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 031, P, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 032, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 033, P, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 034, P, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 035, P, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 036, P, 157, 0, 0, 168, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-12, Run: 037, P, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 038, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 039, P, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 040, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 041, P, 142, 0, 0, 173, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-12, Run: 042, P, 142, 0, 0, 173, 0, 15, 0, 5, 0, 0, 15, 0, 0
INVAR-12, Run: 043, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 044, P, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 045, P, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 046, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 047, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 048, P, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 049, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 050, P, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 051, P, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 052, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 053, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 054, P, 146, 0, 0, 172, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-12, Run: 055, P, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 056, P, 152, 0, 0, 170, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-12, Run: 057, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 058, P, 155, 0, 0, 169, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-12, Run: 059, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 060, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 061, P, 155, 0, 0, 169, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-12, Run: 062, P, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 063, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 064, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 065, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 066, P, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 067, P, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 068, P, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 069, P, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 070, P, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 071, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 072, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 073, P, 155, 0, 0, 169, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-12, Run: 074, P, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 075, P, 152, 0, 0, 170, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-12, Run: 076, P, 143, 0, 0, 173, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-12, Run: 077, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 078, P, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 079, P, 154, 0, 0, 170, 0, 3, 4, 1, 3, 1, 7, 0, 4
INVAR-12, Run: 080, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 081, P, 155, 0, 0, 169, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-12, Run: 082, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 083, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 084, P, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 085, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 086, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 087, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 088, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 089, P, 149, 0, 0, 171, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-12, Run: 090, P, 143, 0, 0, 173, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-12, Run: 091, P, 145, 0, 0, 172, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-12, Run: 092, P, 149, 0, 0, 172, 0, 9, 2, 3, 1, 1, 10, 1, 2
INVAR-12, Run: 093, P, 157, 0, 0, 168, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-12, Run: 094, P, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 095, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 096, P, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-12, Run: 097, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 098, P, 151, 0, 0, 170, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-12, Run: 099, P, 154, 0, 0, 169, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-12, Run: 100, P, 148, 0, 0, 171, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-13, Run: 001, P, 8, 0, 0, 11, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-13, Run: 002, P, 8, 0, 0, 13, 0, 3, 4, 1, 2, 2, 6, 1, 4
INVAR-13, Run: 003, P, 5, 0, 0, 12, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-13, Run: 004, P, 8, 0, 0, 12, 0, 3, 4, 1, 3, 1, 6, 1, 4
INVAR-13, Run: 005, P, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 006, P, 8, 0, 0, 12, 0, 3, 4, 1, 3, 1, 6, 1, 4
INVAR-13, Run: 007, P, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 008, P, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 009, P, 5, 0, 0, 12, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-13, Run: 010, P, 9, 0, 0, 12, 0, 6, 3, 2, 3, 0, 4, 5, 3
INVAR-13, Run: 011, P, 7, 0, 0, 12, 0, 6, 3, 2, 3, 0, 6, 3, 3
INVAR-13, Run: 012, P, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 013, P, 6, 0, 0, 13, 0, 9, 2, 3, 2, 0, 6, 5, 2
INVAR-13, Run: 014, P, 3, 0, 0, 13, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-13, Run: 015, P, 4, 0, 0, 13, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-13, Run: 016, P, 9, 0, 0, 11, 0, 3, 4, 1, 4, 0, 5, 2, 4
INVAR-13, Run: 017, P, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 018, P, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 019, P, 8, 0, 0, 11, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-13, Run: 020, P, 10, 0, 0, 11, 0, 3, 4, 1, 4, 0, 4, 3, 4
INVAR-13, Run: 021, P, 10, 0, 0, 11, 0, 3, 4, 1, 4, 0, 4, 3, 4
INVAR-13, Run: 022, P, 7, 0, 0, 12, 0, 6, 3, 2, 3, 0, 6, 3, 3
INVAR-13, Run: 023, P, 5, 0, 0, 14, 0, 12, 1, 4, 1, 0, 6, 7, 1
INVAR-13, Run: 024, P, 6, 0, 0, 13, 0, 6, 3, 2, 2, 1, 7, 2, 3
INVAR-13, Run: 025, P, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 026, P, 3, 0, 0, 14, 0, 12, 1, 4, 1, 0, 8, 5, 1
INVAR-13, Run: 027, P, 8, 0, 0, 11, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-13, Run: 028, P, 9, 0, 0, 12, 0, 6, 3, 2, 3, 0, 4, 5, 3
INVAR-13, Run: 029, P, 5, 0, 0, 12, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-13, Run: 030, P, 8, 0, 0, 13, 0, 9, 2, 3, 2, 0, 4, 7, 2
INVAR-13, Run: 031, P, 6, 0, 0, 13, 0, 9, 2, 3, 2, 0, 6, 5, 2
INVAR-13, Run: 032, P, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 033, P, 8, 0, 0, 12, 0, 6, 3, 2, 3, 0, 5, 4, 3
INVAR-13, Run: 034, P, 3, 0, 0, 14, 0, 12, 1, 4, 1, 0, 8, 5, 1
INVAR-13, Run: 035, P, 4, 0, 0, 13, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-13, Run: 036, P, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 037, P, 7, 0, 0, 12, 0, 6, 3, 2, 3, 0, 6, 3, 3
INVAR-13, Run: 038, P, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 039, P, 7, 0, 0, 11, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-13, Run: 040, P, 8, 0, 0, 11, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-13, Run: 041, P, 7, 0, 0, 12, 0, 3, 4, 1, 3, 1, 7, 0, 4
INVAR-13, Run: 042, P, 8, 0, 0, 12, 0, 6, 3, 2, 3, 0, 5, 4, 3
INVAR-13, Run: 043, P, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 044, P, 4, 0, 0, 14, 0, 12, 1, 4, 1, 0, 7, 6, 1
INVAR-13, Run: 045, P, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 046, P, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 047, P, 7, 0, 0, 12, 0, 6, 3, 2, 3, 0, 6, 3, 3
INVAR-13, Run: 048, P, 7, 0, 0, 13, 0, 6, 3, 2, 2, 1, 6, 3, 3
INVAR-13, Run: 049, P, 10, 0, 0, 12, 0, 3, 4, 1, 3, 1, 4, 3, 4
INVAR-13, Run: 050, P, 9, 0, 0, 12, 0, 3, 4, 1, 3, 1, 5, 2, 4
INVAR-13, Run: 051, P, 10, 0, 0, 12, 0, 6, 3, 2, 3, 0, 3, 6, 3
INVAR-13, Run: 052, P, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 053, P, 6, 0, 0, 13, 0, 9, 2, 3, 2, 0, 6, 5, 2
INVAR-13, Run: 054, P, 7, 0, 0, 12, 0, 6, 3, 2, 3, 0, 6, 3, 3
INVAR-13, Run: 055, P, 8, 0, 0, 12, 0, 6, 3, 2, 3, 0, 5, 4, 3
INVAR-13, Run: 056, P, 7, 0, 0, 12, 0, 6, 3, 2, 3, 0, 6, 3, 3
INVAR-13, Run: 057, P, 3, 0, 0, 13, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-13, Run: 058, P, 7, 0, 0, 12, 0, 6, 3, 2, 3, 0, 6, 3, 3
INVAR-13, Run: 059, P, 5, 0, 0, 14, 0, 12, 1, 4, 1, 0, 6, 7, 1
INVAR-13, Run: 060, P, 5, 0, 0, 12, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-13, Run: 061, P, 5, 0, 0, 12, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-13, Run: 062, P, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 063, P, 7, 0, 0, 13, 0, 9, 2, 3, 2, 0, 5, 6, 2
INVAR-13, Run: 064, P, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 065, P, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 066, P, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 067, P, 6, 0, 0, 14, 0, 12, 1, 4, 1, 0, 5, 8, 1
INVAR-13, Run: 068, P, 5, 0, 0, 13, 0, 6, 3, 2, 2, 1, 8, 1, 3
INVAR-13, Run: 069, P, 4, 0, 0, 14, 0, 12, 1, 4, 1, 0, 7, 6, 1
INVAR-13, Run: 070, P, 8, 0, 0, 11, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-13, Run: 071, P, 6, 0, 0, 13, 0, 9, 2, 3, 2, 0, 6, 5, 2
INVAR-13, Run: 072, P, 11, 0, 0, 11, 0, 3, 4, 1, 4, 0, 3, 4, 4
INVAR-13, Run: 073, P, 7, 0, 0, 13, 0, 9, 2, 3, 2, 0, 5, 6, 2
INVAR-13, Run: 074, P, 10, 0, 0, 10, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-13, Run: 075, P, 7, 0, 0, 11, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-13, Run: 076, P, 7, 0, 0, 13, 0, 6, 3, 2, 2, 1, 6, 3, 3
INVAR-13, Run: 077, P, 3, 0, 0, 13, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-13, Run: 078, P, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 079, P, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 080, P, 9, 0, 0, 13, 0, 6, 3, 2, 2, 1, 4, 5, 3
INVAR-13, Run: 081, P, 6, 0, 0, 13, 0, 9, 2, 3, 2, 0, 6, 5, 2
INVAR-13, Run: 082, P, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 083, P, 8, 0, 0, 11, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-13, Run: 084, P, 7, 0, 0, 13, 0, 9, 2, 3, 2, 0, 5, 6, 2
INVAR-13, Run: 085, P, 8, 0, 0, 12, 0, 6, 3, 2, 3, 0, 5, 4, 3
INVAR-13, Run: 086, P, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 087, P, 4, 0, 0, 13, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-13, Run: 088, P, 8, 0, 0, 11, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-13, Run: 089, P, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 090, P, 4, 0, 0, 13, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-13, Run: 091, P, 5, 0, 0, 14, 0, 12, 1, 4, 1, 0, 6, 7, 1
INVAR-13, Run: 092, P, 4, 0, 0, 12, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-13, Run: 093, P, 9, 0, 0, 11, 0, 3, 4, 1, 4, 0, 5, 2, 4
INVAR-13, Run: 094, P, 3, 0, 0, 14, 0, 12, 1, 4, 1, 0, 8, 5, 1
INVAR-13, Run: 095, P, 5, 0, 0, 13, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-13, Run: 096, P, 9, 0, 0, 11, 0, 3, 4, 1, 4, 0, 5, 2, 4
INVAR-13, Run: 097, P, 6, 0, 0, 12, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-13, Run: 098, P, 7, 0, 0, 11, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-13, Run: 099, P, 3, 0, 0, 14, 0, 12, 1, 4, 1, 0, 8, 5, 1
INVAR-13, Run: 100, P, 5, 0, 0, 14, 0, 12, 1, 4, 1, 0, 6, 7, 1
INVAR-14, Run: 001, P, 60, 0, 0, 76, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-14, Run: 002, P, 55, 0, 0, 78, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-14, Run: 003, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 004, P, 51, 0, 0, 79, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-14, Run: 005, P, 55, 0, 0, 78, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-14, Run: 006, P, 56, 0, 0, 78, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-14, Run: 007, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-14, Run: 008, P, 57, 0, 0, 77, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-14, Run: 009, P, 60, 0, 0, 76, 0, 0, 5, 0, 5, 0, 5, 0, 5
INVAR-14, Run: 010, P, 57, 0, 0, 77, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-14, Run: 011, P, 55, 0, 0, 78, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-14, Run: 012, P, 57, 0, 0, 77, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-14, Run: 013, P, 54, 0, 0, 78, 0, 6, 3, 2, 3, 0, 9, 0, 3
