Input Number, Run_Number, Result@ 100, A2, F1, F2, A1, F1P, F2P, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 024, F, 25, 0, 0, 22, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-1, Run: 025, F, 29, 0, 0, 22, 0, 6, 3, 2, 2, 1, 7, 2, 3
INVAR-1, Run: 026, F, 23, 0, 0, 23, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-1, Run: 027, F, 25, 0, 0, 22, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-1, Run: 028, F, 22, 0, 0, 23, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-1, Run: 029, F, 22, 0, 0, 24, 0, 15, 0, 5, 0, 0, 11, 4, 0
INVAR-1, Run: 030, F, 27, 0, 0, 21, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-1, Run: 031, F, 25, 0, 0, 22, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-1, Run: 032, F, 25, 0, 0, 23, 0, 12, 1, 4, 1, 0, 9, 4, 1
INVAR-1, Run: 033, F, 28, 0, 0, 23, 0, 9, 2, 3, 1, 1, 7, 4, 2
INVAR-1, Run: 034, F, 28, 0, 0, 21, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-1, Run: 035, F, 22, 0, 0, 24, 0, 15, 0, 5, 0, 0, 11, 4, 0
INVAR-1, Run: 036, F, 29, 0, 0, 21, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-1, Run: 037, F, 26, 0, 0, 22, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-1, Run: 038, F, 28, 0, 0, 21, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-1, Run: 039, F, 28, 0, 0, 22, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-1, Run: 040, F, 23, 0, 0, 23, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-1, Run: 041, F, 21, 0, 0, 24, 0, 15, 0, 5, 0, 0, 12, 3, 0
INVAR-1, Run: 042, F, 27, 0, 0, 21, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-1, Run: 043, F, 24, 0, 0, 22, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-1, Run: 044, F, 30, 0, 0, 21, 0, 6, 3, 2, 3, 0, 6, 3, 3
INVAR-1, Run: 045, F, 25, 0, 0, 23, 0, 12, 1, 4, 1, 0, 9, 4, 1
INVAR-1, Run: 046, F, 26, 0, 0, 23, 0, 9, 2, 3, 1, 1, 9, 2, 2
INVAR-1, Run: 047, F, 27, 0, 0, 21, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-1, Run: 048, F, 22, 0, 0, 23, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-1, Run: 049, F, 27, 0, 0, 21, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-1, Run: 050, F, 25, 0, 0, 22, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-1, Run: 051, F, 27, 0, 0, 21, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-1, Run: 052, F, 26, 0, 0, 22, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-1, Run: 053, F, 26, 0, 0, 22, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-1, Run: 054, F, 28, 0, 0, 21, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-1, Run: 055, F, 30, 0, 0, 20, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-1, Run: 056, F, 27, 0, 0, 21, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-1, Run: 057, F, 28, 0, 0, 21, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-1, Run: 058, F, 29, 0, 0, 21, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-1, Run: 059, F, 27, 0, 0, 21, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-1, Run: 060, F, 27, 0, 0, 22, 0, 6, 3, 2, 2, 1, 9, 0, 3
INVAR-1, Run: 061, F, 27, 0, 0, 22, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-1, Run: 062, F, 26, 0, 0, 22, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-1, Run: 063, F, 28, 0, 0, 21, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-1, Run: 064, F, 22, 0, 0, 24, 0, 15, 0, 5, 0, 0, 11, 4, 0
INVAR-1, Run: 065, F, 30, 0, 0, 20, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-1, Run: 066, F, 31, 0, 0, 20, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-1, Run: 067, F, 23, 0, 0, 23, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-1, Run: 068, F, 25, 0, 0, 23, 0, 12, 1, 4, 1, 0, 9, 4, 1
INVAR-1, Run: 069, F, 24, 0, 0, 22, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-1, Run: 070, F, 27, 0, 0, 21, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-1, Run: 071, F, 25, 0, 0, 22, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-1, Run: 072, F, 23, 0, 0, 23, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-1, Run: 073, F, 22, 0, 0, 23, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-1, Run: 074, F, 31, 0, 0, 21, 0, 3, 4, 1, 3, 1, 6, 1, 4
INVAR-1, Run: 075, F, 24, 0, 0, 22, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-1, Run: 076, F, 28, 0, 0, 21, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-1, Run: 077, F, 30, 0, 0, 21, 0, 3, 4, 1, 3, 1, 7, 0, 4
INVAR-1, Run: 078, F, 27, 0, 0, 21, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-1, Run: 079, F, 26, 0, 0, 22, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-1, Run: 080, F, 27, 0, 0, 21, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-1, Run: 081, F, 24, 0, 0, 22, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-1, Run: 082, F, 25, 0, 0, 22, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-1, Run: 083, F, 28, 0, 0, 22, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-1, Run: 084, F, 26, 0, 0, 22, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-1, Run: 085, F, 27, 0, 0, 22, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-1, Run: 086, F, 22, 0, 0, 23, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-1, Run: 087, F, 28, 0, 0, 21, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-1, Run: 088, F, 27, 0, 0, 21, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-1, Run: 089, F, 27, 0, 0, 21, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-1, Run: 090, F, 27, 0, 0, 22, 0, 6, 3, 2, 2, 1, 9, 0, 3
INVAR-1, Run: 091, F, 28, 0, 0, 21, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-1, Run: 092, F, 30, 0, 0, 20, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-1, Run: 093, F, 26, 0, 0, 22, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-1, Run: 094, F, 26, 0, 0, 22, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-1, Run: 095, F, 25, 0, 0, 22, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-1, Run: 096, F, 23, 0, 0, 23, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-1, Run: 097, F, 30, 0, 0, 20, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-1, Run: 098, F, 23, 0, 0, 23, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-1, Run: 099, F, 30, 0, 0, 21, 0, 6, 3, 2, 3, 0, 6, 3, 3
INVAR-1, Run: 100, F, 25, 0, 0, 22, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-10, Run: 001, F, 7, 0, 0, 4, 0, 12, 1, 4, 1, 0, 7, 6, 1
INVAR-10, Run: 002, F, 7, 0, 0, 3, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-10, Run: 003, F, 5, 0, 0, 4, 0, 12, 1, 4, 1, 0, 9, 4, 1
INVAR-10, Run: 004, F, 4, 0, 0, 4, 0, 12, 1, 4, 1, 0, 10, 3, 1
INVAR-10, Run: 005, F, 6, 0, 0, 3, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-10, Run: 006, F, 6, 0, 0, 4, 0, 12, 1, 4, 1, 0, 8, 5, 1
INVAR-10, Run: 007, F, 7, 0, 0, 4, 0, 12, 1, 4, 1, 0, 7, 6, 1
INVAR-10, Run: 008, F, 8, 0, 0, 4, 0, 9, 2, 3, 1, 1, 7, 4, 2
INVAR-10, Run: 009, F, 6, 0, 0, 4, 0, 12, 1, 4, 1, 0, 8, 5, 1
INVAR-10, Run: 010, F, 8, 0, 0, 4, 0, 12, 1, 4, 1, 0, 6, 7, 1
INVAR-10, Run: 011, F, 6, 0, 0, 3, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-10, Run: 012, F, 5, 0, 0, 4, 0, 12, 1, 4, 1, 0, 9, 4, 1
INVAR-10, Run: 013, F, 9, 0, 0, 3, 0, 9, 2, 3, 2, 0, 6, 5, 2
INVAR-10, Run: 014, F, 3, 0, 0, 4, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-10, Run: 015, F, 6, 0, 0, 4, 0, 12, 1, 4, 1, 0, 8, 5, 1
INVAR-10, Run: 016, F, 5, 0, 0, 5, 0, 15, 0, 5, 0, 0, 8, 7, 0
INVAR-10, Run: 017, F, 11, 0, 0, 2, 0, 3, 4, 1, 3, 1, 6, 1, 4
INVAR-10, Run: 018, F, 5, 0, 0, 5, 0, 15, 0, 5, 0, 0, 8, 7, 0
INVAR-10, Run: 019, F, 7, 0, 0, 3, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-10, Run: 020, F, 7, 0, 0, 3, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-10, Run: 021, F, 8, 0, 0, 2, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-10, Run: 022, F, 7, 0, 0, 3, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-10, Run: 023, F, 6, 0, 0, 4, 0, 12, 1, 4, 1, 0, 8, 5, 1
INVAR-10, Run: 024, F, 10, 0, 0, 3, 0, 9, 2, 3, 2, 0, 5, 6, 2
INVAR-10, Run: 025, F, 7, 0, 0, 4, 0, 12, 1, 4, 1, 0, 7, 6, 1
INVAR-10, Run: 026, F, 8, 0, 0, 3, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-10, Run: 027, F, 11, 0, 0, 1, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-10, Run: 028, F, 8, 0, 0, 2, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-10, Run: 029, F, 4, 0, 0, 5, 0, 15, 0, 5, 0, 0, 9, 6, 0
INVAR-10, Run: 030, F, 4, 0, 0, 4, 0, 12, 1, 4, 1, 0, 10, 3, 1
INVAR-10, Run: 031, F, 7, 0, 0, 3, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-10, Run: 032, F, 4, 0, 0, 5, 0, 15, 0, 5, 0, 0, 9, 6, 0
INVAR-10, Run: 033, F, 9, 0, 0, 2, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-10, Run: 034, F, 8, 0, 0, 3, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-10, Run: 035, F, 7, 0, 0, 3, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-10, Run: 036, F, 3, 0, 0, 5, 0, 15, 0, 5, 0, 0, 10, 5, 0
INVAR-10, Run: 037, F, 8, 0, 0, 3, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-10, Run: 038, F, 10, 0, 0, 3, 0, 9, 2, 3, 2, 0, 5, 6, 2
INVAR-10, Run: 039, F, 5, 0, 0, 4, 0, 12, 1, 4, 1, 0, 9, 4, 1
INVAR-10, Run: 040, F, 6, 0, 0, 3, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-10, Run: 041, F, 4, 0, 0, 4, 0, 12, 1, 4, 1, 0, 10, 3, 1
INVAR-10, Run: 042, F, 6, 0, 0, 3, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-10, Run: 043, F, 5, 0, 0, 4, 0, 12, 1, 4, 1, 0, 9, 4, 1
INVAR-10, Run: 044, F, 5, 0, 0, 5, 0, 15, 0, 5, 0, 0, 8, 7, 0
INVAR-10, Run: 045, F, 6, 0, 0, 4, 0, 12, 1, 4, 1, 0, 8, 5, 1
INVAR-10, Run: 046, F, 12, 0, 0, 2, 0, 6, 3, 2, 3, 0, 4, 5, 3
INVAR-10, Run: 047, F, 2, 0, 0, 5, 0, 15, 0, 5, 0, 0, 11, 4, 0
INVAR-10, Run: 048, F, 9, 0, 0, 3, 0, 9, 2, 3, 2, 0, 6, 5, 2
INVAR-10, Run: 049, F, 6, 0, 0, 3, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-10, Run: 050, F, 4, 0, 0, 5, 0, 15, 0, 5, 0, 0, 9, 6, 0
INVAR-10, Run: 051, F, 5, 0, 0, 4, 0, 12, 1, 4, 1, 0, 9, 4, 1
INVAR-10, Run: 052, F, 8, 0, 0, 4, 0, 12, 1, 4, 1, 0, 6, 7, 1
INVAR-10, Run: 053, F, 3, 0, 0, 5, 0, 15, 0, 5, 0, 0, 10, 5, 0
INVAR-10, Run: 054, F, 8, 0, 0, 3, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-10, Run: 055, F, 3, 0, 0, 5, 0, 15, 0, 5, 0, 0, 10, 5, 0
INVAR-10, Run: 056, F, 8, 0, 0, 4, 0, 9, 2, 3, 1, 1, 7, 4, 2
INVAR-10, Run: 057, F, 4, 0, 0, 5, 0, 15, 0, 5, 0, 0, 9, 6, 0
INVAR-10, Run: 058, F, 8, 0, 0, 3, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-10, Run: 059, F, 7, 0, 0, 3, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-10, Run: 060, F, 9, 0, 0, 3, 0, 6, 3, 2, 2, 1, 7, 2, 3
INVAR-10, Run: 061, F, 9, 0, 0, 3, 0, 9, 2, 3, 2, 0, 6, 5, 2
INVAR-10, Run: 062, F, 7, 0, 0, 4, 0, 9, 2, 3, 1, 1, 8, 3, 2
INVAR-10, Run: 063, F, 8, 0, 0, 3, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-10, Run: 064, F, 8, 0, 0, 3, 0, 6, 3, 2, 2, 1, 8, 1, 3
INVAR-10, Run: 065, F, 5, 0, 0, 5, 0, 15, 0, 5, 0, 0, 8, 7, 0
INVAR-10, Run: 066, F, 2, 0, 0, 5, 0, 15, 0, 5, 0, 0, 11, 4, 0
INVAR-10, Run: 067, F, 5, 0, 0, 4, 0, 12, 1, 4, 1, 0, 9, 4, 1
INVAR-10, Run: 068, F, 3, 0, 0, 5, 0, 15, 0, 5, 0, 0, 10, 5, 0
INVAR-10, Run: 069, F, 9, 0, 0, 3, 0, 9, 2, 3, 2, 0, 6, 5, 2
INVAR-10, Run: 070, F, 4, 0, 0, 4, 0, 12, 1, 4, 1, 0, 10, 3, 1
INVAR-10, Run: 071, F, 2, 0, 0, 5, 0, 15, 0, 5, 0, 0, 11, 4, 0
INVAR-10, Run: 072, F, 8, 0, 0, 3, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-10, Run: 073, F, 5, 0, 0, 4, 0, 12, 1, 4, 1, 0, 9, 4, 1
INVAR-10, Run: 074, F, 5, 0, 0, 4, 0, 12, 1, 4, 1, 0, 9, 4, 1
INVAR-10, Run: 075, F, 5, 0, 0, 3, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-10, Run: 076, F, 4, 0, 0, 4, 0, 12, 1, 4, 1, 0, 10, 3, 1
INVAR-10, Run: 077, F, 5, 0, 0, 4, 0, 12, 1, 4, 1, 0, 9, 4, 1
INVAR-10, Run: 078, F, 4, 0, 0, 4, 0, 12, 1, 4, 1, 0, 10, 3, 1
INVAR-10, Run: 079, F, 7, 0, 0, 4, 0, 12, 1, 4, 1, 0, 7, 6, 1
INVAR-10, Run: 080, F, 5, 0, 0, 5, 0, 15, 0, 5, 0, 0, 8, 7, 0
INVAR-10, Run: 081, F, 7, 0, 0, 4, 0, 12, 1, 4, 1, 0, 7, 6, 1
INVAR-10, Run: 082, F, 6, 0, 0, 3, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-10, Run: 083, F, 4, 0, 0, 3, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-10, Run: 084, F, 3, 0, 0, 4, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-10, Run: 085, F, 7, 0, 0, 3, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-10, Run: 086, F, 3, 0, 0, 4, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-10, Run: 087, F, 9, 0, 0, 4, 0, 9, 2, 3, 1, 1, 6, 5, 2
INVAR-10, Run: 088, F, 8, 0, 0, 3, 0, 9, 2, 3, 2, 0, 7, 4, 2
INVAR-10, Run: 089, F, 7, 0, 0, 4, 0, 12, 1, 4, 1, 0, 7, 6, 1
INVAR-10, Run: 090, F, 8, 0, 0, 2, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-10, Run: 091, F, 8, 0, 0, 4, 0, 12, 1, 4, 1, 0, 6, 7, 1
INVAR-10, Run: 092, F, 7, 0, 0, 3, 0, 9, 2, 3, 2, 0, 8, 3, 2
INVAR-10, Run: 093, F, 9, 0, 0, 3, 0, 9, 2, 3, 2, 0, 6, 5, 2
INVAR-10, Run: 094, F, 3, 0, 0, 4, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-10, Run: 095, F, 10, 0, 0, 2, 0, 6, 3, 2, 3, 0, 6, 3, 3
INVAR-10, Run: 096, F, 5, 0, 0, 3, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-10, Run: 097, F, 2, 0, 0, 5, 0, 15, 0, 5, 0, 0, 11, 4, 0
INVAR-10, Run: 098, F, 10, 0, 0, 4, 0, 6, 3, 2, 1, 2, 6, 3, 3
INVAR-10, Run: 099, F, 9, 0, 0, 3, 0, 6, 3, 2, 2, 1, 7, 2, 3
INVAR-10, Run: 100, F, 4, 0, 0, 4, 0, 12, 1, 4, 1, 0, 10, 3, 1
INVAR-11, Run: 001, F, 72, 0, 0, 92, 0, 9, 2, 3, 1, 1, 11, 0, 2
INVAR-11, Run: 002, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 003, F, 73, 0, 0, 91, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-11, Run: 004, F, 73, 0, 0, 91, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-11, Run: 005, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 006, F, 73, 0, 0, 91, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-11, Run: 007, F, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 008, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 009, F, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 010, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 011, F, 69, 0, 0, 92, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-11, Run: 012, F, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 013, F, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 014, F, 70, 0, 0, 92, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-11, Run: 015, F, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-11, Run: 016, F, 67, 0, 0, 93, 0, 15, 0, 5, 0, 0, 14, 1, 0
INVAR-11, Run: 017, F, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 018, F, 79, 0, 0, 89, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-11, Run: 019, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 020, F, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 021, F, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-11, Run: 022, F, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-11, Run: 023, F, 76, 0, 0, 90, 0, 6, 3, 2, 3, 0, 8, 1, 3
INVAR-11, Run: 024, F, 69, 0, 0, 92, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-11, Run: 025, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 026, F, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 027, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 028, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 029, F, 69, 0, 0, 92, 0, 12, 1, 4, 1, 0, 13, 0, 1
INVAR-11, Run: 030, F, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 031, F, 78, 0, 0, 90, 0, 3, 4, 1, 3, 1, 7, 0, 4
INVAR-11, Run: 032, F, 70, 0, 0, 92, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-11, Run: 033, F, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 034, F, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 035, F, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 036, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 037, F, 74, 0, 0, 91, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-11, Run: 038, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 039, F, 73, 0, 0, 91, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-11, Run: 040, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 041, F, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 042, F, 74, 0, 0, 91, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-11, Run: 043, F, 71, 0, 0, 92, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-11, Run: 044, F, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 045, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 046, F, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
INVAR-11, Run: 047, F, 75, 0, 0, 90, 0, 6, 3, 2, 3, 0, 9, 0, 3
INVAR-11, Run: 048, F, 74, 0, 0, 91, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-11, Run: 049, F, 79, 0, 0, 89, 0, 3, 4, 1, 4, 0, 6, 1, 4
INVAR-11, Run: 050, F, 74, 0, 0, 91, 0, 9, 2, 3, 2, 0, 9, 2, 2
INVAR-11, Run: 051, F, 77, 0, 0, 90, 0, 6, 3, 2, 3, 0, 7, 2, 3
INVAR-11, Run: 052, F, 73, 0, 0, 91, 0, 9, 2, 3, 2, 0, 10, 1, 2
INVAR-11, Run: 053, F, 70, 0, 0, 92, 0, 12, 1, 4, 1, 0, 12, 1, 1
INVAR-11, Run: 054, F, 71, 0, 0, 92, 0, 12, 1, 4, 1, 0, 11, 2, 1
INVAR-11, Run: 055, F, 72, 0, 0, 91, 0, 9, 2, 3, 2, 0, 11, 0, 2
INVAR-11, Run: 056, F, 78, 0, 0, 89, 0, 3, 4, 1, 4, 0, 7, 0, 4
