Input Number, Run_Number, Result@ 100, X, Y, Z, XP, YP, NEW_REACTION, Reaction1, Reaction2, Reaction3
INVAR-19, Run: 008, F, 0, 0, 35, 9, 0, 13, 22, 13, 13
INVAR-19, Run: 009, F, 0, 0, 38, 0, 3, 19, 16, 19, 16
INVAR-19, Run: 010, F, 0, 0, 35, 3, 0, 16, 19, 16, 16
INVAR-19, Run: 011, F, 0, 0, 40, 0, 5, 20, 15, 20, 15
INVAR-19, Run: 012, F, 0, 0, 35, 3, 0, 16, 19, 16, 16
INVAR-19, Run: 013, F, 0, 0, 35, 1, 0, 17, 18, 17, 17
INVAR-19, Run: 014, F, 0, 0, 35, 3, 0, 16, 19, 16, 16
INVAR-19, Run: 015, F, 0, 0, 36, 0, 1, 18, 17, 18, 17
INVAR-19, Run: 016, F, 0, 0, 40, 0, 5, 20, 15, 20, 15
INVAR-19, Run: 017, F, 0, 0, 35, 7, 0, 14, 21, 14, 14
INVAR-19, Run: 018, F, 0, 0, 35, 1, 0, 17, 18, 17, 17
INVAR-19, Run: 019, F, 0, 0, 42, 0, 7, 21, 14, 21, 14
INVAR-19, Run: 020, F, 0, 0, 35, 9, 0, 13, 22, 13, 13
INVAR-19, Run: 021, F, 0, 0, 36, 0, 1, 18, 17, 18, 17
INVAR-19, Run: 022, F, 0, 0, 35, 17, 0, 9, 26, 9, 9
INVAR-19, Run: 023, F, 0, 0, 35, 1, 0, 17, 18, 17, 17
INVAR-19, Run: 024, F, 0, 0, 35, 7, 0, 14, 21, 14, 14
INVAR-19, Run: 025, F, 0, 0, 42, 0, 7, 21, 14, 21, 14
INVAR-19, Run: 026, F, 0, 0, 42, 0, 7, 21, 14, 21, 14
INVAR-19, Run: 027, F, 0, 0, 36, 0, 1, 18, 17, 18, 17
INVAR-19, Run: 028, F, 0, 0, 42, 0, 7, 21, 14, 21, 14
INVAR-19, Run: 029, F, 0, 0, 40, 0, 5, 20, 15, 20, 15
INVAR-19, Run: 030, F, 0, 0, 35, 9, 0, 13, 22, 13, 13
INVAR-19, Run: 031, F, 0, 0, 35, 1, 0, 17, 18, 17, 17
INVAR-19, Run: 032, F, 0, 0, 42, 0, 7, 21, 14, 21, 14
INVAR-19, Run: 033, F, 0, 0, 35, 3, 0, 16, 19, 16, 16
INVAR-19, Run: 034, F, 0, 0, 35, 5, 0, 15, 20, 15, 15
INVAR-19, Run: 035, F, 0, 0, 35, 3, 0, 16, 19, 16, 16
INVAR-19, Run: 036, F, 0, 0, 35, 11, 0, 12, 23, 12, 12
INVAR-19, Run: 037, F, 0, 0, 38, 0, 3, 19, 16, 19, 16
INVAR-19, Run: 038, F, 0, 0, 36, 0, 1, 18, 17, 18, 17
INVAR-19, Run: 039, F, 0, 0, 35, 1, 0, 17, 18, 17, 17
INVAR-19, Run: 040, F, 0, 0, 35, 11, 0, 12, 23, 12, 12
INVAR-19, Run: 041, F, 0, 0, 38, 0, 3, 19, 16, 19, 16
INVAR-19, Run: 042, F, 0, 0, 35, 3, 0, 16, 19, 16, 16
INVAR-19, Run: 043, F, 0, 0, 35, 5, 0, 15, 20, 15, 15
INVAR-19, Run: 044, F, 0, 0, 38, 0, 3, 19, 16, 19, 16
INVAR-19, Run: 045, F, 0, 0, 35, 7, 0, 14, 21, 14, 14
INVAR-19, Run: 046, F, 0, 0, 44, 0, 9, 22, 13, 22, 13
INVAR-19, Run: 047, F, 0, 0, 42, 0, 7, 21, 14, 21, 14
INVAR-19, Run: 048, F, 0, 0, 35, 3, 0, 16, 19, 16, 16
INVAR-19, Run: 049, F, 0, 0, 35, 7, 0, 14, 21, 14, 14
INVAR-19, Run: 050, F, 0, 0, 42, 0, 7, 21, 14, 21, 14
INVAR-19, Run: 051, F, 0, 0, 35, 1, 0, 17, 18, 17, 17
INVAR-19, Run: 052, F, 0, 0, 35, 7, 0, 14, 21, 14, 14
INVAR-19, Run: 053, F, 0, 0, 35, 1, 0, 17, 18, 17, 17
INVAR-19, Run: 054, F, 0, 0, 35, 3, 0, 16, 19, 16, 16
INVAR-19, Run: 055, F, 0, 0, 36, 0, 1, 18, 17, 18, 17
INVAR-19, Run: 056, F, 0, 0, 35, 5, 0, 15, 20, 15, 15
INVAR-19, Run: 057, F, 0, 0, 35, 3, 0, 16, 19, 16, 16
INVAR-19, Run: 058, F, 0, 0, 38, 0, 3, 19, 16, 19, 16
INVAR-19, Run: 059, F, 0, 0, 38, 0, 3, 19, 16, 19, 16
INVAR-19, Run: 060, F, 0, 0, 35, 7, 0, 14, 21, 14, 14
INVAR-19, Run: 061, F, 0, 0, 36, 0, 1, 18, 17, 18, 17
INVAR-19, Run: 062, F, 0, 0, 40, 0, 5, 20, 15, 20, 15
INVAR-19, Run: 063, F, 0, 0, 40, 0, 5, 20, 15, 20, 15
INVAR-19, Run: 064, F, 0, 0, 35, 7, 0, 14, 21, 14, 14
INVAR-19, Run: 065, F, 0, 0, 35, 1, 0, 17, 18, 17, 17
INVAR-19, Run: 066, F, 0, 0, 35, 9, 0, 13, 22, 13, 13
INVAR-19, Run: 067, F, 0, 0, 36, 0, 1, 18, 17, 18, 17
INVAR-19, Run: 068, F, 0, 0, 35, 5, 0, 15, 20, 15, 15
INVAR-19, Run: 069, F, 0, 0, 35, 11, 0, 12, 23, 12, 12
INVAR-19, Run: 070, F, 0, 0, 35, 19, 0, 8, 27, 8, 8
INVAR-19, Run: 071, F, 0, 0, 35, 9, 0, 13, 22, 13, 13
INVAR-19, Run: 072, F, 0, 0, 35, 5, 0, 15, 20, 15, 15
INVAR-19, Run: 073, F, 0, 0, 48, 0, 13, 24, 11, 24, 11
INVAR-19, Run: 074, F, 0, 0, 35, 1, 0, 17, 18, 17, 17
INVAR-19, Run: 075, F, 0, 0, 40, 0, 5, 20, 15, 20, 15
INVAR-19, Run: 076, F, 0, 0, 35, 1, 0, 17, 18, 17, 17
INVAR-19, Run: 077, F, 0, 0, 56, 0, 21, 28, 7, 28, 7
INVAR-19, Run: 078, F, 0, 0, 35, 11, 0, 12, 23, 12, 12
INVAR-19, Run: 079, F, 0, 0, 36, 0, 1, 18, 17, 18, 17
INVAR-19, Run: 080, F, 0, 0, 40, 0, 5, 20, 15, 20, 15
INVAR-19, Run: 081, F, 0, 0, 38, 0, 3, 19, 16, 19, 16
INVAR-19, Run: 082, F, 0, 0, 35, 1, 0, 17, 18, 17, 17
INVAR-19, Run: 083, F, 0, 0, 35, 3, 0, 16, 19, 16, 16
INVAR-19, Run: 084, F, 0, 0, 38, 0, 3, 19, 16, 19, 16
INVAR-19, Run: 085, F, 0, 0, 38, 0, 3, 19, 16, 19, 16
INVAR-19, Run: 086, F, 0, 0, 35, 5, 0, 15, 20, 15, 15
INVAR-19, Run: 087, F, 0, 0, 35, 5, 0, 15, 20, 15, 15
INVAR-19, Run: 088, F, 0, 0, 35, 11, 0, 12, 23, 12, 12
INVAR-19, Run: 089, F, 0, 0, 38, 0, 3, 19, 16, 19, 16
INVAR-19, Run: 090, F, 0, 0, 35, 13, 0, 11, 24, 11, 11
INVAR-19, Run: 091, F, 0, 0, 40, 0, 5, 20, 15, 20, 15
INVAR-19, Run: 092, F, 0, 0, 35, 3, 0, 16, 19, 16, 16
INVAR-19, Run: 093, F, 0, 0, 35, 3, 0, 16, 19, 16, 16
INVAR-19, Run: 094, F, 0, 0, 35, 3, 0, 16, 19, 16, 16
INVAR-19, Run: 095, F, 0, 0, 35, 5, 0, 15, 20, 15, 15
INVAR-19, Run: 096, F, 0, 0, 44, 0, 9, 22, 13, 22, 13
INVAR-19, Run: 097, F, 0, 0, 42, 0, 7, 21, 14, 21, 14
INVAR-19, Run: 098, F, 0, 0, 40, 0, 5, 20, 15, 20, 15
INVAR-19, Run: 099, F, 0, 0, 38, 0, 3, 19, 16, 19, 16
INVAR-19, Run: 100, F, 0, 0, 48, 0, 13, 24, 11, 24, 11
INVAR-2, Run: 001, F, 0, 0, 130, 0, 70, 31, 29, 99, 29
INVAR-2, Run: 002, F, 0, 0, 124, 0, 64, 28, 32, 96, 32
INVAR-2, Run: 003, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 004, F, 0, 0, 134, 0, 74, 33, 27, 101, 27
INVAR-2, Run: 005, F, 0, 0, 120, 0, 60, 26, 34, 94, 34
INVAR-2, Run: 006, F, 0, 0, 138, 0, 78, 35, 25, 103, 25
INVAR-2, Run: 007, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 008, F, 0, 0, 138, 0, 78, 35, 25, 103, 25
INVAR-2, Run: 009, F, 0, 0, 128, 0, 68, 30, 30, 98, 30
INVAR-2, Run: 010, F, 0, 0, 128, 0, 68, 30, 30, 98, 30
INVAR-2, Run: 011, F, 0, 0, 140, 0, 80, 36, 24, 104, 24
INVAR-2, Run: 012, F, 0, 0, 106, 0, 46, 19, 41, 87, 41
INVAR-2, Run: 013, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 014, F, 0, 0, 130, 0, 70, 31, 29, 99, 29
INVAR-2, Run: 015, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 016, F, 0, 0, 130, 0, 70, 31, 29, 99, 29
INVAR-2, Run: 017, F, 0, 0, 116, 0, 56, 24, 36, 92, 36
INVAR-2, Run: 018, F, 0, 0, 144, 0, 84, 38, 22, 106, 22
INVAR-2, Run: 019, F, 0, 0, 138, 0, 78, 35, 25, 103, 25
INVAR-2, Run: 020, F, 0, 0, 124, 0, 64, 28, 32, 96, 32
INVAR-2, Run: 021, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 022, F, 0, 0, 130, 0, 70, 31, 29, 99, 29
INVAR-2, Run: 023, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 024, F, 0, 0, 126, 0, 66, 29, 31, 97, 31
INVAR-2, Run: 025, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 026, F, 0, 0, 124, 0, 64, 28, 32, 96, 32
INVAR-2, Run: 027, F, 0, 0, 124, 0, 64, 28, 32, 96, 32
INVAR-2, Run: 028, F, 0, 0, 128, 0, 68, 30, 30, 98, 30
INVAR-2, Run: 029, F, 0, 0, 138, 0, 78, 35, 25, 103, 25
INVAR-2, Run: 030, F, 0, 0, 124, 0, 64, 28, 32, 96, 32
INVAR-2, Run: 031, F, 0, 0, 124, 0, 64, 28, 32, 96, 32
INVAR-2, Run: 032, F, 0, 0, 122, 0, 62, 27, 33, 95, 33
INVAR-2, Run: 033, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 034, F, 0, 0, 138, 0, 78, 35, 25, 103, 25
INVAR-2, Run: 035, F, 0, 0, 122, 0, 62, 27, 33, 95, 33
INVAR-2, Run: 036, F, 0, 0, 124, 0, 64, 28, 32, 96, 32
INVAR-2, Run: 037, F, 0, 0, 122, 0, 62, 27, 33, 95, 33
INVAR-2, Run: 038, F, 0, 0, 122, 0, 62, 27, 33, 95, 33
INVAR-2, Run: 039, F, 0, 0, 118, 0, 58, 25, 35, 93, 35
INVAR-2, Run: 040, F, 0, 0, 130, 0, 70, 31, 29, 99, 29
INVAR-2, Run: 041, F, 0, 0, 134, 0, 74, 33, 27, 101, 27
INVAR-2, Run: 042, F, 0, 0, 116, 0, 56, 24, 36, 92, 36
INVAR-2, Run: 043, F, 0, 0, 128, 0, 68, 30, 30, 98, 30
INVAR-2, Run: 044, F, 0, 0, 120, 0, 60, 26, 34, 94, 34
INVAR-2, Run: 045, F, 0, 0, 128, 0, 68, 30, 30, 98, 30
INVAR-2, Run: 046, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 047, F, 0, 0, 126, 0, 66, 29, 31, 97, 31
INVAR-2, Run: 048, F, 0, 0, 126, 0, 66, 29, 31, 97, 31
INVAR-2, Run: 049, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 050, F, 0, 0, 138, 0, 78, 35, 25, 103, 25
INVAR-2, Run: 051, F, 0, 0, 124, 0, 64, 28, 32, 96, 32
INVAR-2, Run: 052, F, 0, 0, 128, 0, 68, 30, 30, 98, 30
INVAR-2, Run: 053, F, 0, 0, 142, 0, 82, 37, 23, 105, 23
INVAR-2, Run: 054, F, 0, 0, 138, 0, 78, 35, 25, 103, 25
INVAR-2, Run: 055, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 056, F, 0, 0, 122, 0, 62, 27, 33, 95, 33
INVAR-2, Run: 057, F, 0, 0, 120, 0, 60, 26, 34, 94, 34
INVAR-2, Run: 058, F, 0, 0, 138, 0, 78, 35, 25, 103, 25
INVAR-2, Run: 059, F, 0, 0, 112, 0, 52, 22, 38, 90, 38
INVAR-2, Run: 060, F, 0, 0, 128, 0, 68, 30, 30, 98, 30
INVAR-2, Run: 061, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 062, F, 0, 0, 126, 0, 66, 29, 31, 97, 31
INVAR-2, Run: 063, F, 0, 0, 138, 0, 78, 35, 25, 103, 25
INVAR-2, Run: 064, F, 0, 0, 114, 0, 54, 23, 37, 91, 37
INVAR-2, Run: 065, F, 0, 0, 136, 0, 76, 34, 26, 102, 26
INVAR-2, Run: 066, F, 0, 0, 126, 0, 66, 29, 31, 97, 31
INVAR-2, Run: 067, F, 0, 0, 134, 0, 74, 33, 27, 101, 27
INVAR-2, Run: 068, F, 0, 0, 150, 0, 90, 41, 19, 109, 19
INVAR-2, Run: 069, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 070, F, 0, 0, 122, 0, 62, 27, 33, 95, 33
INVAR-2, Run: 071, F, 0, 0, 126, 0, 66, 29, 31, 97, 31
INVAR-2, Run: 072, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 073, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 074, F, 0, 0, 120, 0, 60, 26, 34, 94, 34
INVAR-2, Run: 075, F, 0, 0, 116, 0, 56, 24, 36, 92, 36
INVAR-2, Run: 076, F, 0, 0, 120, 0, 60, 26, 34, 94, 34
INVAR-2, Run: 077, F, 0, 0, 130, 0, 70, 31, 29, 99, 29
INVAR-2, Run: 078, F, 0, 0, 118, 0, 58, 25, 35, 93, 35
INVAR-2, Run: 079, F, 0, 0, 118, 0, 58, 25, 35, 93, 35
INVAR-2, Run: 080, F, 0, 0, 126, 0, 66, 29, 31, 97, 31
INVAR-2, Run: 081, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 082, F, 0, 0, 134, 0, 74, 33, 27, 101, 27
INVAR-2, Run: 083, F, 0, 0, 122, 0, 62, 27, 33, 95, 33
INVAR-2, Run: 084, F, 0, 0, 128, 0, 68, 30, 30, 98, 30
INVAR-2, Run: 085, F, 0, 0, 118, 0, 58, 25, 35, 93, 35
INVAR-2, Run: 086, F, 0, 0, 126, 0, 66, 29, 31, 97, 31
INVAR-2, Run: 087, F, 0, 0, 118, 0, 58, 25, 35, 93, 35
INVAR-2, Run: 088, F, 0, 0, 136, 0, 76, 34, 26, 102, 26
INVAR-2, Run: 089, F, 0, 0, 122, 0, 62, 27, 33, 95, 33
INVAR-2, Run: 090, F, 0, 0, 128, 0, 68, 30, 30, 98, 30
INVAR-2, Run: 091, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 092, F, 0, 0, 108, 0, 48, 20, 40, 88, 40
INVAR-2, Run: 093, F, 0, 0, 132, 0, 72, 32, 28, 100, 28
INVAR-2, Run: 094, F, 0, 0, 126, 0, 66, 29, 31, 97, 31
INVAR-2, Run: 095, F, 0, 0, 126, 0, 66, 29, 31, 97, 31
INVAR-2, Run: 096, F, 0, 0, 134, 0, 74, 33, 27, 101, 27
INVAR-2, Run: 097, F, 0, 0, 128, 0, 68, 30, 30, 98, 30
INVAR-2, Run: 098, F, 0, 0, 124, 0, 64, 28, 32, 96, 32
INVAR-2, Run: 099, F, 0, 0, 118, 0, 58, 25, 35, 93, 35
INVAR-2, Run: 100, F, 0, 0, 134, 0, 74, 33, 27, 101, 27
INVAR-20, Run: 001, F, 0, 0, 96, 0, 5, 48, 43, 48, 43
INVAR-20, Run: 002, F, 0, 0, 96, 0, 5, 48, 43, 48, 43
INVAR-20, Run: 003, F, 0, 0, 92, 0, 1, 46, 45, 46, 45
INVAR-20, Run: 004, F, 0, 0, 98, 0, 7, 49, 42, 49, 42
INVAR-20, Run: 005, F, 0, 0, 94, 0, 3, 47, 44, 47, 44
INVAR-20, Run: 006, F, 0, 0, 100, 0, 9, 50, 41, 50, 41
INVAR-20, Run: 007, F, 0, 0, 100, 0, 9, 50, 41, 50, 41
INVAR-20, Run: 008, F, 0, 0, 94, 0, 3, 47, 44, 47, 44
INVAR-20, Run: 009, F, 0, 0, 91, 7, 0, 42, 49, 42, 42
INVAR-20, Run: 010, F, 0, 0, 98, 0, 7, 49, 42, 49, 42
INVAR-20, Run: 011, F, 0, 0, 91, 5, 0, 43, 48, 43, 43
INVAR-20, Run: 012, F, 0, 0, 91, 1, 0, 45, 46, 45, 45
INVAR-20, Run: 013, F, 0, 0, 91, 5, 0, 43, 48, 43, 43
INVAR-20, Run: 014, F, 0, 0, 91, 9, 0, 41, 50, 41, 41
INVAR-20, Run: 015, F, 0, 0, 91, 1, 0, 45, 46, 45, 45
INVAR-20, Run: 016, F, 0, 0, 102, 0, 11, 51, 40, 51, 40
INVAR-20, Run: 017, F, 0, 0, 91, 19, 0, 36, 55, 36, 36
INVAR-20, Run: 018, F, 0, 0, 91, 3, 0, 44, 47, 44, 44
INVAR-20, Run: 019, F, 0, 0, 110, 0, 19, 55, 36, 55, 36
INVAR-20, Run: 020, F, 0, 0, 91, 1, 0, 45, 46, 45, 45
INVAR-20, Run: 021, F, 0, 0, 96, 0, 5, 48, 43, 48, 43
INVAR-20, Run: 022, F, 0, 0, 96, 0, 5, 48, 43, 48, 43
INVAR-20, Run: 023, F, 0, 0, 92, 0, 1, 46, 45, 46, 45
INVAR-20, Run: 024, F, 0, 0, 91, 7, 0, 42, 49, 42, 42
INVAR-20, Run: 025, F, 0, 0, 92, 0, 1, 46, 45, 46, 45
INVAR-20, Run: 026, F, 0, 0, 94, 0, 3, 47, 44, 47, 44
INVAR-20, Run: 027, F, 0, 0, 96, 0, 5, 48, 43, 48, 43
INVAR-20, Run: 028, F, 0, 0, 91, 7, 0, 42, 49, 42, 42
INVAR-20, Run: 029, F, 0, 0, 91, 7, 0, 42, 49, 42, 42
INVAR-20, Run: 030, F, 0, 0, 91, 5, 0, 43, 48, 43, 43
INVAR-20, Run: 031, F, 0, 0, 91, 7, 0, 42, 49, 42, 42
INVAR-20, Run: 032, F, 0, 0, 91, 13, 0, 39, 52, 39, 39
INVAR-20, Run: 033, F, 0, 0, 91, 7, 0, 42, 49, 42, 42
INVAR-20, Run: 034, F, 0, 0, 102, 0, 11, 51, 40, 51, 40
INVAR-20, Run: 035, F, 0, 0, 91, 11, 0, 40, 51, 40, 40
INVAR-20, Run: 036, F, 0, 0, 91, 1, 0, 45, 46, 45, 45
INVAR-20, Run: 037, F, 0, 0, 91, 11, 0, 40, 51, 40, 40
INVAR-20, Run: 038, F, 0, 0, 91, 11, 0, 40, 51, 40, 40
INVAR-20, Run: 039, F, 0, 0, 91, 1, 0, 45, 46, 45, 45
INVAR-20, Run: 040, F, 0, 0, 91, 9, 0, 41, 50, 41, 41
INVAR-20, Run: 041, F, 0, 0, 91, 11, 0, 40, 51, 40, 40
INVAR-20, Run: 042, F, 0, 0, 91, 5, 0, 43, 48, 43, 43
INVAR-20, Run: 043, F, 0, 0, 91, 15, 0, 38, 53, 38, 38
INVAR-20, Run: 044, F, 0, 0, 106, 0, 15, 53, 38, 53, 38
INVAR-20, Run: 045, F, 0, 0, 91, 11, 0, 40, 51, 40, 40
INVAR-20, Run: 046, F, 0, 0, 91, 9, 0, 41, 50, 41, 41
INVAR-20, Run: 047, F, 0, 0, 100, 0, 9, 50, 41, 50, 41
INVAR-20, Run: 048, F, 0, 0, 91, 13, 0, 39, 52, 39, 39
INVAR-20, Run: 049, F, 0, 0, 94, 0, 3, 47, 44, 47, 44
INVAR-20, Run: 050, F, 0, 0, 91, 17, 0, 37, 54, 37, 37
INVAR-20, Run: 051, F, 0, 0, 91, 15, 0, 38, 53, 38, 38
INVAR-20, Run: 052, F, 0, 0, 92, 0, 1, 46, 45, 46, 45
INVAR-20, Run: 053, F, 0, 0, 94, 0, 3, 47, 44, 47, 44
INVAR-20, Run: 054, F, 0, 0, 96, 0, 5, 48, 43, 48, 43
INVAR-20, Run: 055, F, 0, 0, 96, 0, 5, 48, 43, 48, 43
INVAR-20, Run: 056, F, 0, 0, 91, 25, 0, 33, 58, 33, 33
INVAR-20, Run: 057, F, 0, 0, 96, 0, 5, 48, 43, 48, 43
INVAR-20, Run: 058, F, 0, 0, 92, 0, 1, 46, 45, 46, 45
INVAR-20, Run: 059, F, 0, 0, 102, 0, 11, 51, 40, 51, 40
INVAR-20, Run: 060, F, 0, 0, 91, 3, 0, 44, 47, 44, 44
INVAR-20, Run: 061, F, 0, 0, 91, 11, 0, 40, 51, 40, 40
INVAR-20, Run: 062, F, 0, 0, 98, 0, 7, 49, 42, 49, 42
INVAR-20, Run: 063, F, 0, 0, 96, 0, 5, 48, 43, 48, 43
INVAR-20, Run: 064, F, 0, 0, 102, 0, 11, 51, 40, 51, 40
INVAR-20, Run: 065, F, 0, 0, 91, 7, 0, 42, 49, 42, 42
INVAR-20, Run: 066, F, 0, 0, 91, 3, 0, 44, 47, 44, 44
INVAR-20, Run: 067, F, 0, 0, 91, 7, 0, 42, 49, 42, 42
INVAR-20, Run: 068, F, 0, 0, 108, 0, 17, 54, 37, 54, 37
INVAR-20, Run: 069, F, 0, 0, 92, 0, 1, 46, 45, 46, 45
INVAR-20, Run: 070, F, 0, 0, 96, 0, 5, 48, 43, 48, 43
INVAR-20, Run: 071, F, 0, 0, 92, 0, 1, 46, 45, 46, 45
INVAR-20, Run: 072, F, 0, 0, 91, 7, 0, 42, 49, 42, 42
INVAR-20, Run: 073, F, 0, 0, 92, 0, 1, 46, 45, 46, 45
INVAR-20, Run: 074, F, 0, 0, 91, 5, 0, 43, 48, 43, 43
INVAR-20, Run: 075, F, 0, 0, 94, 0, 3, 47, 44, 47, 44
INVAR-20, Run: 076, F, 0, 0, 94, 0, 3, 47, 44, 47, 44
INVAR-20, Run: 077, F, 0, 0, 91, 19, 0, 36, 55, 36, 36
INVAR-20, Run: 078, F, 0, 0, 91, 7, 0, 42, 49, 42, 42
INVAR-20, Run: 079, F, 0, 0, 96, 0, 5, 48, 43, 48, 43
INVAR-20, Run: 080, F, 0, 0, 91, 11, 0, 40, 51, 40, 40
INVAR-20, Run: 081, F, 0, 0, 91, 5, 0, 43, 48, 43, 43
INVAR-20, Run: 082, F, 0, 0, 91, 11, 0, 40, 51, 40, 40
INVAR-20, Run: 083, F, 0, 0, 91, 5, 0, 43, 48, 43, 43
INVAR-20, Run: 084, F, 0, 0, 94, 0, 3, 47, 44, 47, 44
INVAR-20, Run: 085, F, 0, 0, 91, 9, 0, 41, 50, 41, 41
INVAR-20, Run: 086, F, 0, 0, 91, 11, 0, 40, 51, 40, 40
INVAR-20, Run: 087, F, 0, 0, 91, 7, 0, 42, 49, 42, 42
INVAR-20, Run: 088, F, 0, 0, 92, 0, 1, 46, 45, 46, 45
INVAR-20, Run: 089, F, 0, 0, 98, 0, 7, 49, 42, 49, 42
INVAR-20, Run: 090, F, 0, 0, 91, 5, 0, 43, 48, 43, 43
INVAR-20, Run: 091, F, 0, 0, 98, 0, 7, 49, 42, 49, 42
INVAR-20, Run: 092, F, 0, 0, 98, 0, 7, 49, 42, 49, 42
INVAR-20, Run: 093, F, 0, 0, 106, 0, 15, 53, 38, 53, 38
INVAR-20, Run: 094, F, 0, 0, 92, 0, 1, 46, 45, 46, 45
INVAR-20, Run: 095, F, 0, 0, 91, 3, 0, 44, 47, 44, 44
INVAR-20, Run: 096, F, 0, 0, 91, 3, 0, 44, 47, 44, 44
INVAR-20, Run: 097, F, 0, 0, 100, 0, 9, 50, 41, 50, 41
INVAR-20, Run: 098, F, 0, 0, 98, 0, 7, 49, 42, 49, 42
INVAR-20, Run: 099, F, 0, 0, 91, 5, 0, 43, 48, 43, 43
INVAR-20, Run: 100, F, 0, 0, 118, 0, 27, 59, 32, 59, 32
INVAR-21, Run: 001, F, 0, 0, 140, 0, 7, 70, 63, 70, 63
INVAR-21, Run: 002, F, 0, 0, 136, 0, 3, 68, 65, 68, 65
INVAR-21, Run: 003, F, 0, 0, 133, 3, 0, 65, 68, 65, 65
INVAR-21, Run: 004, F, 0, 0, 150, 0, 17, 75, 58, 75, 58
INVAR-21, Run: 005, F, 0, 0, 133, 13, 0, 60, 73, 60, 60
INVAR-21, Run: 006, F, 0, 0, 133, 11, 0, 61, 72, 61, 61
INVAR-21, Run: 007, F, 0, 0, 133, 5, 0, 64, 69, 64, 64
INVAR-21, Run: 008, F, 0, 0, 134, 0, 1, 67, 66, 67, 66
INVAR-21, Run: 009, F, 0, 0, 148, 0, 15, 74, 59, 74, 59
INVAR-21, Run: 010, F, 0, 0, 133, 15, 0, 59, 74, 59, 59
INVAR-21, Run: 011, F, 0, 0, 148, 0, 15, 74, 59, 74, 59
INVAR-21, Run: 012, F, 0, 0, 133, 9, 0, 62, 71, 62, 62
INVAR-21, Run: 013, F, 0, 0, 154, 0, 21, 77, 56, 77, 56
INVAR-21, Run: 014, F, 0, 0, 133, 13, 0, 60, 73, 60, 60
INVAR-21, Run: 015, F, 0, 0, 133, 19, 0, 57, 76, 57, 57
INVAR-21, Run: 016, F, 0, 0, 136, 0, 3, 68, 65, 68, 65
INVAR-21, Run: 017, F, 0, 0, 133, 3, 0, 65, 68, 65, 65
INVAR-21, Run: 018, F, 0, 0, 134, 0, 1, 67, 66, 67, 66
INVAR-21, Run: 019, F, 0, 0, 158, 0, 25, 79, 54, 79, 54
INVAR-21, Run: 020, F, 0, 0, 133, 1, 0, 66, 67, 66, 66
INVAR-21, Run: 021, F, 0, 0, 140, 0, 7, 70, 63, 70, 63
INVAR-21, Run: 022, F, 0, 0, 133, 7, 0, 63, 70, 63, 63
INVAR-21, Run: 023, F, 0, 0, 144, 0, 11, 72, 61, 72, 61
INVAR-21, Run: 024, F, 0, 0, 133, 1, 0, 66, 67, 66, 66
INVAR-21, Run: 025, F, 0, 0, 133, 25, 0, 54, 79, 54, 54
INVAR-21, Run: 026, F, 0, 0, 133, 7, 0, 63, 70, 63, 63
INVAR-21, Run: 027, F, 0, 0, 133, 1, 0, 66, 67, 66, 66
INVAR-21, Run: 028, F, 0, 0, 136, 0, 3, 68, 65, 68, 65
INVAR-21, Run: 029, F, 0, 0, 144, 0, 11, 72, 61, 72, 61
INVAR-21, Run: 030, F, 0, 0, 146, 0, 13, 73, 60, 73, 60
INVAR-21, Run: 031, F, 0, 0, 134, 0, 1, 67, 66, 67, 66
INVAR-21, Run: 032, F, 0, 0, 148, 0, 15, 74, 59, 74, 59
INVAR-21, Run: 033, F, 0, 0, 133, 15, 0, 59, 74, 59, 59
INVAR-21, Run: 034, F, 0, 0, 136, 0, 3, 68, 65, 68, 65
INVAR-21, Run: 035, F, 0, 0, 133, 7, 0, 63, 70, 63, 63
INVAR-21, Run: 036, F, 0, 0, 144, 0, 11, 72, 61, 72, 61
INVAR-21, Run: 037, F, 0, 0, 133, 3, 0, 65, 68, 65, 65
INVAR-21, Run: 038, F, 0, 0, 133, 13, 0, 60, 73, 60, 60
