Input Number, Run_Number, Result@ 100, X, V, Y, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-10, Run: 051, F, 1, 9, 0, 13, 16, 2, 877, 22
INVAR-10, Run: 052, F, 1, 27, 0, 13, 16, 2, 2658, 4
INVAR-10, Run: 053, F, 0, 0, 2, 14, 16, 0, 5, 30
INVAR-10, Run: 054, F, 1, 19, 0, 13, 16, 2, 1939, 12
INVAR-10, Run: 055, F, 1, 6, 0, 13, 16, 2, 652, 25
INVAR-10, Run: 056, F, 1, 23, 0, 13, 16, 2, 2276, 8
INVAR-10, Run: 057, F, 0, 0, 2, 14, 16, 0, 1, 30
INVAR-10, Run: 058, F, 1, 6, 0, 13, 16, 2, 633, 25
INVAR-10, Run: 059, F, 1, 20, 0, 13, 16, 2, 2037, 11
INVAR-10, Run: 060, F, 1, 30, 0, 12, 15, 5, 2937, 2
INVAR-10, Run: 061, F, 0, 0, 2, 14, 16, 0, 3, 30
INVAR-10, Run: 062, F, 0, 0, 2, 14, 16, 0, 7, 30
INVAR-10, Run: 063, F, 1, 28, 0, 13, 16, 2, 2760, 3
INVAR-10, Run: 064, F, 1, 20, 0, 13, 16, 2, 1959, 11
INVAR-10, Run: 065, F, 0, 0, 2, 14, 16, 0, 1, 30
INVAR-10, Run: 066, F, 1, 29, 0, 13, 16, 2, 2911, 2
INVAR-10, Run: 067, F, 0, 0, 2, 14, 16, 0, 8, 30
INVAR-10, Run: 068, F, 1, 21, 0, 13, 16, 2, 2020, 10
INVAR-10, Run: 069, F, 1, 19, 0, 13, 16, 2, 1938, 12
INVAR-10, Run: 070, F, 1, 15, 0, 13, 16, 2, 1509, 16
INVAR-10, Run: 071, F, 1, 9, 0, 13, 16, 2, 883, 22
INVAR-10, Run: 072, F, 1, 26, 0, 13, 16, 2, 2614, 5
INVAR-10, Run: 073, F, 1, 18, 0, 13, 16, 2, 1813, 13
INVAR-10, Run: 074, F, 0, 0, 2, 14, 16, 0, 6, 30
INVAR-10, Run: 075, F, 0, 0, 2, 14, 16, 0, 11, 30
INVAR-10, Run: 076, F, 1, 20, 0, 13, 16, 2, 2099, 11
INVAR-10, Run: 077, F, 0, 0, 2, 14, 16, 0, 8, 30
INVAR-10, Run: 078, F, 1, 17, 0, 13, 16, 2, 1723, 14
INVAR-10, Run: 079, F, 1, 26, 0, 13, 16, 2, 2620, 5
INVAR-10, Run: 080, F, 1, 25, 0, 13, 16, 2, 2549, 6
INVAR-10, Run: 081, F, 1, 16, 0, 13, 16, 2, 1666, 15
INVAR-10, Run: 082, F, 0, 0, 2, 14, 16, 0, 8, 30
INVAR-10, Run: 083, F, 1, 10, 0, 13, 16, 2, 1003, 21
INVAR-10, Run: 084, F, 0, 0, 2, 13, 15, 3, 14, 31
INVAR-10, Run: 085, F, 0, 0, 2, 13, 15, 3, 8, 31
INVAR-10, Run: 086, F, 1, 17, 0, 13, 16, 2, 1658, 14
INVAR-10, Run: 087, F, 1, 28, 0, 13, 16, 2, 2728, 3
INVAR-10, Run: 088, F, 1, 10, 0, 13, 16, 2, 974, 21
INVAR-10, Run: 089, F, 1, 19, 0, 12, 15, 5, 1848, 13
INVAR-10, Run: 090, F, 1, 21, 0, 13, 16, 2, 2111, 10
INVAR-10, Run: 091, F, 0, 0, 2, 13, 15, 3, 1, 31
INVAR-10, Run: 092, F, 1, 24, 0, 13, 16, 2, 2330, 7
INVAR-10, Run: 093, F, 0, 0, 2, 13, 15, 3, 5, 31
INVAR-10, Run: 094, F, 0, 0, 2, 13, 15, 3, 4, 31
INVAR-10, Run: 095, F, 1, 18, 0, 13, 16, 2, 1833, 13
INVAR-10, Run: 096, F, 0, 0, 2, 14, 16, 0, 6, 30
INVAR-10, Run: 097, F, 0, 0, 2, 14, 16, 0, 9, 30
INVAR-10, Run: 098, F, 1, 19, 0, 13, 16, 2, 1929, 12
INVAR-10, Run: 099, F, 1, 18, 0, 13, 16, 2, 1737, 13
INVAR-10, Run: 100, F, 1, 24, 0, 13, 16, 2, 2457, 7
INVAR-11, Run: 001, F, 0, 3, 0, 18, 32, 4, 42, 51
INVAR-11, Run: 002, F, 0, 7, 0, 18, 32, 4, 34, 47
INVAR-11, Run: 003, F, 0, 7, 0, 18, 32, 4, 47, 47
INVAR-11, Run: 004, F, 0, 39, 0, 19, 33, 1, 16, 14
INVAR-11, Run: 005, F, 0, 29, 0, 18, 32, 4, 42, 25
INVAR-11, Run: 006, F, 0, 1, 0, 18, 32, 4, 52, 53
INVAR-11, Run: 007, F, 0, 5, 0, 19, 33, 1, 43, 48
INVAR-11, Run: 008, F, 0, 38, 0, 18, 32, 4, 29, 16
INVAR-11, Run: 009, F, 0, 46, 0, 19, 33, 1, 7, 7
INVAR-11, Run: 010, F, 0, 45, 0, 19, 33, 1, 12, 8
INVAR-11, Run: 011, F, 0, 39, 0, 19, 33, 1, 5, 14
INVAR-11, Run: 012, F, 0, 33, 0, 19, 33, 1, 18, 20
INVAR-11, Run: 013, F, 0, 34, 0, 18, 32, 4, 31, 20
INVAR-11, Run: 014, F, 0, 22, 0, 19, 33, 1, 19, 31
INVAR-11, Run: 015, F, 0, 12, 0, 18, 32, 4, 49, 42
INVAR-11, Run: 016, F, 0, 42, 0, 18, 32, 4, 40, 12
INVAR-11, Run: 017, F, 0, 29, 0, 19, 33, 1, 3, 24
INVAR-11, Run: 018, F, 0, 18, 0, 19, 33, 1, 8, 35
INVAR-11, Run: 019, F, 0, 8, 0, 18, 32, 4, 49, 46
INVAR-11, Run: 020, F, 0, 45, 0, 19, 33, 1, 22, 8
INVAR-11, Run: 021, F, 0, 45, 0, 19, 33, 1, 76, 8
INVAR-11, Run: 022, F, 0, 16, 0, 18, 32, 4, 46, 38
INVAR-11, Run: 023, F, 0, 32, 0, 18, 32, 4, 21, 22
INVAR-11, Run: 024, F, 0, 14, 0, 19, 33, 1, 23, 39
INVAR-11, Run: 025, F, 0, 15, 0, 18, 32, 4, 42, 39
INVAR-11, Run: 026, F, 0, 32, 0, 19, 33, 1, 18, 21
INVAR-11, Run: 027, F, 0, 45, 0, 18, 32, 4, 7, 9
INVAR-11, Run: 028, F, 0, 27, 0, 18, 32, 4, 29, 27
INVAR-11, Run: 029, F, 0, 18, 0, 18, 32, 4, 23, 36
INVAR-11, Run: 030, F, 0, 33, 0, 18, 32, 4, 29, 21
INVAR-11, Run: 031, F, 0, 10, 0, 18, 32, 4, 44, 44
INVAR-11, Run: 032, F, 0, 20, 0, 19, 33, 1, 42, 33
INVAR-11, Run: 033, F, 0, 17, 0, 18, 32, 4, 27, 37
INVAR-11, Run: 034, F, 0, 19, 0, 19, 33, 1, 44, 34
INVAR-11, Run: 035, F, 0, 14, 0, 19, 33, 1, 28, 39
INVAR-11, Run: 036, F, 0, 21, 0, 17, 31, 7, 34, 34
INVAR-11, Run: 037, F, 0, 19, 0, 18, 32, 4, 50, 35
INVAR-11, Run: 038, F, 0, 5, 0, 19, 33, 1, 28, 48
INVAR-11, Run: 039, F, 0, 10, 0, 18, 32, 4, 40, 44
INVAR-11, Run: 040, F, 0, 20, 0, 19, 33, 1, 22, 33
INVAR-11, Run: 041, F, 0, 25, 0, 19, 33, 1, 42, 28
INVAR-11, Run: 042, F, 0, 9, 0, 18, 32, 4, 27, 45
INVAR-11, Run: 043, F, 0, 44, 0, 18, 32, 4, 60, 10
INVAR-11, Run: 044, F, 0, 2, 0, 18, 32, 4, 29, 52
INVAR-11, Run: 045, F, 0, 27, 0, 19, 33, 1, 8, 26
INVAR-11, Run: 046, F, 0, 45, 0, 19, 33, 1, 18, 8
INVAR-11, Run: 047, F, 0, 38, 0, 19, 33, 1, 11, 15
INVAR-11, Run: 048, F, 0, 38, 0, 19, 33, 1, 7, 15
INVAR-11, Run: 049, F, 0, 11, 0, 19, 33, 1, 43, 42
INVAR-11, Run: 050, F, 0, 38, 0, 19, 33, 1, 9, 15
INVAR-11, Run: 051, F, 0, 31, 0, 19, 33, 1, 11, 22
INVAR-11, Run: 052, F, 0, 6, 0, 18, 32, 4, 45, 48
INVAR-11, Run: 053, F, 0, 3, 0, 18, 32, 4, 30, 51
INVAR-11, Run: 054, F, 0, 3, 0, 18, 32, 4, 62, 51
INVAR-11, Run: 055, F, 0, 16, 0, 18, 32, 4, 15, 38
INVAR-11, Run: 056, F, 0, 1, 0, 18, 32, 4, 67, 53
INVAR-11, Run: 057, F, 0, 15, 0, 19, 33, 1, 32, 38
INVAR-11, Run: 058, F, 0, 21, 0, 19, 33, 1, 29, 32
INVAR-11, Run: 059, F, 0, 3, 0, 18, 32, 4, 58, 51
INVAR-11, Run: 060, F, 0, 47, 0, 19, 33, 1, 26, 6
INVAR-11, Run: 061, F, 0, 17, 0, 18, 32, 4, 32, 37
INVAR-11, Run: 062, F, 0, 27, 0, 19, 33, 1, 19, 26
INVAR-11, Run: 063, F, 0, 43, 0, 19, 33, 1, 17, 10
INVAR-11, Run: 064, F, 0, 52, 0, 18, 32, 4, 11, 2
INVAR-11, Run: 065, F, 0, 26, 0, 19, 33, 1, 3, 27
INVAR-11, Run: 066, F, 0, 30, 0, 18, 32, 4, 16, 24
INVAR-11, Run: 067, F, 0, 23, 0, 19, 33, 1, 13, 30
INVAR-11, Run: 068, F, 0, 14, 0, 19, 33, 1, 32, 39
INVAR-11, Run: 069, F, 0, 4, 0, 19, 33, 1, 67, 49
INVAR-11, Run: 070, F, 0, 23, 0, 18, 32, 4, 36, 31
INVAR-11, Run: 071, F, 0, 39, 0, 19, 33, 1, 18, 14
INVAR-11, Run: 072, F, 0, 24, 0, 19, 33, 1, 19, 29
INVAR-11, Run: 073, F, 0, 24, 0, 19, 33, 1, 6, 29
INVAR-11, Run: 074, F, 0, 36, 0, 19, 33, 1, 28, 17
INVAR-11, Run: 075, F, 0, 23, 0, 19, 33, 1, 35, 30
INVAR-11, Run: 076, F, 0, 27, 0, 18, 32, 4, 44, 27
INVAR-11, Run: 077, F, 0, 10, 0, 19, 33, 1, 39, 43
INVAR-11, Run: 078, F, 0, 33, 0, 19, 33, 1, 12, 20
INVAR-11, Run: 079, F, 0, 15, 0, 18, 32, 4, 40, 39
INVAR-11, Run: 080, F, 0, 48, 0, 19, 33, 1, 5, 5
INVAR-11, Run: 081, F, 0, 38, 0, 18, 32, 4, 12, 16
INVAR-11, Run: 082, F, 0, 2, 0, 17, 31, 7, 68, 53
INVAR-11, Run: 083, F, 0, 44, 0, 19, 33, 1, 18, 9
INVAR-11, Run: 084, F, 0, 22, 0, 18, 32, 4, 23, 32
INVAR-11, Run: 085, F, 0, 12, 0, 18, 32, 4, 49, 42
INVAR-11, Run: 086, F, 0, 23, 0, 19, 33, 1, 24, 30
INVAR-11, Run: 087, F, 0, 48, 0, 19, 33, 1, 22, 5
INVAR-11, Run: 088, F, 0, 11, 0, 19, 33, 1, 44, 42
INVAR-11, Run: 089, F, 0, 6, 0, 19, 33, 1, 53, 47
INVAR-11, Run: 090, F, 0, 35, 0, 18, 32, 4, 25, 19
INVAR-11, Run: 091, F, 0, 9, 0, 18, 32, 4, 38, 45
INVAR-11, Run: 092, F, 0, 7, 0, 18, 32, 4, 50, 47
INVAR-11, Run: 093, F, 0, 30, 0, 19, 33, 1, 19, 23
INVAR-11, Run: 094, F, 0, 14, 0, 18, 32, 4, 50, 40
INVAR-11, Run: 095, F, 0, 14, 0, 18, 32, 4, 44, 40
INVAR-11, Run: 096, F, 0, 29, 0, 18, 32, 4, 7, 25
INVAR-11, Run: 097, F, 0, 47, 0, 19, 33, 1, 4, 6
INVAR-11, Run: 098, F, 0, 26, 0, 18, 32, 4, 31, 28
INVAR-11, Run: 099, F, 0, 25, 0, 19, 33, 1, 31, 28
INVAR-11, Run: 100, F, 0, 35, 0, 18, 32, 4, 21, 19
INVAR-12, Run: 001, F, 0, 0, 1, 42, 65, 4, 20, 111
INVAR-12, Run: 002, F, 0, 0, 1, 43, 66, 1, 23, 110
INVAR-12, Run: 003, F, 2, 42, 0, 42, 66, 2, 8393, 68
INVAR-12, Run: 004, F, 0, 0, 1, 41, 64, 7, 56, 112
INVAR-12, Run: 005, F, 2, 95, 0, 42, 66, 2, 19280, 15
INVAR-12, Run: 006, F, 0, 0, 1, 43, 66, 1, 64, 110
INVAR-12, Run: 007, F, 0, 0, 1, 42, 65, 4, 52, 111
INVAR-12, Run: 008, F, 2, 100, 0, 41, 65, 5, 19784, 11
INVAR-12, Run: 009, F, 0, 0, 1, 42, 65, 4, 27, 111
INVAR-12, Run: 010, F, 0, 0, 1, 43, 66, 1, 17, 110
INVAR-12, Run: 011, F, 0, 0, 1, 43, 66, 1, 57, 110
INVAR-12, Run: 012, F, 2, 86, 0, 42, 66, 2, 17275, 24
INVAR-12, Run: 013, F, 0, 0, 1, 43, 66, 1, 25, 110
INVAR-12, Run: 014, F, 0, 0, 1, 43, 66, 1, 16, 110
INVAR-12, Run: 015, F, 2, 94, 0, 42, 66, 2, 19012, 16
INVAR-12, Run: 016, F, 2, 97, 0, 42, 66, 2, 19724, 13
INVAR-12, Run: 017, F, 0, 0, 1, 42, 65, 4, 46, 111
INVAR-12, Run: 018, F, 0, 0, 1, 42, 65, 4, 50, 111
INVAR-12, Run: 019, F, 2, 88, 0, 42, 66, 2, 17421, 22
INVAR-12, Run: 020, F, 0, 0, 1, 42, 65, 4, 35, 111
INVAR-12, Run: 021, F, 0, 0, 1, 43, 66, 1, 64, 110
INVAR-12, Run: 022, F, 0, 0, 1, 43, 66, 1, 41, 110
INVAR-12, Run: 023, F, 0, 0, 1, 43, 66, 1, 30, 110
INVAR-12, Run: 024, F, 0, 0, 1, 43, 66, 1, 49, 110
INVAR-12, Run: 025, F, 0, 0, 1, 42, 65, 4, 53, 111
INVAR-12, Run: 026, F, 0, 0, 1, 43, 66, 1, 11, 110
INVAR-12, Run: 027, F, 0, 0, 1, 43, 66, 1, 68, 110
INVAR-12, Run: 028, F, 0, 0, 1, 42, 65, 4, 47, 111
INVAR-12, Run: 029, F, 2, 78, 0, 42, 66, 2, 15542, 32
INVAR-12, Run: 030, F, 2, 45, 0, 42, 66, 2, 9133, 65
INVAR-12, Run: 031, F, 0, 0, 1, 43, 66, 1, 33, 110
INVAR-12, Run: 032, F, 2, 82, 0, 42, 66, 2, 16347, 28
INVAR-12, Run: 033, F, 0, 0, 1, 43, 66, 1, 12, 110
INVAR-12, Run: 034, F, 0, 0, 1, 42, 65, 4, 21, 111
INVAR-12, Run: 035, F, 0, 0, 1, 42, 65, 4, 47, 111
INVAR-12, Run: 036, F, 0, 0, 1, 43, 66, 1, 44, 110
INVAR-12, Run: 037, F, 2, 87, 0, 42, 66, 2, 17352, 23
INVAR-12, Run: 038, F, 0, 0, 1, 43, 66, 1, 5, 110
INVAR-12, Run: 039, F, 2, 90, 0, 42, 66, 2, 18100, 20
INVAR-12, Run: 040, F, 0, 0, 1, 42, 65, 4, 55, 111
INVAR-12, Run: 041, F, 0, 0, 1, 43, 66, 1, 7, 110
INVAR-12, Run: 042, F, 0, 0, 1, 43, 66, 1, 20, 110
INVAR-12, Run: 043, F, 0, 0, 1, 43, 66, 1, 43, 110
INVAR-12, Run: 044, F, 2, 78, 0, 42, 66, 2, 15905, 32
INVAR-12, Run: 045, F, 2, 107, 0, 42, 66, 2, 21336, 3
INVAR-12, Run: 046, F, 2, 67, 0, 42, 66, 2, 13369, 43
INVAR-12, Run: 047, F, 0, 0, 1, 43, 66, 1, 40, 110
INVAR-12, Run: 048, F, 0, 0, 1, 43, 66, 1, 62, 110
INVAR-12, Run: 049, F, 2, 77, 0, 42, 66, 2, 15448, 33
INVAR-12, Run: 050, F, 2, 83, 0, 42, 66, 2, 16608, 27
INVAR-12, Run: 051, F, 0, 0, 1, 43, 66, 1, 8, 110
INVAR-12, Run: 052, F, 0, 0, 1, 43, 66, 1, 51, 110
INVAR-12, Run: 053, F, 0, 0, 1, 43, 66, 1, 30, 110
