Input Number, Run_Number, Result@ 100, Y, X, XP, Z, YP, NEW_REACTION, Reaction1, Reaction2, Reaction3
INVAR-19, Run: 100, P, 0, 0, 35, 35, 0, 0, 35, 0, 0
INVAR-2, Run: 001, P, 0, 0, 22, 60, 0, 30, 60, 38, 38
INVAR-2, Run: 002, P, 0, 0, 19, 60, 0, 27, 60, 41, 41
INVAR-2, Run: 003, P, 0, 0, 20, 60, 0, 28, 60, 40, 40
INVAR-2, Run: 004, P, 0, 0, 36, 60, 0, 44, 60, 24, 24
INVAR-2, Run: 005, P, 0, 0, 25, 60, 0, 33, 60, 35, 35
INVAR-2, Run: 006, P, 0, 0, 18, 60, 0, 26, 60, 42, 42
INVAR-2, Run: 007, P, 0, 0, 29, 60, 0, 37, 60, 31, 31
INVAR-2, Run: 008, P, 0, 0, 26, 60, 0, 34, 60, 34, 34
INVAR-2, Run: 009, P, 0, 0, 27, 60, 0, 35, 60, 33, 33
INVAR-2, Run: 010, P, 0, 0, 27, 60, 0, 35, 60, 33, 33
INVAR-2, Run: 011, P, 0, 0, 35, 60, 0, 43, 60, 25, 25
INVAR-2, Run: 012, P, 0, 0, 30, 60, 0, 38, 60, 30, 30
INVAR-2, Run: 013, P, 0, 0, 24, 60, 0, 32, 60, 36, 36
INVAR-2, Run: 014, P, 0, 0, 23, 60, 0, 31, 60, 37, 37
INVAR-2, Run: 015, P, 0, 0, 27, 60, 0, 35, 60, 33, 33
INVAR-2, Run: 016, P, 0, 0, 28, 60, 0, 36, 60, 32, 32
INVAR-2, Run: 017, P, 0, 0, 29, 60, 0, 37, 60, 31, 31
INVAR-2, Run: 018, P, 0, 0, 32, 60, 0, 40, 60, 28, 28
INVAR-2, Run: 019, P, 0, 0, 28, 60, 0, 36, 60, 32, 32
INVAR-2, Run: 020, P, 0, 0, 24, 60, 0, 32, 60, 36, 36
INVAR-2, Run: 021, P, 0, 0, 26, 60, 0, 34, 60, 34, 34
INVAR-2, Run: 022, P, 0, 0, 23, 60, 0, 31, 60, 37, 37
INVAR-2, Run: 023, P, 0, 0, 33, 60, 0, 41, 60, 27, 27
INVAR-2, Run: 024, P, 0, 0, 27, 60, 0, 35, 60, 33, 33
INVAR-2, Run: 025, P, 0, 0, 29, 60, 0, 37, 60, 31, 31
INVAR-2, Run: 026, P, 0, 0, 24, 60, 0, 32, 60, 36, 36
INVAR-2, Run: 027, P, 0, 0, 25, 60, 0, 33, 60, 35, 35
INVAR-2, Run: 028, P, 0, 0, 28, 60, 0, 36, 60, 32, 32
INVAR-2, Run: 029, P, 0, 0, 33, 60, 0, 41, 60, 27, 27
INVAR-2, Run: 030, P, 0, 0, 25, 60, 0, 33, 60, 35, 35
INVAR-2, Run: 031, P, 0, 0, 29, 60, 0, 37, 60, 31, 31
INVAR-2, Run: 032, P, 0, 0, 18, 60, 0, 26, 60, 42, 42
INVAR-2, Run: 033, P, 0, 0, 24, 60, 0, 32, 60, 36, 36
INVAR-2, Run: 034, P, 0, 0, 19, 60, 0, 27, 60, 41, 41
INVAR-2, Run: 035, P, 0, 0, 35, 60, 0, 43, 60, 25, 25
INVAR-2, Run: 036, P, 0, 0, 27, 60, 0, 35, 60, 33, 33
INVAR-2, Run: 037, P, 0, 0, 26, 60, 0, 34, 60, 34, 34
INVAR-2, Run: 038, P, 0, 0, 26, 60, 0, 34, 60, 34, 34
INVAR-2, Run: 039, P, 0, 0, 26, 60, 0, 34, 60, 34, 34
INVAR-2, Run: 040, P, 0, 0, 28, 60, 0, 36, 60, 32, 32
INVAR-2, Run: 041, P, 0, 0, 28, 60, 0, 36, 60, 32, 32
INVAR-2, Run: 042, P, 0, 0, 21, 60, 0, 29, 60, 39, 39
INVAR-2, Run: 043, P, 0, 0, 24, 60, 0, 32, 60, 36, 36
INVAR-2, Run: 044, P, 0, 0, 28, 60, 0, 36, 60, 32, 32
INVAR-2, Run: 045, P, 0, 0, 25, 60, 0, 33, 60, 35, 35
INVAR-2, Run: 046, P, 0, 0, 24, 60, 0, 32, 60, 36, 36
INVAR-2, Run: 047, P, 0, 0, 30, 60, 0, 38, 60, 30, 30
INVAR-2, Run: 048, P, 0, 0, 27, 60, 0, 35, 60, 33, 33
INVAR-2, Run: 049, P, 0, 0, 26, 60, 0, 34, 60, 34, 34
INVAR-2, Run: 050, P, 0, 0, 21, 60, 0, 29, 60, 39, 39
INVAR-2, Run: 051, P, 0, 0, 19, 60, 0, 27, 60, 41, 41
INVAR-2, Run: 052, P, 0, 0, 34, 60, 0, 42, 60, 26, 26
INVAR-2, Run: 053, P, 0, 0, 28, 60, 0, 36, 60, 32, 32
INVAR-2, Run: 054, P, 0, 0, 31, 60, 0, 39, 60, 29, 29
INVAR-2, Run: 055, P, 0, 0, 28, 60, 0, 36, 60, 32, 32
INVAR-2, Run: 056, P, 0, 0, 24, 60, 0, 32, 60, 36, 36
INVAR-2, Run: 057, P, 0, 0, 19, 60, 0, 27, 60, 41, 41
INVAR-2, Run: 058, P, 0, 0, 25, 60, 0, 33, 60, 35, 35
INVAR-2, Run: 059, P, 0, 0, 22, 60, 0, 30, 60, 38, 38
INVAR-2, Run: 060, P, 0, 0, 30, 60, 0, 38, 60, 30, 30
INVAR-2, Run: 061, P, 0, 0, 30, 60, 0, 38, 60, 30, 30
INVAR-2, Run: 062, P, 0, 0, 27, 60, 0, 35, 60, 33, 33
INVAR-2, Run: 063, P, 0, 0, 23, 60, 0, 31, 60, 37, 37
INVAR-2, Run: 064, P, 0, 0, 26, 60, 0, 34, 60, 34, 34
INVAR-2, Run: 065, P, 0, 0, 27, 60, 0, 35, 60, 33, 33
INVAR-2, Run: 066, P, 0, 0, 24, 60, 0, 32, 60, 36, 36
INVAR-2, Run: 067, P, 0, 0, 26, 60, 0, 34, 60, 34, 34
INVAR-2, Run: 068, P, 0, 0, 18, 60, 0, 26, 60, 42, 42
INVAR-2, Run: 069, P, 0, 0, 30, 60, 0, 38, 60, 30, 30
INVAR-2, Run: 070, P, 0, 0, 21, 60, 0, 29, 60, 39, 39
INVAR-2, Run: 071, P, 0, 0, 24, 60, 0, 32, 60, 36, 36
INVAR-2, Run: 072, P, 0, 0, 24, 60, 0, 32, 60, 36, 36
INVAR-2, Run: 073, P, 0, 0, 27, 60, 0, 35, 60, 33, 33
INVAR-2, Run: 074, P, 0, 0, 28, 60, 0, 36, 60, 32, 32
INVAR-2, Run: 075, P, 0, 0, 25, 60, 0, 33, 60, 35, 35
INVAR-2, Run: 076, P, 0, 0, 26, 60, 0, 34, 60, 34, 34
INVAR-2, Run: 077, P, 0, 0, 27, 60, 0, 35, 60, 33, 33
INVAR-2, Run: 078, P, 0, 0, 28, 60, 0, 36, 60, 32, 32
INVAR-2, Run: 079, P, 0, 0, 31, 60, 0, 39, 60, 29, 29
INVAR-2, Run: 080, P, 0, 0, 26, 60, 0, 34, 60, 34, 34
INVAR-2, Run: 081, P, 0, 0, 25, 60, 0, 33, 60, 35, 35
INVAR-2, Run: 082, P, 0, 0, 23, 60, 0, 31, 60, 37, 37
INVAR-2, Run: 083, P, 0, 0, 28, 60, 0, 36, 60, 32, 32
INVAR-2, Run: 084, P, 0, 0, 24, 60, 0, 32, 60, 36, 36
INVAR-2, Run: 085, P, 0, 0, 25, 60, 0, 33, 60, 35, 35
INVAR-2, Run: 086, P, 0, 0, 28, 60, 0, 36, 60, 32, 32
INVAR-2, Run: 087, P, 0, 0, 23, 60, 0, 31, 60, 37, 37
INVAR-2, Run: 088, P, 0, 0, 24, 60, 0, 32, 60, 36, 36
INVAR-2, Run: 089, P, 0, 0, 30, 60, 0, 38, 60, 30, 30
INVAR-2, Run: 090, P, 0, 0, 27, 60, 0, 35, 60, 33, 33
INVAR-2, Run: 091, P, 0, 0, 30, 60, 0, 38, 60, 30, 30
INVAR-2, Run: 092, P, 0, 0, 18, 60, 0, 26, 60, 42, 42
INVAR-2, Run: 093, P, 0, 0, 24, 60, 0, 32, 60, 36, 36
INVAR-2, Run: 094, P, 0, 0, 29, 60, 0, 37, 60, 31, 31
INVAR-2, Run: 095, P, 0, 0, 32, 60, 0, 40, 60, 28, 28
INVAR-2, Run: 096, P, 0, 0, 32, 60, 0, 40, 60, 28, 28
INVAR-2, Run: 097, P, 0, 0, 26, 60, 0, 34, 60, 34, 34
INVAR-2, Run: 098, P, 0, 0, 34, 60, 0, 42, 60, 26, 26
INVAR-2, Run: 099, P, 0, 0, 22, 60, 0, 30, 60, 38, 38
INVAR-2, Run: 100, P, 0, 0, 27, 60, 0, 35, 60, 33, 33
INVAR-20, Run: 001, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 002, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 003, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 004, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 005, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 006, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 007, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 008, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 009, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 010, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 011, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 012, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 013, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 014, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 015, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 016, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 017, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 018, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 019, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 020, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 021, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 022, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 023, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 024, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 025, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 026, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 027, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 028, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 029, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 030, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 031, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 032, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 033, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 034, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 035, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 036, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 037, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 038, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 039, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 040, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 041, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 042, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 043, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 044, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 045, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 046, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 047, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 048, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 049, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 050, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 051, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 052, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 053, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 054, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 055, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 056, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 057, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 058, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 059, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 060, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 061, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 062, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 063, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 064, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 065, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 066, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 067, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 068, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 069, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 070, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 071, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 072, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 073, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 074, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 075, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 076, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 077, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 078, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 079, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 080, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 081, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 082, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 083, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 084, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 085, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 086, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 087, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 088, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 089, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 090, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 091, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 092, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 093, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 094, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 095, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 096, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 097, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 098, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 099, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 100, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-21, Run: 001, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 002, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 003, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 004, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 005, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 006, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 007, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 008, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 009, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 010, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 011, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 012, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 013, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 014, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 015, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 016, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 017, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 018, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 019, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 020, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 021, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 022, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 023, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 024, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 025, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 026, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 027, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 028, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 029, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 030, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 031, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 032, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 033, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 034, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 035, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 036, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 037, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 038, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 039, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 040, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 041, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 042, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 043, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 044, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 045, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 046, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 047, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 048, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 049, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 050, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 051, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 052, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 053, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 054, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 055, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 056, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 057, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 058, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 059, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 060, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 061, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 062, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 063, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 064, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 065, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 066, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 067, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 068, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 069, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 070, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 071, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 072, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 073, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 074, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 075, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 076, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 077, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 078, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 079, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 080, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 081, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 082, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 083, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 084, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 085, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 086, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 087, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 088, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 089, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 090, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 091, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 092, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 093, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 094, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 095, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 096, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 097, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 098, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 099, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 100, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-22, Run: 001, P, 0, 0, 0, 23, 2, 27, 21, 23, 21
INVAR-22, Run: 002, P, 0, 0, 0, 26, 5, 24, 21, 26, 21
INVAR-22, Run: 003, P, 0, 0, 0, 23, 2, 27, 21, 23, 21
INVAR-22, Run: 004, P, 0, 0, 0, 24, 3, 26, 21, 24, 21
INVAR-22, Run: 005, P, 0, 0, 0, 24, 3, 26, 21, 24, 21
INVAR-22, Run: 006, P, 0, 0, 4, 21, 0, 33, 21, 17, 17
INVAR-22, Run: 007, P, 0, 0, 0, 27, 6, 23, 21, 27, 21
INVAR-22, Run: 008, P, 0, 0, 0, 23, 2, 27, 21, 23, 21
INVAR-22, Run: 009, P, 0, 0, 0, 28, 7, 22, 21, 28, 21
INVAR-22, Run: 010, P, 0, 0, 0, 21, 0, 29, 21, 21, 21
INVAR-22, Run: 011, P, 0, 0, 0, 25, 4, 25, 21, 25, 21
INVAR-22, Run: 012, P, 0, 0, 0, 23, 2, 27, 21, 23, 21
INVAR-22, Run: 013, P, 0, 0, 0, 25, 4, 25, 21, 25, 21
INVAR-22, Run: 014, P, 0, 0, 0, 29, 8, 21, 21, 29, 21
INVAR-22, Run: 015, P, 0, 0, 0, 27, 6, 23, 21, 27, 21
INVAR-22, Run: 016, P, 0, 0, 0, 24, 3, 26, 21, 24, 21
INVAR-22, Run: 017, P, 0, 0, 0, 25, 4, 25, 21, 25, 21
INVAR-22, Run: 018, P, 0, 0, 0, 24, 3, 26, 21, 24, 21
INVAR-22, Run: 019, P, 0, 0, 0, 21, 0, 29, 21, 21, 21
INVAR-22, Run: 020, P, 0, 0, 0, 24, 3, 26, 21, 24, 21
INVAR-22, Run: 021, P, 0, 0, 1, 21, 0, 30, 21, 20, 20
INVAR-22, Run: 022, P, 0, 0, 0, 28, 7, 22, 21, 28, 21
INVAR-22, Run: 023, P, 0, 0, 0, 21, 0, 29, 21, 21, 21
INVAR-22, Run: 024, P, 0, 0, 0, 24, 3, 26, 21, 24, 21
INVAR-22, Run: 025, P, 0, 0, 0, 21, 0, 29, 21, 21, 21
INVAR-22, Run: 026, P, 0, 0, 3, 21, 0, 32, 21, 18, 18
INVAR-22, Run: 027, P, 0, 0, 0, 26, 5, 24, 21, 26, 21
INVAR-22, Run: 028, P, 0, 0, 0, 29, 8, 21, 21, 29, 21
INVAR-22, Run: 029, P, 0, 0, 2, 21, 0, 31, 21, 19, 19
INVAR-22, Run: 030, P, 0, 0, 0, 24, 3, 26, 21, 24, 21
