Input Number, Run_Number, Result@ 100, A2, F2P, F2, A1, F1, F1P, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-11, Run: 057, P, 0, 0, 0, 88, 0, 0, 5, 43, 5, 0, 43, 5, 5
INVAR-11, Run: 058, P, 0, 0, 2, 88, 0, 2, 3, 42, 5, 0, 44, 1, 3
INVAR-11, Run: 059, P, 9, 0, 0, 88, 0, 0, 5, 36, 5, 0, 41, 0, 5
INVAR-11, Run: 060, P, 6, 0, 0, 88, 0, 0, 5, 38, 5, 0, 42, 1, 5
INVAR-11, Run: 061, P, 11, 0, 0, 88, 0, 0, 5, 36, 5, 0, 39, 2, 5
INVAR-11, Run: 062, P, 10, 0, 0, 88, 0, 0, 5, 36, 5, 0, 40, 1, 5
INVAR-11, Run: 063, P, 0, 0, 1, 88, 0, 1, 4, 43, 5, 0, 43, 4, 4
INVAR-11, Run: 064, P, 0, 0, 0, 88, 0, 0, 5, 42, 5, 0, 44, 3, 5
INVAR-11, Run: 065, P, 3, 0, 0, 88, 0, 0, 5, 39, 5, 0, 44, 0, 5
INVAR-11, Run: 066, P, 7, 0, 0, 88, 0, 0, 5, 37, 5, 0, 42, 0, 5
INVAR-11, Run: 067, P, 0, 0, 1, 88, 0, 1, 4, 43, 5, 0, 43, 4, 4
INVAR-11, Run: 068, P, 0, 0, 1, 88, 0, 1, 4, 41, 5, 0, 45, 0, 4
INVAR-11, Run: 069, P, 2, 0, 0, 89, 0, 0, 5, 40, 4, 1, 44, 1, 5
INVAR-11, Run: 070, P, 22, 0, 0, 88, 0, 0, 5, 30, 5, 0, 34, 1, 5
INVAR-11, Run: 071, P, 0, 0, 0, 88, 0, 0, 5, 42, 5, 0, 44, 3, 5
INVAR-11, Run: 072, P, 4, 0, 0, 88, 0, 0, 5, 39, 5, 0, 43, 1, 5
INVAR-11, Run: 073, P, 0, 0, 1, 89, 0, 1, 4, 41, 4, 1, 45, 0, 4
INVAR-11, Run: 074, P, 0, 0, 1, 88, 0, 1, 4, 41, 5, 0, 45, 0, 4
INVAR-11, Run: 075, P, 0, 0, 1, 88, 0, 1, 4, 42, 5, 0, 44, 2, 4
INVAR-11, Run: 076, P, 0, 0, 1, 88, 0, 1, 4, 43, 5, 0, 43, 4, 4
INVAR-11, Run: 077, P, 0, 0, 0, 88, 0, 0, 5, 42, 5, 0, 44, 3, 5
INVAR-11, Run: 078, P, 0, 0, 0, 88, 0, 0, 5, 42, 5, 0, 44, 3, 5
INVAR-11, Run: 079, P, 2, 0, 0, 88, 0, 0, 5, 40, 5, 0, 44, 1, 5
INVAR-11, Run: 080, P, 0, 0, 0, 88, 0, 0, 5, 42, 5, 0, 44, 3, 5
INVAR-11, Run: 081, P, 5, 0, 0, 89, 0, 0, 5, 39, 4, 1, 42, 2, 5
INVAR-11, Run: 082, P, 8, 0, 0, 89, 0, 0, 5, 37, 4, 1, 41, 1, 5
INVAR-11, Run: 083, P, 1, 0, 0, 88, 0, 0, 5, 40, 5, 0, 45, 0, 5
INVAR-11, Run: 084, P, 0, 0, 1, 88, 0, 1, 4, 42, 5, 0, 44, 2, 4
INVAR-11, Run: 085, P, 0, 0, 0, 88, 0, 0, 5, 41, 5, 0, 45, 1, 5
INVAR-11, Run: 086, P, 49, 0, 0, 88, 0, 0, 5, 16, 5, 0, 21, 0, 5
INVAR-11, Run: 087, P, 15, 0, 0, 88, 0, 0, 5, 34, 5, 0, 37, 2, 5
INVAR-11, Run: 088, P, 2, 0, 0, 88, 0, 0, 5, 40, 5, 0, 44, 1, 5
INVAR-11, Run: 089, P, 1, 0, 0, 88, 0, 0, 5, 40, 5, 0, 45, 0, 5
INVAR-11, Run: 090, P, 0, 0, 1, 88, 0, 1, 4, 45, 5, 0, 41, 8, 4
INVAR-11, Run: 091, P, 0, 0, 1, 88, 0, 1, 4, 41, 5, 0, 45, 0, 4
INVAR-11, Run: 092, P, 3, 0, 0, 88, 0, 0, 5, 39, 5, 0, 44, 0, 5
INVAR-11, Run: 093, P, 23, 0, 0, 88, 0, 0, 5, 30, 5, 0, 33, 2, 5
INVAR-11, Run: 094, P, 0, 0, 0, 88, 0, 0, 5, 42, 5, 0, 44, 3, 5
INVAR-11, Run: 095, P, 7, 0, 0, 88, 0, 0, 5, 38, 5, 0, 41, 2, 5
INVAR-11, Run: 096, P, 0, 0, 2, 88, 0, 2, 3, 42, 5, 0, 44, 1, 3
INVAR-11, Run: 097, P, 0, 0, 0, 88, 0, 0, 5, 42, 5, 0, 44, 3, 5
INVAR-11, Run: 098, P, 7, 0, 0, 88, 0, 0, 5, 37, 5, 0, 42, 0, 5
INVAR-11, Run: 099, P, 0, 0, 0, 88, 0, 0, 5, 41, 5, 0, 45, 1, 5
INVAR-11, Run: 100, P, 2, 0, 0, 88, 0, 0, 5, 40, 5, 0, 44, 1, 5
INVAR-12, Run: 001, P, 1, 0, 0, 168, 0, 0, 5, 79, 5, 0, 82, 2, 5
INVAR-12, Run: 002, P, 1, 0, 0, 168, 0, 0, 5, 80, 5, 0, 81, 4, 5
INVAR-12, Run: 003, P, 26, 0, 0, 168, 0, 0, 5, 66, 5, 0, 70, 1, 5
INVAR-12, Run: 004, P, 1, 0, 0, 169, 0, 0, 5, 79, 4, 1, 82, 2, 5
INVAR-12, Run: 005, P, 1, 0, 0, 168, 0, 0, 5, 79, 5, 0, 82, 2, 5
INVAR-12, Run: 006, P, 1, 0, 0, 168, 0, 0, 5, 79, 5, 0, 82, 2, 5
INVAR-12, Run: 007, P, 7, 0, 0, 168, 0, 0, 5, 76, 5, 0, 79, 2, 5
INVAR-12, Run: 008, P, 0, 0, 0, 168, 0, 0, 5, 80, 5, 0, 82, 3, 5
INVAR-12, Run: 009, P, 1, 0, 0, 169, 0, 0, 5, 79, 4, 1, 82, 2, 5
INVAR-12, Run: 010, P, 44, 0, 0, 168, 0, 0, 5, 57, 5, 0, 61, 1, 5
INVAR-12, Run: 011, P, 0, 0, 1, 168, 0, 1, 4, 79, 5, 0, 83, 0, 4
INVAR-12, Run: 012, P, 1, 0, 0, 168, 0, 0, 5, 78, 5, 0, 83, 0, 5
INVAR-12, Run: 013, P, 0, 0, 1, 168, 0, 1, 4, 79, 5, 0, 83, 0, 4
INVAR-12, Run: 014, P, 4, 0, 0, 168, 0, 0, 5, 77, 5, 0, 81, 1, 5
INVAR-12, Run: 015, P, 43, 0, 0, 168, 0, 0, 5, 59, 5, 0, 60, 4, 5
INVAR-12, Run: 016, P, 10, 0, 0, 168, 0, 0, 5, 74, 5, 0, 78, 1, 5
INVAR-12, Run: 017, P, 1, 0, 0, 168, 0, 0, 5, 79, 5, 0, 82, 2, 5
INVAR-12, Run: 018, P, 0, 0, 1, 168, 0, 1, 4, 79, 5, 0, 83, 0, 4
INVAR-12, Run: 019, P, 2, 0, 0, 169, 0, 0, 5, 78, 4, 1, 82, 1, 5
INVAR-12, Run: 020, P, 5, 0, 0, 168, 0, 0, 5, 77, 5, 0, 80, 2, 5
INVAR-12, Run: 021, P, 4, 0, 0, 169, 0, 0, 5, 78, 4, 1, 80, 3, 5
INVAR-12, Run: 022, P, 18, 0, 0, 168, 0, 0, 5, 71, 5, 0, 73, 3, 5
INVAR-12, Run: 023, P, 9, 0, 0, 168, 0, 0, 5, 74, 5, 0, 79, 0, 5
INVAR-12, Run: 024, P, 0, 0, 0, 168, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-12, Run: 025, P, 18, 0, 0, 168, 0, 0, 5, 70, 5, 0, 74, 1, 5
INVAR-12, Run: 026, P, 0, 0, 0, 168, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-12, Run: 027, P, 8, 0, 0, 168, 0, 0, 5, 75, 5, 0, 79, 1, 5
INVAR-12, Run: 028, P, 0, 0, 1, 169, 0, 1, 4, 80, 4, 1, 82, 2, 4
INVAR-12, Run: 029, P, 0, 0, 0, 168, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-12, Run: 030, P, 7, 0, 0, 168, 0, 0, 5, 75, 5, 0, 80, 0, 5
INVAR-12, Run: 031, P, 0, 0, 0, 169, 0, 0, 5, 80, 4, 1, 82, 3, 5
INVAR-12, Run: 032, P, 17, 0, 0, 168, 0, 0, 5, 70, 5, 0, 75, 0, 5
INVAR-12, Run: 033, P, 27, 0, 0, 168, 0, 0, 5, 65, 5, 0, 70, 0, 5
INVAR-12, Run: 034, P, 6, 0, 0, 168, 0, 0, 5, 76, 5, 0, 80, 1, 5
INVAR-12, Run: 035, P, 3, 0, 0, 168, 0, 0, 5, 77, 5, 0, 82, 0, 5
INVAR-12, Run: 036, P, 0, 0, 0, 168, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-12, Run: 037, P, 0, 0, 0, 168, 0, 0, 5, 80, 5, 0, 82, 3, 5
INVAR-12, Run: 038, P, 0, 0, 1, 168, 0, 1, 4, 79, 5, 0, 83, 0, 4
INVAR-12, Run: 039, P, 13, 0, 0, 168, 0, 0, 5, 73, 5, 0, 76, 2, 5
INVAR-12, Run: 040, P, 17, 0, 0, 168, 0, 0, 5, 70, 5, 0, 75, 0, 5
INVAR-12, Run: 041, P, 0, 0, 0, 168, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-12, Run: 042, P, 1, 0, 0, 168, 0, 0, 5, 80, 5, 0, 81, 4, 5
INVAR-12, Run: 043, P, 0, 0, 1, 168, 0, 1, 4, 79, 5, 0, 83, 0, 4
INVAR-12, Run: 044, P, 8, 0, 0, 168, 0, 0, 5, 75, 5, 0, 79, 1, 5
INVAR-12, Run: 045, P, 18, 0, 0, 168, 0, 0, 5, 70, 5, 0, 74, 1, 5
INVAR-12, Run: 046, P, 3, 0, 0, 168, 0, 0, 5, 78, 5, 0, 81, 2, 5
INVAR-12, Run: 047, P, 11, 0, 0, 168, 0, 0, 5, 75, 5, 0, 76, 4, 5
INVAR-12, Run: 048, P, 0, 0, 1, 168, 0, 1, 4, 81, 5, 0, 81, 4, 4
INVAR-12, Run: 049, P, 0, 0, 0, 168, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-12, Run: 050, P, 5, 0, 0, 168, 0, 0, 5, 76, 5, 0, 81, 0, 5
INVAR-12, Run: 051, P, 1, 0, 0, 168, 0, 0, 5, 78, 5, 0, 83, 0, 5
INVAR-12, Run: 052, P, 0, 0, 0, 168, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-12, Run: 053, P, 6, 0, 0, 168, 0, 0, 5, 76, 5, 0, 80, 1, 5
INVAR-12, Run: 054, P, 3, 0, 0, 168, 0, 0, 5, 79, 5, 0, 80, 4, 5
INVAR-12, Run: 055, P, 47, 0, 0, 168, 0, 0, 5, 55, 5, 0, 60, 0, 5
INVAR-12, Run: 056, P, 1, 0, 0, 168, 0, 0, 5, 78, 5, 0, 83, 0, 5
INVAR-12, Run: 057, P, 7, 0, 0, 168, 0, 0, 5, 75, 5, 0, 80, 0, 5
INVAR-12, Run: 058, P, 0, 0, 2, 168, 0, 2, 3, 80, 5, 0, 82, 1, 3
INVAR-12, Run: 059, P, 0, 0, 0, 168, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-12, Run: 060, P, 3, 0, 0, 168, 0, 0, 5, 79, 5, 0, 80, 4, 5
INVAR-12, Run: 061, P, 0, 0, 0, 168, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-12, Run: 062, P, 25, 0, 0, 168, 0, 0, 5, 66, 5, 0, 71, 0, 5
INVAR-12, Run: 063, P, 0, 0, 0, 168, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-12, Run: 064, P, 11, 0, 0, 168, 0, 0, 5, 74, 5, 0, 77, 2, 5
INVAR-12, Run: 065, P, 34, 0, 0, 168, 0, 0, 5, 62, 5, 0, 66, 1, 5
INVAR-12, Run: 066, P, 1, 0, 0, 168, 0, 0, 5, 78, 5, 0, 83, 0, 5
INVAR-12, Run: 067, P, 1, 0, 0, 168, 0, 0, 5, 78, 5, 0, 83, 0, 5
INVAR-12, Run: 068, P, 2, 0, 0, 168, 0, 0, 5, 79, 5, 0, 81, 3, 5
INVAR-12, Run: 069, P, 28, 0, 0, 168, 0, 0, 5, 65, 5, 0, 69, 1, 5
INVAR-12, Run: 070, P, 0, 0, 0, 168, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-12, Run: 071, P, 4, 0, 0, 168, 0, 0, 5, 77, 5, 0, 81, 1, 5
INVAR-12, Run: 072, P, 0, 0, 1, 168, 0, 1, 4, 79, 5, 0, 83, 0, 4
INVAR-12, Run: 073, P, 3, 0, 0, 169, 0, 0, 5, 77, 4, 1, 82, 0, 5
INVAR-12, Run: 074, P, 0, 0, 0, 168, 0, 0, 5, 80, 5, 0, 82, 3, 5
INVAR-12, Run: 075, P, 10, 0, 0, 168, 0, 0, 5, 74, 5, 0, 78, 1, 5
INVAR-12, Run: 076, P, 6, 0, 0, 168, 0, 0, 5, 76, 5, 0, 80, 1, 5
INVAR-12, Run: 077, P, 7, 0, 0, 168, 0, 0, 5, 76, 5, 0, 79, 2, 5
INVAR-12, Run: 078, P, 4, 0, 0, 168, 0, 0, 5, 77, 5, 0, 81, 1, 5
INVAR-12, Run: 079, P, 7, 0, 0, 168, 0, 0, 5, 75, 5, 0, 80, 0, 5
INVAR-12, Run: 080, P, 0, 0, 1, 168, 0, 1, 4, 80, 5, 0, 82, 2, 4
INVAR-12, Run: 081, P, 1, 0, 0, 168, 0, 0, 5, 79, 5, 0, 82, 2, 5
INVAR-12, Run: 082, P, 3, 0, 0, 168, 0, 0, 5, 77, 5, 0, 82, 0, 5
INVAR-12, Run: 083, P, 4, 0, 0, 168, 0, 0, 5, 77, 5, 0, 81, 1, 5
INVAR-12, Run: 084, P, 7, 0, 0, 168, 0, 0, 5, 75, 5, 0, 80, 0, 5
INVAR-12, Run: 085, P, 3, 0, 0, 168, 0, 0, 5, 77, 5, 0, 82, 0, 5
INVAR-12, Run: 086, P, 1, 0, 0, 168, 0, 0, 5, 79, 5, 0, 82, 2, 5
INVAR-12, Run: 087, P, 2, 0, 0, 168, 0, 0, 5, 79, 5, 0, 81, 3, 5
INVAR-12, Run: 088, P, 0, 0, 1, 168, 0, 1, 4, 79, 5, 0, 83, 0, 4
INVAR-12, Run: 089, P, 1, 0, 0, 168, 0, 0, 5, 78, 5, 0, 83, 0, 5
INVAR-12, Run: 090, P, 0, 0, 0, 168, 0, 0, 5, 80, 5, 0, 82, 3, 5
INVAR-12, Run: 091, P, 1, 0, 0, 168, 0, 0, 5, 79, 5, 0, 82, 2, 5
INVAR-12, Run: 092, P, 4, 0, 0, 168, 0, 0, 5, 77, 5, 0, 81, 1, 5
INVAR-12, Run: 093, P, 4, 0, 0, 168, 0, 0, 5, 78, 5, 0, 80, 3, 5
INVAR-12, Run: 094, P, 2, 0, 0, 168, 0, 0, 5, 78, 5, 0, 82, 1, 5
INVAR-12, Run: 095, P, 0, 0, 0, 168, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-12, Run: 096, P, 7, 0, 0, 168, 0, 0, 5, 75, 5, 0, 80, 0, 5
INVAR-12, Run: 097, P, 5, 0, 0, 169, 0, 0, 5, 78, 4, 1, 79, 4, 5
INVAR-12, Run: 098, P, 0, 0, 0, 168, 0, 0, 5, 79, 5, 0, 83, 1, 5
INVAR-12, Run: 099, P, 0, 0, 1, 168, 0, 1, 4, 80, 5, 0, 82, 2, 4
INVAR-12, Run: 100, P, 0, 0, 2, 168, 0, 2, 3, 81, 5, 0, 81, 3, 3
INVAR-13, Run: 001, P, 0, 0, 0, 10, 0, 0, 5, 6, 5, 0, 9, 2, 5
INVAR-13, Run: 002, P, 0, 0, 2, 11, 0, 2, 3, 7, 4, 1, 8, 2, 3
INVAR-13, Run: 003, P, 0, 0, 0, 10, 0, 0, 5, 6, 5, 0, 9, 2, 5
INVAR-13, Run: 004, P, 0, 0, 0, 12, 0, 0, 5, 6, 3, 2, 9, 2, 5
INVAR-13, Run: 005, P, 0, 0, 0, 10, 0, 0, 5, 5, 5, 0, 10, 0, 5
INVAR-13, Run: 006, P, 0, 0, 0, 11, 0, 0, 5, 6, 4, 1, 9, 2, 5
INVAR-13, Run: 007, P, 0, 0, 0, 10, 0, 0, 5, 5, 5, 0, 10, 0, 5
INVAR-13, Run: 008, P, 3, 0, 0, 11, 0, 0, 5, 4, 4, 1, 8, 1, 5
INVAR-13, Run: 009, P, 0, 0, 1, 11, 0, 1, 4, 7, 4, 1, 8, 3, 4
INVAR-13, Run: 010, P, 0, 0, 1, 12, 0, 1, 4, 8, 3, 2, 7, 5, 4
INVAR-13, Run: 011, P, 0, 0, 2, 10, 0, 2, 3, 6, 5, 0, 9, 0, 3
INVAR-13, Run: 012, P, 0, 0, 0, 10, 0, 0, 5, 6, 5, 0, 9, 2, 5
INVAR-13, Run: 013, P, 0, 0, 1, 11, 0, 1, 4, 7, 4, 1, 8, 3, 4
INVAR-13, Run: 014, P, 0, 0, 1, 10, 0, 1, 4, 6, 5, 0, 9, 1, 4
INVAR-13, Run: 015, P, 0, 0, 0, 10, 0, 0, 5, 5, 5, 0, 10, 0, 5
INVAR-13, Run: 016, P, 0, 0, 0, 10, 0, 0, 5, 6, 5, 0, 9, 2, 5
INVAR-13, Run: 017, P, 8, 0, 0, 10, 0, 0, 5, 1, 5, 0, 6, 0, 5
INVAR-13, Run: 018, P, 0, 0, 0, 11, 0, 0, 5, 6, 4, 1, 9, 2, 5
INVAR-13, Run: 019, P, 0, 0, 2, 10, 0, 2, 3, 7, 5, 0, 8, 2, 3
INVAR-13, Run: 020, P, 0, 0, 1, 11, 0, 1, 4, 7, 4, 1, 8, 3, 4
INVAR-13, Run: 021, P, 0, 0, 0, 10, 0, 0, 5, 5, 5, 0, 10, 0, 5
INVAR-13, Run: 022, P, 0, 0, 1, 11, 0, 1, 4, 6, 4, 1, 9, 1, 4
INVAR-13, Run: 023, P, 1, 0, 0, 11, 0, 0, 5, 5, 4, 1, 9, 1, 5
INVAR-13, Run: 024, P, 0, 0, 2, 11, 0, 2, 3, 6, 4, 1, 9, 0, 3
INVAR-13, Run: 025, P, 1, 0, 0, 10, 0, 0, 5, 5, 5, 0, 9, 1, 5
INVAR-13, Run: 026, P, 0, 0, 0, 10, 0, 0, 5, 6, 5, 0, 9, 2, 5
INVAR-13, Run: 027, P, 0, 0, 1, 10, 0, 1, 4, 6, 5, 0, 9, 1, 4
INVAR-13, Run: 028, P, 0, 0, 0, 10, 0, 0, 5, 5, 5, 0, 10, 0, 5
INVAR-13, Run: 029, P, 2, 0, 0, 11, 0, 0, 5, 4, 4, 1, 9, 0, 5
INVAR-13, Run: 030, P, 1, 0, 0, 11, 0, 0, 5, 5, 4, 1, 9, 1, 5
INVAR-13, Run: 031, P, 0, 0, 0, 10, 0, 0, 5, 6, 5, 0, 9, 2, 5
INVAR-13, Run: 032, P, 0, 0, 1, 12, 0, 1, 4, 6, 3, 2, 9, 1, 4
INVAR-13, Run: 033, P, 2, 0, 0, 11, 0, 0, 5, 4, 4, 1, 9, 0, 5
INVAR-13, Run: 034, P, 0, 0, 2, 12, 0, 2, 3, 7, 3, 2, 8, 2, 3
INVAR-13, Run: 035, P, 0, 0, 0, 12, 0, 0, 5, 7, 3, 2, 8, 4, 5
INVAR-13, Run: 036, P, 0, 0, 0, 12, 0, 0, 5, 6, 3, 2, 9, 2, 5
INVAR-13, Run: 037, P, 0, 0, 0, 12, 0, 0, 5, 6, 3, 2, 9, 2, 5
INVAR-13, Run: 038, P, 0, 0, 0, 10, 0, 0, 5, 6, 5, 0, 9, 2, 5
INVAR-13, Run: 039, P, 1, 0, 0, 10, 0, 0, 5, 5, 5, 0, 9, 1, 5
INVAR-13, Run: 040, P, 0, 0, 1, 12, 0, 1, 4, 6, 3, 2, 9, 1, 4
INVAR-13, Run: 041, P, 0, 0, 0, 11, 0, 0, 5, 5, 4, 1, 10, 0, 5
INVAR-13, Run: 042, P, 0, 0, 1, 11, 0, 1, 4, 7, 4, 1, 8, 3, 4
INVAR-13, Run: 043, P, 2, 0, 0, 11, 0, 0, 5, 4, 4, 1, 9, 0, 5
INVAR-13, Run: 044, P, 0, 0, 2, 11, 0, 2, 3, 6, 4, 1, 9, 0, 3
INVAR-13, Run: 045, P, 0, 0, 0, 10, 0, 0, 5, 5, 5, 0, 10, 0, 5
INVAR-13, Run: 046, P, 0, 0, 2, 10, 0, 2, 3, 7, 5, 0, 8, 2, 3
INVAR-13, Run: 047, P, 0, 0, 0, 10, 0, 0, 5, 5, 5, 0, 10, 0, 5
INVAR-13, Run: 048, P, 0, 0, 2, 10, 0, 2, 3, 7, 5, 0, 8, 2, 3
INVAR-13, Run: 049, P, 0, 0, 1, 12, 0, 1, 4, 7, 3, 2, 8, 3, 4
INVAR-13, Run: 050, P, 0, 0, 0, 10, 0, 0, 5, 6, 5, 0, 9, 2, 5
INVAR-13, Run: 051, P, 0, 0, 1, 10, 0, 1, 4, 7, 5, 0, 8, 3, 4
INVAR-13, Run: 052, P, 0, 0, 0, 12, 0, 0, 5, 7, 3, 2, 8, 4, 5
INVAR-13, Run: 053, P, 0, 0, 1, 10, 0, 1, 4, 7, 5, 0, 8, 3, 4
INVAR-13, Run: 054, P, 0, 0, 0, 11, 0, 0, 5, 6, 4, 1, 9, 2, 5
INVAR-13, Run: 055, P, 0, 0, 0, 10, 0, 0, 5, 6, 5, 0, 9, 2, 5
INVAR-13, Run: 056, P, 0, 0, 0, 10, 0, 0, 5, 5, 5, 0, 10, 0, 5
INVAR-13, Run: 057, P, 0, 0, 0, 10, 0, 0, 5, 6, 5, 0, 9, 2, 5
INVAR-13, Run: 058, P, 0, 0, 1, 10, 0, 1, 4, 6, 5, 0, 9, 1, 4
INVAR-13, Run: 059, P, 0, 0, 1, 12, 0, 1, 4, 8, 3, 2, 7, 5, 4
INVAR-13, Run: 060, P, 0, 0, 0, 10, 0, 0, 5, 6, 5, 0, 9, 2, 5
INVAR-13, Run: 061, P, 1, 0, 0, 11, 0, 0, 5, 6, 4, 1, 8, 3, 5
INVAR-13, Run: 062, P, 0, 0, 1, 11, 0, 1, 4, 6, 4, 1, 9, 1, 4
INVAR-13, Run: 063, P, 0, 0, 0, 10, 0, 0, 5, 6, 5, 0, 9, 2, 5
INVAR-13, Run: 064, P, 0, 0, 0, 11, 0, 0, 5, 6, 4, 1, 9, 2, 5
INVAR-13, Run: 065, P, 0, 0, 0, 11, 0, 0, 5, 5, 4, 1, 10, 0, 5
INVAR-13, Run: 066, P, 0, 0, 1, 11, 0, 1, 4, 6, 4, 1, 9, 1, 4
INVAR-13, Run: 067, P, 0, 0, 0, 10, 0, 0, 5, 6, 5, 0, 9, 2, 5
INVAR-13, Run: 068, P, 0, 0, 0, 10, 0, 0, 5, 5, 5, 0, 10, 0, 5
INVAR-13, Run: 069, P, 0, 0, 1, 11, 0, 1, 4, 6, 4, 1, 9, 1, 4
INVAR-13, Run: 070, P, 0, 0, 2, 11, 0, 2, 3, 7, 4, 1, 8, 2, 3
INVAR-13, Run: 071, P, 0, 0, 1, 11, 0, 1, 4, 7, 4, 1, 8, 3, 4
INVAR-13, Run: 072, P, 0, 0, 1, 10, 0, 1, 4, 6, 5, 0, 9, 1, 4
INVAR-13, Run: 073, P, 0, 0, 1, 10, 0, 1, 4, 6, 5, 0, 9, 1, 4
INVAR-13, Run: 074, P, 3, 0, 0, 10, 0, 0, 5, 4, 5, 0, 8, 1, 5
INVAR-13, Run: 075, P, 0, 0, 1, 10, 0, 1, 4, 6, 5, 0, 9, 1, 4
INVAR-13, Run: 076, P, 0, 0, 1, 10, 0, 1, 4, 7, 5, 0, 8, 3, 4
INVAR-13, Run: 077, P, 2, 0, 0, 12, 0, 0, 5, 5, 3, 2, 8, 2, 5
INVAR-13, Run: 078, P, 0, 0, 0, 11, 0, 0, 5, 6, 4, 1, 9, 2, 5
INVAR-13, Run: 079, P, 0, 0, 0, 10, 0, 0, 5, 8, 5, 0, 7, 6, 5
INVAR-13, Run: 080, P, 0, 0, 4, 11, 0, 4, 1, 7, 4, 1, 8, 0, 1
INVAR-13, Run: 081, P, 0, 0, 0, 11, 0, 0, 5, 6, 4, 1, 9, 2, 5
INVAR-13, Run: 082, P, 0, 0, 0, 10, 0, 0, 5, 6, 5, 0, 9, 2, 5
INVAR-13, Run: 083, P, 0, 0, 0, 11, 0, 0, 5, 7, 4, 1, 8, 4, 5
INVAR-13, Run: 084, P, 0, 0, 0, 11, 0, 0, 5, 5, 4, 1, 10, 0, 5
INVAR-13, Run: 085, P, 0, 0, 2, 10, 0, 2, 3, 6, 5, 0, 9, 0, 3
INVAR-13, Run: 086, P, 0, 0, 0, 10, 0, 0, 5, 6, 5, 0, 9, 2, 5
INVAR-13, Run: 087, P, 0, 0, 1, 10, 0, 1, 4, 6, 5, 0, 9, 1, 4
INVAR-13, Run: 088, P, 0, 0, 1, 10, 0, 1, 4, 6, 5, 0, 9, 1, 4
INVAR-13, Run: 089, P, 4, 0, 0, 10, 0, 0, 5, 4, 5, 0, 7, 2, 5
INVAR-13, Run: 090, P, 3, 0, 0, 11, 0, 0, 5, 5, 4, 1, 7, 3, 5
INVAR-13, Run: 091, P, 0, 0, 0, 11, 0, 0, 5, 5, 4, 1, 10, 0, 5
INVAR-13, Run: 092, P, 0, 0, 0, 10, 0, 0, 5, 5, 5, 0, 10, 0, 5
INVAR-13, Run: 093, P, 0, 0, 0, 10, 0, 0, 5, 5, 5, 0, 10, 0, 5
INVAR-13, Run: 094, P, 0, 0, 1, 10, 0, 1, 4, 6, 5, 0, 9, 1, 4
INVAR-13, Run: 095, P, 0, 0, 0, 10, 0, 0, 5, 5, 5, 0, 10, 0, 5
INVAR-13, Run: 096, P, 0, 0, 0, 11, 0, 0, 5, 5, 4, 1, 10, 0, 5
INVAR-13, Run: 097, P, 0, 0, 0, 11, 0, 0, 5, 6, 4, 1, 9, 2, 5
INVAR-13, Run: 098, P, 0, 0, 0, 10, 0, 0, 5, 6, 5, 0, 9, 2, 5
INVAR-13, Run: 099, P, 0, 0, 1, 11, 0, 1, 4, 6, 4, 1, 9, 1, 4
INVAR-13, Run: 100, P, 0, 0, 0, 11, 0, 0, 5, 6, 4, 1, 9, 2, 5
INVAR-14, Run: 001, P, 0, 0, 3, 76, 0, 3, 2, 32, 5, 0, 33, 1, 2
INVAR-14, Run: 002, P, 1, 0, 0, 76, 0, 0, 5, 31, 5, 0, 33, 3, 5
INVAR-14, Run: 003, P, 2, 0, 0, 76, 0, 0, 5, 29, 5, 0, 34, 0, 5
INVAR-14, Run: 004, P, 8, 0, 0, 76, 0, 0, 5, 27, 5, 0, 30, 2, 5
INVAR-14, Run: 005, P, 1, 0, 0, 77, 0, 0, 5, 30, 4, 1, 34, 1, 5
INVAR-14, Run: 006, P, 2, 0, 0, 76, 0, 0, 5, 29, 5, 0, 34, 0, 5
INVAR-14, Run: 007, P, 6, 0, 0, 76, 0, 0, 5, 28, 5, 0, 31, 2, 5
INVAR-14, Run: 008, P, 2, 0, 0, 76, 0, 0, 5, 29, 5, 0, 34, 0, 5
INVAR-14, Run: 009, P, 3, 0, 0, 76, 0, 0, 5, 29, 5, 0, 33, 1, 5
INVAR-14, Run: 010, P, 1, 0, 0, 76, 0, 0, 5, 30, 5, 0, 34, 1, 5
INVAR-14, Run: 011, P, 3, 0, 0, 76, 0, 0, 5, 29, 5, 0, 33, 1, 5
INVAR-14, Run: 012, P, 0, 0, 2, 76, 0, 2, 3, 34, 5, 0, 31, 6, 3
INVAR-14, Run: 013, P, 0, 0, 0, 76, 0, 0, 5, 31, 5, 0, 34, 2, 5
