Input Number, Run_Number, Result@ 100, Y, X1, X2, NEW_REACTION, Reaction1, Reaction2
INVAR-30, Run: 047, P, 101, 0, 0, 10049, 101, 0
INVAR-30, Run: 048, P, 101, 0, 0, 10047, 101, 0
INVAR-30, Run: 049, P, 101, 0, 0, 10055, 101, 0
INVAR-30, Run: 050, P, 101, 0, 0, 9931, 101, 0
INVAR-30, Run: 051, P, 101, 0, 0, 9934, 101, 0
INVAR-30, Run: 052, P, 101, 0, 0, 10058, 101, 0
INVAR-30, Run: 053, P, 101, 0, 0, 10324, 101, 0
INVAR-30, Run: 054, P, 101, 0, 0, 10224, 101, 0
INVAR-30, Run: 055, P, 101, 0, 0, 10124, 101, 0
INVAR-30, Run: 056, P, 101, 0, 0, 10154, 101, 0
INVAR-30, Run: 057, P, 101, 0, 0, 10220, 101, 0
INVAR-30, Run: 058, P, 101, 0, 0, 10004, 101, 0
INVAR-30, Run: 059, P, 101, 0, 0, 9998, 101, 0
INVAR-30, Run: 060, P, 101, 0, 0, 10147, 101, 0
INVAR-30, Run: 061, P, 101, 0, 0, 10011, 101, 0
INVAR-30, Run: 062, P, 101, 0, 0, 10042, 101, 0
INVAR-30, Run: 063, P, 101, 0, 0, 10116, 101, 0
INVAR-30, Run: 064, P, 101, 0, 0, 9839, 101, 0
INVAR-30, Run: 065, P, 101, 0, 0, 10004, 101, 0
INVAR-30, Run: 066, P, 101, 0, 0, 10028, 101, 0
INVAR-30, Run: 067, P, 101, 0, 0, 10099, 101, 0
INVAR-30, Run: 068, P, 101, 0, 0, 10163, 101, 0
INVAR-30, Run: 069, P, 101, 0, 0, 10148, 101, 0
INVAR-30, Run: 070, P, 101, 0, 0, 10007, 101, 0
INVAR-30, Run: 071, P, 101, 0, 0, 10162, 101, 0
INVAR-30, Run: 072, P, 101, 0, 0, 9950, 101, 0
INVAR-30, Run: 073, P, 101, 0, 0, 10025, 101, 0
INVAR-30, Run: 074, P, 101, 0, 0, 9983, 101, 0
INVAR-30, Run: 075, P, 101, 0, 0, 10096, 101, 0
INVAR-30, Run: 076, P, 101, 0, 0, 10016, 101, 0
INVAR-30, Run: 077, P, 101, 0, 0, 9857, 101, 0
INVAR-30, Run: 078, P, 101, 0, 0, 9862, 101, 0
INVAR-30, Run: 079, P, 101, 0, 0, 9998, 101, 0
INVAR-30, Run: 080, P, 101, 0, 0, 9975, 101, 0
INVAR-30, Run: 081, P, 101, 0, 0, 10062, 101, 0
INVAR-30, Run: 082, P, 101, 0, 0, 9907, 101, 0
INVAR-30, Run: 083, P, 101, 0, 0, 10074, 101, 0
INVAR-30, Run: 084, P, 101, 0, 0, 10206, 101, 0
INVAR-30, Run: 085, P, 101, 0, 0, 9964, 101, 0
INVAR-30, Run: 086, P, 101, 0, 0, 9896, 101, 0
INVAR-30, Run: 087, P, 101, 0, 0, 10065, 101, 0
INVAR-30, Run: 088, P, 101, 0, 0, 9921, 101, 0
INVAR-30, Run: 089, P, 101, 0, 0, 10121, 101, 0
INVAR-30, Run: 090, P, 101, 0, 0, 9848, 101, 0
INVAR-30, Run: 091, P, 101, 0, 0, 9969, 101, 0
INVAR-30, Run: 092, P, 101, 0, 0, 10050, 101, 0
INVAR-30, Run: 093, P, 101, 0, 0, 9967, 101, 0
INVAR-30, Run: 094, P, 101, 0, 0, 9891, 101, 0
INVAR-30, Run: 095, P, 101, 0, 0, 10107, 101, 0
INVAR-30, Run: 096, P, 101, 0, 0, 9973, 101, 0
INVAR-30, Run: 097, P, 101, 0, 0, 9907, 101, 0
INVAR-30, Run: 098, P, 101, 0, 0, 10244, 101, 0
INVAR-30, Run: 099, P, 101, 0, 0, 10145, 101, 0
INVAR-30, Run: 100, P, 101, 0, 0, 9982, 101, 0
INVAR-31, Run: 001, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 002, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 003, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 004, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 005, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 006, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 007, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 008, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 009, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 010, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 011, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 012, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 013, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 014, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 015, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 016, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 017, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 018, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 019, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 020, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 021, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 022, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 023, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 024, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 025, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 026, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 027, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 028, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 029, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 030, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 031, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 032, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 033, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 034, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 035, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 036, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 037, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 038, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 039, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 040, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 041, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 042, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 043, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 044, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 045, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 046, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 047, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 048, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 049, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 050, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 051, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 052, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 053, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 054, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 055, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 056, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 057, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 058, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 059, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 060, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 061, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 062, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 063, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 064, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 065, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 066, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 067, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 068, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 069, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 070, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 071, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 072, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 073, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 074, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 075, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 076, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 077, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 078, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 079, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 080, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 081, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 082, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 083, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 084, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 085, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 086, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 087, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 088, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 089, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 090, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 091, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 092, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 093, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 094, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 095, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 096, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 097, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 098, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 099, P, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 100, P, 0, 0, 0, 0, 0, 0
INVAR-32, Run: 001, P, 50, 0, 0, 5004, 50, 0
INVAR-32, Run: 002, P, 50, 0, 0, 4930, 50, 0
INVAR-32, Run: 003, P, 50, 0, 0, 5040, 50, 0
INVAR-32, Run: 004, P, 50, 0, 0, 5010, 50, 0
INVAR-32, Run: 005, P, 50, 0, 0, 4909, 50, 0
INVAR-32, Run: 006, P, 50, 0, 0, 5024, 50, 0
INVAR-32, Run: 007, P, 50, 0, 0, 4909, 50, 0
INVAR-32, Run: 008, P, 50, 0, 0, 4975, 50, 0
INVAR-32, Run: 009, P, 50, 0, 0, 4849, 50, 0
INVAR-32, Run: 010, P, 50, 0, 0, 4988, 50, 0
INVAR-32, Run: 011, P, 50, 0, 0, 4941, 50, 0
INVAR-32, Run: 012, P, 50, 0, 0, 4986, 50, 0
INVAR-32, Run: 013, P, 50, 0, 0, 4926, 50, 0
INVAR-32, Run: 014, P, 50, 0, 0, 4827, 50, 0
INVAR-32, Run: 015, P, 50, 0, 0, 4965, 50, 0
INVAR-32, Run: 016, P, 50, 0, 0, 4976, 50, 0
INVAR-32, Run: 017, P, 50, 0, 0, 4995, 50, 0
INVAR-32, Run: 018, P, 50, 0, 0, 4992, 50, 0
INVAR-32, Run: 019, P, 50, 0, 0, 4938, 50, 0
INVAR-32, Run: 020, P, 50, 0, 0, 4941, 50, 0
INVAR-32, Run: 021, P, 50, 0, 0, 4995, 50, 0
INVAR-32, Run: 022, P, 50, 0, 0, 4900, 50, 0
INVAR-32, Run: 023, P, 50, 0, 0, 4962, 50, 0
INVAR-32, Run: 024, P, 50, 0, 0, 4917, 50, 0
INVAR-32, Run: 025, P, 50, 0, 0, 5097, 50, 0
INVAR-32, Run: 026, P, 50, 0, 0, 4816, 50, 0
INVAR-32, Run: 027, P, 50, 0, 0, 4887, 50, 0
INVAR-32, Run: 028, P, 50, 0, 0, 5016, 50, 0
INVAR-32, Run: 029, P, 50, 0, 0, 4855, 50, 0
INVAR-32, Run: 030, P, 50, 0, 0, 4888, 50, 0
INVAR-32, Run: 031, P, 50, 0, 0, 4885, 50, 0
INVAR-32, Run: 032, P, 50, 0, 0, 4979, 50, 0
INVAR-32, Run: 033, P, 50, 0, 0, 5001, 50, 0
INVAR-32, Run: 034, P, 50, 0, 0, 4852, 50, 0
INVAR-32, Run: 035, P, 50, 0, 0, 5045, 50, 0
INVAR-32, Run: 036, P, 50, 0, 0, 4849, 50, 0
INVAR-32, Run: 037, P, 50, 0, 0, 5006, 50, 0
INVAR-32, Run: 038, P, 50, 0, 0, 5035, 50, 0
INVAR-32, Run: 039, P, 50, 0, 0, 4875, 50, 0
INVAR-32, Run: 040, P, 50, 0, 0, 5024, 50, 0
INVAR-32, Run: 041, P, 50, 0, 0, 4933, 50, 0
INVAR-32, Run: 042, P, 50, 0, 0, 4918, 50, 0
INVAR-32, Run: 043, P, 50, 0, 0, 4944, 50, 0
INVAR-32, Run: 044, P, 50, 0, 0, 4893, 50, 0
INVAR-32, Run: 045, P, 50, 0, 0, 5004, 50, 0
INVAR-32, Run: 046, P, 50, 0, 0, 4916, 50, 0
INVAR-32, Run: 047, P, 50, 0, 0, 4897, 50, 0
INVAR-32, Run: 048, P, 50, 0, 0, 4959, 50, 0
INVAR-32, Run: 049, P, 50, 0, 0, 5025, 50, 0
INVAR-32, Run: 050, P, 50, 0, 0, 4792, 50, 0
INVAR-32, Run: 051, P, 50, 0, 0, 4801, 50, 0
INVAR-32, Run: 052, P, 50, 0, 0, 4974, 50, 0
INVAR-32, Run: 053, P, 50, 0, 0, 5015, 50, 0
INVAR-32, Run: 054, P, 50, 0, 0, 5099, 50, 0
INVAR-32, Run: 055, P, 50, 0, 0, 4953, 50, 0
INVAR-32, Run: 056, P, 50, 0, 0, 4961, 50, 0
INVAR-32, Run: 057, P, 50, 0, 0, 4919, 50, 0
INVAR-32, Run: 058, P, 50, 0, 0, 4887, 50, 0
INVAR-32, Run: 059, P, 50, 0, 0, 5054, 50, 0
INVAR-32, Run: 060, P, 50, 0, 0, 4888, 50, 0
INVAR-32, Run: 061, P, 50, 0, 0, 4932, 50, 0
INVAR-32, Run: 062, P, 50, 0, 0, 5033, 50, 0
INVAR-32, Run: 063, P, 50, 0, 0, 5048, 50, 0
INVAR-32, Run: 064, P, 50, 0, 0, 4900, 50, 0
INVAR-32, Run: 065, P, 50, 0, 0, 4979, 50, 0
INVAR-32, Run: 066, P, 50, 0, 0, 4939, 50, 0
INVAR-32, Run: 067, P, 50, 0, 0, 4972, 50, 0
INVAR-32, Run: 068, P, 50, 0, 0, 5014, 50, 0
INVAR-32, Run: 069, P, 50, 0, 0, 4984, 50, 0
INVAR-32, Run: 070, P, 50, 0, 0, 4985, 50, 0
INVAR-32, Run: 071, P, 50, 0, 0, 4761, 50, 0
INVAR-32, Run: 072, P, 50, 0, 0, 5080, 50, 0
INVAR-32, Run: 073, P, 50, 0, 0, 4902, 50, 0
INVAR-32, Run: 074, P, 50, 0, 0, 5014, 50, 0
INVAR-32, Run: 075, P, 50, 0, 0, 5021, 50, 0
INVAR-32, Run: 076, P, 50, 0, 0, 4908, 50, 0
INVAR-32, Run: 077, P, 50, 0, 0, 4746, 50, 0
INVAR-32, Run: 078, P, 50, 0, 0, 4908, 50, 0
INVAR-32, Run: 079, P, 50, 0, 0, 4935, 50, 0
INVAR-32, Run: 080, P, 50, 0, 0, 4970, 50, 0
INVAR-32, Run: 081, P, 50, 0, 0, 4748, 50, 0
INVAR-32, Run: 082, P, 50, 0, 0, 4951, 50, 0
INVAR-32, Run: 083, P, 50, 0, 0, 5005, 50, 0
INVAR-32, Run: 084, P, 50, 0, 0, 4915, 50, 0
INVAR-32, Run: 085, P, 50, 0, 0, 5008, 50, 0
INVAR-32, Run: 086, P, 50, 0, 0, 4910, 50, 0
INVAR-32, Run: 087, P, 50, 0, 0, 4897, 50, 0
INVAR-32, Run: 088, P, 50, 0, 0, 5092, 50, 0
INVAR-32, Run: 089, P, 50, 0, 0, 4924, 50, 0
INVAR-32, Run: 090, P, 50, 0, 0, 4950, 50, 0
INVAR-32, Run: 091, P, 50, 0, 0, 4877, 50, 0
INVAR-32, Run: 092, P, 50, 0, 0, 4989, 50, 0
INVAR-32, Run: 093, P, 50, 0, 0, 4931, 50, 0
INVAR-32, Run: 094, P, 50, 0, 0, 4989, 50, 0
INVAR-32, Run: 095, P, 50, 0, 0, 4901, 50, 0
INVAR-32, Run: 096, P, 50, 0, 0, 4935, 50, 0
INVAR-32, Run: 097, P, 50, 0, 0, 4955, 50, 0
INVAR-32, Run: 098, P, 50, 0, 0, 5002, 50, 0
INVAR-32, Run: 099, P, 50, 0, 0, 5016, 50, 0
INVAR-32, Run: 100, P, 50, 0, 0, 4897, 50, 0
INVAR-33, Run: 001, P, 100, 0, 0, 9862, 100, 0
INVAR-33, Run: 002, P, 100, 0, 0, 9914, 100, 0
INVAR-33, Run: 003, P, 100, 0, 0, 9742, 100, 0
INVAR-33, Run: 004, P, 100, 0, 0, 9563, 100, 0
INVAR-33, Run: 005, P, 100, 0, 0, 9972, 100, 0
INVAR-33, Run: 006, P, 100, 0, 0, 9830, 100, 0
INVAR-33, Run: 007, P, 100, 0, 0, 9792, 100, 0
INVAR-33, Run: 008, P, 100, 0, 0, 9942, 100, 0
INVAR-33, Run: 009, P, 100, 0, 0, 9936, 100, 0
INVAR-33, Run: 010, P, 100, 0, 0, 9817, 100, 0
INVAR-33, Run: 011, P, 100, 0, 0, 9929, 100, 0
INVAR-33, Run: 012, P, 100, 0, 0, 9761, 100, 0
INVAR-33, Run: 013, P, 100, 0, 0, 9697, 100, 0
INVAR-33, Run: 014, P, 100, 0, 0, 9995, 100, 0
INVAR-33, Run: 015, P, 100, 0, 0, 9644, 100, 0
INVAR-33, Run: 016, P, 100, 0, 0, 9834, 100, 0
INVAR-33, Run: 017, P, 100, 0, 0, 10091, 100, 0
INVAR-33, Run: 018, P, 100, 0, 0, 9872, 100, 0
INVAR-33, Run: 019, P, 100, 0, 0, 9727, 100, 0
INVAR-33, Run: 020, P, 100, 0, 0, 9844, 100, 0
INVAR-33, Run: 021, P, 100, 0, 0, 9757, 100, 0
INVAR-33, Run: 022, P, 100, 0, 0, 9993, 100, 0
INVAR-33, Run: 023, P, 100, 0, 0, 9995, 100, 0
INVAR-33, Run: 024, P, 100, 0, 0, 9970, 100, 0
INVAR-33, Run: 025, P, 100, 0, 0, 10024, 100, 0
INVAR-33, Run: 026, P, 100, 0, 0, 9822, 100, 0
INVAR-33, Run: 027, P, 100, 0, 0, 10009, 100, 0
INVAR-33, Run: 028, P, 100, 0, 0, 10125, 100, 0
INVAR-33, Run: 029, P, 100, 0, 0, 10005, 100, 0
INVAR-33, Run: 030, P, 100, 0, 0, 9792, 100, 0
INVAR-33, Run: 031, P, 100, 0, 0, 9840, 100, 0
INVAR-33, Run: 032, P, 100, 0, 0, 10010, 100, 0
INVAR-33, Run: 033, P, 100, 0, 0, 9973, 100, 0
INVAR-33, Run: 034, P, 100, 0, 0, 9933, 100, 0
INVAR-33, Run: 035, P, 100, 0, 0, 10050, 100, 0
INVAR-33, Run: 036, P, 100, 0, 0, 9990, 100, 0
INVAR-33, Run: 037, P, 100, 0, 0, 9744, 100, 0
INVAR-33, Run: 038, P, 100, 0, 0, 9883, 100, 0
INVAR-33, Run: 039, P, 100, 0, 0, 9843, 100, 0
INVAR-33, Run: 040, P, 100, 0, 0, 9785, 100, 0
INVAR-33, Run: 041, P, 100, 0, 0, 9960, 100, 0
INVAR-33, Run: 042, P, 100, 0, 0, 9906, 100, 0
INVAR-33, Run: 043, P, 100, 0, 0, 9945, 100, 0
INVAR-33, Run: 044, P, 100, 0, 0, 9947, 100, 0
INVAR-33, Run: 045, P, 100, 0, 0, 9813, 100, 0
INVAR-33, Run: 046, P, 100, 0, 0, 9824, 100, 0
INVAR-33, Run: 047, P, 100, 0, 0, 9919, 100, 0
INVAR-33, Run: 048, P, 100, 0, 0, 9876, 100, 0
INVAR-33, Run: 049, P, 100, 0, 0, 9987, 100, 0
INVAR-33, Run: 050, P, 100, 0, 0, 9840, 100, 0
INVAR-33, Run: 051, P, 100, 0, 0, 9849, 100, 0
INVAR-33, Run: 052, P, 100, 0, 0, 9866, 100, 0
INVAR-33, Run: 053, P, 100, 0, 0, 9874, 100, 0
INVAR-33, Run: 054, P, 100, 0, 0, 9917, 100, 0
INVAR-33, Run: 055, P, 100, 0, 0, 9833, 100, 0
INVAR-33, Run: 056, P, 100, 0, 0, 9815, 100, 0
INVAR-33, Run: 057, P, 100, 0, 0, 9948, 100, 0
INVAR-33, Run: 058, P, 100, 0, 0, 9779, 100, 0
INVAR-33, Run: 059, P, 100, 0, 0, 9876, 100, 0
INVAR-33, Run: 060, P, 100, 0, 0, 9951, 100, 0
INVAR-33, Run: 061, P, 100, 0, 0, 9997, 100, 0
INVAR-33, Run: 062, P, 100, 0, 0, 9805, 100, 0
INVAR-33, Run: 063, P, 100, 0, 0, 10005, 100, 0
INVAR-33, Run: 064, P, 100, 0, 0, 10021, 100, 0
INVAR-33, Run: 065, P, 100, 0, 0, 9786, 100, 0
INVAR-33, Run: 066, P, 100, 0, 0, 9795, 100, 0
INVAR-33, Run: 067, P, 100, 0, 0, 9880, 100, 0
INVAR-33, Run: 068, P, 100, 0, 0, 9876, 100, 0
INVAR-33, Run: 069, P, 100, 0, 0, 9855, 100, 0
INVAR-33, Run: 070, P, 100, 0, 0, 9808, 100, 0
INVAR-33, Run: 071, P, 100, 0, 0, 9875, 100, 0
INVAR-33, Run: 072, P, 100, 0, 0, 10053, 100, 0
INVAR-33, Run: 073, P, 100, 0, 0, 9901, 100, 0
INVAR-33, Run: 074, P, 100, 0, 0, 9903, 100, 0
INVAR-33, Run: 075, P, 100, 0, 0, 9904, 100, 0
INVAR-33, Run: 076, P, 100, 0, 0, 10112, 100, 0
INVAR-33, Run: 077, P, 100, 0, 0, 9907, 100, 0
INVAR-33, Run: 078, P, 100, 0, 0, 9767, 100, 0
INVAR-33, Run: 079, P, 100, 0, 0, 9699, 100, 0
INVAR-33, Run: 080, P, 100, 0, 0, 9990, 100, 0
INVAR-33, Run: 081, P, 100, 0, 0, 9886, 100, 0
INVAR-33, Run: 082, P, 100, 0, 0, 9945, 100, 0
INVAR-33, Run: 083, P, 100, 0, 0, 9960, 100, 0
INVAR-33, Run: 084, P, 100, 0, 0, 9811, 100, 0
INVAR-33, Run: 085, P, 100, 0, 0, 9874, 100, 0
INVAR-33, Run: 086, P, 100, 0, 0, 9940, 100, 0
INVAR-33, Run: 087, P, 100, 0, 0, 9812, 100, 0
INVAR-33, Run: 088, P, 100, 0, 0, 9858, 100, 0
INVAR-33, Run: 089, P, 100, 0, 0, 9881, 100, 0
INVAR-33, Run: 090, P, 100, 0, 0, 9880, 100, 0
INVAR-33, Run: 091, P, 100, 0, 0, 9903, 100, 0
INVAR-33, Run: 092, P, 100, 0, 0, 9809, 100, 0
INVAR-33, Run: 093, P, 100, 0, 0, 9780, 100, 0
INVAR-33, Run: 094, P, 100, 0, 0, 9994, 100, 0
INVAR-33, Run: 095, P, 100, 0, 0, 10031, 100, 0
INVAR-33, Run: 096, P, 100, 0, 0, 9992, 100, 0
INVAR-33, Run: 097, P, 100, 0, 0, 10009, 100, 0
INVAR-33, Run: 098, P, 100, 0, 0, 9909, 100, 0
INVAR-33, Run: 099, P, 100, 0, 0, 9818, 100, 0
INVAR-33, Run: 100, P, 100, 0, 0, 9901, 100, 0
INVAR-34, Run: 001, P, 200, 0, 0, 19712, 200, 0
INVAR-34, Run: 002, P, 200, 0, 0, 19639, 200, 0
INVAR-34, Run: 003, P, 200, 0, 0, 19585, 200, 0
INVAR-34, Run: 004, P, 200, 0, 0, 19794, 200, 0
INVAR-34, Run: 005, P, 200, 0, 0, 19825, 200, 0
INVAR-34, Run: 006, P, 200, 0, 0, 19672, 200, 0
INVAR-34, Run: 007, P, 200, 0, 0, 19428, 200, 0
INVAR-34, Run: 008, P, 200, 0, 0, 19771, 200, 0
INVAR-34, Run: 009, P, 200, 0, 0, 19657, 200, 0
INVAR-34, Run: 010, P, 200, 0, 0, 19683, 200, 0
INVAR-34, Run: 011, P, 200, 0, 0, 19644, 200, 0
INVAR-34, Run: 012, P, 200, 0, 0, 19784, 200, 0
INVAR-34, Run: 013, P, 200, 0, 0, 19873, 200, 0
INVAR-34, Run: 014, P, 200, 0, 0, 19877, 200, 0
INVAR-34, Run: 015, P, 200, 0, 0, 19777, 200, 0
INVAR-34, Run: 016, P, 200, 0, 0, 19714, 200, 0
INVAR-34, Run: 017, P, 200, 0, 0, 20041, 200, 0
INVAR-34, Run: 018, P, 200, 0, 0, 19665, 200, 0
INVAR-34, Run: 019, P, 200, 0, 0, 19912, 200, 0
INVAR-34, Run: 020, P, 200, 0, 0, 19758, 200, 0
INVAR-34, Run: 021, P, 200, 0, 0, 19755, 200, 0
INVAR-34, Run: 022, P, 200, 0, 0, 19807, 200, 0
INVAR-34, Run: 023, P, 200, 0, 0, 19874, 200, 0
INVAR-34, Run: 024, P, 200, 0, 0, 19798, 200, 0
INVAR-34, Run: 025, P, 200, 0, 0, 19785, 200, 0
INVAR-34, Run: 026, P, 200, 0, 0, 19743, 200, 0
INVAR-34, Run: 027, P, 200, 0, 0, 19849, 200, 0
INVAR-34, Run: 028, P, 200, 0, 0, 19786, 200, 0
INVAR-34, Run: 029, P, 200, 0, 0, 19783, 200, 0
INVAR-34, Run: 030, P, 200, 0, 0, 19731, 200, 0
INVAR-34, Run: 031, P, 200, 0, 0, 19772, 200, 0
INVAR-34, Run: 032, P, 200, 0, 0, 19567, 200, 0
INVAR-34, Run: 033, P, 200, 0, 0, 19775, 200, 0
INVAR-34, Run: 034, P, 200, 0, 0, 19750, 200, 0
INVAR-34, Run: 035, P, 200, 0, 0, 19721, 200, 0
INVAR-34, Run: 036, P, 200, 0, 0, 19893, 200, 0
INVAR-34, Run: 037, P, 200, 0, 0, 19965, 200, 0
INVAR-34, Run: 038, P, 200, 0, 0, 19852, 200, 0
INVAR-34, Run: 039, P, 200, 0, 0, 19907, 200, 0
INVAR-34, Run: 040, P, 200, 0, 0, 20038, 200, 0
INVAR-34, Run: 041, P, 200, 0, 0, 19923, 200, 0
INVAR-34, Run: 042, P, 200, 0, 0, 19867, 200, 0
INVAR-34, Run: 043, P, 200, 0, 0, 19663, 200, 0
INVAR-34, Run: 044, P, 200, 0, 0, 19912, 200, 0
INVAR-34, Run: 045, P, 200, 0, 0, 19654, 200, 0
INVAR-34, Run: 046, P, 200, 0, 0, 19625, 200, 0
INVAR-34, Run: 047, P, 200, 0, 0, 19839, 200, 0
INVAR-34, Run: 048, P, 200, 0, 0, 19900, 200, 0
INVAR-34, Run: 049, P, 200, 0, 0, 19659, 200, 0
INVAR-34, Run: 050, P, 200, 0, 0, 19611, 200, 0
INVAR-34, Run: 051, P, 200, 0, 0, 19866, 200, 0
INVAR-34, Run: 052, P, 200, 0, 0, 20023, 200, 0
INVAR-34, Run: 053, P, 200, 0, 0, 19985, 200, 0
INVAR-34, Run: 054, P, 200, 0, 0, 19331, 200, 0
INVAR-34, Run: 055, P, 200, 0, 0, 19964, 200, 0
INVAR-34, Run: 056, P, 200, 0, 0, 19810, 200, 0
INVAR-34, Run: 057, P, 200, 0, 0, 19726, 200, 0
INVAR-34, Run: 058, P, 200, 0, 0, 19849, 200, 0
INVAR-34, Run: 059, P, 200, 0, 0, 19906, 200, 0
