Input Number, Run_Number, Result@ 100, A1, F1, F1P, A2, F2, F2P
INVAR-1, Run: 072, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 073, P, 20, 0, 0, 33, 0, 0
INVAR-1, Run: 074, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 075, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 076, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 077, P, 19, 0, 0, 34, 0, 0
INVAR-1, Run: 078, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 079, P, 20, 0, 0, 33, 0, 0
INVAR-1, Run: 080, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 081, P, 21, 0, 0, 33, 0, 0
INVAR-1, Run: 082, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 083, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 084, P, 19, 0, 0, 34, 0, 0
INVAR-1, Run: 085, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 086, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 087, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 088, P, 20, 0, 0, 33, 0, 0
INVAR-1, Run: 089, P, 20, 0, 0, 33, 0, 0
INVAR-1, Run: 090, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 091, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 092, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 093, P, 20, 0, 0, 34, 0, 0
INVAR-1, Run: 094, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 095, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 096, P, 20, 0, 0, 33, 0, 0
INVAR-1, Run: 097, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 098, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 099, P, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 100, P, 19, 0, 0, 34, 0, 0
INVAR-10, Run: 001, P, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 002, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 003, P, 3, 0, 0, 13, 0, 0
INVAR-10, Run: 004, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 005, P, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 006, P, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 007, P, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 008, P, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 009, P, 0, 0, 0, 14, 0, 0
INVAR-10, Run: 010, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 011, P, 1, 0, 0, 15, 0, 0
INVAR-10, Run: 012, P, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 013, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 014, P, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 015, P, 2, 0, 0, 15, 0, 0
INVAR-10, Run: 016, P, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 017, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 018, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 019, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 020, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 021, P, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 022, P, 1, 0, 0, 15, 0, 0
INVAR-10, Run: 023, P, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 024, P, 1, 0, 0, 16, 0, 0
INVAR-10, Run: 025, P, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 026, P, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 027, P, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 028, P, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 029, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 030, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 031, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 032, P, 0, 0, 0, 14, 0, 0
INVAR-10, Run: 033, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 034, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 035, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 036, P, 0, 0, 0, 14, 0, 0
INVAR-10, Run: 037, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 038, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 039, P, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 040, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 041, P, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 042, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 043, P, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 044, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 045, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 046, P, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 047, P, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 048, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 049, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 050, P, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 051, P, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 052, P, 0, 0, 0, 14, 0, 0
INVAR-10, Run: 053, P, 3, 0, 0, 13, 0, 0
INVAR-10, Run: 054, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 055, P, 3, 0, 0, 13, 0, 0
INVAR-10, Run: 056, P, 0, 0, 0, 14, 0, 0
INVAR-10, Run: 057, P, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 058, P, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 059, P, 0, 0, 0, 14, 0, 0
INVAR-10, Run: 060, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 061, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 062, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 063, P, 0, 0, 0, 15, 0, 0
INVAR-10, Run: 064, P, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 065, P, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 066, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 067, P, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 068, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 069, P, 3, 0, 0, 13, 0, 0
INVAR-10, Run: 070, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 071, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 072, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 073, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 074, P, 3, 0, 0, 13, 0, 0
INVAR-10, Run: 075, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 076, P, 2, 0, 0, 15, 0, 0
INVAR-10, Run: 077, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 078, P, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 079, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 080, P, 3, 0, 0, 14, 0, 0
INVAR-10, Run: 081, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 082, P, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 083, P, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 084, P, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 085, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 086, P, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 087, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 088, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 089, P, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 090, P, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 091, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 092, P, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 093, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 094, P, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 095, P, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 096, P, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 097, P, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 098, P, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 099, P, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 100, P, 1, 0, 0, 13, 0, 0
INVAR-11, Run: 001, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 002, P, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 003, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 004, P, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 005, P, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 006, P, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 007, P, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 008, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 009, P, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 010, P, 90, 0, 0, 81, 0, 0
INVAR-11, Run: 011, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 012, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 013, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 014, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 015, P, 89, 0, 0, 82, 0, 0
INVAR-11, Run: 016, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 017, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 018, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 019, P, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 020, P, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 021, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 022, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 023, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 024, P, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 025, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 026, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 027, P, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 028, P, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 029, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 030, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 031, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 032, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 033, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 034, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 035, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 036, P, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 037, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 038, P, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 039, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 040, P, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 041, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 042, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 043, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 044, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 045, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 046, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 047, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 048, P, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 049, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 050, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 051, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 052, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 053, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 054, P, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 055, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 056, P, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 057, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 058, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 059, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 060, P, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 061, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 062, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 063, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 064, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 065, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 066, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 067, P, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 068, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 069, P, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 070, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 071, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 072, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 073, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 074, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 075, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 076, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 077, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 078, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 079, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 080, P, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 081, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 082, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 083, P, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 084, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 085, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 086, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 087, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 088, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 089, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 090, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 091, P, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 092, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 093, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 094, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 095, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 096, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 097, P, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 098, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 099, P, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 100, P, 88, 0, 0, 81, 0, 0
INVAR-12, Run: 001, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 002, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 003, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 004, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 005, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 006, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 007, P, 169, 0, 0, 157, 0, 0
INVAR-12, Run: 008, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 009, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 010, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 011, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 012, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 013, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 014, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 015, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 016, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 017, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 018, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 019, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 020, P, 168, 0, 0, 158, 0, 0
INVAR-12, Run: 021, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 022, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 023, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 024, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 025, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 026, P, 168, 0, 0, 158, 0, 0
INVAR-12, Run: 027, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 028, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 029, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 030, P, 169, 0, 0, 157, 0, 0
INVAR-12, Run: 031, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 032, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 033, P, 169, 0, 0, 157, 0, 0
INVAR-12, Run: 034, P, 168, 0, 0, 158, 0, 0
INVAR-12, Run: 035, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 036, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 037, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 038, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 039, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 040, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 041, P, 170, 0, 0, 157, 0, 0
INVAR-12, Run: 042, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 043, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 044, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 045, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 046, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 047, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 048, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 049, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 050, P, 168, 0, 0, 158, 0, 0
INVAR-12, Run: 051, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 052, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 053, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 054, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 055, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 056, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 057, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 058, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 059, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 060, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 061, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 062, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 063, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 064, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 065, P, 169, 0, 0, 157, 0, 0
INVAR-12, Run: 066, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 067, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 068, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 069, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 070, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 071, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 072, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 073, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 074, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 075, P, 169, 0, 0, 157, 0, 0
INVAR-12, Run: 076, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 077, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 078, P, 168, 0, 0, 158, 0, 0
INVAR-12, Run: 079, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 080, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 081, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 082, P, 169, 0, 0, 158, 0, 0
INVAR-12, Run: 083, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 084, P, 168, 0, 0, 158, 0, 0
INVAR-12, Run: 085, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 086, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 087, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 088, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 089, P, 169, 0, 0, 157, 0, 0
INVAR-12, Run: 090, P, 170, 0, 0, 157, 0, 0
INVAR-12, Run: 091, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 092, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 093, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 094, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 095, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 096, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 097, P, 169, 0, 0, 157, 0, 0
INVAR-12, Run: 098, P, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 099, P, 169, 0, 0, 158, 0, 0
INVAR-12, Run: 100, P, 168, 0, 0, 157, 0, 0
INVAR-13, Run: 001, P, 10, 0, 0, 11, 0, 0
INVAR-13, Run: 002, P, 10, 0, 0, 12, 0, 0
INVAR-13, Run: 003, P, 11, 0, 0, 11, 0, 0
INVAR-13, Run: 004, P, 10, 0, 0, 11, 0, 0
INVAR-13, Run: 005, P, 10, 0, 0, 10, 0, 0
INVAR-13, Run: 006, P, 10, 0, 0, 12, 0, 0
INVAR-13, Run: 007, P, 10, 0, 0, 11, 0, 0
INVAR-13, Run: 008, P, 10, 0, 0, 10, 0, 0
INVAR-13, Run: 009, P, 10, 0, 0, 10, 0, 0
INVAR-13, Run: 010, P, 12, 0, 0, 10, 0, 0
INVAR-13, Run: 011, P, 11, 0, 0, 10, 0, 0
INVAR-13, Run: 012, P, 11, 0, 0, 11, 0, 0
INVAR-13, Run: 013, P, 11, 0, 0, 10, 0, 0
INVAR-13, Run: 014, P, 10, 0, 0, 10, 0, 0
INVAR-13, Run: 015, P, 10, 0, 0, 11, 0, 0
INVAR-13, Run: 016, P, 11, 0, 0, 10, 0, 0
INVAR-13, Run: 017, P, 10, 0, 0, 11, 0, 0
INVAR-13, Run: 018, P, 11, 0, 0, 10, 0, 0
INVAR-13, Run: 019, P, 11, 0, 0, 10, 0, 0
INVAR-13, Run: 020, P, 10, 0, 0, 11, 0, 0
INVAR-13, Run: 021, P, 11, 0, 0, 10, 0, 0
