Input Number, Run_Number, Result@ 100, X1, X2, Y, Reaction1, Reaction2
INVAR-2, Run: 032, F, 25, 0, 26, 43, 17
INVAR-2, Run: 033, F, 28, 0, 20, 40, 20
INVAR-2, Run: 034, F, 26, 0, 24, 42, 18
INVAR-2, Run: 035, F, 22, 0, 32, 46, 14
INVAR-2, Run: 036, F, 25, 0, 26, 43, 17
INVAR-2, Run: 037, F, 26, 0, 24, 42, 18
INVAR-2, Run: 038, F, 28, 0, 20, 40, 20
INVAR-2, Run: 039, F, 26, 0, 24, 42, 18
INVAR-2, Run: 040, F, 25, 0, 26, 43, 17
INVAR-2, Run: 041, F, 26, 0, 24, 42, 18
INVAR-2, Run: 042, F, 23, 0, 30, 45, 15
INVAR-2, Run: 043, F, 23, 0, 30, 45, 15
INVAR-2, Run: 044, F, 24, 0, 28, 44, 16
INVAR-2, Run: 045, F, 24, 0, 28, 44, 16
INVAR-2, Run: 046, F, 26, 0, 24, 42, 18
INVAR-2, Run: 047, F, 24, 0, 28, 44, 16
INVAR-2, Run: 048, F, 28, 0, 20, 40, 20
INVAR-2, Run: 049, F, 26, 0, 24, 42, 18
INVAR-2, Run: 050, F, 27, 0, 22, 41, 19
INVAR-2, Run: 051, F, 26, 0, 24, 42, 18
INVAR-2, Run: 052, F, 29, 0, 18, 39, 21
INVAR-2, Run: 053, F, 22, 0, 32, 46, 14
INVAR-2, Run: 054, F, 23, 0, 30, 45, 15
INVAR-2, Run: 055, F, 29, 0, 18, 39, 21
INVAR-2, Run: 056, F, 22, 0, 32, 46, 14
INVAR-2, Run: 057, F, 26, 0, 24, 42, 18
INVAR-2, Run: 058, F, 24, 0, 28, 44, 16
INVAR-2, Run: 059, F, 21, 0, 34, 47, 13
INVAR-2, Run: 060, F, 28, 0, 20, 40, 20
INVAR-2, Run: 061, F, 26, 0, 24, 42, 18
INVAR-2, Run: 062, F, 26, 0, 24, 42, 18
INVAR-2, Run: 063, F, 27, 0, 22, 41, 19
INVAR-2, Run: 064, F, 26, 0, 24, 42, 18
INVAR-2, Run: 065, F, 25, 0, 26, 43, 17
INVAR-2, Run: 066, F, 25, 0, 26, 43, 17
INVAR-2, Run: 067, F, 28, 0, 20, 40, 20
INVAR-2, Run: 068, F, 26, 0, 24, 42, 18
INVAR-2, Run: 069, F, 24, 0, 28, 44, 16
INVAR-2, Run: 070, F, 27, 0, 22, 41, 19
INVAR-2, Run: 071, F, 24, 0, 28, 44, 16
INVAR-2, Run: 072, F, 26, 0, 24, 42, 18
INVAR-2, Run: 073, F, 23, 0, 30, 45, 15
INVAR-2, Run: 074, F, 23, 0, 30, 45, 15
INVAR-2, Run: 075, F, 23, 0, 30, 45, 15
INVAR-2, Run: 076, F, 22, 0, 32, 46, 14
INVAR-2, Run: 077, F, 25, 0, 26, 43, 17
INVAR-2, Run: 078, F, 24, 0, 28, 44, 16
INVAR-2, Run: 079, F, 26, 0, 24, 42, 18
INVAR-2, Run: 080, F, 24, 0, 28, 44, 16
INVAR-2, Run: 081, F, 25, 0, 26, 43, 17
INVAR-2, Run: 082, F, 27, 0, 22, 41, 19
INVAR-2, Run: 083, F, 25, 0, 26, 43, 17
INVAR-2, Run: 084, F, 24, 0, 28, 44, 16
INVAR-2, Run: 085, F, 27, 0, 22, 41, 19
INVAR-2, Run: 086, F, 24, 0, 28, 44, 16
INVAR-2, Run: 087, F, 27, 0, 22, 41, 19
INVAR-2, Run: 088, F, 23, 0, 30, 45, 15
INVAR-2, Run: 089, F, 26, 0, 24, 42, 18
INVAR-2, Run: 090, F, 22, 0, 32, 46, 14
INVAR-2, Run: 091, F, 23, 0, 30, 45, 15
INVAR-2, Run: 092, F, 25, 0, 26, 43, 17
INVAR-2, Run: 093, F, 26, 0, 24, 42, 18
INVAR-2, Run: 094, F, 27, 0, 22, 41, 19
INVAR-2, Run: 095, F, 24, 0, 28, 44, 16
INVAR-2, Run: 096, F, 23, 0, 30, 45, 15
INVAR-2, Run: 097, F, 26, 0, 24, 42, 18
INVAR-2, Run: 098, F, 23, 0, 30, 45, 15
INVAR-2, Run: 099, F, 24, 0, 28, 44, 16
INVAR-2, Run: 100, F, 25, 0, 26, 43, 17
INVAR-20, Run: 001, P, 91, 0, 0, 0, 0
INVAR-20, Run: 002, P, 91, 0, 0, 0, 0
INVAR-20, Run: 003, P, 91, 0, 0, 0, 0
INVAR-20, Run: 004, P, 91, 0, 0, 0, 0
INVAR-20, Run: 005, P, 91, 0, 0, 0, 0
INVAR-20, Run: 006, P, 91, 0, 0, 0, 0
INVAR-20, Run: 007, P, 91, 0, 0, 0, 0
INVAR-20, Run: 008, P, 91, 0, 0, 0, 0
INVAR-20, Run: 009, P, 91, 0, 0, 0, 0
INVAR-20, Run: 010, P, 91, 0, 0, 0, 0
INVAR-20, Run: 011, P, 91, 0, 0, 0, 0
INVAR-20, Run: 012, P, 91, 0, 0, 0, 0
INVAR-20, Run: 013, P, 91, 0, 0, 0, 0
INVAR-20, Run: 014, P, 91, 0, 0, 0, 0
INVAR-20, Run: 015, P, 91, 0, 0, 0, 0
INVAR-20, Run: 016, P, 91, 0, 0, 0, 0
INVAR-20, Run: 017, P, 91, 0, 0, 0, 0
INVAR-20, Run: 018, P, 91, 0, 0, 0, 0
INVAR-20, Run: 019, P, 91, 0, 0, 0, 0
INVAR-20, Run: 020, P, 91, 0, 0, 0, 0
INVAR-20, Run: 021, P, 91, 0, 0, 0, 0
INVAR-20, Run: 022, P, 91, 0, 0, 0, 0
INVAR-20, Run: 023, P, 91, 0, 0, 0, 0
INVAR-20, Run: 024, P, 91, 0, 0, 0, 0
INVAR-20, Run: 025, P, 91, 0, 0, 0, 0
INVAR-20, Run: 026, P, 91, 0, 0, 0, 0
INVAR-20, Run: 027, P, 91, 0, 0, 0, 0
INVAR-20, Run: 028, P, 91, 0, 0, 0, 0
INVAR-20, Run: 029, P, 91, 0, 0, 0, 0
INVAR-20, Run: 030, P, 91, 0, 0, 0, 0
INVAR-20, Run: 031, P, 91, 0, 0, 0, 0
INVAR-20, Run: 032, P, 91, 0, 0, 0, 0
INVAR-20, Run: 033, P, 91, 0, 0, 0, 0
INVAR-20, Run: 034, P, 91, 0, 0, 0, 0
INVAR-20, Run: 035, P, 91, 0, 0, 0, 0
INVAR-20, Run: 036, P, 91, 0, 0, 0, 0
INVAR-20, Run: 037, P, 91, 0, 0, 0, 0
INVAR-20, Run: 038, P, 91, 0, 0, 0, 0
INVAR-20, Run: 039, P, 91, 0, 0, 0, 0
INVAR-20, Run: 040, P, 91, 0, 0, 0, 0
INVAR-20, Run: 041, P, 91, 0, 0, 0, 0
INVAR-20, Run: 042, P, 91, 0, 0, 0, 0
INVAR-20, Run: 043, P, 91, 0, 0, 0, 0
INVAR-20, Run: 044, P, 91, 0, 0, 0, 0
INVAR-20, Run: 045, P, 91, 0, 0, 0, 0
INVAR-20, Run: 046, P, 91, 0, 0, 0, 0
INVAR-20, Run: 047, P, 91, 0, 0, 0, 0
INVAR-20, Run: 048, P, 91, 0, 0, 0, 0
INVAR-20, Run: 049, P, 91, 0, 0, 0, 0
INVAR-20, Run: 050, P, 91, 0, 0, 0, 0
INVAR-20, Run: 051, P, 91, 0, 0, 0, 0
INVAR-20, Run: 052, P, 91, 0, 0, 0, 0
INVAR-20, Run: 053, P, 91, 0, 0, 0, 0
INVAR-20, Run: 054, P, 91, 0, 0, 0, 0
INVAR-20, Run: 055, P, 91, 0, 0, 0, 0
INVAR-20, Run: 056, P, 91, 0, 0, 0, 0
INVAR-20, Run: 057, P, 91, 0, 0, 0, 0
INVAR-20, Run: 058, P, 91, 0, 0, 0, 0
INVAR-20, Run: 059, P, 91, 0, 0, 0, 0
INVAR-20, Run: 060, P, 91, 0, 0, 0, 0
INVAR-20, Run: 061, P, 91, 0, 0, 0, 0
INVAR-20, Run: 062, P, 91, 0, 0, 0, 0
INVAR-20, Run: 063, P, 91, 0, 0, 0, 0
INVAR-20, Run: 064, P, 91, 0, 0, 0, 0
INVAR-20, Run: 065, P, 91, 0, 0, 0, 0
INVAR-20, Run: 066, P, 91, 0, 0, 0, 0
INVAR-20, Run: 067, P, 91, 0, 0, 0, 0
INVAR-20, Run: 068, P, 91, 0, 0, 0, 0
INVAR-20, Run: 069, P, 91, 0, 0, 0, 0
INVAR-20, Run: 070, P, 91, 0, 0, 0, 0
INVAR-20, Run: 071, P, 91, 0, 0, 0, 0
INVAR-20, Run: 072, P, 91, 0, 0, 0, 0
INVAR-20, Run: 073, P, 91, 0, 0, 0, 0
INVAR-20, Run: 074, P, 91, 0, 0, 0, 0
INVAR-20, Run: 075, P, 91, 0, 0, 0, 0
INVAR-20, Run: 076, P, 91, 0, 0, 0, 0
INVAR-20, Run: 077, P, 91, 0, 0, 0, 0
INVAR-20, Run: 078, P, 91, 0, 0, 0, 0
INVAR-20, Run: 079, P, 91, 0, 0, 0, 0
INVAR-20, Run: 080, P, 91, 0, 0, 0, 0
INVAR-20, Run: 081, P, 91, 0, 0, 0, 0
INVAR-20, Run: 082, P, 91, 0, 0, 0, 0
INVAR-20, Run: 083, P, 91, 0, 0, 0, 0
INVAR-20, Run: 084, P, 91, 0, 0, 0, 0
INVAR-20, Run: 085, P, 91, 0, 0, 0, 0
INVAR-20, Run: 086, P, 91, 0, 0, 0, 0
INVAR-20, Run: 087, P, 91, 0, 0, 0, 0
INVAR-20, Run: 088, P, 91, 0, 0, 0, 0
INVAR-20, Run: 089, P, 91, 0, 0, 0, 0
INVAR-20, Run: 090, P, 91, 0, 0, 0, 0
INVAR-20, Run: 091, P, 91, 0, 0, 0, 0
INVAR-20, Run: 092, P, 91, 0, 0, 0, 0
INVAR-20, Run: 093, P, 91, 0, 0, 0, 0
INVAR-20, Run: 094, P, 91, 0, 0, 0, 0
INVAR-20, Run: 095, P, 91, 0, 0, 0, 0
INVAR-20, Run: 096, P, 91, 0, 0, 0, 0
INVAR-20, Run: 097, P, 91, 0, 0, 0, 0
INVAR-20, Run: 098, P, 91, 0, 0, 0, 0
INVAR-20, Run: 099, P, 91, 0, 0, 0, 0
INVAR-20, Run: 100, P, 91, 0, 0, 0, 0
INVAR-21, Run: 001, P, 133, 0, 0, 0, 0
INVAR-21, Run: 002, P, 133, 0, 0, 0, 0
INVAR-21, Run: 003, P, 133, 0, 0, 0, 0
INVAR-21, Run: 004, P, 133, 0, 0, 0, 0
INVAR-21, Run: 005, P, 133, 0, 0, 0, 0
INVAR-21, Run: 006, P, 133, 0, 0, 0, 0
INVAR-21, Run: 007, P, 133, 0, 0, 0, 0
INVAR-21, Run: 008, P, 133, 0, 0, 0, 0
INVAR-21, Run: 009, P, 133, 0, 0, 0, 0
INVAR-21, Run: 010, P, 133, 0, 0, 0, 0
INVAR-21, Run: 011, P, 133, 0, 0, 0, 0
INVAR-21, Run: 012, P, 133, 0, 0, 0, 0
INVAR-21, Run: 013, P, 133, 0, 0, 0, 0
INVAR-21, Run: 014, P, 133, 0, 0, 0, 0
INVAR-21, Run: 015, P, 133, 0, 0, 0, 0
INVAR-21, Run: 016, P, 133, 0, 0, 0, 0
INVAR-21, Run: 017, P, 133, 0, 0, 0, 0
INVAR-21, Run: 018, P, 133, 0, 0, 0, 0
INVAR-21, Run: 019, P, 133, 0, 0, 0, 0
INVAR-21, Run: 020, P, 133, 0, 0, 0, 0
INVAR-21, Run: 021, P, 133, 0, 0, 0, 0
INVAR-21, Run: 022, P, 133, 0, 0, 0, 0
INVAR-21, Run: 023, P, 133, 0, 0, 0, 0
INVAR-21, Run: 024, P, 133, 0, 0, 0, 0
INVAR-21, Run: 025, P, 133, 0, 0, 0, 0
INVAR-21, Run: 026, P, 133, 0, 0, 0, 0
INVAR-21, Run: 027, P, 133, 0, 0, 0, 0
INVAR-21, Run: 028, P, 133, 0, 0, 0, 0
INVAR-21, Run: 029, P, 133, 0, 0, 0, 0
INVAR-21, Run: 030, P, 133, 0, 0, 0, 0
INVAR-21, Run: 031, P, 133, 0, 0, 0, 0
INVAR-21, Run: 032, P, 133, 0, 0, 0, 0
INVAR-21, Run: 033, P, 133, 0, 0, 0, 0
INVAR-21, Run: 034, P, 133, 0, 0, 0, 0
INVAR-21, Run: 035, P, 133, 0, 0, 0, 0
INVAR-21, Run: 036, P, 133, 0, 0, 0, 0
INVAR-21, Run: 037, P, 133, 0, 0, 0, 0
INVAR-21, Run: 038, P, 133, 0, 0, 0, 0
INVAR-21, Run: 039, P, 133, 0, 0, 0, 0
INVAR-21, Run: 040, P, 133, 0, 0, 0, 0
INVAR-21, Run: 041, P, 133, 0, 0, 0, 0
INVAR-21, Run: 042, P, 133, 0, 0, 0, 0
INVAR-21, Run: 043, P, 133, 0, 0, 0, 0
INVAR-21, Run: 044, P, 133, 0, 0, 0, 0
INVAR-21, Run: 045, P, 133, 0, 0, 0, 0
INVAR-21, Run: 046, P, 133, 0, 0, 0, 0
INVAR-21, Run: 047, P, 133, 0, 0, 0, 0
INVAR-21, Run: 048, P, 133, 0, 0, 0, 0
INVAR-21, Run: 049, P, 133, 0, 0, 0, 0
INVAR-21, Run: 050, P, 133, 0, 0, 0, 0
INVAR-21, Run: 051, P, 133, 0, 0, 0, 0
INVAR-21, Run: 052, P, 133, 0, 0, 0, 0
INVAR-21, Run: 053, P, 133, 0, 0, 0, 0
INVAR-21, Run: 054, P, 133, 0, 0, 0, 0
INVAR-21, Run: 055, P, 133, 0, 0, 0, 0
INVAR-21, Run: 056, P, 133, 0, 0, 0, 0
INVAR-21, Run: 057, P, 133, 0, 0, 0, 0
INVAR-21, Run: 058, P, 133, 0, 0, 0, 0
INVAR-21, Run: 059, P, 133, 0, 0, 0, 0
INVAR-21, Run: 060, P, 133, 0, 0, 0, 0
INVAR-21, Run: 061, P, 133, 0, 0, 0, 0
INVAR-21, Run: 062, P, 133, 0, 0, 0, 0
INVAR-21, Run: 063, P, 133, 0, 0, 0, 0
INVAR-21, Run: 064, P, 133, 0, 0, 0, 0
INVAR-21, Run: 065, P, 133, 0, 0, 0, 0
INVAR-21, Run: 066, P, 133, 0, 0, 0, 0
INVAR-21, Run: 067, P, 133, 0, 0, 0, 0
INVAR-21, Run: 068, P, 133, 0, 0, 0, 0
INVAR-21, Run: 069, P, 133, 0, 0, 0, 0
INVAR-21, Run: 070, P, 133, 0, 0, 0, 0
INVAR-21, Run: 071, P, 133, 0, 0, 0, 0
INVAR-21, Run: 072, P, 133, 0, 0, 0, 0
INVAR-21, Run: 073, P, 133, 0, 0, 0, 0
INVAR-21, Run: 074, P, 133, 0, 0, 0, 0
INVAR-21, Run: 075, P, 133, 0, 0, 0, 0
INVAR-21, Run: 076, P, 133, 0, 0, 0, 0
INVAR-21, Run: 077, P, 133, 0, 0, 0, 0
INVAR-21, Run: 078, P, 133, 0, 0, 0, 0
INVAR-21, Run: 079, P, 133, 0, 0, 0, 0
INVAR-21, Run: 080, P, 133, 0, 0, 0, 0
INVAR-21, Run: 081, P, 133, 0, 0, 0, 0
INVAR-21, Run: 082, P, 133, 0, 0, 0, 0
INVAR-21, Run: 083, P, 133, 0, 0, 0, 0
INVAR-21, Run: 084, P, 133, 0, 0, 0, 0
INVAR-21, Run: 085, P, 133, 0, 0, 0, 0
INVAR-21, Run: 086, P, 133, 0, 0, 0, 0
INVAR-21, Run: 087, P, 133, 0, 0, 0, 0
INVAR-21, Run: 088, P, 133, 0, 0, 0, 0
INVAR-21, Run: 089, P, 133, 0, 0, 0, 0
INVAR-21, Run: 090, P, 133, 0, 0, 0, 0
INVAR-21, Run: 091, P, 133, 0, 0, 0, 0
INVAR-21, Run: 092, P, 133, 0, 0, 0, 0
INVAR-21, Run: 093, P, 133, 0, 0, 0, 0
INVAR-21, Run: 094, P, 133, 0, 0, 0, 0
INVAR-21, Run: 095, P, 133, 0, 0, 0, 0
INVAR-21, Run: 096, P, 133, 0, 0, 0, 0
INVAR-21, Run: 097, P, 133, 0, 0, 0, 0
INVAR-21, Run: 098, P, 133, 0, 0, 0, 0
INVAR-21, Run: 099, P, 133, 0, 0, 0, 0
INVAR-21, Run: 100, P, 133, 0, 0, 0, 0
INVAR-22, Run: 001, F, 32, 0, 15, 18, 3
INVAR-22, Run: 002, F, 31, 0, 17, 19, 2
INVAR-22, Run: 003, F, 32, 0, 15, 18, 3
INVAR-22, Run: 004, F, 33, 0, 13, 17, 4
INVAR-22, Run: 005, F, 34, 0, 11, 16, 5
INVAR-22, Run: 006, F, 33, 0, 13, 17, 4
INVAR-22, Run: 007, F, 33, 0, 13, 17, 4
INVAR-22, Run: 008, F, 33, 0, 13, 17, 4
INVAR-22, Run: 009, F, 32, 0, 15, 18, 3
INVAR-22, Run: 010, F, 31, 0, 17, 19, 2
INVAR-22, Run: 011, F, 30, 0, 19, 20, 1
INVAR-22, Run: 012, F, 31, 0, 17, 19, 2
INVAR-22, Run: 013, F, 32, 0, 15, 18, 3
INVAR-22, Run: 014, F, 33, 0, 13, 17, 4
INVAR-22, Run: 015, F, 32, 0, 15, 18, 3
INVAR-22, Run: 016, F, 32, 0, 15, 18, 3
INVAR-22, Run: 017, F, 33, 0, 13, 17, 4
INVAR-22, Run: 018, F, 32, 0, 15, 18, 3
INVAR-22, Run: 019, F, 33, 0, 13, 17, 4
INVAR-22, Run: 020, F, 32, 0, 15, 18, 3
INVAR-22, Run: 021, F, 31, 0, 17, 19, 2
INVAR-22, Run: 022, F, 34, 0, 11, 16, 5
INVAR-22, Run: 023, F, 33, 0, 13, 17, 4
INVAR-22, Run: 024, F, 33, 0, 13, 17, 4
INVAR-22, Run: 025, F, 30, 0, 19, 20, 1
INVAR-22, Run: 026, F, 34, 0, 11, 16, 5
INVAR-22, Run: 027, F, 32, 0, 15, 18, 3
INVAR-22, Run: 028, F, 32, 0, 15, 18, 3
INVAR-22, Run: 029, F, 34, 0, 11, 16, 5
INVAR-22, Run: 030, F, 34, 0, 11, 16, 5
INVAR-22, Run: 031, F, 33, 0, 13, 17, 4
INVAR-22, Run: 032, F, 32, 0, 15, 18, 3
INVAR-22, Run: 033, F, 34, 0, 11, 16, 5
INVAR-22, Run: 034, F, 35, 0, 9, 15, 6
INVAR-22, Run: 035, F, 33, 0, 13, 17, 4
INVAR-22, Run: 036, F, 36, 0, 7, 14, 7
INVAR-22, Run: 037, F, 31, 0, 17, 19, 2
INVAR-22, Run: 038, F, 34, 0, 11, 16, 5
INVAR-22, Run: 039, F, 33, 0, 13, 17, 4
INVAR-22, Run: 040, F, 33, 0, 13, 17, 4
INVAR-22, Run: 041, F, 31, 0, 17, 19, 2
INVAR-22, Run: 042, F, 34, 0, 11, 16, 5
INVAR-22, Run: 043, F, 35, 0, 9, 15, 6
INVAR-22, Run: 044, F, 32, 0, 15, 18, 3
INVAR-22, Run: 045, F, 33, 0, 13, 17, 4
INVAR-22, Run: 046, F, 31, 0, 17, 19, 2
INVAR-22, Run: 047, F, 32, 0, 15, 18, 3
INVAR-22, Run: 048, F, 33, 0, 13, 17, 4
INVAR-22, Run: 049, F, 30, 0, 19, 20, 1
INVAR-22, Run: 050, F, 33, 0, 13, 17, 4
INVAR-22, Run: 051, F, 33, 0, 13, 17, 4
INVAR-22, Run: 052, F, 33, 0, 13, 17, 4
INVAR-22, Run: 053, F, 32, 0, 15, 18, 3
INVAR-22, Run: 054, F, 34, 0, 11, 16, 5
INVAR-22, Run: 055, F, 34, 0, 11, 16, 5
INVAR-22, Run: 056, F, 32, 0, 15, 18, 3
INVAR-22, Run: 057, F, 34, 0, 11, 16, 5
INVAR-22, Run: 058, F, 31, 0, 17, 19, 2
INVAR-22, Run: 059, F, 35, 0, 9, 15, 6
INVAR-22, Run: 060, F, 34, 0, 11, 16, 5
INVAR-22, Run: 061, F, 32, 0, 15, 18, 3
INVAR-22, Run: 062, F, 31, 0, 17, 19, 2
INVAR-22, Run: 063, F, 31, 0, 17, 19, 2
INVAR-22, Run: 064, F, 32, 0, 15, 18, 3
INVAR-22, Run: 065, F, 34, 0, 11, 16, 5
INVAR-22, Run: 066, F, 30, 0, 19, 20, 1
INVAR-22, Run: 067, F, 33, 0, 13, 17, 4
INVAR-22, Run: 068, F, 34, 0, 11, 16, 5
INVAR-22, Run: 069, F, 31, 0, 17, 19, 2
INVAR-22, Run: 070, F, 32, 0, 15, 18, 3
INVAR-22, Run: 071, F, 32, 0, 15, 18, 3
INVAR-22, Run: 072, F, 33, 0, 13, 17, 4
INVAR-22, Run: 073, F, 33, 0, 13, 17, 4
INVAR-22, Run: 074, F, 34, 0, 11, 16, 5
INVAR-22, Run: 075, F, 33, 0, 13, 17, 4
INVAR-22, Run: 076, F, 35, 0, 9, 15, 6
INVAR-22, Run: 077, F, 34, 0, 11, 16, 5
INVAR-22, Run: 078, F, 31, 0, 17, 19, 2
INVAR-22, Run: 079, F, 34, 0, 11, 16, 5
INVAR-22, Run: 080, F, 33, 0, 13, 17, 4
INVAR-22, Run: 081, F, 32, 0, 15, 18, 3
INVAR-22, Run: 082, F, 32, 0, 15, 18, 3
INVAR-22, Run: 083, F, 29, 0, 21, 21, 0
INVAR-22, Run: 084, F, 33, 0, 13, 17, 4
INVAR-22, Run: 085, F, 33, 0, 13, 17, 4
INVAR-22, Run: 086, F, 34, 0, 11, 16, 5
INVAR-22, Run: 087, F, 33, 0, 13, 17, 4
INVAR-22, Run: 088, F, 31, 0, 17, 19, 2
INVAR-22, Run: 089, F, 30, 0, 19, 20, 1
INVAR-22, Run: 090, F, 31, 0, 17, 19, 2
INVAR-22, Run: 091, F, 32, 0, 15, 18, 3
INVAR-22, Run: 092, F, 33, 0, 13, 17, 4
INVAR-22, Run: 093, F, 31, 0, 17, 19, 2
INVAR-22, Run: 094, F, 31, 0, 17, 19, 2
INVAR-22, Run: 095, F, 32, 0, 15, 18, 3
INVAR-22, Run: 096, F, 34, 0, 11, 16, 5
INVAR-22, Run: 097, F, 33, 0, 13, 17, 4
INVAR-22, Run: 098, F, 34, 0, 11, 16, 5
INVAR-22, Run: 099, F, 31, 0, 17, 19, 2
INVAR-22, Run: 100, F, 34, 0, 11, 16, 5
INVAR-23, Run: 001, F, 54, 0, 35, 46, 11
INVAR-23, Run: 002, F, 55, 0, 33, 45, 12
INVAR-23, Run: 003, F, 53, 0, 37, 47, 10
INVAR-23, Run: 004, F, 51, 0, 41, 49, 8
INVAR-23, Run: 005, F, 56, 0, 31, 44, 13
INVAR-23, Run: 006, F, 56, 0, 31, 44, 13
INVAR-23, Run: 007, F, 54, 0, 35, 46, 11
INVAR-23, Run: 008, F, 56, 0, 31, 44, 13
INVAR-23, Run: 009, F, 55, 0, 33, 45, 12
INVAR-23, Run: 010, F, 52, 0, 39, 48, 9
INVAR-23, Run: 011, F, 53, 0, 37, 47, 10
INVAR-23, Run: 012, F, 52, 0, 39, 48, 9
INVAR-23, Run: 013, F, 54, 0, 35, 46, 11
INVAR-23, Run: 014, F, 52, 0, 39, 48, 9
INVAR-23, Run: 015, F, 57, 0, 29, 43, 14
INVAR-23, Run: 016, F, 56, 0, 31, 44, 13
INVAR-23, Run: 017, F, 53, 0, 37, 47, 10
INVAR-23, Run: 018, F, 52, 0, 39, 48, 9
INVAR-23, Run: 019, F, 56, 0, 31, 44, 13
INVAR-23, Run: 020, F, 54, 0, 35, 46, 11
INVAR-23, Run: 021, F, 54, 0, 35, 46, 11
INVAR-23, Run: 022, F, 55, 0, 33, 45, 12
INVAR-23, Run: 023, F, 54, 0, 35, 46, 11
INVAR-23, Run: 024, F, 55, 0, 33, 45, 12
INVAR-23, Run: 025, F, 56, 0, 31, 44, 13
INVAR-23, Run: 026, F, 55, 0, 33, 45, 12
INVAR-23, Run: 027, F, 53, 0, 37, 47, 10
INVAR-23, Run: 028, F, 56, 0, 31, 44, 13
INVAR-23, Run: 029, F, 56, 0, 31, 44, 13
INVAR-23, Run: 030, F, 57, 0, 29, 43, 14
INVAR-23, Run: 031, F, 53, 0, 37, 47, 10
INVAR-23, Run: 032, F, 52, 0, 39, 48, 9
INVAR-23, Run: 033, F, 56, 0, 31, 44, 13
INVAR-23, Run: 034, F, 55, 0, 33, 45, 12
INVAR-23, Run: 035, F, 58, 0, 27, 42, 15
INVAR-23, Run: 036, F, 55, 0, 33, 45, 12
INVAR-23, Run: 037, F, 51, 0, 41, 49, 8
INVAR-23, Run: 038, F, 56, 0, 31, 44, 13
INVAR-23, Run: 039, F, 56, 0, 31, 44, 13
INVAR-23, Run: 040, F, 54, 0, 35, 46, 11
INVAR-23, Run: 041, F, 52, 0, 39, 48, 9
INVAR-23, Run: 042, F, 55, 0, 33, 45, 12
INVAR-23, Run: 043, F, 52, 0, 39, 48, 9
INVAR-23, Run: 044, F, 56, 0, 31, 44, 13
INVAR-23, Run: 045, F, 57, 0, 29, 43, 14
INVAR-23, Run: 046, F, 56, 0, 31, 44, 13
INVAR-23, Run: 047, F, 56, 0, 31, 44, 13
INVAR-23, Run: 048, F, 58, 0, 27, 42, 15
INVAR-23, Run: 049, F, 57, 0, 29, 43, 14
INVAR-23, Run: 050, F, 53, 0, 37, 47, 10
INVAR-23, Run: 051, F, 56, 0, 31, 44, 13
INVAR-23, Run: 052, F, 54, 0, 35, 46, 11
INVAR-23, Run: 053, F, 57, 0, 29, 43, 14
INVAR-23, Run: 054, F, 55, 0, 33, 45, 12
INVAR-23, Run: 055, F, 55, 0, 33, 45, 12
INVAR-23, Run: 056, F, 54, 0, 35, 46, 11
INVAR-23, Run: 057, F, 56, 0, 31, 44, 13
INVAR-23, Run: 058, F, 56, 0, 31, 44, 13
INVAR-23, Run: 059, F, 57, 0, 29, 43, 14
INVAR-23, Run: 060, F, 54, 0, 35, 46, 11
INVAR-23, Run: 061, F, 56, 0, 31, 44, 13
INVAR-23, Run: 062, F, 56, 0, 31, 44, 13
INVAR-23, Run: 063, F, 56, 0, 31, 44, 13
INVAR-23, Run: 064, F, 49, 0, 45, 51, 6
INVAR-23, Run: 065, F, 56, 0, 31, 44, 13
INVAR-23, Run: 066, F, 54, 0, 35, 46, 11
INVAR-23, Run: 067, F, 56, 0, 31, 44, 13
INVAR-23, Run: 068, F, 55, 0, 33, 45, 12
INVAR-23, Run: 069, F, 56, 0, 31, 44, 13
INVAR-23, Run: 070, F, 54, 0, 35, 46, 11
INVAR-23, Run: 071, F, 54, 0, 35, 46, 11
INVAR-23, Run: 072, F, 52, 0, 39, 48, 9
INVAR-23, Run: 073, F, 56, 0, 31, 44, 13
INVAR-23, Run: 074, F, 52, 0, 39, 48, 9
INVAR-23, Run: 075, F, 55, 0, 33, 45, 12
INVAR-23, Run: 076, F, 57, 0, 29, 43, 14
INVAR-23, Run: 077, F, 55, 0, 33, 45, 12
INVAR-23, Run: 078, F, 57, 0, 29, 43, 14
INVAR-23, Run: 079, F, 59, 0, 25, 41, 16
INVAR-23, Run: 080, F, 58, 0, 27, 42, 15
INVAR-23, Run: 081, F, 59, 0, 25, 41, 16
INVAR-23, Run: 082, F, 55, 0, 33, 45, 12
INVAR-23, Run: 083, F, 55, 0, 33, 45, 12
INVAR-23, Run: 084, F, 53, 0, 37, 47, 10
INVAR-23, Run: 085, F, 57, 0, 29, 43, 14
INVAR-23, Run: 086, F, 52, 0, 39, 48, 9
INVAR-23, Run: 087, F, 54, 0, 35, 46, 11
INVAR-23, Run: 088, F, 54, 0, 35, 46, 11
INVAR-23, Run: 089, F, 54, 0, 35, 46, 11
INVAR-23, Run: 090, F, 56, 0, 31, 44, 13
INVAR-23, Run: 091, F, 55, 0, 33, 45, 12
INVAR-23, Run: 092, F, 56, 0, 31, 44, 13
INVAR-23, Run: 093, F, 50, 0, 43, 50, 7
INVAR-23, Run: 094, F, 52, 0, 39, 48, 9
INVAR-23, Run: 095, F, 59, 0, 25, 41, 16
INVAR-23, Run: 096, F, 58, 0, 27, 42, 15
