Input Number, Run_Number, Result@ 100, XP, X, Z, Y, YP, NEW_REACTION, Reaction1, Reaction2, Reaction3
INVAR-10, Run: 014, P, 0, 0, 53, 0, 11, 3, 42, 50, 39
INVAR-10, Run: 015, P, 0, 0, 52, 0, 10, 2, 42, 50, 40
INVAR-10, Run: 016, P, 0, 0, 52, 0, 10, 2, 42, 50, 40
INVAR-10, Run: 017, P, 0, 0, 54, 0, 12, 4, 42, 50, 38
INVAR-10, Run: 018, P, 0, 0, 56, 0, 14, 6, 42, 50, 36
INVAR-10, Run: 019, P, 0, 0, 54, 0, 12, 4, 42, 50, 38
INVAR-10, Run: 020, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 021, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 022, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 023, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 024, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 025, P, 0, 0, 52, 0, 10, 2, 42, 50, 40
INVAR-10, Run: 026, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 027, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 028, P, 0, 0, 54, 0, 12, 4, 42, 50, 38
INVAR-10, Run: 029, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 030, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 031, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 032, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 033, P, 0, 0, 55, 0, 13, 5, 42, 50, 37
INVAR-10, Run: 034, P, 0, 0, 52, 0, 10, 2, 42, 50, 40
INVAR-10, Run: 035, P, 0, 0, 52, 0, 10, 2, 42, 50, 40
INVAR-10, Run: 036, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 037, P, 0, 0, 54, 0, 12, 4, 42, 50, 38
INVAR-10, Run: 038, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 039, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 040, P, 0, 0, 52, 0, 10, 2, 42, 50, 40
INVAR-10, Run: 041, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 042, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 043, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 044, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 045, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 046, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 047, P, 0, 0, 54, 0, 12, 4, 42, 50, 38
INVAR-10, Run: 048, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 049, P, 0, 0, 52, 0, 10, 2, 42, 50, 40
INVAR-10, Run: 050, P, 0, 0, 54, 0, 12, 4, 42, 50, 38
INVAR-10, Run: 051, P, 0, 0, 53, 0, 11, 3, 42, 50, 39
INVAR-10, Run: 052, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 053, P, 0, 0, 54, 0, 12, 4, 42, 50, 38
INVAR-10, Run: 054, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 055, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 056, P, 0, 0, 55, 0, 13, 5, 42, 50, 37
INVAR-10, Run: 057, P, 0, 0, 55, 0, 13, 5, 42, 50, 37
INVAR-10, Run: 058, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 059, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 060, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 061, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 062, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 063, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 064, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 065, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 066, P, 0, 0, 52, 0, 10, 2, 42, 50, 40
INVAR-10, Run: 067, P, 0, 0, 53, 0, 11, 3, 42, 50, 39
INVAR-10, Run: 068, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 069, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 070, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 071, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 072, P, 0, 0, 54, 0, 12, 4, 42, 50, 38
INVAR-10, Run: 073, P, 0, 0, 52, 0, 10, 2, 42, 50, 40
INVAR-10, Run: 074, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 075, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 076, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 077, P, 0, 0, 53, 0, 11, 3, 42, 50, 39
INVAR-10, Run: 078, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 079, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 080, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 081, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 082, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 083, P, 0, 0, 54, 0, 12, 4, 42, 50, 38
INVAR-10, Run: 084, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 085, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 086, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 087, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 088, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 089, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 090, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 091, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-10, Run: 092, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 093, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 094, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 095, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 096, P, 0, 0, 53, 0, 11, 3, 42, 50, 39
INVAR-10, Run: 097, P, 0, 0, 52, 0, 10, 2, 42, 50, 40
INVAR-10, Run: 098, P, 0, 0, 50, 0, 8, 0, 42, 50, 42
INVAR-10, Run: 099, P, 0, 0, 53, 0, 11, 3, 42, 50, 39
INVAR-10, Run: 100, P, 0, 0, 51, 0, 9, 1, 42, 50, 41
INVAR-11, Run: 001, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 002, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 003, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 004, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 005, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 006, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 007, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 008, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 009, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 010, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 011, P, 0, 0, 102, 0, 44, 2, 58, 100, 56
INVAR-11, Run: 012, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 013, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 014, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 015, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 016, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 017, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 018, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 019, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 020, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 021, P, 0, 0, 102, 0, 44, 2, 58, 100, 56
INVAR-11, Run: 022, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 023, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 024, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 025, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 026, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 027, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 028, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 029, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 030, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 031, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 032, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 033, P, 0, 0, 102, 0, 44, 2, 58, 100, 56
INVAR-11, Run: 034, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 035, P, 0, 0, 102, 0, 44, 2, 58, 100, 56
INVAR-11, Run: 036, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 037, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 038, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 039, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 040, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 041, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 042, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 043, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 044, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 045, P, 0, 0, 102, 0, 44, 2, 58, 100, 56
INVAR-11, Run: 046, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 047, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 048, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 049, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 050, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 051, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 052, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 053, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 054, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 055, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 056, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 057, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 058, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 059, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 060, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 061, P, 0, 0, 102, 0, 44, 2, 58, 100, 56
INVAR-11, Run: 062, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 063, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 064, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 065, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 066, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 067, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 068, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 069, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 070, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 071, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 072, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 073, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 074, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 075, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 076, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 077, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 078, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 079, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 080, P, 0, 0, 102, 0, 44, 2, 58, 100, 56
INVAR-11, Run: 081, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 082, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 083, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 084, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 085, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 086, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 087, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 088, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 089, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 090, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 091, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 092, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 093, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 094, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 095, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 096, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 097, P, 0, 0, 101, 0, 43, 1, 58, 100, 57
INVAR-11, Run: 098, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 099, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-11, Run: 100, P, 0, 0, 100, 0, 42, 0, 58, 100, 58
INVAR-12, Run: 001, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
INVAR-12, Run: 002, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
INVAR-12, Run: 003, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
INVAR-12, Run: 004, P, 0, 0, 201, 0, 71, 1, 130, 200, 129
INVAR-12, Run: 005, P, 0, 0, 201, 0, 71, 1, 130, 200, 129
INVAR-12, Run: 006, P, 0, 0, 201, 0, 71, 1, 130, 200, 129
INVAR-12, Run: 007, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
INVAR-12, Run: 008, P, 0, 0, 201, 0, 71, 1, 130, 200, 129
INVAR-12, Run: 009, P, 0, 0, 201, 0, 71, 1, 130, 200, 129
INVAR-12, Run: 010, P, 0, 0, 202, 0, 72, 2, 130, 200, 128
INVAR-12, Run: 011, P, 0, 0, 201, 0, 71, 1, 130, 200, 129
INVAR-12, Run: 012, P, 0, 0, 201, 0, 71, 1, 130, 200, 129
INVAR-12, Run: 013, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
INVAR-12, Run: 014, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
INVAR-12, Run: 015, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
INVAR-12, Run: 016, P, 0, 0, 201, 0, 71, 1, 130, 200, 129
INVAR-12, Run: 017, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
INVAR-12, Run: 018, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
INVAR-12, Run: 019, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
INVAR-12, Run: 020, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
INVAR-12, Run: 021, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
INVAR-12, Run: 022, P, 0, 0, 202, 0, 72, 2, 130, 200, 128
INVAR-12, Run: 023, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
INVAR-12, Run: 024, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
INVAR-12, Run: 025, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
INVAR-12, Run: 026, P, 0, 0, 201, 0, 71, 1, 130, 200, 129
INVAR-12, Run: 027, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
INVAR-12, Run: 028, P, 0, 0, 202, 0, 72, 2, 130, 200, 128
INVAR-12, Run: 029, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
INVAR-12, Run: 030, P, 0, 0, 200, 0, 70, 0, 130, 200, 130
