Input Number, Run_Number, Result@ 100, V, Y, X, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 068, F, 0, 0, 2, 4, 7, 11, 1, 19, 0
INVAR-1, Run: 069, F, 9, 0, 0, 2, 8, 12, 0, 10, 1
INVAR-1, Run: 070, F, 10, 0, 0, 2, 8, 12, 0, 9, 1
INVAR-1, Run: 071, F, 0, 0, 2, 1, 7, 12, 1, 20, 0
INVAR-1, Run: 072, F, 0, 0, 1, 3, 7, 11, 2, 15, 5
INVAR-1, Run: 073, F, 0, 0, 2, 4, 7, 11, 1, 16, 3
INVAR-1, Run: 074, F, 0, 0, 2, 1, 7, 12, 1, 18, 2
INVAR-1, Run: 075, F, 12, 0, 0, 5, 8, 11, 0, 1, 6
INVAR-1, Run: 076, F, 0, 0, 1, 6, 7, 10, 2, 14, 5
INVAR-1, Run: 077, F, 0, 0, 2, 1, 7, 12, 1, 20, 0
INVAR-1, Run: 078, F, 13, 0, 0, 2, 8, 12, 0, 3, 4
INVAR-1, Run: 079, F, 0, 0, 1, 3, 7, 11, 2, 17, 3
INVAR-1, Run: 080, F, 0, 0, 1, 3, 7, 11, 2, 16, 4
INVAR-1, Run: 081, F, 18, 0, 0, 2, 8, 12, 0, 1, 1
INVAR-1, Run: 082, F, 0, 0, 1, 3, 7, 11, 2, 17, 3
INVAR-1, Run: 083, F, 0, 0, 2, 1, 6, 11, 4, 19, 2
INVAR-1, Run: 084, F, 6, 0, 0, 2, 8, 12, 0, 8, 6
INVAR-1, Run: 085, F, 17, 0, 0, 2, 8, 12, 0, 1, 2
INVAR-1, Run: 086, F, 0, 0, 2, 4, 7, 11, 1, 18, 1
INVAR-1, Run: 087, F, 0, 0, 1, 3, 7, 11, 2, 13, 7
INVAR-1, Run: 088, F, 0, 0, 1, 3, 7, 11, 2, 15, 5
INVAR-1, Run: 089, F, 0, 0, 1, 3, 7, 11, 2, 17, 3
INVAR-1, Run: 090, F, 0, 0, 2, 4, 7, 11, 1, 17, 2
INVAR-1, Run: 091, F, 0, 0, 1, 3, 7, 11, 2, 17, 3
INVAR-1, Run: 092, F, 0, 0, 2, 4, 7, 11, 1, 14, 5
INVAR-1, Run: 093, F, 5, 0, 0, 5, 8, 11, 0, 13, 1
INVAR-1, Run: 094, F, 4, 0, 0, 5, 8, 11, 0, 9, 6
INVAR-1, Run: 095, F, 0, 0, 2, 4, 7, 11, 1, 17, 2
INVAR-1, Run: 096, F, 0, 0, 2, 1, 7, 12, 1, 19, 1
INVAR-1, Run: 097, F, 0, 0, 1, 3, 7, 11, 2, 11, 9
INVAR-1, Run: 098, F, 7, 0, 0, 2, 8, 12, 0, 13, 0
INVAR-1, Run: 099, F, 0, 0, 2, 4, 7, 11, 1, 17, 2
INVAR-1, Run: 100, F, 0, 0, 2, 4, 7, 11, 1, 19, 0
INVAR-10, Run: 001, F, 0, 0, 2, 7, 13, 14, 1, 24, 4
INVAR-10, Run: 002, F, 17, 0, 0, 5, 14, 15, 0, 6, 6
INVAR-10, Run: 003, F, 16, 0, 0, 5, 14, 15, 0, 5, 8
INVAR-10, Run: 004, F, 0, 0, 2, 4, 13, 15, 1, 24, 5
INVAR-10, Run: 005, F, 22, 0, 0, 2, 14, 16, 0, 2, 6
INVAR-10, Run: 006, F, 17, 0, 0, 5, 13, 14, 3, 9, 4
INVAR-10, Run: 007, F, 0, 0, 1, 3, 13, 15, 2, 22, 8
INVAR-10, Run: 008, F, 10, 0, 0, 5, 14, 15, 0, 15, 4
INVAR-10, Run: 009, F, 0, 0, 2, 4, 13, 15, 1, 26, 3
INVAR-10, Run: 010, F, 0, 0, 2, 4, 13, 15, 1, 26, 3
INVAR-10, Run: 011, F, 11, 0, 0, 2, 13, 15, 3, 15, 5
INVAR-10, Run: 012, F, 0, 0, 2, 4, 13, 15, 1, 27, 2
INVAR-10, Run: 013, F, 0, 0, 2, 4, 13, 15, 1, 25, 4
INVAR-10, Run: 014, F, 0, 0, 2, 1, 12, 15, 4, 27, 4
INVAR-10, Run: 015, F, 0, 0, 2, 4, 12, 14, 4, 22, 8
INVAR-10, Run: 016, F, 21, 0, 0, 8, 14, 14, 0, 0, 7
INVAR-10, Run: 017, F, 0, 0, 1, 3, 13, 15, 2, 27, 3
INVAR-10, Run: 018, F, 8, 0, 0, 5, 13, 14, 3, 16, 6
INVAR-10, Run: 019, F, 21, 0, 0, 5, 14, 15, 0, 2, 6
INVAR-10, Run: 020, F, 0, 0, 2, 1, 13, 16, 1, 25, 5
INVAR-10, Run: 021, F, 15, 0, 0, 8, 14, 14, 0, 9, 4
INVAR-10, Run: 022, F, 15, 0, 0, 2, 14, 16, 0, 10, 5
INVAR-10, Run: 023, F, 19, 0, 0, 5, 14, 15, 0, 3, 7
INVAR-10, Run: 024, F, 0, 0, 1, 3, 13, 15, 2, 25, 5
INVAR-10, Run: 025, F, 14, 0, 0, 5, 14, 15, 0, 12, 3
INVAR-10, Run: 026, F, 23, 0, 0, 8, 14, 14, 0, 4, 1
INVAR-10, Run: 027, F, 0, 0, 2, 7, 13, 14, 1, 23, 5
INVAR-10, Run: 028, F, 0, 0, 2, 4, 13, 15, 1, 29, 0
INVAR-10, Run: 029, F, 0, 0, 1, 6, 13, 14, 2, 23, 6
INVAR-10, Run: 030, F, 0, 0, 1, 3, 13, 15, 2, 30, 0
INVAR-10, Run: 031, F, 12, 0, 0, 5, 14, 15, 0, 12, 5
INVAR-10, Run: 032, F, 0, 0, 2, 1, 13, 16, 1, 27, 3
INVAR-10, Run: 033, F, 0, 0, 2, 7, 13, 14, 1, 19, 9
INVAR-10, Run: 034, F, 0, 0, 2, 4, 13, 15, 1, 22, 7
INVAR-10, Run: 035, F, 0, 0, 2, 4, 13, 15, 1, 23, 6
INVAR-10, Run: 036, F, 0, 0, 1, 3, 13, 15, 2, 25, 5
INVAR-10, Run: 037, F, 16, 0, 0, 5, 14, 15, 0, 7, 6
INVAR-10, Run: 038, F, 0, 0, 1, 3, 13, 15, 2, 28, 2
INVAR-10, Run: 039, F, 0, 0, 1, 6, 13, 14, 2, 27, 2
INVAR-10, Run: 040, F, 0, 0, 2, 4, 13, 15, 1, 23, 6
INVAR-10, Run: 041, F, 0, 0, 1, 3, 13, 15, 2, 28, 2
INVAR-10, Run: 042, F, 0, 0, 1, 6, 13, 14, 2, 18, 11
INVAR-10, Run: 043, F, 0, 0, 2, 7, 13, 14, 1, 25, 3
INVAR-10, Run: 044, F, 0, 0, 2, 1, 13, 16, 1, 29, 1
INVAR-10, Run: 045, F, 0, 0, 2, 4, 13, 15, 1, 28, 1
INVAR-10, Run: 046, F, 18, 0, 0, 2, 13, 15, 3, 11, 2
INVAR-10, Run: 047, F, 8, 0, 0, 2, 14, 16, 0, 20, 2
INVAR-10, Run: 048, F, 0, 0, 2, 4, 13, 15, 1, 26, 3
INVAR-10, Run: 049, F, 28, 0, 0, 2, 14, 16, 0, 0, 2
INVAR-10, Run: 050, F, 0, 0, 2, 7, 13, 14, 1, 24, 4
INVAR-10, Run: 051, F, 11, 0, 0, 2, 14, 16, 0, 11, 8
INVAR-10, Run: 052, F, 0, 0, 1, 3, 13, 15, 2, 24, 6
INVAR-10, Run: 053, F, 22, 0, 0, 8, 14, 14, 0, 5, 1
INVAR-10, Run: 054, F, 0, 0, 1, 3, 13, 15, 2, 28, 2
INVAR-10, Run: 055, F, 0, 0, 2, 7, 13, 14, 1, 26, 2
INVAR-10, Run: 056, F, 0, 0, 2, 4, 13, 15, 1, 26, 3
INVAR-10, Run: 057, F, 0, 0, 2, 4, 13, 15, 1, 27, 2
INVAR-10, Run: 058, F, 0, 0, 2, 4, 13, 15, 1, 21, 8
INVAR-10, Run: 059, F, 22, 0, 0, 8, 14, 14, 0, 5, 1
INVAR-10, Run: 060, F, 0, 0, 1, 3, 13, 15, 2, 27, 3
INVAR-10, Run: 061, F, 0, 0, 2, 1, 13, 16, 1, 28, 2
INVAR-10, Run: 062, F, 0, 0, 2, 4, 13, 15, 1, 29, 0
INVAR-10, Run: 063, F, 22, 0, 0, 2, 14, 16, 0, 7, 1
INVAR-10, Run: 064, F, 5, 0, 0, 5, 14, 15, 0, 20, 4
INVAR-10, Run: 065, F, 0, 0, 2, 7, 13, 14, 1, 25, 3
INVAR-10, Run: 066, F, 0, 0, 2, 4, 12, 14, 4, 28, 2
INVAR-10, Run: 067, F, 0, 0, 2, 4, 13, 15, 1, 24, 5
INVAR-10, Run: 068, F, 0, 0, 2, 4, 13, 15, 1, 25, 4
INVAR-10, Run: 069, F, 0, 0, 2, 4, 13, 15, 1, 27, 2
INVAR-10, Run: 070, F, 0, 0, 1, 3, 13, 15, 2, 30, 0
INVAR-10, Run: 071, F, 0, 0, 1, 3, 13, 15, 2, 25, 5
INVAR-10, Run: 072, F, 23, 0, 0, 2, 14, 16, 0, 6, 1
INVAR-10, Run: 073, F, 0, 0, 2, 1, 13, 16, 1, 29, 1
INVAR-10, Run: 074, F, 27, 0, 0, 5, 14, 15, 0, 0, 2
INVAR-10, Run: 075, F, 0, 0, 1, 3, 13, 15, 2, 24, 6
INVAR-10, Run: 076, F, 0, 0, 1, 3, 13, 15, 2, 29, 1
INVAR-10, Run: 077, F, 0, 0, 1, 6, 13, 14, 2, 26, 3
INVAR-10, Run: 078, F, 0, 0, 1, 3, 13, 15, 2, 24, 6
INVAR-10, Run: 079, F, 7, 0, 0, 2, 14, 16, 0, 21, 2
INVAR-10, Run: 080, F, 0, 0, 1, 3, 13, 15, 2, 20, 10
INVAR-10, Run: 081, F, 0, 0, 2, 4, 13, 15, 1, 26, 3
INVAR-10, Run: 082, F, 9, 0, 0, 5, 14, 15, 0, 4, 16
INVAR-10, Run: 083, F, 0, 0, 1, 9, 13, 13, 2, 24, 4
INVAR-10, Run: 084, F, 0, 0, 1, 6, 13, 14, 2, 23, 6
INVAR-10, Run: 085, F, 0, 0, 1, 3, 13, 15, 2, 24, 6
INVAR-10, Run: 086, F, 21, 0, 0, 5, 14, 15, 0, 1, 7
INVAR-10, Run: 087, F, 0, 0, 1, 6, 13, 14, 2, 15, 14
INVAR-10, Run: 088, F, 0, 0, 2, 4, 12, 14, 4, 23, 7
INVAR-10, Run: 089, F, 0, 0, 2, 4, 13, 15, 1, 22, 7
INVAR-10, Run: 090, F, 0, 0, 1, 6, 13, 14, 2, 27, 2
INVAR-10, Run: 091, F, 13, 0, 0, 2, 14, 16, 0, 4, 13
INVAR-10, Run: 092, F, 23, 0, 0, 2, 13, 15, 3, 4, 4
INVAR-10, Run: 093, F, 14, 0, 0, 2, 14, 16, 0, 13, 3
INVAR-10, Run: 094, F, 0, 0, 2, 4, 13, 15, 1, 26, 3
INVAR-10, Run: 095, F, 16, 0, 0, 5, 14, 15, 0, 9, 4
INVAR-10, Run: 096, F, 0, 0, 2, 1, 12, 15, 4, 27, 4
INVAR-10, Run: 097, F, 0, 0, 2, 4, 13, 15, 1, 18, 11
INVAR-10, Run: 098, F, 10, 0, 0, 2, 14, 16, 0, 16, 4
INVAR-10, Run: 099, F, 15, 0, 0, 5, 13, 14, 3, 12, 3
INVAR-10, Run: 100, F, 0, 0, 1, 3, 13, 15, 2, 23, 7
INVAR-11, Run: 001, F, 0, 0, 2, 8, 18, 30, 2, 43, 7
INVAR-11, Run: 002, F, 26, 0, 0, 3, 19, 32, 1, 21, 5
INVAR-11, Run: 003, F, 0, 0, 1, 7, 19, 31, 0, 44, 6
INVAR-11, Run: 004, F, 0, 0, 2, 5, 18, 31, 2, 50, 1
INVAR-11, Run: 005, F, 0, 0, 2, 5, 18, 31, 2, 44, 7
INVAR-11, Run: 006, F, 38, 0, 0, 3, 19, 32, 1, 12, 2
INVAR-11, Run: 007, F, 0, 0, 1, 4, 18, 31, 3, 44, 8
INVAR-11, Run: 008, F, 39, 0, 0, 3, 19, 32, 1, 7, 6
INVAR-11, Run: 009, F, 35, 0, 0, 6, 18, 30, 4, 14, 3
INVAR-11, Run: 010, F, 0, 0, 1, 7, 18, 30, 3, 42, 9
INVAR-11, Run: 011, F, 41, 0, 0, 6, 19, 31, 1, 3, 7
INVAR-11, Run: 012, F, 0, 0, 2, 5, 18, 31, 2, 44, 7
INVAR-11, Run: 013, F, 0, 0, 1, 4, 19, 32, 0, 41, 10
INVAR-11, Run: 014, F, 0, 0, 1, 7, 19, 31, 0, 41, 9
INVAR-11, Run: 015, F, 0, 0, 1, 7, 19, 31, 0, 45, 5
INVAR-11, Run: 016, F, 35, 0, 0, 6, 19, 31, 1, 10, 6
INVAR-11, Run: 017, F, 45, 0, 0, 3, 19, 32, 1, 5, 2
INVAR-11, Run: 018, F, 0, 0, 1, 4, 18, 31, 3, 43, 9
INVAR-11, Run: 019, F, 0, 0, 1, 7, 19, 31, 0, 46, 4
INVAR-11, Run: 020, F, 0, 0, 1, 4, 19, 32, 0, 44, 7
INVAR-11, Run: 021, F, 30, 0, 0, 3, 19, 32, 1, 15, 7
INVAR-11, Run: 022, F, 0, 0, 1, 7, 19, 31, 0, 45, 5
INVAR-11, Run: 023, F, 24, 0, 0, 6, 19, 31, 1, 20, 7
INVAR-11, Run: 024, F, 0, 0, 1, 4, 19, 32, 0, 47, 4
INVAR-11, Run: 025, F, 18, 0, 0, 9, 19, 30, 1, 25, 7
INVAR-11, Run: 026, F, 0, 0, 1, 4, 19, 32, 0, 42, 9
INVAR-11, Run: 027, F, 0, 0, 1, 10, 19, 30, 0, 41, 8
INVAR-11, Run: 028, F, 35, 0, 0, 6, 19, 31, 1, 12, 4
INVAR-11, Run: 029, F, 0, 0, 1, 7, 19, 31, 0, 48, 2
INVAR-11, Run: 030, F, 0, 0, 1, 7, 19, 31, 0, 46, 4
INVAR-11, Run: 031, F, 41, 0, 0, 6, 19, 31, 1, 4, 6
INVAR-11, Run: 032, F, 0, 0, 2, 5, 18, 31, 2, 47, 4
INVAR-11, Run: 033, F, 0, 0, 1, 7, 19, 31, 0, 45, 5
INVAR-11, Run: 034, F, 23, 0, 0, 6, 19, 31, 1, 26, 2
INVAR-11, Run: 035, F, 0, 0, 1, 7, 19, 31, 0, 46, 4
INVAR-11, Run: 036, F, 33, 0, 0, 3, 18, 31, 4, 15, 5
INVAR-11, Run: 037, F, 44, 0, 0, 9, 18, 29, 4, 4, 3
INVAR-11, Run: 038, F, 0, 0, 2, 5, 18, 31, 2, 42, 9
INVAR-11, Run: 039, F, 0, 0, 1, 7, 18, 30, 3, 46, 5
INVAR-11, Run: 040, F, 17, 0, 0, 9, 19, 30, 1, 26, 7
INVAR-11, Run: 041, F, 27, 0, 0, 6, 19, 31, 1, 19, 5
INVAR-11, Run: 042, F, 8, 0, 0, 6, 19, 31, 1, 32, 11
INVAR-11, Run: 043, F, 0, 0, 2, 8, 18, 30, 2, 43, 7
INVAR-11, Run: 044, F, 14, 0, 0, 6, 19, 31, 1, 35, 2
INVAR-11, Run: 045, F, 0, 0, 1, 7, 19, 31, 0, 47, 3
INVAR-11, Run: 046, F, 0, 0, 2, 5, 18, 31, 2, 45, 6
INVAR-11, Run: 047, F, 25, 0, 0, 9, 19, 30, 1, 22, 3
INVAR-11, Run: 048, F, 16, 0, 0, 6, 19, 31, 1, 24, 11
INVAR-11, Run: 049, F, 0, 0, 2, 5, 18, 31, 2, 48, 3
INVAR-11, Run: 050, F, 24, 0, 0, 9, 19, 30, 1, 21, 5
INVAR-11, Run: 051, F, 41, 0, 0, 3, 19, 32, 1, 6, 5
INVAR-11, Run: 052, F, 0, 0, 1, 7, 19, 31, 0, 42, 8
INVAR-11, Run: 053, F, 0, 0, 2, 5, 18, 31, 2, 46, 5
INVAR-11, Run: 054, F, 0, 0, 2, 5, 18, 31, 2, 49, 2
INVAR-11, Run: 055, F, 0, 0, 1, 4, 19, 32, 0, 45, 6
INVAR-11, Run: 056, F, 0, 0, 2, 8, 18, 30, 2, 47, 3
INVAR-11, Run: 057, F, 26, 0, 0, 6, 19, 31, 1, 19, 6
INVAR-11, Run: 058, F, 39, 0, 0, 6, 19, 31, 1, 7, 5
INVAR-11, Run: 059, F, 24, 0, 0, 6, 19, 31, 1, 17, 10
INVAR-11, Run: 060, F, 13, 0, 0, 3, 19, 32, 1, 33, 6
INVAR-11, Run: 061, F, 0, 0, 1, 4, 19, 32, 0, 43, 8
INVAR-11, Run: 062, F, 0, 0, 1, 4, 19, 32, 0, 47, 4
INVAR-11, Run: 063, F, 0, 0, 2, 5, 18, 31, 2, 44, 7
INVAR-11, Run: 064, F, 0, 0, 1, 7, 19, 31, 0, 43, 7
INVAR-11, Run: 065, F, 27, 0, 0, 6, 19, 31, 1, 19, 5
INVAR-11, Run: 066, F, 0, 0, 1, 10, 19, 30, 0, 47, 2
INVAR-11, Run: 067, F, 0, 0, 1, 7, 19, 31, 0, 44, 6
INVAR-11, Run: 068, F, 34, 0, 0, 6, 19, 31, 1, 10, 7
INVAR-11, Run: 069, F, 0, 0, 1, 4, 18, 31, 3, 44, 8
INVAR-11, Run: 070, F, 28, 0, 0, 3, 19, 32, 1, 14, 10
INVAR-11, Run: 071, F, 23, 0, 0, 3, 19, 32, 1, 28, 1
INVAR-11, Run: 072, F, 0, 0, 1, 7, 19, 31, 0, 45, 5
INVAR-11, Run: 073, F, 0, 0, 2, 5, 18, 31, 2, 45, 6
INVAR-11, Run: 074, F, 0, 0, 1, 4, 19, 32, 0, 48, 3
INVAR-11, Run: 075, F, 0, 0, 2, 5, 18, 31, 2, 46, 5
INVAR-11, Run: 076, F, 31, 0, 0, 3, 19, 32, 1, 17, 4
INVAR-11, Run: 077, F, 0, 0, 1, 4, 19, 32, 0, 46, 5
INVAR-11, Run: 078, F, 0, 0, 1, 7, 19, 31, 0, 47, 3
INVAR-11, Run: 079, F, 0, 0, 1, 7, 18, 30, 3, 50, 1
INVAR-11, Run: 080, F, 0, 0, 1, 10, 18, 29, 3, 44, 6
INVAR-11, Run: 081, F, 0, 0, 2, 5, 18, 31, 2, 37, 14
INVAR-11, Run: 082, F, 0, 0, 1, 4, 19, 32, 0, 44, 7
INVAR-11, Run: 083, F, 0, 0, 1, 7, 19, 31, 0, 46, 4
INVAR-11, Run: 084, F, 40, 0, 0, 3, 19, 32, 1, 6, 6
INVAR-11, Run: 085, F, 34, 0, 0, 9, 19, 30, 1, 8, 8
INVAR-11, Run: 086, F, 0, 0, 2, 5, 18, 31, 2, 44, 7
INVAR-11, Run: 087, F, 0, 0, 1, 7, 19, 31, 0, 39, 11
INVAR-11, Run: 088, F, 0, 0, 1, 10, 19, 30, 0, 46, 3
INVAR-11, Run: 089, F, 0, 0, 1, 4, 19, 32, 0, 44, 7
INVAR-11, Run: 090, F, 20, 0, 0, 9, 19, 30, 1, 27, 3
INVAR-11, Run: 091, F, 0, 0, 1, 4, 18, 31, 3, 51, 1
INVAR-11, Run: 092, F, 0, 0, 1, 10, 19, 30, 0, 41, 8
INVAR-11, Run: 093, F, 43, 0, 0, 6, 19, 31, 1, 4, 4
INVAR-11, Run: 094, F, 0, 0, 1, 1, 19, 33, 0, 49, 3
INVAR-11, Run: 095, F, 44, 0, 0, 6, 19, 31, 1, 5, 2
INVAR-11, Run: 096, F, 31, 0, 0, 3, 19, 32, 1, 10, 11
INVAR-11, Run: 097, F, 0, 0, 1, 7, 18, 30, 3, 49, 2
INVAR-11, Run: 098, F, 0, 0, 1, 4, 18, 31, 3, 47, 5
INVAR-11, Run: 099, F, 0, 0, 2, 2, 18, 32, 2, 44, 8
INVAR-11, Run: 100, F, 32, 0, 0, 6, 19, 31, 1, 14, 5
INVAR-12, Run: 001, F, 0, 0, 1, 11, 43, 63, 0, 94, 12
INVAR-12, Run: 002, F, 49, 0, 0, 10, 43, 63, 1, 44, 14
INVAR-12, Run: 003, F, 0, 0, 1, 8, 43, 64, 0, 97, 10
INVAR-12, Run: 004, F, 0, 0, 2, 3, 42, 65, 2, 105, 4
INVAR-12, Run: 005, F, 64, 0, 0, 4, 43, 65, 1, 39, 6
INVAR-12, Run: 006, F, 0, 0, 1, 8, 43, 64, 0, 95, 12
INVAR-12, Run: 007, F, 0, 0, 2, 9, 42, 63, 2, 98, 9
INVAR-12, Run: 008, F, 0, 0, 2, 9, 42, 63, 2, 99, 8
INVAR-12, Run: 009, F, 0, 0, 1, 11, 43, 63, 0, 99, 7
INVAR-12, Run: 010, F, 74, 0, 0, 10, 43, 63, 1, 25, 8
INVAR-12, Run: 011, F, 0, 0, 2, 9, 42, 63, 2, 96, 11
INVAR-12, Run: 012, F, 0, 0, 2, 9, 42, 63, 2, 103, 4
INVAR-12, Run: 013, F, 0, 0, 2, 9, 42, 63, 2, 91, 16
INVAR-12, Run: 014, F, 0, 0, 1, 5, 43, 65, 0, 102, 6
INVAR-12, Run: 015, F, 75, 0, 0, 10, 43, 63, 1, 22, 10
INVAR-12, Run: 016, F, 72, 0, 0, 10, 43, 63, 1, 28, 7
INVAR-12, Run: 017, F, 0, 0, 1, 8, 43, 64, 0, 102, 5
INVAR-12, Run: 018, F, 0, 0, 1, 11, 43, 63, 0, 96, 10
INVAR-12, Run: 019, F, 0, 0, 2, 9, 42, 63, 2, 95, 12
INVAR-12, Run: 020, F, 0, 0, 1, 8, 43, 64, 0, 103, 4
INVAR-12, Run: 021, F, 77, 0, 0, 7, 43, 64, 1, 19, 12
INVAR-12, Run: 022, F, 0, 0, 1, 8, 43, 64, 0, 96, 11
INVAR-12, Run: 023, F, 0, 0, 2, 9, 42, 63, 2, 102, 5
INVAR-12, Run: 024, F, 0, 0, 1, 8, 43, 64, 0, 101, 6
INVAR-12, Run: 025, F, 0, 0, 1, 5, 43, 65, 0, 102, 6
INVAR-12, Run: 026, F, 0, 0, 1, 8, 43, 64, 0, 101, 6
INVAR-12, Run: 027, F, 0, 0, 1, 5, 43, 65, 0, 99, 9
INVAR-12, Run: 028, F, 0, 0, 1, 8, 43, 64, 0, 91, 16
INVAR-12, Run: 029, F, 29, 0, 0, 10, 43, 63, 1, 71, 7
INVAR-12, Run: 030, F, 0, 0, 1, 5, 42, 64, 3, 106, 3
