Input Number, Run_Number, Result@ 100, X, XP, Z, Y, YP, Reaction1, Reaction2, Reaction3
INVAR-3, Run: 076, P, 0, 120, 11427, 116, 0, 120, 11307, 0
INVAR-3, Run: 077, P, 0, 120, 11846, 116, 0, 120, 11726, 0
INVAR-3, Run: 078, P, 0, 120, 11646, 116, 0, 120, 11526, 0
INVAR-3, Run: 079, P, 0, 120, 11907, 116, 0, 120, 11787, 0
INVAR-3, Run: 080, P, 0, 120, 11754, 116, 0, 120, 11634, 0
INVAR-3, Run: 081, P, 0, 120, 11768, 116, 0, 120, 11648, 0
INVAR-3, Run: 082, P, 0, 120, 11626, 116, 0, 120, 11506, 0
INVAR-3, Run: 083, P, 0, 120, 11657, 116, 0, 120, 11537, 0
INVAR-3, Run: 084, P, 0, 120, 11526, 116, 0, 120, 11406, 0
INVAR-3, Run: 085, P, 0, 120, 11629, 116, 0, 120, 11509, 0
INVAR-3, Run: 086, P, 0, 120, 11706, 116, 0, 120, 11586, 0
INVAR-3, Run: 087, P, 0, 120, 11739, 116, 0, 120, 11619, 0
INVAR-3, Run: 088, P, 0, 120, 11705, 116, 0, 120, 11585, 0
INVAR-3, Run: 089, P, 0, 120, 11767, 116, 0, 120, 11647, 0
INVAR-3, Run: 090, P, 0, 120, 11546, 116, 0, 120, 11426, 0
INVAR-3, Run: 091, P, 0, 120, 11546, 116, 0, 120, 11426, 0
INVAR-3, Run: 092, P, 0, 120, 11723, 116, 0, 120, 11603, 0
INVAR-3, Run: 093, P, 0, 120, 11730, 116, 0, 120, 11610, 0
INVAR-3, Run: 094, P, 0, 120, 11763, 116, 0, 120, 11643, 0
INVAR-3, Run: 095, P, 0, 120, 11791, 116, 0, 120, 11671, 0
INVAR-3, Run: 096, P, 0, 120, 11449, 116, 0, 120, 11329, 0
INVAR-3, Run: 097, P, 0, 120, 11804, 116, 0, 120, 11684, 0
INVAR-3, Run: 098, P, 0, 120, 11841, 116, 0, 120, 11721, 0
INVAR-3, Run: 099, P, 0, 120, 11767, 116, 0, 120, 11647, 0
INVAR-3, Run: 100, P, 0, 120, 11887, 116, 0, 120, 11767, 0
INVAR-30, Run: 001, P, 0, 0, 10139, 101, 0, 0, 10139, 0
INVAR-30, Run: 002, P, 0, 0, 10183, 101, 0, 0, 10183, 0
INVAR-30, Run: 003, P, 0, 0, 9897, 101, 0, 0, 9897, 0
INVAR-30, Run: 004, P, 0, 0, 10088, 101, 0, 0, 10088, 0
INVAR-30, Run: 005, P, 0, 0, 10156, 101, 0, 0, 10156, 0
INVAR-30, Run: 006, P, 0, 0, 10235, 101, 0, 0, 10235, 0
INVAR-30, Run: 007, P, 0, 0, 10323, 101, 0, 0, 10323, 0
INVAR-30, Run: 008, P, 0, 0, 10217, 101, 0, 0, 10217, 0
INVAR-30, Run: 009, P, 0, 0, 10269, 101, 0, 0, 10269, 0
INVAR-30, Run: 010, P, 0, 0, 10148, 101, 0, 0, 10148, 0
INVAR-30, Run: 011, P, 0, 0, 9983, 101, 0, 0, 9983, 0
INVAR-30, Run: 012, P, 0, 0, 10028, 101, 0, 0, 10028, 0
INVAR-30, Run: 013, P, 0, 0, 10072, 101, 0, 0, 10072, 0
INVAR-30, Run: 014, P, 0, 0, 10277, 101, 0, 0, 10277, 0
INVAR-30, Run: 015, P, 0, 0, 9875, 101, 0, 0, 9875, 0
INVAR-30, Run: 016, P, 0, 0, 9987, 101, 0, 0, 9987, 0
INVAR-30, Run: 017, P, 0, 0, 10166, 101, 0, 0, 10166, 0
INVAR-30, Run: 018, P, 0, 0, 10214, 101, 0, 0, 10214, 0
INVAR-30, Run: 019, P, 0, 0, 9983, 101, 0, 0, 9983, 0
INVAR-30, Run: 020, P, 0, 0, 10190, 101, 0, 0, 10190, 0
INVAR-30, Run: 021, P, 0, 0, 10001, 101, 0, 0, 10001, 0
INVAR-30, Run: 022, P, 0, 0, 10214, 101, 0, 0, 10214, 0
INVAR-30, Run: 023, P, 0, 0, 10089, 101, 0, 0, 10089, 0
INVAR-30, Run: 024, P, 0, 0, 10192, 101, 0, 0, 10192, 0
INVAR-30, Run: 025, P, 0, 0, 10090, 101, 0, 0, 10090, 0
INVAR-30, Run: 026, P, 0, 0, 10157, 101, 0, 0, 10157, 0
INVAR-30, Run: 027, P, 0, 0, 10005, 101, 0, 0, 10005, 0
INVAR-30, Run: 028, P, 0, 0, 10136, 101, 0, 0, 10136, 0
INVAR-30, Run: 029, P, 0, 0, 10299, 101, 0, 0, 10299, 0
INVAR-30, Run: 030, P, 0, 0, 9995, 101, 0, 0, 9995, 0
INVAR-30, Run: 031, P, 0, 0, 10203, 101, 0, 0, 10203, 0
INVAR-30, Run: 032, P, 0, 0, 10143, 101, 0, 0, 10143, 0
INVAR-30, Run: 033, P, 0, 0, 10126, 101, 0, 0, 10126, 0
INVAR-30, Run: 034, P, 0, 0, 10106, 101, 0, 0, 10106, 0
INVAR-30, Run: 035, P, 0, 0, 10055, 101, 0, 0, 10055, 0
INVAR-30, Run: 036, P, 0, 0, 10082, 101, 0, 0, 10082, 0
INVAR-30, Run: 037, P, 0, 0, 10131, 101, 0, 0, 10131, 0
INVAR-30, Run: 038, P, 0, 0, 10026, 101, 0, 0, 10026, 0
INVAR-30, Run: 039, P, 0, 0, 10171, 101, 0, 0, 10171, 0
INVAR-30, Run: 040, P, 0, 0, 9997, 101, 0, 0, 9997, 0
INVAR-30, Run: 041, P, 0, 0, 10127, 101, 0, 0, 10127, 0
INVAR-30, Run: 042, P, 0, 0, 10118, 101, 0, 0, 10118, 0
INVAR-30, Run: 043, P, 0, 0, 10161, 101, 0, 0, 10161, 0
INVAR-30, Run: 044, P, 0, 0, 10245, 101, 0, 0, 10245, 0
INVAR-30, Run: 045, P, 0, 0, 10038, 101, 0, 0, 10038, 0
INVAR-30, Run: 046, P, 0, 0, 9991, 101, 0, 0, 9991, 0
INVAR-30, Run: 047, P, 0, 0, 9879, 101, 0, 0, 9879, 0
INVAR-30, Run: 048, P, 0, 0, 9942, 101, 0, 0, 9942, 0
INVAR-30, Run: 049, P, 0, 0, 9945, 101, 0, 0, 9945, 0
INVAR-30, Run: 050, P, 0, 0, 9796, 101, 0, 0, 9796, 0
INVAR-30, Run: 051, P, 0, 0, 10126, 101, 0, 0, 10126, 0
INVAR-30, Run: 052, P, 0, 0, 10108, 101, 0, 0, 10108, 0
INVAR-30, Run: 053, P, 0, 0, 9918, 101, 0, 0, 9918, 0
INVAR-30, Run: 054, P, 0, 0, 10145, 101, 0, 0, 10145, 0
INVAR-30, Run: 055, P, 0, 0, 10090, 101, 0, 0, 10090, 0
INVAR-30, Run: 056, P, 0, 0, 10074, 101, 0, 0, 10074, 0
INVAR-30, Run: 057, P, 0, 0, 10268, 101, 0, 0, 10268, 0
INVAR-30, Run: 058, P, 0, 0, 10079, 101, 0, 0, 10079, 0
INVAR-30, Run: 059, P, 0, 0, 10159, 101, 0, 0, 10159, 0
INVAR-30, Run: 060, P, 0, 0, 10169, 101, 0, 0, 10169, 0
INVAR-30, Run: 061, P, 0, 0, 10095, 101, 0, 0, 10095, 0
INVAR-30, Run: 062, P, 0, 0, 9911, 101, 0, 0, 9911, 0
INVAR-30, Run: 063, P, 0, 0, 9967, 101, 0, 0, 9967, 0
INVAR-30, Run: 064, P, 0, 0, 10075, 101, 0, 0, 10075, 0
INVAR-30, Run: 065, P, 0, 0, 9963, 101, 0, 0, 9963, 0
INVAR-30, Run: 066, P, 0, 0, 10117, 101, 0, 0, 10117, 0
INVAR-30, Run: 067, P, 0, 0, 10097, 101, 0, 0, 10097, 0
INVAR-30, Run: 068, P, 0, 0, 10177, 101, 0, 0, 10177, 0
INVAR-30, Run: 069, P, 0, 0, 9995, 101, 0, 0, 9995, 0
INVAR-30, Run: 070, P, 0, 0, 10211, 101, 0, 0, 10211, 0
INVAR-30, Run: 071, P, 0, 0, 10019, 101, 0, 0, 10019, 0
INVAR-30, Run: 072, P, 0, 0, 10322, 101, 0, 0, 10322, 0
INVAR-30, Run: 073, P, 0, 0, 9989, 101, 0, 0, 9989, 0
INVAR-30, Run: 074, P, 0, 0, 10263, 101, 0, 0, 10263, 0
INVAR-30, Run: 075, P, 0, 0, 10052, 101, 0, 0, 10052, 0
INVAR-30, Run: 076, P, 0, 0, 10350, 101, 0, 0, 10350, 0
INVAR-30, Run: 077, P, 0, 0, 10141, 101, 0, 0, 10141, 0
INVAR-30, Run: 078, P, 0, 0, 10005, 101, 0, 0, 10005, 0
INVAR-30, Run: 079, P, 0, 0, 9861, 101, 0, 0, 9861, 0
INVAR-30, Run: 080, P, 0, 0, 9981, 101, 0, 0, 9981, 0
INVAR-30, Run: 081, P, 0, 0, 10155, 101, 0, 0, 10155, 0
INVAR-30, Run: 082, P, 0, 0, 9996, 101, 0, 0, 9996, 0
INVAR-30, Run: 083, P, 0, 0, 10124, 101, 0, 0, 10124, 0
INVAR-30, Run: 084, P, 0, 0, 10066, 101, 0, 0, 10066, 0
INVAR-30, Run: 085, P, 0, 0, 10243, 101, 0, 0, 10243, 0
INVAR-30, Run: 086, P, 0, 0, 9869, 101, 0, 0, 9869, 0
INVAR-30, Run: 087, P, 0, 0, 9948, 101, 0, 0, 9948, 0
INVAR-30, Run: 088, P, 0, 0, 10126, 101, 0, 0, 10126, 0
INVAR-30, Run: 089, P, 0, 0, 10053, 101, 0, 0, 10053, 0
INVAR-30, Run: 090, P, 0, 0, 10019, 101, 0, 0, 10019, 0
INVAR-30, Run: 091, P, 0, 0, 10137, 101, 0, 0, 10137, 0
INVAR-30, Run: 092, P, 0, 0, 9975, 101, 0, 0, 9975, 0
INVAR-30, Run: 093, P, 0, 0, 10020, 101, 0, 0, 10020, 0
INVAR-30, Run: 094, P, 0, 0, 10081, 101, 0, 0, 10081, 0
INVAR-30, Run: 095, P, 0, 0, 10132, 101, 0, 0, 10132, 0
INVAR-30, Run: 096, P, 0, 0, 10195, 101, 0, 0, 10195, 0
INVAR-30, Run: 097, P, 0, 0, 10123, 101, 0, 0, 10123, 0
INVAR-30, Run: 098, P, 0, 0, 10004, 101, 0, 0, 10004, 0
INVAR-30, Run: 099, P, 0, 0, 10135, 101, 0, 0, 10135, 0
INVAR-30, Run: 100, P, 0, 0, 10192, 101, 0, 0, 10192, 0
INVAR-31, Run: 001, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 002, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 003, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 004, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 005, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 006, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 007, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 008, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 009, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 010, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 011, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 012, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 013, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 014, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 015, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 016, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 017, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 018, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 019, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 020, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 021, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 022, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 023, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 024, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 025, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 026, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 027, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 028, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 029, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 030, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 031, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 032, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 033, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 034, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 035, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 036, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 037, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 038, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 039, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 040, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 041, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 042, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 043, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 044, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 045, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 046, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 047, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 048, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 049, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 050, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 051, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 052, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 053, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 054, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 055, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 056, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 057, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 058, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 059, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 060, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 061, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 062, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 063, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 064, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 065, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 066, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 067, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 068, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 069, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 070, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 071, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 072, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 073, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 074, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 075, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 076, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 077, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 078, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 079, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 080, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 081, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 082, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 083, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 084, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 085, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 086, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 087, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 088, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 089, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 090, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 091, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 092, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 093, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 094, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 095, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 096, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 097, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 098, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 099, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-31, Run: 100, P, 0, 0, 0, 0, 0, 0, 0, 0
INVAR-32, Run: 001, P, 0, 0, 4952, 50, 0, 0, 4952, 0
INVAR-32, Run: 002, P, 0, 0, 5102, 50, 0, 0, 5102, 0
INVAR-32, Run: 003, P, 0, 0, 5079, 50, 0, 0, 5079, 0
INVAR-32, Run: 004, P, 0, 0, 4935, 50, 0, 0, 4935, 0
INVAR-32, Run: 005, P, 0, 0, 4978, 50, 0, 0, 4978, 0
INVAR-32, Run: 006, P, 0, 0, 4946, 50, 0, 0, 4946, 0
INVAR-32, Run: 007, P, 0, 0, 4942, 50, 0, 0, 4942, 0
INVAR-32, Run: 008, P, 0, 0, 4938, 50, 0, 0, 4938, 0
INVAR-32, Run: 009, P, 0, 0, 4978, 50, 0, 0, 4978, 0
INVAR-32, Run: 010, P, 0, 0, 5000, 50, 0, 0, 5000, 0
INVAR-32, Run: 011, P, 0, 0, 4905, 50, 0, 0, 4905, 0
INVAR-32, Run: 012, P, 0, 0, 5111, 50, 0, 0, 5111, 0
INVAR-32, Run: 013, P, 0, 0, 5125, 50, 0, 0, 5125, 0
INVAR-32, Run: 014, P, 0, 0, 5172, 50, 0, 0, 5172, 0
INVAR-32, Run: 015, P, 0, 0, 4957, 50, 0, 0, 4957, 0
INVAR-32, Run: 016, P, 0, 0, 4935, 50, 0, 0, 4935, 0
INVAR-32, Run: 017, P, 0, 0, 5044, 50, 0, 0, 5044, 0
INVAR-32, Run: 018, P, 0, 0, 5045, 50, 0, 0, 5045, 0
INVAR-32, Run: 019, P, 0, 0, 4852, 50, 0, 0, 4852, 0
INVAR-32, Run: 020, P, 0, 0, 4967, 50, 0, 0, 4967, 0
INVAR-32, Run: 021, P, 0, 0, 5022, 50, 0, 0, 5022, 0
INVAR-32, Run: 022, P, 0, 0, 5032, 50, 0, 0, 5032, 0
INVAR-32, Run: 023, P, 0, 0, 5037, 50, 0, 0, 5037, 0
INVAR-32, Run: 024, P, 0, 0, 4878, 50, 0, 0, 4878, 0
INVAR-32, Run: 025, P, 0, 0, 5030, 50, 0, 0, 5030, 0
INVAR-32, Run: 026, P, 0, 0, 5012, 50, 0, 0, 5012, 0
INVAR-32, Run: 027, P, 0, 0, 4984, 50, 0, 0, 4984, 0
INVAR-32, Run: 028, P, 0, 0, 5062, 50, 0, 0, 5062, 0
INVAR-32, Run: 029, P, 0, 0, 5020, 50, 0, 0, 5020, 0
INVAR-32, Run: 030, P, 0, 0, 5053, 50, 0, 0, 5053, 0
INVAR-32, Run: 031, P, 0, 0, 5013, 50, 0, 0, 5013, 0
INVAR-32, Run: 032, P, 0, 0, 4970, 50, 0, 0, 4970, 0
INVAR-32, Run: 033, P, 0, 0, 4992, 50, 0, 0, 4992, 0
INVAR-32, Run: 034, P, 0, 0, 4859, 50, 0, 0, 4859, 0
INVAR-32, Run: 035, P, 0, 0, 5065, 50, 0, 0, 5065, 0
INVAR-32, Run: 036, P, 0, 0, 4894, 50, 0, 0, 4894, 0
INVAR-32, Run: 037, P, 0, 0, 4991, 50, 0, 0, 4991, 0
INVAR-32, Run: 038, P, 0, 0, 5069, 50, 0, 0, 5069, 0
INVAR-32, Run: 039, P, 0, 0, 4964, 50, 0, 0, 4964, 0
INVAR-32, Run: 040, P, 0, 0, 4954, 50, 0, 0, 4954, 0
INVAR-32, Run: 041, P, 0, 0, 5032, 50, 0, 0, 5032, 0
INVAR-32, Run: 042, P, 0, 0, 5069, 50, 0, 0, 5069, 0
INVAR-32, Run: 043, P, 0, 0, 5043, 50, 0, 0, 5043, 0
INVAR-32, Run: 044, P, 0, 0, 4955, 50, 0, 0, 4955, 0
INVAR-32, Run: 045, P, 0, 0, 4993, 50, 0, 0, 4993, 0
INVAR-32, Run: 046, P, 0, 0, 4958, 50, 0, 0, 4958, 0
INVAR-32, Run: 047, P, 0, 0, 5128, 50, 0, 0, 5128, 0
INVAR-32, Run: 048, P, 0, 0, 4998, 50, 0, 0, 4998, 0
INVAR-32, Run: 049, P, 0, 0, 4945, 50, 0, 0, 4945, 0
INVAR-32, Run: 050, P, 0, 0, 5054, 50, 0, 0, 5054, 0
INVAR-32, Run: 051, P, 0, 0, 5072, 50, 0, 0, 5072, 0
INVAR-32, Run: 052, P, 0, 0, 4957, 50, 0, 0, 4957, 0
INVAR-32, Run: 053, P, 0, 0, 5003, 50, 0, 0, 5003, 0
INVAR-32, Run: 054, P, 0, 0, 4946, 50, 0, 0, 4946, 0
INVAR-32, Run: 055, P, 0, 0, 4882, 50, 0, 0, 4882, 0
INVAR-32, Run: 056, P, 0, 0, 4894, 50, 0, 0, 4894, 0
INVAR-32, Run: 057, P, 0, 0, 5085, 50, 0, 0, 5085, 0
INVAR-32, Run: 058, P, 0, 0, 5007, 50, 0, 0, 5007, 0
INVAR-32, Run: 059, P, 0, 0, 4963, 50, 0, 0, 4963, 0
INVAR-32, Run: 060, P, 0, 0, 4975, 50, 0, 0, 4975, 0
INVAR-32, Run: 061, P, 0, 0, 4971, 50, 0, 0, 4971, 0
INVAR-32, Run: 062, P, 0, 0, 5061, 50, 0, 0, 5061, 0
INVAR-32, Run: 063, P, 0, 0, 4861, 50, 0, 0, 4861, 0
INVAR-32, Run: 064, P, 0, 0, 4894, 50, 0, 0, 4894, 0
INVAR-32, Run: 065, P, 0, 0, 5127, 50, 0, 0, 5127, 0
INVAR-32, Run: 066, P, 0, 0, 4950, 50, 0, 0, 4950, 0
INVAR-32, Run: 067, P, 0, 0, 4961, 50, 0, 0, 4961, 0
INVAR-32, Run: 068, P, 0, 0, 5038, 50, 0, 0, 5038, 0
INVAR-32, Run: 069, P, 0, 0, 5149, 50, 0, 0, 5149, 0
INVAR-32, Run: 070, P, 0, 0, 5035, 50, 0, 0, 5035, 0
INVAR-32, Run: 071, P, 0, 0, 4952, 50, 0, 0, 4952, 0
INVAR-32, Run: 072, P, 0, 0, 5050, 50, 0, 0, 5050, 0
INVAR-32, Run: 073, P, 0, 0, 5074, 50, 0, 0, 5074, 0
INVAR-32, Run: 074, P, 0, 0, 4973, 50, 0, 0, 4973, 0
INVAR-32, Run: 075, P, 0, 0, 5093, 50, 0, 0, 5093, 0
INVAR-32, Run: 076, P, 0, 0, 5001, 50, 0, 0, 5001, 0
INVAR-32, Run: 077, P, 0, 0, 5031, 50, 0, 0, 5031, 0
INVAR-32, Run: 078, P, 0, 0, 4997, 50, 0, 0, 4997, 0
INVAR-32, Run: 079, P, 0, 0, 4985, 50, 0, 0, 4985, 0
INVAR-32, Run: 080, P, 0, 0, 5032, 50, 0, 0, 5032, 0
INVAR-32, Run: 081, P, 0, 0, 4890, 50, 0, 0, 4890, 0
INVAR-32, Run: 082, P, 0, 0, 5041, 50, 0, 0, 5041, 0
INVAR-32, Run: 083, P, 0, 0, 5012, 50, 0, 0, 5012, 0
INVAR-32, Run: 084, P, 0, 0, 5074, 50, 0, 0, 5074, 0
INVAR-32, Run: 085, P, 0, 0, 5031, 50, 0, 0, 5031, 0
INVAR-32, Run: 086, P, 0, 0, 5072, 50, 0, 0, 5072, 0
INVAR-32, Run: 087, P, 0, 0, 5017, 50, 0, 0, 5017, 0
INVAR-32, Run: 088, P, 0, 0, 5090, 50, 0, 0, 5090, 0
INVAR-32, Run: 089, P, 0, 0, 4948, 50, 0, 0, 4948, 0
INVAR-32, Run: 090, P, 0, 0, 4915, 50, 0, 0, 4915, 0
INVAR-32, Run: 091, P, 0, 0, 5042, 50, 0, 0, 5042, 0
INVAR-32, Run: 092, P, 0, 0, 5061, 50, 0, 0, 5061, 0
INVAR-32, Run: 093, P, 0, 0, 4984, 50, 0, 0, 4984, 0
INVAR-32, Run: 094, P, 0, 0, 5005, 50, 0, 0, 5005, 0
INVAR-32, Run: 095, P, 0, 0, 4915, 50, 0, 0, 4915, 0
INVAR-32, Run: 096, P, 0, 0, 5048, 50, 0, 0, 5048, 0
INVAR-32, Run: 097, P, 0, 0, 5047, 50, 0, 0, 5047, 0
INVAR-32, Run: 098, P, 0, 0, 5062, 50, 0, 0, 5062, 0
INVAR-32, Run: 099, P, 0, 0, 4936, 50, 0, 0, 4936, 0
INVAR-32, Run: 100, P, 0, 0, 5025, 50, 0, 0, 5025, 0
INVAR-33, Run: 001, P, 0, 0, 9968, 100, 0, 0, 9968, 0
INVAR-33, Run: 002, P, 0, 0, 9950, 100, 0, 0, 9950, 0
INVAR-33, Run: 003, P, 0, 0, 9961, 100, 0, 0, 9961, 0
INVAR-33, Run: 004, P, 0, 0, 10146, 100, 0, 0, 10146, 0
INVAR-33, Run: 005, P, 0, 0, 10201, 100, 0, 0, 10201, 0
INVAR-33, Run: 006, P, 0, 0, 10034, 100, 0, 0, 10034, 0
INVAR-33, Run: 007, P, 0, 0, 10105, 100, 0, 0, 10105, 0
INVAR-33, Run: 008, P, 0, 0, 9955, 100, 0, 0, 9955, 0
INVAR-33, Run: 009, P, 0, 0, 10091, 100, 0, 0, 10091, 0
INVAR-33, Run: 010, P, 0, 0, 9796, 100, 0, 0, 9796, 0
INVAR-33, Run: 011, P, 0, 0, 9939, 100, 0, 0, 9939, 0
INVAR-33, Run: 012, P, 0, 0, 10021, 100, 0, 0, 10021, 0
INVAR-33, Run: 013, P, 0, 0, 9827, 100, 0, 0, 9827, 0
INVAR-33, Run: 014, P, 0, 0, 10121, 100, 0, 0, 10121, 0
INVAR-33, Run: 015, P, 0, 0, 10052, 100, 0, 0, 10052, 0
INVAR-33, Run: 016, P, 0, 0, 10205, 100, 0, 0, 10205, 0
INVAR-33, Run: 017, P, 0, 0, 10047, 100, 0, 0, 10047, 0
INVAR-33, Run: 018, P, 0, 0, 9979, 100, 0, 0, 9979, 0
INVAR-33, Run: 019, P, 0, 0, 9917, 100, 0, 0, 9917, 0
INVAR-33, Run: 020, P, 0, 0, 9880, 100, 0, 0, 9880, 0
