Input Number, Run_Number, Result@ 100, YP, X, Z, XP, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3
INVAR-2, Run: 029, F, 0, 0, 78, 4, 0, 6, 66, 68, 62
INVAR-2, Run: 030, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 031, F, 0, 0, 72, 0, 0, 4, 64, 68, 64
INVAR-2, Run: 032, F, 0, 0, 78, 4, 0, 6, 66, 68, 62
INVAR-2, Run: 033, F, 0, 0, 72, 0, 0, 4, 64, 68, 64
INVAR-2, Run: 034, F, 0, 0, 78, 4, 0, 6, 66, 68, 62
INVAR-2, Run: 035, F, 0, 0, 93, 14, 0, 11, 71, 68, 57
INVAR-2, Run: 036, F, 0, 0, 72, 0, 0, 4, 64, 68, 64
INVAR-2, Run: 037, F, 0, 0, 81, 6, 0, 7, 67, 68, 61
INVAR-2, Run: 038, F, 0, 0, 81, 6, 0, 7, 67, 68, 61
INVAR-2, Run: 039, F, 0, 0, 87, 10, 0, 9, 69, 68, 59
INVAR-2, Run: 040, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 041, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 042, F, 0, 0, 78, 4, 0, 6, 66, 68, 62
INVAR-2, Run: 043, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 044, F, 0, 0, 78, 4, 0, 6, 66, 68, 62
INVAR-2, Run: 045, F, 0, 0, 72, 0, 0, 4, 64, 68, 64
INVAR-2, Run: 046, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 047, F, 0, 0, 99, 18, 0, 13, 73, 68, 55
INVAR-2, Run: 048, F, 0, 0, 81, 6, 0, 7, 67, 68, 61
INVAR-2, Run: 049, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 050, F, 0, 0, 81, 6, 0, 7, 67, 68, 61
INVAR-2, Run: 051, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 052, F, 0, 0, 84, 8, 0, 8, 68, 68, 60
INVAR-2, Run: 053, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 054, F, 0, 0, 87, 10, 0, 9, 69, 68, 59
INVAR-2, Run: 055, F, 0, 0, 72, 0, 0, 4, 64, 68, 64
INVAR-2, Run: 056, F, 0, 0, 78, 4, 0, 6, 66, 68, 62
INVAR-2, Run: 057, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 058, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 059, F, 0, 0, 78, 4, 0, 6, 66, 68, 62
INVAR-2, Run: 060, F, 0, 0, 78, 4, 0, 6, 66, 68, 62
INVAR-2, Run: 061, F, 0, 0, 78, 4, 0, 6, 66, 68, 62
INVAR-2, Run: 062, F, 0, 0, 72, 0, 0, 4, 64, 68, 64
INVAR-2, Run: 063, F, 0, 0, 78, 4, 0, 6, 66, 68, 62
INVAR-2, Run: 064, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 065, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 066, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 067, F, 0, 0, 78, 4, 0, 6, 66, 68, 62
INVAR-2, Run: 068, F, 0, 0, 72, 0, 0, 4, 64, 68, 64
INVAR-2, Run: 069, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 070, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 071, F, 0, 0, 81, 6, 0, 7, 67, 68, 61
INVAR-2, Run: 072, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 073, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 074, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 075, F, 0, 0, 78, 4, 0, 6, 66, 68, 62
INVAR-2, Run: 076, F, 0, 0, 81, 6, 0, 7, 67, 68, 61
INVAR-2, Run: 077, F, 0, 0, 78, 4, 0, 6, 66, 68, 62
INVAR-2, Run: 078, F, 0, 0, 81, 6, 0, 7, 67, 68, 61
INVAR-2, Run: 079, F, 0, 0, 93, 14, 0, 11, 71, 68, 57
INVAR-2, Run: 080, F, 0, 0, 81, 6, 0, 7, 67, 68, 61
INVAR-2, Run: 081, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 082, F, 0, 0, 78, 4, 0, 6, 66, 68, 62
INVAR-2, Run: 083, F, 0, 0, 81, 6, 0, 7, 67, 68, 61
INVAR-2, Run: 084, F, 0, 0, 78, 4, 0, 6, 66, 68, 62
INVAR-2, Run: 085, F, 0, 0, 78, 4, 0, 6, 66, 68, 62
INVAR-2, Run: 086, F, 0, 0, 72, 0, 0, 4, 64, 68, 64
INVAR-2, Run: 087, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 088, F, 0, 0, 84, 8, 0, 8, 68, 68, 60
INVAR-2, Run: 089, F, 0, 0, 72, 0, 0, 4, 64, 68, 64
INVAR-2, Run: 090, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 091, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 092, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 093, F, 0, 0, 87, 10, 0, 9, 69, 68, 59
INVAR-2, Run: 094, F, 0, 0, 78, 4, 0, 6, 66, 68, 62
INVAR-2, Run: 095, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 096, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 097, F, 0, 0, 72, 0, 0, 4, 64, 68, 64
INVAR-2, Run: 098, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 099, F, 0, 0, 75, 2, 0, 5, 65, 68, 63
INVAR-2, Run: 100, F, 0, 0, 84, 8, 0, 8, 68, 68, 60
INVAR-20, Run: 001, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 002, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 003, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 004, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 005, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 006, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 007, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 008, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 009, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 010, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 011, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 012, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 013, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 014, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 015, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 016, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 017, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 018, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 019, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 020, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 021, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 022, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 023, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 024, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 025, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 026, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 027, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 028, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 029, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 030, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 031, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 032, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 033, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 034, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 035, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 036, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 037, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 038, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 039, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 040, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 041, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 042, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 043, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 044, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 045, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 046, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 047, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 048, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 049, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 050, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 051, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 052, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 053, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 054, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 055, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 056, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 057, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 058, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 059, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 060, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 061, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 062, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 063, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 064, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 065, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 066, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 067, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 068, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 069, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 070, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 071, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 072, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 073, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 074, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 075, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 076, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 077, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 078, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 079, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 080, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 081, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 082, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 083, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 084, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 085, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 086, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 087, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 088, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 089, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 090, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 091, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 092, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 093, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 094, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 095, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 096, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 097, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 098, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 099, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-20, Run: 100, P, 0, 0, 91, 91, 0, 0, 91, 0, 0
INVAR-21, Run: 001, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 002, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 003, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 004, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 005, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 006, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 007, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 008, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 009, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 010, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 011, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 012, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 013, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 014, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 015, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 016, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 017, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 018, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 019, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 020, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 021, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 022, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 023, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 024, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 025, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 026, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 027, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 028, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 029, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 030, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 031, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 032, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 033, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 034, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 035, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 036, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 037, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 038, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 039, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 040, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 041, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 042, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 043, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 044, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 045, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 046, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 047, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 048, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 049, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 050, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 051, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 052, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 053, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 054, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 055, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 056, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 057, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 058, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 059, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 060, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 061, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 062, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 063, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 064, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 065, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 066, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 067, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 068, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 069, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 070, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 071, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 072, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 073, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 074, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 075, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 076, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 077, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 078, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 079, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 080, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 081, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 082, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 083, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 084, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 085, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 086, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 087, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 088, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 089, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 090, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 091, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 092, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 093, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 094, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 095, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 096, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 097, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 098, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 099, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-21, Run: 100, P, 0, 0, 133, 133, 0, 0, 133, 0, 0
INVAR-22, Run: 001, F, 0, 0, 69, 3, 0, 16, 37, 50, 34
INVAR-22, Run: 002, F, 0, 0, 75, 7, 0, 18, 39, 50, 32
INVAR-22, Run: 003, F, 0, 0, 78, 9, 0, 19, 40, 50, 31
INVAR-22, Run: 004, F, 0, 0, 72, 5, 0, 17, 38, 50, 33
INVAR-22, Run: 005, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 006, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 007, F, 0, 0, 69, 3, 0, 16, 37, 50, 34
INVAR-22, Run: 008, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 009, F, 0, 0, 72, 5, 0, 17, 38, 50, 33
INVAR-22, Run: 010, F, 0, 0, 69, 3, 0, 16, 37, 50, 34
INVAR-22, Run: 011, F, 0, 0, 69, 3, 0, 16, 37, 50, 34
INVAR-22, Run: 012, F, 0, 0, 69, 3, 0, 16, 37, 50, 34
INVAR-22, Run: 013, F, 0, 0, 72, 5, 0, 17, 38, 50, 33
INVAR-22, Run: 014, F, 0, 0, 75, 7, 0, 18, 39, 50, 32
INVAR-22, Run: 015, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 016, F, 0, 0, 72, 5, 0, 17, 38, 50, 33
INVAR-22, Run: 017, F, 0, 0, 72, 5, 0, 17, 38, 50, 33
INVAR-22, Run: 018, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 019, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 020, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 021, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 022, F, 0, 0, 72, 5, 0, 17, 38, 50, 33
INVAR-22, Run: 023, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 024, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 025, F, 0, 0, 72, 5, 0, 17, 38, 50, 33
INVAR-22, Run: 026, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 027, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 028, F, 0, 0, 69, 3, 0, 16, 37, 50, 34
INVAR-22, Run: 029, F, 0, 0, 72, 5, 0, 17, 38, 50, 33
INVAR-22, Run: 030, F, 0, 0, 69, 3, 0, 16, 37, 50, 34
INVAR-22, Run: 031, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 032, F, 0, 0, 78, 9, 0, 19, 40, 50, 31
INVAR-22, Run: 033, F, 0, 0, 78, 9, 0, 19, 40, 50, 31
INVAR-22, Run: 034, F, 0, 0, 75, 7, 0, 18, 39, 50, 32
INVAR-22, Run: 035, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 036, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 037, F, 0, 0, 69, 3, 0, 16, 37, 50, 34
INVAR-22, Run: 038, F, 0, 0, 75, 7, 0, 18, 39, 50, 32
INVAR-22, Run: 039, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 040, F, 0, 0, 72, 5, 0, 17, 38, 50, 33
INVAR-22, Run: 041, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 042, F, 0, 0, 75, 7, 0, 18, 39, 50, 32
INVAR-22, Run: 043, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 044, F, 0, 0, 75, 7, 0, 18, 39, 50, 32
INVAR-22, Run: 045, F, 0, 0, 69, 3, 0, 16, 37, 50, 34
INVAR-22, Run: 046, F, 0, 0, 69, 3, 0, 16, 37, 50, 34
INVAR-22, Run: 047, F, 0, 0, 72, 5, 0, 17, 38, 50, 33
INVAR-22, Run: 048, F, 0, 0, 72, 5, 0, 17, 38, 50, 33
INVAR-22, Run: 049, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 050, F, 0, 0, 72, 5, 0, 17, 38, 50, 33
INVAR-22, Run: 051, F, 0, 0, 69, 3, 0, 16, 37, 50, 34
INVAR-22, Run: 052, F, 0, 0, 69, 3, 0, 16, 37, 50, 34
INVAR-22, Run: 053, F, 0, 0, 69, 3, 0, 16, 37, 50, 34
INVAR-22, Run: 054, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 055, F, 0, 0, 69, 3, 0, 16, 37, 50, 34
INVAR-22, Run: 056, F, 0, 0, 66, 1, 0, 15, 36, 50, 35
INVAR-22, Run: 057, F, 0, 0, 69, 3, 0, 16, 37, 50, 34
INVAR-22, Run: 058, F, 0, 0, 72, 5, 0, 17, 38, 50, 33
INVAR-22, Run: 059, F, 0, 0, 78, 9, 0, 19, 40, 50, 31
