Input Number, Run_Number, Result@ 100, X, Y, V, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 027, F, 0, 2, 0, 2, 7, 11, 1, 1, 18
INVAR-1, Run: 028, F, 1, 0, 0, 4, 6, 11, 1, 17, 1
INVAR-1, Run: 029, F, 1, 0, 0, 1, 7, 12, 1, 15, 5
INVAR-1, Run: 030, F, 1, 0, 0, 1, 7, 12, 1, 17, 3
INVAR-1, Run: 031, F, 1, 0, 0, 2, 6, 11, 3, 16, 4
INVAR-1, Run: 032, F, 0, 2, 0, 2, 7, 11, 1, 8, 11
INVAR-1, Run: 033, F, 1, 0, 0, 2, 7, 12, 0, 19, 0
INVAR-1, Run: 034, F, 1, 0, 0, 1, 7, 12, 1, 15, 5
INVAR-1, Run: 035, F, 1, 0, 0, 2, 7, 12, 0, 15, 4
INVAR-1, Run: 036, P, 1, 0, 0, 0, 7, 12, 2, 17, 4
INVAR-1, Run: 037, F, 1, 0, 0, 2, 6, 11, 3, 15, 5
INVAR-1, Run: 038, F, 1, 0, 0, 1, 7, 12, 1, 18, 2
INVAR-1, Run: 039, F, 1, 0, 0, 2, 7, 12, 0, 15, 4
INVAR-1, Run: 040, F, 0, 2, 0, 2, 7, 11, 1, 6, 13
INVAR-1, Run: 041, F, 1, 0, 0, 4, 5, 10, 4, 12, 7
INVAR-1, Run: 042, F, 1, 0, 0, 1, 7, 12, 1, 14, 6
INVAR-1, Run: 043, F, 1, 0, 0, 2, 7, 12, 0, 10, 9
INVAR-1, Run: 044, F, 1, 0, 0, 2, 7, 12, 0, 15, 4
INVAR-1, Run: 045, F, 0, 2, 0, 2, 7, 11, 1, 1, 18
INVAR-1, Run: 046, F, 1, 0, 0, 1, 7, 12, 1, 16, 4
INVAR-1, Run: 047, F, 1, 0, 0, 2, 7, 12, 0, 9, 10
INVAR-1, Run: 048, P, 1, 0, 0, 0, 7, 12, 2, 15, 6
INVAR-1, Run: 049, F, 1, 0, 0, 1, 7, 12, 1, 12, 8
INVAR-1, Run: 050, F, 1, 0, 0, 4, 6, 11, 1, 14, 4
INVAR-1, Run: 051, F, 1, 0, 0, 1, 7, 12, 1, 18, 2
INVAR-1, Run: 052, F, 1, 0, 0, 1, 6, 11, 4, 16, 5
INVAR-1, Run: 053, F, 0, 2, 0, 3, 7, 11, 0, 4, 14
INVAR-1, Run: 054, F, 1, 0, 0, 1, 7, 12, 1, 16, 4
INVAR-1, Run: 055, F, 1, 0, 0, 2, 7, 12, 0, 6, 13
INVAR-1, Run: 056, F, 0, 2, 0, 1, 7, 11, 2, 7, 13
INVAR-1, Run: 057, F, 1, 0, 0, 2, 7, 12, 0, 17, 2
INVAR-1, Run: 058, F, 1, 0, 0, 1, 7, 12, 1, 14, 6
INVAR-1, Run: 059, F, 1, 0, 0, 1, 7, 12, 1, 15, 5
INVAR-1, Run: 060, P, 0, 2, 0, 0, 7, 11, 3, 2, 19
INVAR-1, Run: 061, F, 1, 0, 0, 2, 7, 12, 0, 15, 4
INVAR-1, Run: 062, F, 1, 0, 0, 2, 7, 12, 0, 14, 5
INVAR-1, Run: 063, F, 1, 0, 0, 1, 6, 11, 4, 18, 3
INVAR-1, Run: 064, P, 1, 0, 0, 0, 7, 12, 2, 19, 2
INVAR-1, Run: 065, F, 1, 0, 0, 3, 6, 11, 2, 18, 1
INVAR-1, Run: 066, F, 0, 2, 0, 1, 7, 11, 2, 2, 18
INVAR-1, Run: 067, F, 1, 0, 0, 3, 6, 11, 2, 18, 1
INVAR-1, Run: 068, F, 1, 0, 0, 2, 7, 12, 0, 15, 4
INVAR-1, Run: 069, F, 1, 0, 0, 3, 6, 11, 2, 12, 7
INVAR-1, Run: 070, F, 1, 0, 0, 1, 7, 12, 1, 17, 3
INVAR-1, Run: 071, F, 1, 0, 0, 3, 6, 11, 2, 14, 5
INVAR-1, Run: 072, F, 0, 2, 0, 2, 7, 11, 1, 5, 14
INVAR-1, Run: 073, F, 1, 0, 0, 4, 6, 11, 1, 13, 5
INVAR-1, Run: 074, P, 1, 0, 0, 0, 7, 12, 2, 16, 5
INVAR-1, Run: 075, F, 0, 2, 0, 1, 7, 11, 2, 4, 16
INVAR-1, Run: 076, F, 1, 0, 0, 1, 6, 11, 4, 16, 5
INVAR-1, Run: 077, F, 0, 2, 0, 1, 7, 11, 2, 3, 17
INVAR-1, Run: 078, P, 0, 2, 0, 0, 8, 12, 0, 4, 16
INVAR-1, Run: 079, F, 0, 2, 0, 1, 7, 11, 2, 2, 18
INVAR-1, Run: 080, F, 1, 0, 0, 2, 7, 12, 0, 16, 3
INVAR-1, Run: 081, F, 1, 0, 0, 1, 7, 12, 1, 17, 3
INVAR-1, Run: 082, F, 1, 0, 0, 1, 7, 12, 1, 17, 3
INVAR-1, Run: 083, F, 0, 2, 0, 1, 7, 11, 2, 1, 19
INVAR-1, Run: 084, F, 0, 2, 0, 1, 7, 11, 2, 5, 15
INVAR-1, Run: 085, F, 0, 2, 0, 2, 7, 11, 1, 7, 12
INVAR-1, Run: 086, F, 1, 0, 0, 2, 7, 12, 0, 9, 10
INVAR-1, Run: 087, F, 1, 0, 0, 2, 7, 12, 0, 12, 7
INVAR-1, Run: 088, F, 1, 0, 0, 1, 7, 12, 1, 16, 4
INVAR-1, Run: 089, F, 1, 0, 0, 2, 7, 12, 0, 12, 7
INVAR-1, Run: 090, F, 0, 2, 0, 1, 7, 11, 2, 2, 18
INVAR-1, Run: 091, F, 1, 0, 0, 2, 7, 12, 0, 17, 2
INVAR-1, Run: 092, F, 1, 0, 0, 2, 7, 12, 0, 19, 0
INVAR-1, Run: 093, F, 1, 0, 0, 2, 6, 11, 3, 11, 9
INVAR-1, Run: 094, F, 1, 0, 0, 1, 7, 12, 1, 17, 3
INVAR-1, Run: 095, F, 1, 0, 0, 2, 7, 12, 0, 13, 6
INVAR-1, Run: 096, F, 0, 2, 0, 2, 7, 11, 1, 4, 15
INVAR-1, Run: 097, F, 1, 0, 0, 2, 7, 12, 0, 15, 4
INVAR-1, Run: 098, F, 0, 2, 0, 1, 7, 11, 2, 5, 15
INVAR-1, Run: 099, F, 1, 0, 0, 2, 7, 12, 0, 18, 1
INVAR-1, Run: 100, F, 1, 0, 0, 3, 6, 11, 2, 14, 5
INVAR-10, Run: 001, F, 1, 0, 0, 2, 13, 16, 0, 22, 7
INVAR-10, Run: 002, F, 0, 2, 0, 3, 13, 15, 0, 6, 22
INVAR-10, Run: 003, F, 1, 0, 0, 2, 12, 15, 3, 28, 2
INVAR-10, Run: 004, F, 1, 0, 0, 2, 13, 16, 0, 24, 5
INVAR-10, Run: 005, F, 1, 0, 0, 1, 13, 16, 1, 20, 10
INVAR-10, Run: 006, F, 1, 0, 0, 2, 12, 15, 3, 24, 6
INVAR-10, Run: 007, F, 1, 0, 0, 2, 13, 16, 0, 17, 12
INVAR-10, Run: 008, P, 0, 2, 0, 0, 14, 16, 0, 6, 24
INVAR-10, Run: 009, F, 1, 0, 0, 1, 13, 16, 1, 28, 2
INVAR-10, Run: 010, F, 1, 0, 0, 3, 12, 15, 2, 21, 8
INVAR-10, Run: 011, F, 1, 0, 0, 3, 12, 15, 2, 21, 8
INVAR-10, Run: 012, F, 1, 0, 0, 2, 13, 16, 0, 25, 4
INVAR-10, Run: 013, P, 1, 0, 0, 0, 13, 16, 2, 27, 4
INVAR-10, Run: 014, F, 1, 0, 0, 1, 12, 15, 4, 27, 4
INVAR-10, Run: 015, P, 1, 0, 0, 0, 13, 16, 2, 21, 10
INVAR-10, Run: 016, F, 1, 0, 0, 1, 13, 16, 1, 21, 9
INVAR-10, Run: 017, P, 1, 0, 0, 0, 13, 16, 2, 27, 4
INVAR-10, Run: 018, F, 1, 0, 0, 2, 12, 15, 3, 23, 7
INVAR-10, Run: 019, F, 1, 0, 0, 2, 12, 15, 3, 20, 10
INVAR-10, Run: 020, F, 1, 0, 0, 5, 11, 14, 3, 18, 10
INVAR-10, Run: 021, F, 1, 0, 0, 2, 12, 15, 3, 19, 11
INVAR-10, Run: 022, P, 1, 0, 0, 0, 13, 16, 2, 26, 5
INVAR-10, Run: 023, F, 1, 0, 0, 1, 13, 16, 1, 20, 10
INVAR-10, Run: 024, F, 1, 0, 0, 1, 13, 16, 1, 23, 7
INVAR-10, Run: 025, F, 0, 2, 0, 2, 13, 15, 1, 5, 24
INVAR-10, Run: 026, F, 1, 0, 0, 1, 13, 16, 1, 13, 17
INVAR-10, Run: 027, F, 0, 2, 0, 2, 13, 15, 1, 6, 23
INVAR-10, Run: 028, F, 1, 0, 0, 3, 12, 15, 2, 21, 8
INVAR-10, Run: 029, F, 0, 2, 0, 1, 13, 15, 2, 7, 23
INVAR-10, Run: 030, F, 1, 0, 0, 2, 12, 15, 3, 24, 6
INVAR-10, Run: 031, F, 0, 2, 0, 2, 13, 15, 1, 5, 24
INVAR-10, Run: 032, F, 0, 2, 0, 1, 13, 15, 2, 2, 28
INVAR-10, Run: 033, F, 1, 0, 0, 2, 12, 15, 3, 25, 5
INVAR-10, Run: 034, F, 0, 2, 0, 1, 13, 15, 2, 2, 28
INVAR-10, Run: 035, F, 0, 2, 0, 3, 13, 15, 0, 2, 26
INVAR-10, Run: 036, F, 1, 0, 0, 3, 12, 15, 2, 16, 13
INVAR-10, Run: 037, F, 1, 0, 0, 1, 13, 16, 1, 26, 4
INVAR-10, Run: 038, F, 0, 2, 0, 1, 13, 15, 2, 7, 23
INVAR-10, Run: 039, F, 1, 0, 0, 2, 13, 16, 0, 27, 2
INVAR-10, Run: 040, F, 1, 0, 0, 2, 12, 15, 3, 24, 6
INVAR-10, Run: 041, P, 1, 0, 0, 0, 13, 16, 2, 22, 9
INVAR-10, Run: 042, P, 0, 2, 0, 0, 14, 16, 0, 1, 29
INVAR-10, Run: 043, F, 1, 0, 0, 3, 12, 15, 2, 21, 8
INVAR-10, Run: 044, P, 1, 0, 0, 0, 13, 16, 2, 22, 9
INVAR-10, Run: 045, F, 0, 2, 0, 2, 13, 15, 1, 4, 25
INVAR-10, Run: 046, F, 1, 0, 0, 3, 12, 15, 2, 18, 11
INVAR-10, Run: 047, F, 1, 0, 0, 1, 13, 16, 1, 20, 10
INVAR-10, Run: 048, F, 0, 2, 0, 3, 13, 15, 0, 1, 27
INVAR-10, Run: 049, F, 1, 0, 0, 4, 12, 15, 1, 22, 6
INVAR-10, Run: 050, F, 1, 0, 0, 3, 12, 15, 2, 25, 4
INVAR-10, Run: 051, F, 0, 2, 0, 1, 13, 15, 2, 3, 27
INVAR-10, Run: 052, F, 1, 0, 0, 1, 13, 16, 1, 25, 5
INVAR-10, Run: 053, P, 0, 2, 0, 0, 13, 15, 3, 12, 19
INVAR-10, Run: 054, F, 1, 0, 0, 2, 12, 15, 3, 19, 11
INVAR-10, Run: 055, P, 0, 2, 0, 0, 14, 16, 0, 5, 25
INVAR-10, Run: 056, F, 1, 0, 0, 2, 13, 16, 0, 26, 3
INVAR-10, Run: 057, F, 1, 0, 0, 1, 13, 16, 1, 19, 11
INVAR-10, Run: 058, F, 0, 2, 0, 1, 13, 15, 2, 7, 23
INVAR-10, Run: 059, F, 1, 0, 0, 3, 12, 15, 2, 25, 4
INVAR-10, Run: 060, F, 1, 0, 0, 2, 13, 16, 0, 20, 9
INVAR-10, Run: 061, F, 1, 0, 0, 2, 13, 16, 0, 22, 7
INVAR-10, Run: 062, F, 1, 0, 0, 2, 13, 16, 0, 22, 7
INVAR-10, Run: 063, F, 1, 0, 0, 1, 13, 16, 1, 20, 10
INVAR-10, Run: 064, P, 1, 0, 0, 0, 13, 16, 2, 25, 6
INVAR-10, Run: 065, P, 1, 0, 0, 0, 13, 16, 2, 27, 4
INVAR-10, Run: 066, F, 1, 0, 0, 1, 13, 16, 1, 28, 2
INVAR-10, Run: 067, F, 1, 0, 0, 1, 12, 15, 4, 25, 6
INVAR-10, Run: 068, F, 1, 0, 0, 1, 13, 16, 1, 25, 5
INVAR-10, Run: 069, F, 0, 2, 0, 2, 13, 15, 1, 5, 24
INVAR-10, Run: 070, F, 1, 0, 0, 1, 13, 16, 1, 19, 11
INVAR-10, Run: 071, F, 1, 0, 0, 1, 13, 16, 1, 23, 7
INVAR-10, Run: 072, F, 1, 0, 0, 1, 13, 16, 1, 21, 9
INVAR-10, Run: 073, F, 0, 2, 0, 2, 13, 15, 1, 3, 26
INVAR-10, Run: 074, F, 0, 2, 0, 1, 13, 15, 2, 2, 28
INVAR-10, Run: 075, F, 1, 0, 0, 1, 13, 16, 1, 19, 11
INVAR-10, Run: 076, F, 0, 2, 0, 1, 13, 15, 2, 6, 24
INVAR-10, Run: 077, F, 0, 2, 0, 3, 12, 14, 3, 11, 18
INVAR-10, Run: 078, P, 0, 2, 0, 0, 14, 16, 0, 3, 27
INVAR-10, Run: 079, F, 0, 2, 0, 1, 13, 15, 2, 0, 30
INVAR-10, Run: 080, F, 0, 2, 0, 2, 13, 15, 1, 5, 24
INVAR-10, Run: 081, F, 0, 2, 0, 1, 13, 15, 2, 3, 27
INVAR-10, Run: 082, F, 1, 0, 0, 4, 12, 15, 1, 27, 1
INVAR-10, Run: 083, F, 1, 0, 0, 1, 12, 15, 4, 23, 8
INVAR-10, Run: 084, P, 0, 2, 0, 0, 13, 15, 3, 4, 27
INVAR-10, Run: 085, F, 1, 0, 0, 2, 13, 16, 0, 27, 2
INVAR-10, Run: 086, F, 1, 0, 0, 4, 12, 15, 1, 22, 6
INVAR-10, Run: 087, F, 1, 0, 0, 2, 13, 16, 0, 21, 8
INVAR-10, Run: 088, F, 0, 2, 0, 2, 13, 15, 1, 5, 24
INVAR-10, Run: 089, F, 1, 0, 0, 2, 12, 15, 3, 21, 9
INVAR-10, Run: 090, F, 0, 2, 0, 4, 12, 14, 2, 5, 23
INVAR-10, Run: 091, P, 1, 0, 0, 0, 13, 16, 2, 28, 3
INVAR-10, Run: 092, P, 1, 0, 0, 0, 13, 16, 2, 22, 9
INVAR-10, Run: 093, F, 1, 0, 0, 2, 13, 16, 0, 22, 7
INVAR-10, Run: 094, F, 1, 0, 0, 1, 13, 16, 1, 16, 14
INVAR-10, Run: 095, F, 1, 0, 0, 3, 12, 15, 2, 19, 10
INVAR-10, Run: 096, F, 1, 0, 0, 2, 13, 16, 0, 22, 7
INVAR-10, Run: 097, F, 0, 2, 0, 1, 13, 15, 2, 2, 28
INVAR-10, Run: 098, F, 0, 2, 0, 2, 12, 14, 4, 3, 27
INVAR-10, Run: 099, P, 0, 2, 0, 0, 14, 16, 0, 4, 26
INVAR-10, Run: 100, F, 1, 0, 0, 1, 13, 16, 1, 23, 7
INVAR-11, Run: 001, F, 0, 0, 36, 1, 19, 33, 0, 1, 15
INVAR-11, Run: 002, F, 0, 0, 6, 3, 18, 32, 1, 26, 19
INVAR-11, Run: 003, F, 0, 0, 9, 5, 17, 31, 2, 22, 19
INVAR-11, Run: 004, F, 0, 0, 7, 3, 18, 32, 1, 20, 24
INVAR-11, Run: 005, F, 0, 0, 24, 2, 18, 32, 2, 3, 25
INVAR-11, Run: 006, F, 0, 0, 35, 1, 19, 33, 0, 0, 17
INVAR-11, Run: 007, F, 0, 0, 3, 2, 18, 32, 2, 25, 24
INVAR-11, Run: 008, F, 0, 0, 30, 3, 18, 32, 1, 19, 2
INVAR-11, Run: 009, F, 0, 0, 18, 2, 18, 32, 2, 14, 20
INVAR-11, Run: 010, F, 0, 0, 30, 1, 18, 32, 3, 14, 9
INVAR-11, Run: 011, F, 0, 0, 33, 1, 18, 32, 3, 12, 8
INVAR-11, Run: 012, F, 0, 0, 37, 3, 17, 31, 4, 7, 8
INVAR-11, Run: 013, F, 0, 0, 21, 6, 16, 30, 4, 11, 18
INVAR-11, Run: 014, F, 0, 0, 2, 3, 18, 32, 1, 24, 25
INVAR-11, Run: 015, F, 0, 0, 34, 3, 18, 32, 1, 11, 6
INVAR-11, Run: 016, F, 0, 0, 31, 1, 18, 32, 3, 15, 7
INVAR-11, Run: 017, P, 0, 0, 25, 0, 19, 33, 1, 3, 25
INVAR-11, Run: 018, F, 0, 0, 14, 2, 18, 32, 2, 17, 21
INVAR-11, Run: 019, F, 0, 0, 7, 2, 18, 32, 2, 24, 21
INVAR-11, Run: 020, F, 0, 0, 21, 3, 18, 32, 1, 7, 23
INVAR-11, Run: 021, F, 0, 0, 3, 4, 17, 31, 3, 17, 31
INVAR-11, Run: 022, F, 0, 0, 13, 1, 18, 32, 3, 24, 16
INVAR-11, Run: 023, F, 0, 0, 23, 1, 18, 32, 3, 3, 27
INVAR-11, Run: 024, F, 0, 0, 30, 3, 18, 32, 1, 6, 15
INVAR-11, Run: 025, F, 0, 0, 16, 4, 18, 32, 0, 16, 18
INVAR-11, Run: 026, P, 0, 0, 31, 0, 19, 33, 1, 6, 16
INVAR-11, Run: 027, F, 0, 0, 16, 2, 18, 32, 2, 16, 20
INVAR-11, Run: 028, F, 0, 0, 28, 3, 18, 32, 1, 12, 11
INVAR-11, Run: 029, F, 0, 0, 22, 4, 17, 31, 3, 17, 12
INVAR-11, Run: 030, F, 0, 0, 41, 1, 18, 32, 3, 6, 6
INVAR-11, Run: 031, F, 0, 0, 17, 2, 18, 32, 2, 14, 21
INVAR-11, Run: 032, F, 0, 0, 26, 3, 17, 31, 4, 10, 16
INVAR-11, Run: 033, F, 0, 0, 0, 1, 18, 32, 3, 25, 28
INVAR-11, Run: 034, F, 0, 0, 28, 3, 18, 32, 1, 4, 19
INVAR-11, Run: 035, P, 0, 0, 6, 0, 19, 33, 1, 15, 32
INVAR-11, Run: 036, F, 0, 0, 7, 1, 18, 32, 3, 29, 17
INVAR-11, Run: 037, F, 0, 0, 46, 2, 18, 32, 2, 5, 1
INVAR-11, Run: 038, P, 0, 0, 2, 0, 19, 33, 1, 48, 3
INVAR-11, Run: 039, F, 0, 0, 8, 3, 18, 32, 1, 18, 25
INVAR-11, Run: 040, F, 0, 0, 8, 2, 18, 32, 2, 32, 12
INVAR-11, Run: 041, F, 0, 0, 31, 3, 18, 32, 1, 7, 13
INVAR-11, Run: 042, F, 0, 0, 11, 1, 18, 32, 3, 33, 9
INVAR-11, Run: 043, F, 0, 0, 2, 1, 18, 32, 3, 24, 27
INVAR-11, Run: 044, P, 0, 0, 8, 0, 19, 33, 1, 27, 18
INVAR-11, Run: 045, F, 0, 0, 17, 3, 17, 31, 4, 25, 10
INVAR-11, Run: 046, F, 0, 0, 11, 2, 18, 32, 2, 23, 18
INVAR-11, Run: 047, F, 0, 0, 1, 3, 17, 31, 4, 27, 24
INVAR-11, Run: 048, F, 0, 0, 20, 2, 18, 32, 2, 11, 21
INVAR-11, Run: 049, F, 0, 0, 23, 5, 17, 31, 2, 14, 13
INVAR-11, Run: 050, F, 0, 0, 14, 3, 18, 32, 1, 17, 20
INVAR-11, Run: 051, F, 0, 0, 16, 1, 19, 33, 0, 0, 36
INVAR-11, Run: 052, F, 0, 0, 32, 3, 18, 32, 1, 6, 13
INVAR-11, Run: 053, F, 0, 0, 38, 2, 18, 32, 2, 5, 9
INVAR-11, Run: 054, F, 0, 0, 6, 2, 18, 32, 2, 21, 25
INVAR-11, Run: 055, F, 0, 0, 4, 1, 19, 33, 0, 38, 10
INVAR-11, Run: 056, F, 0, 0, 26, 1, 18, 32, 3, 23, 4
INVAR-11, Run: 057, F, 0, 0, 32, 1, 18, 32, 3, 13, 8
INVAR-11, Run: 058, F, 0, 0, 19, 1, 19, 33, 0, 22, 11
INVAR-11, Run: 059, P, 0, 0, 20, 0, 19, 33, 1, 8, 25
INVAR-11, Run: 060, F, 0, 0, 44, 1, 18, 32, 3, 6, 3
INVAR-11, Run: 061, F, 0, 0, 10, 2, 18, 32, 2, 17, 25
INVAR-11, Run: 062, F, 0, 0, 9, 4, 17, 31, 3, 8, 34
INVAR-11, Run: 063, F, 0, 0, 35, 2, 18, 32, 2, 11, 6
INVAR-11, Run: 064, F, 0, 0, 28, 2, 18, 32, 2, 14, 10
INVAR-11, Run: 065, P, 0, 0, 3, 0, 19, 33, 1, 49, 1
INVAR-11, Run: 066, F, 0, 0, 2, 2, 18, 32, 2, 24, 26
INVAR-11, Run: 067, F, 0, 0, 7, 3, 17, 31, 4, 24, 21
INVAR-11, Run: 068, F, 0, 0, 2, 2, 18, 32, 2, 27, 23
INVAR-11, Run: 069, F, 0, 0, 37, 1, 19, 33, 0, 9, 6
INVAR-11, Run: 070, F, 0, 0, 25, 1, 19, 33, 0, 15, 12
INVAR-11, Run: 071, F, 0, 0, 34, 2, 18, 32, 2, 4, 14
INVAR-11, Run: 072, F, 0, 0, 25, 2, 18, 32, 2, 5, 22
INVAR-11, Run: 073, F, 0, 0, 12, 2, 17, 31, 5, 16, 25
INVAR-11, Run: 074, F, 0, 0, 30, 1, 18, 32, 3, 11, 12
INVAR-11, Run: 075, F, 0, 0, 6, 1, 19, 33, 0, 6, 40
INVAR-11, Run: 076, F, 0, 0, 18, 3, 18, 32, 1, 12, 21
INVAR-11, Run: 077, F, 0, 0, 13, 3, 17, 31, 4, 27, 12
INVAR-11, Run: 078, F, 0, 0, 10, 2, 18, 32, 2, 23, 19
INVAR-11, Run: 079, F, 0, 0, 8, 3, 18, 32, 1, 22, 21
INVAR-11, Run: 080, F, 0, 0, 22, 2, 17, 31, 5, 29, 2
INVAR-11, Run: 081, P, 0, 0, 28, 0, 19, 33, 1, 15, 10
INVAR-11, Run: 082, F, 0, 0, 5, 3, 17, 31, 4, 4, 43
INVAR-11, Run: 083, P, 0, 0, 16, 0, 19, 33, 1, 13, 24
INVAR-11, Run: 084, F, 0, 0, 20, 1, 19, 33, 0, 13, 19
INVAR-11, Run: 085, F, 0, 0, 6, 3, 18, 32, 1, 17, 28
INVAR-11, Run: 086, P, 0, 0, 11, 0, 18, 32, 4, 16, 27
INVAR-11, Run: 087, P, 0, 0, 2, 0, 18, 32, 4, 24, 28
INVAR-11, Run: 088, F, 0, 0, 33, 3, 18, 32, 1, 11, 7
INVAR-11, Run: 089, F, 0, 0, 4, 3, 18, 32, 1, 23, 24
INVAR-11, Run: 090, F, 0, 0, 24, 2, 18, 32, 2, 14, 14
INVAR-11, Run: 091, F, 0, 0, 1, 3, 18, 32, 1, 29, 21
INVAR-11, Run: 092, F, 0, 0, 7, 2, 18, 32, 2, 19, 26
INVAR-11, Run: 093, F, 0, 0, 32, 1, 19, 33, 0, 13, 7
INVAR-11, Run: 094, P, 0, 0, 36, 0, 19, 33, 1, 3, 14
INVAR-11, Run: 095, F, 0, 0, 25, 3, 18, 32, 1, 18, 8
INVAR-11, Run: 096, F, 0, 0, 16, 2, 18, 32, 2, 15, 21
INVAR-11, Run: 097, P, 0, 0, 28, 0, 18, 32, 4, 19, 7
INVAR-11, Run: 098, P, 0, 0, 15, 0, 19, 33, 1, 22, 16
INVAR-11, Run: 099, F, 0, 0, 16, 3, 17, 31, 4, 15, 21
INVAR-11, Run: 100, F, 0, 0, 28, 1, 18, 32, 3, 9, 16
INVAR-12, Run: 001, F, 0, 1, 0, 1, 42, 65, 3, 23, 87
INVAR-12, Run: 002, F, 0, 1, 0, 2, 42, 65, 2, 39, 70
INVAR-12, Run: 003, F, 0, 1, 0, 3, 41, 64, 4, 37, 72
INVAR-12, Run: 004, F, 2, 0, 0, 1, 42, 66, 1, 90, 19
INVAR-12, Run: 005, F, 2, 0, 0, 1, 42, 66, 1, 91, 18
INVAR-12, Run: 006, F, 2, 0, 0, 1, 41, 65, 4, 86, 24
INVAR-12, Run: 007, F, 2, 0, 0, 2, 41, 65, 3, 91, 18
INVAR-12, Run: 008, F, 2, 0, 0, 2, 42, 66, 0, 100, 8
INVAR-12, Run: 009, F, 0, 1, 0, 1, 43, 66, 0, 12, 97
INVAR-12, Run: 010, F, 0, 1, 0, 2, 42, 65, 2, 22, 87
INVAR-12, Run: 011, F, 0, 1, 0, 2, 42, 65, 2, 29, 80
INVAR-12, Run: 012, F, 2, 0, 0, 4, 41, 65, 1, 69, 38
INVAR-12, Run: 013, F, 0, 1, 0, 2, 42, 65, 2, 38, 71
INVAR-12, Run: 014, F, 2, 0, 0, 4, 41, 65, 1, 90, 17
INVAR-12, Run: 015, P, 2, 0, 0, 0, 42, 66, 2, 82, 28
INVAR-12, Run: 016, P, 0, 1, 0, 0, 43, 66, 1, 46, 64
INVAR-12, Run: 017, F, 0, 1, 0, 2, 42, 65, 2, 29, 80
INVAR-12, Run: 018, F, 2, 0, 0, 4, 41, 65, 1, 83, 24
INVAR-12, Run: 019, F, 2, 0, 0, 3, 41, 65, 2, 93, 15
INVAR-12, Run: 020, F, 2, 0, 0, 3, 41, 65, 2, 90, 18
INVAR-12, Run: 021, F, 0, 1, 0, 1, 42, 65, 3, 28, 82
INVAR-12, Run: 022, P, 0, 1, 0, 0, 42, 65, 4, 26, 85
INVAR-12, Run: 023, F, 0, 1, 0, 3, 42, 65, 1, 36, 72
INVAR-12, Run: 024, F, 2, 0, 0, 1, 42, 66, 1, 92, 17
INVAR-12, Run: 025, F, 2, 0, 0, 1, 42, 66, 1, 66, 43
INVAR-12, Run: 026, F, 0, 1, 0, 2, 42, 65, 2, 33, 76
INVAR-12, Run: 027, F, 0, 1, 0, 5, 41, 64, 2, 36, 71
INVAR-12, Run: 028, F, 0, 1, 0, 1, 42, 65, 3, 22, 88
INVAR-12, Run: 029, F, 0, 1, 0, 2, 42, 65, 2, 49, 60
INVAR-12, Run: 030, F, 2, 0, 0, 5, 40, 64, 3, 97, 10
