Input Number, Run_Number, Result@ 100, V, Y, X, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-10, Run: 090, F, 0, 0, 2, 7, 13, 14, 1, 24, 4
INVAR-10, Run: 091, F, 0, 0, 2, 4, 13, 15, 1, 26, 3
INVAR-10, Run: 092, F, 20, 0, 0, 5, 14, 15, 0, 5, 4
INVAR-10, Run: 093, F, 13, 0, 0, 5, 14, 15, 0, 7, 9
INVAR-10, Run: 094, F, 0, 0, 2, 4, 13, 15, 1, 28, 1
INVAR-10, Run: 095, F, 0, 0, 2, 4, 13, 15, 1, 22, 7
INVAR-10, Run: 096, F, 0, 0, 2, 4, 13, 15, 1, 27, 2
INVAR-10, Run: 097, F, 0, 0, 1, 3, 13, 15, 2, 24, 6
INVAR-10, Run: 098, F, 4, 0, 0, 2, 13, 15, 3, 26, 1
INVAR-10, Run: 099, F, 0, 0, 2, 4, 13, 15, 1, 27, 2
INVAR-10, Run: 100, F, 3, 0, 0, 2, 14, 16, 0, 24, 3
INVAR-11, Run: 001, F, 14, 0, 0, 6, 19, 31, 1, 34, 3
INVAR-11, Run: 002, F, 0, 0, 2, 5, 18, 31, 2, 46, 5
INVAR-11, Run: 003, F, 0, 0, 2, 5, 18, 31, 2, 44, 7
INVAR-11, Run: 004, F, 0, 0, 2, 2, 18, 32, 2, 46, 6
INVAR-11, Run: 005, F, 0, 0, 1, 4, 19, 32, 0, 46, 5
INVAR-11, Run: 006, F, 0, 0, 1, 7, 19, 31, 0, 41, 9
INVAR-11, Run: 007, F, 0, 0, 2, 5, 18, 31, 2, 44, 7
INVAR-11, Run: 008, F, 21, 0, 0, 9, 19, 30, 1, 14, 15
INVAR-11, Run: 009, F, 26, 0, 0, 3, 19, 32, 1, 21, 5
INVAR-11, Run: 010, F, 0, 0, 1, 7, 19, 31, 0, 42, 8
INVAR-11, Run: 011, F, 0, 0, 1, 7, 19, 31, 0, 40, 10
INVAR-11, Run: 012, F, 0, 0, 1, 7, 19, 31, 0, 47, 3
INVAR-11, Run: 013, F, 0, 0, 1, 4, 19, 32, 0, 47, 4
INVAR-11, Run: 014, F, 0, 0, 1, 4, 19, 32, 0, 45, 6
INVAR-11, Run: 015, F, 49, 0, 0, 3, 19, 32, 1, 2, 1
INVAR-11, Run: 016, F, 11, 0, 0, 9, 19, 30, 1, 34, 5
INVAR-11, Run: 017, F, 22, 0, 0, 3, 19, 32, 1, 29, 1
INVAR-11, Run: 018, F, 0, 0, 2, 5, 18, 31, 2, 43, 8
INVAR-11, Run: 019, F, 24, 0, 0, 6, 19, 31, 1, 22, 5
INVAR-11, Run: 020, F, 0, 0, 1, 4, 19, 32, 0, 41, 10
INVAR-11, Run: 021, F, 39, 0, 0, 6, 19, 31, 1, 10, 2
INVAR-11, Run: 022, F, 0, 0, 2, 5, 18, 31, 2, 42, 9
INVAR-11, Run: 023, F, 0, 0, 1, 4, 19, 32, 0, 43, 8
INVAR-11, Run: 024, F, 8, 0, 0, 6, 19, 31, 1, 41, 2
INVAR-11, Run: 025, F, 0, 0, 1, 10, 17, 28, 6, 45, 6
INVAR-11, Run: 026, F, 0, 0, 2, 5, 18, 31, 2, 48, 3
INVAR-11, Run: 027, F, 0, 0, 1, 4, 19, 32, 0, 47, 4
INVAR-11, Run: 028, F, 0, 0, 1, 7, 19, 31, 0, 42, 8
INVAR-11, Run: 029, F, 0, 0, 2, 8, 18, 30, 2, 49, 1
INVAR-11, Run: 030, F, 0, 0, 2, 8, 18, 30, 2, 48, 2
INVAR-11, Run: 031, F, 0, 0, 1, 4, 19, 32, 0, 47, 4
INVAR-11, Run: 032, F, 0, 0, 1, 7, 19, 31, 0, 38, 12
INVAR-11, Run: 033, F, 0, 0, 1, 4, 19, 32, 0, 46, 5
INVAR-11, Run: 034, F, 34, 0, 0, 6, 19, 31, 1, 14, 3
INVAR-11, Run: 035, F, 0, 0, 1, 4, 19, 32, 0, 45, 6
INVAR-11, Run: 036, F, 0, 0, 1, 10, 19, 30, 0, 41, 8
INVAR-11, Run: 037, F, 0, 0, 2, 5, 18, 31, 2, 45, 6
INVAR-11, Run: 038, F, 9, 0, 0, 6, 19, 31, 1, 41, 1
INVAR-11, Run: 039, F, 27, 0, 0, 6, 19, 31, 1, 19, 5
INVAR-11, Run: 040, F, 44, 0, 0, 3, 19, 32, 1, 6, 2
INVAR-11, Run: 041, F, 0, 0, 1, 10, 19, 30, 0, 42, 7
INVAR-11, Run: 042, F, 41, 0, 0, 6, 19, 31, 1, 9, 1
INVAR-11, Run: 043, F, 0, 0, 1, 7, 19, 31, 0, 44, 6
INVAR-11, Run: 044, F, 0, 0, 1, 4, 19, 32, 0, 45, 6
INVAR-11, Run: 045, F, 0, 0, 1, 7, 19, 31, 0, 47, 3
INVAR-11, Run: 046, F, 0, 0, 1, 7, 19, 31, 0, 42, 8
INVAR-11, Run: 047, F, 0, 0, 1, 7, 19, 31, 0, 44, 6
INVAR-11, Run: 048, F, 34, 0, 0, 6, 19, 31, 1, 10, 7
INVAR-11, Run: 049, F, 0, 0, 1, 7, 18, 30, 3, 46, 5
INVAR-11, Run: 050, F, 19, 0, 0, 9, 19, 30, 1, 25, 6
INVAR-11, Run: 051, F, 0, 0, 2, 5, 18, 31, 2, 48, 3
INVAR-11, Run: 052, F, 0, 0, 1, 4, 19, 32, 0, 48, 3
INVAR-11, Run: 053, F, 44, 0, 0, 6, 19, 31, 1, 3, 4
INVAR-11, Run: 054, F, 0, 0, 1, 7, 19, 31, 0, 46, 4
INVAR-11, Run: 055, F, 0, 0, 1, 4, 19, 32, 0, 50, 1
INVAR-11, Run: 056, F, 0, 0, 1, 7, 19, 31, 0, 46, 4
INVAR-11, Run: 057, F, 35, 0, 0, 6, 19, 31, 1, 7, 9
INVAR-11, Run: 058, F, 0, 0, 1, 7, 18, 30, 3, 44, 7
INVAR-11, Run: 059, F, 0, 0, 1, 10, 19, 30, 0, 44, 5
INVAR-11, Run: 060, F, 0, 0, 1, 7, 19, 31, 0, 44, 6
INVAR-11, Run: 061, F, 23, 0, 0, 6, 19, 31, 1, 21, 7
INVAR-11, Run: 062, F, 39, 0, 0, 9, 19, 30, 1, 9, 2
INVAR-11, Run: 063, F, 0, 0, 1, 4, 19, 32, 0, 47, 4
INVAR-11, Run: 064, F, 0, 0, 1, 4, 19, 32, 0, 46, 5
INVAR-11, Run: 065, F, 44, 0, 0, 9, 19, 30, 1, 0, 6
INVAR-11, Run: 066, F, 0, 0, 2, 8, 18, 30, 2, 49, 1
INVAR-11, Run: 067, F, 0, 0, 2, 5, 18, 31, 2, 48, 3
INVAR-11, Run: 068, F, 0, 0, 2, 8, 18, 30, 2, 43, 7
INVAR-11, Run: 069, F, 0, 0, 2, 5, 18, 31, 2, 49, 2
INVAR-11, Run: 070, F, 0, 0, 1, 10, 19, 30, 0, 43, 6
INVAR-11, Run: 071, F, 0, 0, 1, 4, 18, 31, 3, 44, 8
INVAR-11, Run: 072, F, 0, 0, 2, 11, 18, 29, 2, 43, 6
INVAR-11, Run: 073, F, 0, 0, 1, 4, 18, 31, 3, 46, 6
INVAR-11, Run: 074, F, 30, 0, 0, 6, 19, 31, 1, 16, 5
INVAR-11, Run: 075, F, 0, 0, 2, 5, 18, 31, 2, 41, 10
INVAR-11, Run: 076, F, 0, 0, 1, 7, 19, 31, 0, 46, 4
INVAR-11, Run: 077, F, 0, 0, 1, 4, 19, 32, 0, 46, 5
INVAR-11, Run: 078, F, 0, 0, 2, 5, 18, 31, 2, 48, 3
INVAR-11, Run: 079, F, 29, 0, 0, 6, 19, 31, 1, 19, 3
INVAR-11, Run: 080, F, 0, 0, 1, 7, 19, 31, 0, 40, 10
INVAR-11, Run: 081, F, 0, 0, 2, 8, 18, 30, 2, 45, 5
INVAR-11, Run: 082, F, 0, 0, 1, 4, 18, 31, 3, 43, 9
INVAR-11, Run: 083, F, 0, 0, 1, 4, 19, 32, 0, 46, 5
INVAR-11, Run: 084, F, 31, 0, 0, 6, 18, 30, 4, 16, 5
INVAR-11, Run: 085, F, 32, 0, 0, 6, 19, 31, 1, 15, 4
INVAR-11, Run: 086, F, 0, 0, 1, 4, 19, 32, 0, 49, 2
INVAR-11, Run: 087, F, 9, 0, 0, 6, 19, 31, 1, 34, 8
INVAR-11, Run: 088, F, 0, 0, 1, 4, 19, 32, 0, 45, 6
INVAR-11, Run: 089, F, 25, 0, 0, 9, 19, 30, 1, 12, 13
INVAR-11, Run: 090, F, 37, 0, 0, 9, 19, 30, 1, 10, 3
INVAR-11, Run: 091, F, 0, 0, 1, 4, 19, 32, 0, 51, 0
INVAR-11, Run: 092, F, 0, 0, 2, 5, 18, 31, 2, 47, 4
INVAR-11, Run: 093, F, 37, 0, 0, 6, 19, 31, 1, 9, 5
INVAR-11, Run: 094, F, 0, 0, 1, 4, 19, 32, 0, 49, 2
INVAR-11, Run: 095, F, 0, 0, 1, 7, 19, 31, 0, 50, 0
INVAR-11, Run: 096, F, 0, 0, 1, 7, 19, 31, 0, 48, 2
INVAR-11, Run: 097, F, 0, 0, 1, 4, 19, 32, 0, 47, 4
INVAR-11, Run: 098, F, 0, 0, 1, 7, 18, 30, 3, 45, 6
INVAR-11, Run: 099, F, 32, 0, 0, 3, 19, 32, 1, 17, 3
INVAR-11, Run: 100, F, 0, 0, 1, 7, 19, 31, 0, 36, 14
INVAR-12, Run: 001, F, 0, 0, 2, 9, 41, 62, 5, 97, 11
INVAR-12, Run: 002, F, 0, 0, 2, 9, 42, 63, 2, 92, 15
INVAR-12, Run: 003, F, 0, 0, 1, 14, 43, 62, 0, 101, 4
INVAR-12, Run: 004, F, 73, 0, 0, 7, 43, 64, 1, 21, 14
INVAR-12, Run: 005, F, 70, 0, 0, 10, 43, 63, 1, 29, 8
INVAR-12, Run: 006, F, 67, 0, 0, 7, 43, 64, 1, 36, 5
INVAR-12, Run: 007, F, 0, 0, 2, 9, 41, 62, 5, 92, 16
INVAR-12, Run: 008, F, 80, 0, 0, 10, 43, 63, 1, 20, 7
INVAR-12, Run: 009, F, 0, 0, 1, 11, 43, 63, 0, 94, 12
INVAR-12, Run: 010, F, 0, 0, 2, 9, 42, 63, 2, 97, 10
INVAR-12, Run: 011, F, 43, 0, 0, 10, 43, 63, 1, 42, 22
INVAR-12, Run: 012, F, 0, 0, 1, 11, 43, 63, 0, 95, 11
INVAR-12, Run: 013, F, 0, 0, 2, 6, 42, 64, 2, 98, 10
INVAR-12, Run: 014, F, 52, 0, 0, 10, 43, 63, 1, 45, 10
INVAR-12, Run: 015, F, 28, 0, 0, 10, 43, 63, 1, 68, 11
INVAR-12, Run: 016, F, 0, 0, 1, 14, 43, 62, 0, 98, 7
INVAR-12, Run: 017, F, 0, 0, 1, 8, 43, 64, 0, 103, 4
INVAR-12, Run: 018, F, 0, 0, 1, 11, 43, 63, 0, 90, 16
INVAR-12, Run: 019, F, 87, 0, 0, 13, 43, 62, 1, 12, 7
INVAR-12, Run: 020, F, 0, 0, 1, 5, 43, 65, 0, 101, 7
INVAR-12, Run: 021, F, 0, 0, 2, 15, 42, 61, 2, 97, 8
INVAR-12, Run: 022, F, 0, 0, 1, 8, 42, 63, 3, 91, 17
INVAR-12, Run: 023, F, 0, 0, 1, 8, 42, 63, 3, 97, 11
INVAR-12, Run: 024, F, 0, 0, 1, 8, 43, 64, 0, 99, 8
INVAR-12, Run: 025, F, 0, 0, 1, 5, 42, 64, 3, 104, 5
INVAR-12, Run: 026, F, 0, 0, 1, 8, 43, 64, 0, 96, 11
INVAR-12, Run: 027, F, 0, 0, 2, 9, 42, 63, 2, 93, 14
INVAR-12, Run: 028, F, 0, 0, 1, 8, 42, 63, 3, 94, 14
INVAR-12, Run: 029, F, 0, 0, 1, 5, 43, 65, 0, 98, 10
INVAR-12, Run: 030, F, 0, 0, 2, 6, 42, 64, 2, 103, 5
