Input Number, Run_Number, Result@ 100, X1uABab, al, LeaderX1, aq, X1, ac, ad, Leaderac, af, ag, ACuAEX1, ACuAEab, A, ah, X1uABX1, SetX1X1, Leaderad, ak, ADuAFX1, ADuAFab, aj, SetABf, Leaderag, Leaderah, ao, ar, an, AGuAIX1, AGuAIab, Leaderai, AIuAJX1, AIuAJab, SetABX1, AHuAKX1, AHuAKab, Leaderak, at, au, SetABab, SetX1ab, Leaderan, Y, ANuAOX1, ab, ANuAOab, Leaderao, ANuAPX1, ANuAPab, SetX1f, Leaderap, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction48, Reaction49, Reaction5, Reaction50, Reaction51, Reaction52, Reaction53, Reaction54, Reaction55, Reaction56, Reaction57, Reaction58, Reaction59, Reaction6, Reaction60, Reaction61, Reaction62, Reaction63, Reaction64, Reaction65, Reaction66, Reaction67, Reaction68, Reaction69, Reaction7, Reaction70, Reaction71, Reaction72, Reaction73, Reaction74, Reaction75, Reaction76, Reaction77, Reaction78, Reaction79, Reaction8, Reaction80, Reaction81, Reaction82, Reaction83, Reaction84, Reaction85, Reaction86, Reaction87, Reaction88, Reaction89, Reaction9, Reaction90, Reaction91
INVAR-12, Run: 035, P, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 1, 0, 0, 4, 1, 5, 2, 0, 1, 2, 1, 0, 48, 5, 50, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 036, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 1, 0, 0, 1, 0, 10, 7, 13, 8, 0, 1, 3, 0, 0, 7, 0, 8, 1, 1, 1, 0, 0, 0, 1, 8, 2, 10, 4, 1, 1, 0, 2, 0, 34, 7, 35, 8, 1, 2, 1, 0, 16, 1, 3, 18, 4, 1, 1, 1, 1, 1, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 1, 0, 0, 0, 0, 12, 3, 14, 1, 4, 1
INVAR-12, Run: 037, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 2, 0, 0, 1, 0, 0, 38, 8, 39, 9, 0, 1, 1, 2, 0, 18, 4, 21, 5, 1, 1, 0, 1, 0, 0, 4, 1, 5, 2, 1, 1, 0, 2, 0, 21, 6, 22, 7, 1, 2, 1, 0, 24, 0, 5, 26, 6, 1, 1, 1, 1, 1, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 1, 0, 0, 0, 13, 1, 17, 1, 2, 0
INVAR-12, Run: 038, P, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 1, 0, 0, 27, 6, 28, 7, 1, 1, 3, 0, 0, 1, 0, 2, 1, 1, 1, 0, 1, 0, 0, 4, 1, 5, 2, 1, 1, 0, 8, 0, 0, 0, 1, 1, 1, 3, 0, 0, 8, 0, 0, 9, 1, 1, 1, 1, 1, 1, 0, 0, 10, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 0, 1, 0, 0, 2, 0, 4, 1, 1, 1
INVAR-12, Run: 039, P, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 1, 0, 0, 12, 3, 13, 4, 0, 1, 3, 0, 0, 12, 2, 13, 3, 1, 1, 0, 1, 0, 0, 11, 1, 12, 2, 1, 0, 0, 14, 0, 0, 0, 1, 1, 1, 2, 0, 0, 5, 2, 0, 6, 1, 1, 1, 1, 1, 1, 0, 0, 15, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 0, 18, 5, 22, 1, 6, 1
INVAR-12, Run: 040, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 1, 0, 0, 16, 1, 17, 2, 1, 1, 3, 0, 0, 4, 0, 5, 1, 1, 1, 0, 1, 0, 0, 19, 2, 20, 3, 1, 1, 0, 3, 0, 0, 0, 1, 1, 1, 1, 2, 0, 0, 0, 1, 3, 2, 1, 1, 1, 1, 1, 0, 0, 5, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 3, 0, 0, 0, 0, 9, 4, 13, 1, 5, 1
INVAR-12, Run: 041, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 1, 0, 1, 0, 0, 5, 1, 7, 2, 0, 1, 1, 2, 0, 5, 0, 8, 1, 1, 1, 0, 1, 0, 0, 9, 1, 10, 2, 1, 1, 0, 2, 0, 0, 0, 1, 1, 1, 2, 1, 0, 11, 0, 5, 13, 6, 1, 1, 1, 1, 1, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 0, 0, 41, 9, 44, 1, 10, 1
INVAR-12, Run: 042, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 1, 0, 1, 0, 0, 1, 0, 3, 1, 0, 1, 2, 1, 0, 9, 2, 11, 3, 1, 1, 0, 1, 0, 0, 7, 0, 8, 1, 1, 1, 0, 12, 0, 0, 0, 1, 1, 1, 2, 1, 0, 1, 4, 0, 3, 1, 1, 1, 1, 1, 1, 0, 0, 13, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 1, 0, 0, 8, 1, 9, 1, 2, 1
INVAR-12, Run: 043, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 1, 0, 0, 1, 2, 2, 3, 0, 1, 2, 1, 0, 12, 3, 14, 4, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 13, 0, 26, 8, 27, 9, 1, 1, 1, 1, 19, 5, 4, 22, 6, 1, 1, 1, 1, 1, 0, 0, 14, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 1, 0, 1, 0, 0, 2, 0, 4, 1, 1, 1
INVAR-12, Run: 044, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 1, 0, 0, 5, 2, 6, 3, 1, 1, 3, 0, 0, 3, 1, 4, 2, 1, 1, 0, 1, 0, 0, 7, 1, 8, 2, 1, 1, 0, 15, 0, 29, 2, 30, 3, 1, 2, 1, 0, 11, 2, 4, 13, 5, 1, 1, 1, 1, 1, 0, 0, 17, 0, 0, 0, 0, 9, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 1, 1, 1
INVAR-12, Run: 045, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 1, 0, 0, 0, 2, 1, 3, 0, 1, 3, 0, 0, 1, 0, 2, 1, 1, 1, 0, 1, 0, 0, 5, 0, 6, 1, 1, 0, 1, 5, 0, 15, 2, 17, 3, 1, 3, 0, 0, 6, 1, 0, 7, 1, 1, 1, 1, 1, 1, 0, 0, 6, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 1, 0, 0, 0, 0, 7, 0, 9, 1, 1, 1
INVAR-12, Run: 046, P, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 0, 0, 4, 1, 6, 2, 1, 1, 3, 0, 0, 8, 7, 9, 8, 1, 1, 0, 1, 0, 0, 3, 0, 4, 1, 1, 0, 1, 37, 0, 1, 0, 3, 1, 0, 3, 0, 0, 8, 8, 1, 9, 1, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 047, P, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 1, 0, 0, 4, 0, 5, 1, 1, 1, 3, 0, 0, 2, 0, 3, 1, 1, 1, 0, 1, 0, 0, 39, 9, 40, 10, 1, 1, 0, 2, 0, 7, 4, 7, 4, 0, 2, 1, 0, 56, 0, 8, 58, 9, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 048, P, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 1, 0, 0, 31, 5, 32, 6, 0, 1, 3, 0, 0, 21, 5, 22, 6, 1, 1, 1, 1, 0, 0, 21, 4, 22, 5, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 9, 0, 3, 1, 1, 1, 1, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 049, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 1, 0, 0, 22, 3, 23, 4, 1, 1, 3, 0, 0, 14, 3, 15, 4, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 26, 0, 9, 3, 11, 4, 1, 3, 0, 0, 15, 8, 4, 16, 5, 1, 1, 1, 1, 1, 0, 0, 28, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 10, 3, 10, 1, 3, 0
INVAR-12, Run: 050, P, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 32, 8, 34, 9, 2, 1, 3, 0, 0, 3, 2, 4, 3, 1, 1, 0, 1, 0, 0, 65, 17, 65, 17, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 4, 1, 1, 1, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 051, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 1, 0, 1, 0, 0, 17, 7, 19, 8, 0, 1, 2, 1, 0, 8, 1, 10, 2, 1, 1, 0, 1, 0, 0, 15, 6, 16, 7, 1, 1, 0, 8, 0, 3, 1, 4, 2, 1, 3, 0, 0, 20, 3, 4, 21, 5, 1, 1, 1, 1, 1, 0, 0, 9, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 0, 0, 0, 0, 8, 2, 10, 1, 3, 1
INVAR-12, Run: 052, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 0, 1, 0, 0, 17, 9, 19, 10, 1, 1, 2, 1, 0, 10, 3, 12, 4, 1, 1, 0, 1, 0, 0, 12, 7, 13, 8, 1, 0, 1, 8, 0, 6, 4, 8, 5, 1, 2, 0, 1, 5, 1, 1, 7, 3, 1, 1, 1, 1, 1, 0, 0, 10, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 1, 0, 1, 0, 0, 25, 6, 27, 1, 7, 0
INVAR-12, Run: 053, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 1, 0, 0, 1, 1, 2, 2, 0, 1, 1, 2, 0, 13, 1, 16, 2, 1, 1, 0, 1, 0, 0, 16, 4, 17, 5, 1, 1, 0, 12, 0, 9, 1, 10, 2, 1, 2, 1, 0, 0, 2, 0, 2, 1, 1, 1, 1, 1, 1, 0, 0, 13, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 0, 1, 0, 13, 2, 14, 1, 2, 0
INVAR-12, Run: 054, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 1, 0, 0, 19, 6, 20, 7, 0, 1, 3, 0, 0, 17, 6, 18, 7, 1, 1, 0, 1, 0, 0, 1, 0, 2, 1, 1, 1, 0, 10, 0, 16, 5, 17, 6, 1, 2, 1, 0, 2, 1, 2, 4, 3, 1, 1, 1, 1, 1, 0, 0, 11, 0, 0, 0, 0, 6, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 0, 7, 1, 8, 1, 2, 1
INVAR-12, Run: 055, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 1, 0, 44, 14, 46, 15, 1, 1, 2, 1, 0, 7, 2, 9, 3, 1, 1, 0, 1, 0, 0, 3, 1, 4, 2, 1, 1, 0, 20, 0, 6, 1, 7, 2, 1, 2, 1, 0, 12, 0, 4, 14, 5, 1, 1, 1, 1, 1, 0, 0, 22, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 3, 0, 1, 0, 0, 4, 1, 8, 1, 2, 1
INVAR-12, Run: 056, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 1, 0, 0, 50, 15, 52, 16, 0, 1, 3, 0, 0, 7, 3, 8, 4, 1, 1, 0, 1, 0, 0, 4, 0, 5, 1, 1, 0, 0, 12, 0, 2, 1, 3, 2, 1, 3, 0, 0, 6, 4, 5, 7, 6, 1, 1, 1, 1, 1, 0, 0, 13, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 1, 0, 1, 0, 0, 6, 2, 7, 1, 2, 0
INVAR-12, Run: 057, P, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 1, 0, 12, 8, 14, 9, 0, 1, 3, 0, 0, 10, 1, 11, 2, 1, 1, 0, 1, 0, 0, 15, 3, 16, 4, 1, 1, 0, 31, 0, 13, 0, 14, 0, 0, 2, 1, 0, 2, 13, 0, 4, 1, 1, 1, 1, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 058, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 1, 0, 0, 25, 8, 26, 9, 0, 1, 2, 1, 0, 10, 0, 12, 1, 1, 1, 0, 1, 0, 0, 3, 0, 4, 1, 1, 1, 0, 17, 0, 4, 0, 5, 1, 1, 3, 0, 0, 15, 5, 2, 16, 3, 1, 1, 1, 1, 1, 0, 0, 18, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 0, 1, 0, 0, 9, 3, 10, 1, 4, 1
INVAR-12, Run: 059, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 1, 0, 0, 41, 14, 42, 15, 1, 1, 2, 1, 0, 5, 2, 7, 3, 1, 1, 0, 1, 0, 0, 8, 1, 9, 2, 1, 0, 1, 27, 0, 21, 7, 23, 8, 1, 2, 1, 0, 30, 3, 9, 32, 10, 1, 1, 1, 1, 1, 0, 0, 29, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 1, 0, 0, 3, 1, 5, 1, 1, 0
INVAR-12, Run: 060, P, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 1, 0, 0, 6, 1, 7, 2, 0, 1, 1, 0, 2, 33, 6, 36, 9, 1, 1, 1, 1, 0, 0, 26, 5, 26, 5, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 3, 0, 0, 6, 3, 2, 7, 3, 1, 1, 1, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 061, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 1, 0, 0, 2, 0, 3, 1, 1, 1, 3, 0, 0, 4, 1, 5, 2, 1, 1, 0, 1, 0, 0, 11, 6, 12, 7, 1, 1, 0, 5, 0, 17, 3, 18, 4, 1, 3, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 7, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 1, 1, 0, 0, 0, 14, 3, 17, 1, 5, 1
INVAR-12, Run: 062, P, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 1, 0, 0, 4, 0, 7, 1, 0, 1, 2, 0, 1, 26, 10, 28, 12, 1, 1, 1, 1, 0, 0, 20, 4, 21, 5, 1, 1, 0, 6, 0, 19, 3, 19, 3, 0, 3, 0, 0, 11, 5, 4, 12, 5, 1, 1, 1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
INVAR-12, Run: 063, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 0, 0, 1, 0, 0, 11, 4, 12, 5, 0, 1, 3, 0, 0, 1, 0, 2, 1, 1, 1, 0, 1, 0, 0, 1, 1, 2, 2, 1, 1, 0, 8, 0, 17, 4, 18, 5, 1, 2, 1, 0, 4, 2, 1, 6, 2, 1, 1, 1, 1, 1, 0, 0, 9, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 2, 0, 1, 0, 0, 15, 2, 18, 1, 3, 1
