Input Number, Run_Number, Result@ 100, Y, Z, X, NEW_REACTION, Reaction1
INVAR-2, Run: 034, F, 0, 20, 16, 24, 44
INVAR-2, Run: 035, F, 0, 22, 15, 23, 45
INVAR-2, Run: 036, F, 0, 16, 18, 26, 42
INVAR-2, Run: 037, F, 0, 30, 11, 19, 49
INVAR-2, Run: 038, F, 0, 16, 18, 26, 42
INVAR-2, Run: 039, F, 0, 20, 16, 24, 44
INVAR-2, Run: 040, F, 0, 20, 16, 24, 44
INVAR-2, Run: 041, F, 0, 26, 13, 21, 47
INVAR-2, Run: 042, F, 0, 24, 14, 22, 46
INVAR-2, Run: 043, F, 0, 22, 15, 23, 45
INVAR-2, Run: 044, F, 0, 22, 15, 23, 45
INVAR-2, Run: 045, F, 0, 20, 16, 24, 44
INVAR-2, Run: 046, F, 0, 24, 14, 22, 46
INVAR-2, Run: 047, F, 0, 22, 15, 23, 45
INVAR-2, Run: 048, F, 0, 18, 17, 25, 43
INVAR-2, Run: 049, F, 0, 28, 12, 20, 48
INVAR-2, Run: 050, F, 0, 20, 16, 24, 44
INVAR-2, Run: 051, F, 0, 16, 18, 26, 42
INVAR-2, Run: 052, F, 0, 16, 18, 26, 42
INVAR-2, Run: 053, F, 0, 30, 11, 19, 49
INVAR-2, Run: 054, F, 0, 18, 17, 25, 43
INVAR-2, Run: 055, F, 0, 22, 15, 23, 45
INVAR-2, Run: 056, F, 0, 18, 17, 25, 43
INVAR-2, Run: 057, F, 0, 22, 15, 23, 45
INVAR-2, Run: 058, F, 0, 20, 16, 24, 44
INVAR-2, Run: 059, F, 0, 20, 16, 24, 44
INVAR-2, Run: 060, F, 0, 16, 18, 26, 42
INVAR-2, Run: 061, F, 0, 24, 14, 22, 46
INVAR-2, Run: 062, F, 0, 18, 17, 25, 43
INVAR-2, Run: 063, F, 0, 20, 16, 24, 44
INVAR-2, Run: 064, F, 0, 20, 16, 24, 44
INVAR-2, Run: 065, F, 0, 28, 12, 20, 48
INVAR-2, Run: 066, F, 0, 22, 15, 23, 45
INVAR-2, Run: 067, F, 0, 18, 17, 25, 43
INVAR-2, Run: 068, F, 0, 16, 18, 26, 42
INVAR-2, Run: 069, F, 0, 24, 14, 22, 46
INVAR-2, Run: 070, F, 0, 16, 18, 26, 42
INVAR-2, Run: 071, F, 0, 18, 17, 25, 43
INVAR-2, Run: 072, F, 0, 18, 17, 25, 43
INVAR-2, Run: 073, F, 0, 28, 12, 20, 48
INVAR-2, Run: 074, F, 0, 24, 14, 22, 46
INVAR-2, Run: 075, F, 0, 22, 15, 23, 45
INVAR-2, Run: 076, F, 0, 22, 15, 23, 45
INVAR-2, Run: 077, F, 0, 18, 17, 25, 43
INVAR-2, Run: 078, F, 0, 16, 18, 26, 42
INVAR-2, Run: 079, F, 0, 24, 14, 22, 46
INVAR-2, Run: 080, F, 0, 26, 13, 21, 47
INVAR-2, Run: 081, F, 0, 18, 17, 25, 43
INVAR-2, Run: 082, F, 0, 22, 15, 23, 45
INVAR-2, Run: 083, F, 0, 26, 13, 21, 47
INVAR-2, Run: 084, F, 0, 22, 15, 23, 45
INVAR-2, Run: 085, F, 0, 18, 17, 25, 43
INVAR-2, Run: 086, F, 0, 22, 15, 23, 45
INVAR-2, Run: 087, F, 0, 20, 16, 24, 44
INVAR-2, Run: 088, F, 0, 22, 15, 23, 45
INVAR-2, Run: 089, F, 0, 22, 15, 23, 45
INVAR-2, Run: 090, F, 0, 22, 15, 23, 45
INVAR-2, Run: 091, F, 0, 22, 15, 23, 45
INVAR-2, Run: 092, F, 0, 22, 15, 23, 45
INVAR-2, Run: 093, F, 0, 32, 10, 18, 50
INVAR-2, Run: 094, F, 0, 26, 13, 21, 47
INVAR-2, Run: 095, F, 0, 22, 15, 23, 45
INVAR-2, Run: 096, F, 0, 14, 19, 27, 41
INVAR-2, Run: 097, F, 0, 22, 15, 23, 45
INVAR-2, Run: 098, F, 0, 24, 14, 22, 46
INVAR-2, Run: 099, F, 0, 24, 14, 22, 46
INVAR-2, Run: 100, F, 0, 24, 14, 22, 46
INVAR-20, Run: 001, P, 0, 0, 91, 0, 0
INVAR-20, Run: 002, P, 0, 0, 91, 0, 0
INVAR-20, Run: 003, P, 0, 0, 91, 0, 0
INVAR-20, Run: 004, P, 0, 0, 91, 0, 0
INVAR-20, Run: 005, P, 0, 0, 91, 0, 0
INVAR-20, Run: 006, P, 0, 0, 91, 0, 0
INVAR-20, Run: 007, P, 0, 0, 91, 0, 0
INVAR-20, Run: 008, P, 0, 0, 91, 0, 0
INVAR-20, Run: 009, P, 0, 0, 91, 0, 0
INVAR-20, Run: 010, P, 0, 0, 91, 0, 0
INVAR-20, Run: 011, P, 0, 0, 91, 0, 0
INVAR-20, Run: 012, P, 0, 0, 91, 0, 0
INVAR-20, Run: 013, P, 0, 0, 91, 0, 0
INVAR-20, Run: 014, P, 0, 0, 91, 0, 0
INVAR-20, Run: 015, P, 0, 0, 91, 0, 0
INVAR-20, Run: 016, P, 0, 0, 91, 0, 0
INVAR-20, Run: 017, P, 0, 0, 91, 0, 0
INVAR-20, Run: 018, P, 0, 0, 91, 0, 0
INVAR-20, Run: 019, P, 0, 0, 91, 0, 0
INVAR-20, Run: 020, P, 0, 0, 91, 0, 0
INVAR-20, Run: 021, P, 0, 0, 91, 0, 0
INVAR-20, Run: 022, P, 0, 0, 91, 0, 0
INVAR-20, Run: 023, P, 0, 0, 91, 0, 0
INVAR-20, Run: 024, P, 0, 0, 91, 0, 0
INVAR-20, Run: 025, P, 0, 0, 91, 0, 0
INVAR-20, Run: 026, P, 0, 0, 91, 0, 0
INVAR-20, Run: 027, P, 0, 0, 91, 0, 0
INVAR-20, Run: 028, P, 0, 0, 91, 0, 0
INVAR-20, Run: 029, P, 0, 0, 91, 0, 0
INVAR-20, Run: 030, P, 0, 0, 91, 0, 0
INVAR-20, Run: 031, P, 0, 0, 91, 0, 0
INVAR-20, Run: 032, P, 0, 0, 91, 0, 0
INVAR-20, Run: 033, P, 0, 0, 91, 0, 0
INVAR-20, Run: 034, P, 0, 0, 91, 0, 0
INVAR-20, Run: 035, P, 0, 0, 91, 0, 0
INVAR-20, Run: 036, P, 0, 0, 91, 0, 0
INVAR-20, Run: 037, P, 0, 0, 91, 0, 0
INVAR-20, Run: 038, P, 0, 0, 91, 0, 0
INVAR-20, Run: 039, P, 0, 0, 91, 0, 0
INVAR-20, Run: 040, P, 0, 0, 91, 0, 0
INVAR-20, Run: 041, P, 0, 0, 91, 0, 0
INVAR-20, Run: 042, P, 0, 0, 91, 0, 0
INVAR-20, Run: 043, P, 0, 0, 91, 0, 0
INVAR-20, Run: 044, P, 0, 0, 91, 0, 0
INVAR-20, Run: 045, P, 0, 0, 91, 0, 0
INVAR-20, Run: 046, P, 0, 0, 91, 0, 0
INVAR-20, Run: 047, P, 0, 0, 91, 0, 0
INVAR-20, Run: 048, P, 0, 0, 91, 0, 0
INVAR-20, Run: 049, P, 0, 0, 91, 0, 0
INVAR-20, Run: 050, P, 0, 0, 91, 0, 0
INVAR-20, Run: 051, P, 0, 0, 91, 0, 0
INVAR-20, Run: 052, P, 0, 0, 91, 0, 0
INVAR-20, Run: 053, P, 0, 0, 91, 0, 0
INVAR-20, Run: 054, P, 0, 0, 91, 0, 0
INVAR-20, Run: 055, P, 0, 0, 91, 0, 0
INVAR-20, Run: 056, P, 0, 0, 91, 0, 0
INVAR-20, Run: 057, P, 0, 0, 91, 0, 0
INVAR-20, Run: 058, P, 0, 0, 91, 0, 0
INVAR-20, Run: 059, P, 0, 0, 91, 0, 0
INVAR-20, Run: 060, P, 0, 0, 91, 0, 0
INVAR-20, Run: 061, P, 0, 0, 91, 0, 0
INVAR-20, Run: 062, P, 0, 0, 91, 0, 0
INVAR-20, Run: 063, P, 0, 0, 91, 0, 0
INVAR-20, Run: 064, P, 0, 0, 91, 0, 0
INVAR-20, Run: 065, P, 0, 0, 91, 0, 0
INVAR-20, Run: 066, P, 0, 0, 91, 0, 0
INVAR-20, Run: 067, P, 0, 0, 91, 0, 0
INVAR-20, Run: 068, P, 0, 0, 91, 0, 0
INVAR-20, Run: 069, P, 0, 0, 91, 0, 0
INVAR-20, Run: 070, P, 0, 0, 91, 0, 0
INVAR-20, Run: 071, P, 0, 0, 91, 0, 0
INVAR-20, Run: 072, P, 0, 0, 91, 0, 0
INVAR-20, Run: 073, P, 0, 0, 91, 0, 0
INVAR-20, Run: 074, P, 0, 0, 91, 0, 0
INVAR-20, Run: 075, P, 0, 0, 91, 0, 0
INVAR-20, Run: 076, P, 0, 0, 91, 0, 0
INVAR-20, Run: 077, P, 0, 0, 91, 0, 0
INVAR-20, Run: 078, P, 0, 0, 91, 0, 0
INVAR-20, Run: 079, P, 0, 0, 91, 0, 0
INVAR-20, Run: 080, P, 0, 0, 91, 0, 0
INVAR-20, Run: 081, P, 0, 0, 91, 0, 0
INVAR-20, Run: 082, P, 0, 0, 91, 0, 0
INVAR-20, Run: 083, P, 0, 0, 91, 0, 0
INVAR-20, Run: 084, P, 0, 0, 91, 0, 0
INVAR-20, Run: 085, P, 0, 0, 91, 0, 0
INVAR-20, Run: 086, P, 0, 0, 91, 0, 0
INVAR-20, Run: 087, P, 0, 0, 91, 0, 0
INVAR-20, Run: 088, P, 0, 0, 91, 0, 0
INVAR-20, Run: 089, P, 0, 0, 91, 0, 0
INVAR-20, Run: 090, P, 0, 0, 91, 0, 0
INVAR-20, Run: 091, P, 0, 0, 91, 0, 0
INVAR-20, Run: 092, P, 0, 0, 91, 0, 0
INVAR-20, Run: 093, P, 0, 0, 91, 0, 0
INVAR-20, Run: 094, P, 0, 0, 91, 0, 0
INVAR-20, Run: 095, P, 0, 0, 91, 0, 0
INVAR-20, Run: 096, P, 0, 0, 91, 0, 0
INVAR-20, Run: 097, P, 0, 0, 91, 0, 0
INVAR-20, Run: 098, P, 0, 0, 91, 0, 0
INVAR-20, Run: 099, P, 0, 0, 91, 0, 0
INVAR-20, Run: 100, P, 0, 0, 91, 0, 0
INVAR-21, Run: 001, P, 0, 0, 133, 0, 0
INVAR-21, Run: 002, P, 0, 0, 133, 0, 0
INVAR-21, Run: 003, P, 0, 0, 133, 0, 0
INVAR-21, Run: 004, P, 0, 0, 133, 0, 0
INVAR-21, Run: 005, P, 0, 0, 133, 0, 0
INVAR-21, Run: 006, P, 0, 0, 133, 0, 0
INVAR-21, Run: 007, P, 0, 0, 133, 0, 0
INVAR-21, Run: 008, P, 0, 0, 133, 0, 0
INVAR-21, Run: 009, P, 0, 0, 133, 0, 0
INVAR-21, Run: 010, P, 0, 0, 133, 0, 0
INVAR-21, Run: 011, P, 0, 0, 133, 0, 0
INVAR-21, Run: 012, P, 0, 0, 133, 0, 0
INVAR-21, Run: 013, P, 0, 0, 133, 0, 0
INVAR-21, Run: 014, P, 0, 0, 133, 0, 0
INVAR-21, Run: 015, P, 0, 0, 133, 0, 0
INVAR-21, Run: 016, P, 0, 0, 133, 0, 0
INVAR-21, Run: 017, P, 0, 0, 133, 0, 0
INVAR-21, Run: 018, P, 0, 0, 133, 0, 0
INVAR-21, Run: 019, P, 0, 0, 133, 0, 0
INVAR-21, Run: 020, P, 0, 0, 133, 0, 0
INVAR-21, Run: 021, P, 0, 0, 133, 0, 0
INVAR-21, Run: 022, P, 0, 0, 133, 0, 0
INVAR-21, Run: 023, P, 0, 0, 133, 0, 0
INVAR-21, Run: 024, P, 0, 0, 133, 0, 0
INVAR-21, Run: 025, P, 0, 0, 133, 0, 0
INVAR-21, Run: 026, P, 0, 0, 133, 0, 0
INVAR-21, Run: 027, P, 0, 0, 133, 0, 0
INVAR-21, Run: 028, P, 0, 0, 133, 0, 0
INVAR-21, Run: 029, P, 0, 0, 133, 0, 0
INVAR-21, Run: 030, P, 0, 0, 133, 0, 0
INVAR-21, Run: 031, P, 0, 0, 133, 0, 0
INVAR-21, Run: 032, P, 0, 0, 133, 0, 0
INVAR-21, Run: 033, P, 0, 0, 133, 0, 0
INVAR-21, Run: 034, P, 0, 0, 133, 0, 0
INVAR-21, Run: 035, P, 0, 0, 133, 0, 0
INVAR-21, Run: 036, P, 0, 0, 133, 0, 0
INVAR-21, Run: 037, P, 0, 0, 133, 0, 0
INVAR-21, Run: 038, P, 0, 0, 133, 0, 0
INVAR-21, Run: 039, P, 0, 0, 133, 0, 0
INVAR-21, Run: 040, P, 0, 0, 133, 0, 0
INVAR-21, Run: 041, P, 0, 0, 133, 0, 0
INVAR-21, Run: 042, P, 0, 0, 133, 0, 0
INVAR-21, Run: 043, P, 0, 0, 133, 0, 0
INVAR-21, Run: 044, P, 0, 0, 133, 0, 0
INVAR-21, Run: 045, P, 0, 0, 133, 0, 0
INVAR-21, Run: 046, P, 0, 0, 133, 0, 0
INVAR-21, Run: 047, P, 0, 0, 133, 0, 0
INVAR-21, Run: 048, P, 0, 0, 133, 0, 0
INVAR-21, Run: 049, P, 0, 0, 133, 0, 0
INVAR-21, Run: 050, P, 0, 0, 133, 0, 0
INVAR-21, Run: 051, P, 0, 0, 133, 0, 0
INVAR-21, Run: 052, P, 0, 0, 133, 0, 0
INVAR-21, Run: 053, P, 0, 0, 133, 0, 0
INVAR-21, Run: 054, P, 0, 0, 133, 0, 0
INVAR-21, Run: 055, P, 0, 0, 133, 0, 0
INVAR-21, Run: 056, P, 0, 0, 133, 0, 0
INVAR-21, Run: 057, P, 0, 0, 133, 0, 0
INVAR-21, Run: 058, P, 0, 0, 133, 0, 0
INVAR-21, Run: 059, P, 0, 0, 133, 0, 0
INVAR-21, Run: 060, P, 0, 0, 133, 0, 0
INVAR-21, Run: 061, P, 0, 0, 133, 0, 0
INVAR-21, Run: 062, P, 0, 0, 133, 0, 0
INVAR-21, Run: 063, P, 0, 0, 133, 0, 0
INVAR-21, Run: 064, P, 0, 0, 133, 0, 0
INVAR-21, Run: 065, P, 0, 0, 133, 0, 0
INVAR-21, Run: 066, P, 0, 0, 133, 0, 0
INVAR-21, Run: 067, P, 0, 0, 133, 0, 0
INVAR-21, Run: 068, P, 0, 0, 133, 0, 0
INVAR-21, Run: 069, P, 0, 0, 133, 0, 0
INVAR-21, Run: 070, P, 0, 0, 133, 0, 0
INVAR-21, Run: 071, P, 0, 0, 133, 0, 0
INVAR-21, Run: 072, P, 0, 0, 133, 0, 0
INVAR-21, Run: 073, P, 0, 0, 133, 0, 0
INVAR-21, Run: 074, P, 0, 0, 133, 0, 0
INVAR-21, Run: 075, P, 0, 0, 133, 0, 0
INVAR-21, Run: 076, P, 0, 0, 133, 0, 0
INVAR-21, Run: 077, P, 0, 0, 133, 0, 0
INVAR-21, Run: 078, P, 0, 0, 133, 0, 0
INVAR-21, Run: 079, P, 0, 0, 133, 0, 0
INVAR-21, Run: 080, P, 0, 0, 133, 0, 0
INVAR-21, Run: 081, P, 0, 0, 133, 0, 0
INVAR-21, Run: 082, P, 0, 0, 133, 0, 0
INVAR-21, Run: 083, P, 0, 0, 133, 0, 0
INVAR-21, Run: 084, P, 0, 0, 133, 0, 0
INVAR-21, Run: 085, P, 0, 0, 133, 0, 0
INVAR-21, Run: 086, P, 0, 0, 133, 0, 0
INVAR-21, Run: 087, P, 0, 0, 133, 0, 0
INVAR-21, Run: 088, P, 0, 0, 133, 0, 0
INVAR-21, Run: 089, P, 0, 0, 133, 0, 0
INVAR-21, Run: 090, P, 0, 0, 133, 0, 0
INVAR-21, Run: 091, P, 0, 0, 133, 0, 0
INVAR-21, Run: 092, P, 0, 0, 133, 0, 0
INVAR-21, Run: 093, P, 0, 0, 133, 0, 0
INVAR-21, Run: 094, P, 0, 0, 133, 0, 0
INVAR-21, Run: 095, P, 0, 0, 133, 0, 0
INVAR-21, Run: 096, P, 0, 0, 133, 0, 0
INVAR-21, Run: 097, P, 0, 0, 133, 0, 0
INVAR-21, Run: 098, P, 0, 0, 133, 0, 0
INVAR-21, Run: 099, P, 0, 0, 133, 0, 0
INVAR-21, Run: 100, P, 0, 0, 133, 0, 0
INVAR-22, Run: 001, F, 8, 0, 0, 21, 21
INVAR-22, Run: 002, F, 8, 0, 0, 21, 21
INVAR-22, Run: 003, F, 8, 0, 0, 21, 21
INVAR-22, Run: 004, F, 8, 0, 0, 21, 21
INVAR-22, Run: 005, F, 8, 0, 0, 21, 21
INVAR-22, Run: 006, F, 8, 0, 0, 21, 21
INVAR-22, Run: 007, F, 8, 0, 0, 21, 21
INVAR-22, Run: 008, F, 8, 0, 0, 21, 21
INVAR-22, Run: 009, F, 8, 0, 0, 21, 21
INVAR-22, Run: 010, F, 8, 0, 0, 21, 21
INVAR-22, Run: 011, F, 8, 0, 0, 21, 21
INVAR-22, Run: 012, F, 8, 0, 0, 21, 21
INVAR-22, Run: 013, F, 8, 0, 0, 21, 21
INVAR-22, Run: 014, F, 8, 0, 0, 21, 21
INVAR-22, Run: 015, F, 8, 0, 0, 21, 21
INVAR-22, Run: 016, F, 8, 0, 0, 21, 21
INVAR-22, Run: 017, F, 8, 0, 0, 21, 21
INVAR-22, Run: 018, F, 8, 0, 0, 21, 21
INVAR-22, Run: 019, F, 8, 0, 0, 21, 21
INVAR-22, Run: 020, F, 8, 0, 0, 21, 21
INVAR-22, Run: 021, F, 8, 0, 0, 21, 21
INVAR-22, Run: 022, F, 8, 0, 0, 21, 21
INVAR-22, Run: 023, F, 8, 0, 0, 21, 21
INVAR-22, Run: 024, F, 8, 0, 0, 21, 21
INVAR-22, Run: 025, F, 8, 0, 0, 21, 21
INVAR-22, Run: 026, F, 8, 0, 0, 21, 21
INVAR-22, Run: 027, F, 8, 0, 0, 21, 21
INVAR-22, Run: 028, F, 8, 0, 0, 21, 21
INVAR-22, Run: 029, F, 8, 0, 0, 21, 21
INVAR-22, Run: 030, F, 8, 0, 0, 21, 21
INVAR-22, Run: 031, F, 8, 0, 0, 21, 21
INVAR-22, Run: 032, F, 8, 0, 0, 21, 21
INVAR-22, Run: 033, F, 8, 0, 0, 21, 21
INVAR-22, Run: 034, F, 8, 0, 0, 21, 21
INVAR-22, Run: 035, F, 8, 0, 0, 21, 21
INVAR-22, Run: 036, F, 8, 0, 0, 21, 21
INVAR-22, Run: 037, F, 8, 0, 0, 21, 21
INVAR-22, Run: 038, F, 8, 0, 0, 21, 21
INVAR-22, Run: 039, F, 8, 0, 0, 21, 21
INVAR-22, Run: 040, F, 8, 0, 0, 21, 21
INVAR-22, Run: 041, F, 8, 0, 0, 21, 21
INVAR-22, Run: 042, F, 8, 0, 0, 21, 21
INVAR-22, Run: 043, F, 8, 0, 0, 21, 21
INVAR-22, Run: 044, F, 8, 0, 0, 21, 21
INVAR-22, Run: 045, F, 8, 0, 0, 21, 21
INVAR-22, Run: 046, F, 8, 0, 0, 21, 21
INVAR-22, Run: 047, F, 8, 0, 0, 21, 21
INVAR-22, Run: 048, F, 8, 0, 0, 21, 21
INVAR-22, Run: 049, F, 8, 0, 0, 21, 21
INVAR-22, Run: 050, F, 8, 0, 0, 21, 21
INVAR-22, Run: 051, F, 8, 0, 0, 21, 21
INVAR-22, Run: 052, F, 8, 0, 0, 21, 21
INVAR-22, Run: 053, F, 8, 0, 0, 21, 21
INVAR-22, Run: 054, F, 8, 0, 0, 21, 21
INVAR-22, Run: 055, F, 8, 0, 0, 21, 21
INVAR-22, Run: 056, F, 8, 0, 0, 21, 21
INVAR-22, Run: 057, F, 8, 0, 0, 21, 21
INVAR-22, Run: 058, F, 8, 0, 0, 21, 21
INVAR-22, Run: 059, F, 8, 0, 0, 21, 21
INVAR-22, Run: 060, F, 8, 0, 0, 21, 21
INVAR-22, Run: 061, F, 8, 0, 0, 21, 21
INVAR-22, Run: 062, F, 8, 0, 0, 21, 21
INVAR-22, Run: 063, F, 8, 0, 0, 21, 21
INVAR-22, Run: 064, F, 8, 0, 0, 21, 21
INVAR-22, Run: 065, F, 8, 0, 0, 21, 21
INVAR-22, Run: 066, F, 8, 0, 0, 21, 21
INVAR-22, Run: 067, F, 8, 0, 0, 21, 21
INVAR-22, Run: 068, F, 8, 0, 0, 21, 21
INVAR-22, Run: 069, F, 8, 0, 0, 21, 21
INVAR-22, Run: 070, F, 8, 0, 0, 21, 21
INVAR-22, Run: 071, F, 8, 0, 0, 21, 21
INVAR-22, Run: 072, F, 8, 0, 0, 21, 21
INVAR-22, Run: 073, F, 8, 0, 0, 21, 21
INVAR-22, Run: 074, F, 8, 0, 0, 21, 21
INVAR-22, Run: 075, F, 8, 0, 0, 21, 21
INVAR-22, Run: 076, F, 8, 0, 0, 21, 21
INVAR-22, Run: 077, F, 8, 0, 0, 21, 21
INVAR-22, Run: 078, F, 8, 0, 0, 21, 21
INVAR-22, Run: 079, F, 8, 0, 0, 21, 21
INVAR-22, Run: 080, F, 8, 0, 0, 21, 21
INVAR-22, Run: 081, F, 8, 0, 0, 21, 21
INVAR-22, Run: 082, F, 8, 0, 0, 21, 21
INVAR-22, Run: 083, F, 8, 0, 0, 21, 21
INVAR-22, Run: 084, F, 8, 0, 0, 21, 21
INVAR-22, Run: 085, F, 8, 0, 0, 21, 21
INVAR-22, Run: 086, F, 8, 0, 0, 21, 21
INVAR-22, Run: 087, F, 8, 0, 0, 21, 21
INVAR-22, Run: 088, F, 8, 0, 0, 21, 21
INVAR-22, Run: 089, F, 8, 0, 0, 21, 21
INVAR-22, Run: 090, F, 8, 0, 0, 21, 21
INVAR-22, Run: 091, F, 8, 0, 0, 21, 21
INVAR-22, Run: 092, F, 8, 0, 0, 21, 21
INVAR-22, Run: 093, F, 8, 0, 0, 21, 21
INVAR-22, Run: 094, F, 8, 0, 0, 21, 21
INVAR-22, Run: 095, F, 8, 0, 0, 21, 21
INVAR-22, Run: 096, F, 8, 0, 0, 21, 21
INVAR-22, Run: 097, F, 8, 0, 0, 21, 21
INVAR-22, Run: 098, F, 8, 0, 0, 21, 21
INVAR-22, Run: 099, F, 8, 0, 0, 21, 21
INVAR-22, Run: 100, F, 8, 0, 0, 21, 21
INVAR-23, Run: 001, F, 0, 10, 2, 45, 55
INVAR-23, Run: 002, F, 0, 12, 1, 44, 56
INVAR-23, Run: 003, F, 0, 8, 3, 46, 54
INVAR-23, Run: 004, F, 0, 6, 4, 47, 53
INVAR-23, Run: 005, F, 0, 6, 4, 47, 53
INVAR-23, Run: 006, F, 0, 8, 3, 46, 54
INVAR-23, Run: 007, F, 0, 12, 1, 44, 56
INVAR-23, Run: 008, F, 0, 10, 2, 45, 55
INVAR-23, Run: 009, F, 0, 6, 4, 47, 53
INVAR-23, Run: 010, F, 0, 8, 3, 46, 54
INVAR-23, Run: 011, F, 0, 10, 2, 45, 55
INVAR-23, Run: 012, F, 0, 14, 0, 43, 57
INVAR-23, Run: 013, F, 0, 12, 1, 44, 56
INVAR-23, Run: 014, F, 0, 6, 4, 47, 53
INVAR-23, Run: 015, F, 0, 12, 1, 44, 56
INVAR-23, Run: 016, F, 0, 4, 5, 48, 52
INVAR-23, Run: 017, F, 0, 8, 3, 46, 54
INVAR-23, Run: 018, F, 0, 10, 2, 45, 55
INVAR-23, Run: 019, F, 0, 8, 3, 46, 54
INVAR-23, Run: 020, F, 0, 8, 3, 46, 54
INVAR-23, Run: 021, F, 0, 10, 2, 45, 55
INVAR-23, Run: 022, F, 0, 12, 1, 44, 56
INVAR-23, Run: 023, F, 0, 4, 5, 48, 52
INVAR-23, Run: 024, F, 0, 8, 3, 46, 54
INVAR-23, Run: 025, F, 0, 12, 1, 44, 56
INVAR-23, Run: 026, F, 0, 8, 3, 46, 54
INVAR-23, Run: 027, F, 0, 8, 3, 46, 54
INVAR-23, Run: 028, F, 0, 10, 2, 45, 55
INVAR-23, Run: 029, F, 0, 10, 2, 45, 55
INVAR-23, Run: 030, F, 0, 10, 2, 45, 55
INVAR-23, Run: 031, F, 0, 8, 3, 46, 54
INVAR-23, Run: 032, F, 0, 8, 3, 46, 54
INVAR-23, Run: 033, F, 0, 10, 2, 45, 55
INVAR-23, Run: 034, F, 0, 8, 3, 46, 54
INVAR-23, Run: 035, F, 0, 2, 6, 49, 51
INVAR-23, Run: 036, F, 0, 8, 3, 46, 54
INVAR-23, Run: 037, F, 0, 10, 2, 45, 55
INVAR-23, Run: 038, F, 0, 8, 3, 46, 54
INVAR-23, Run: 039, F, 0, 10, 2, 45, 55
INVAR-23, Run: 040, F, 0, 10, 2, 45, 55
INVAR-23, Run: 041, F, 0, 10, 2, 45, 55
INVAR-23, Run: 042, F, 0, 10, 2, 45, 55
INVAR-23, Run: 043, F, 0, 6, 4, 47, 53
INVAR-23, Run: 044, F, 0, 8, 3, 46, 54
INVAR-23, Run: 045, F, 0, 8, 3, 46, 54
INVAR-23, Run: 046, F, 0, 10, 2, 45, 55
INVAR-23, Run: 047, F, 0, 10, 2, 45, 55
INVAR-23, Run: 048, F, 0, 6, 4, 47, 53
INVAR-23, Run: 049, F, 0, 8, 3, 46, 54
INVAR-23, Run: 050, F, 0, 8, 3, 46, 54
INVAR-23, Run: 051, F, 0, 8, 3, 46, 54
INVAR-23, Run: 052, F, 0, 8, 3, 46, 54
INVAR-23, Run: 053, F, 0, 8, 3, 46, 54
INVAR-23, Run: 054, F, 0, 10, 2, 45, 55
INVAR-23, Run: 055, F, 0, 12, 1, 44, 56
INVAR-23, Run: 056, F, 0, 10, 2, 45, 55
INVAR-23, Run: 057, F, 0, 10, 2, 45, 55
INVAR-23, Run: 058, F, 0, 10, 2, 45, 55
INVAR-23, Run: 059, F, 0, 8, 3, 46, 54
INVAR-23, Run: 060, F, 0, 12, 1, 44, 56
INVAR-23, Run: 061, F, 0, 8, 3, 46, 54
INVAR-23, Run: 062, F, 0, 8, 3, 46, 54
INVAR-23, Run: 063, F, 0, 12, 1, 44, 56
INVAR-23, Run: 064, F, 0, 8, 3, 46, 54
INVAR-23, Run: 065, F, 0, 8, 3, 46, 54
INVAR-23, Run: 066, F, 0, 10, 2, 45, 55
INVAR-23, Run: 067, F, 0, 8, 3, 46, 54
INVAR-23, Run: 068, F, 0, 10, 2, 45, 55
INVAR-23, Run: 069, F, 0, 12, 1, 44, 56
INVAR-23, Run: 070, F, 0, 14, 0, 43, 57
INVAR-23, Run: 071, F, 0, 12, 1, 44, 56
INVAR-23, Run: 072, F, 0, 10, 2, 45, 55
INVAR-23, Run: 073, F, 0, 8, 3, 46, 54
INVAR-23, Run: 074, F, 0, 10, 2, 45, 55
INVAR-23, Run: 075, F, 0, 10, 2, 45, 55
INVAR-23, Run: 076, F, 0, 12, 1, 44, 56
INVAR-23, Run: 077, F, 0, 8, 3, 46, 54
INVAR-23, Run: 078, F, 0, 10, 2, 45, 55
INVAR-23, Run: 079, F, 0, 8, 3, 46, 54
INVAR-23, Run: 080, F, 0, 8, 3, 46, 54
INVAR-23, Run: 081, F, 0, 10, 2, 45, 55
INVAR-23, Run: 082, F, 0, 8, 3, 46, 54
INVAR-23, Run: 083, F, 0, 10, 2, 45, 55
INVAR-23, Run: 084, F, 0, 12, 1, 44, 56
INVAR-23, Run: 085, F, 0, 8, 3, 46, 54
INVAR-23, Run: 086, F, 0, 4, 5, 48, 52
INVAR-23, Run: 087, F, 0, 4, 5, 48, 52
INVAR-23, Run: 088, F, 0, 6, 4, 47, 53
INVAR-23, Run: 089, F, 0, 4, 5, 48, 52
INVAR-23, Run: 090, F, 0, 8, 3, 46, 54
INVAR-23, Run: 091, F, 0, 10, 2, 45, 55
INVAR-23, Run: 092, F, 0, 14, 0, 43, 57
INVAR-23, Run: 093, F, 0, 12, 1, 44, 56
INVAR-23, Run: 094, F, 0, 6, 4, 47, 53
INVAR-23, Run: 095, F, 0, 10, 2, 45, 55
INVAR-23, Run: 096, F, 0, 10, 2, 45, 55
INVAR-23, Run: 097, F, 0, 6, 4, 47, 53
INVAR-23, Run: 098, F, 0, 8, 3, 46, 54
