Input Number, Run_Number, Result@ 100, V, X, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-1, Run: 089, P, 0, 1, 0, 13, 7, 12, 2, 17, 4
INVAR-1, Run: 090, P, 0, 0, 2, 8, 8, 12, 0, 10, 10
INVAR-1, Run: 091, P, 0, 1, 0, 21, 7, 12, 2, 16, 5
INVAR-1, Run: 092, P, 0, 0, 2, 5, 8, 12, 0, 3, 17
INVAR-1, Run: 093, P, 0, 1, 0, 7, 7, 12, 2, 16, 5
INVAR-1, Run: 094, P, 0, 0, 2, 1, 7, 11, 3, 6, 15
INVAR-1, Run: 095, P, 0, 1, 0, 19, 7, 12, 2, 18, 3
INVAR-1, Run: 096, P, 0, 1, 0, 8, 7, 12, 2, 20, 1
INVAR-1, Run: 097, P, 0, 1, 0, 26, 7, 12, 2, 20, 1
INVAR-1, Run: 098, P, 0, 1, 0, 11, 6, 11, 5, 10, 12
INVAR-1, Run: 099, P, 0, 1, 0, 16, 7, 12, 2, 18, 3
INVAR-1, Run: 100, P, 0, 1, 0, 18, 7, 12, 2, 15, 6
INVAR-10, Run: 001, P, 0, 0, 2, 8, 13, 15, 3, 8, 23
INVAR-10, Run: 002, P, 0, 1, 0, 8, 13, 16, 2, 16, 15
INVAR-10, Run: 003, P, 0, 0, 2, 5, 13, 15, 3, 5, 26
INVAR-10, Run: 004, P, 0, 0, 2, 2, 14, 16, 0, 3, 27
INVAR-10, Run: 005, P, 0, 0, 2, 3, 13, 15, 3, 3, 28
INVAR-10, Run: 006, P, 0, 0, 2, 7, 14, 16, 0, 6, 24
INVAR-10, Run: 007, P, 0, 1, 0, 20, 13, 16, 2, 27, 4
INVAR-10, Run: 008, P, 0, 0, 2, 5, 14, 16, 0, 9, 21
INVAR-10, Run: 009, P, 0, 1, 0, 14, 13, 16, 2, 22, 9
INVAR-10, Run: 010, P, 0, 1, 0, 19, 13, 16, 2, 24, 7
INVAR-10, Run: 011, P, 0, 1, 0, 13, 13, 16, 2, 19, 12
INVAR-10, Run: 012, P, 0, 1, 0, 34, 13, 16, 2, 27, 4
INVAR-10, Run: 013, P, 0, 0, 2, 6, 13, 15, 3, 7, 24
INVAR-10, Run: 014, P, 0, 1, 0, 19, 13, 16, 2, 21, 10
INVAR-10, Run: 015, P, 0, 1, 0, 44, 13, 16, 2, 30, 1
INVAR-10, Run: 016, P, 0, 1, 0, 18, 13, 16, 2, 20, 11
INVAR-10, Run: 017, P, 0, 1, 0, 27, 13, 16, 2, 18, 13
INVAR-10, Run: 018, P, 0, 0, 2, 8, 14, 16, 0, 4, 26
INVAR-10, Run: 019, P, 0, 1, 0, 19, 13, 16, 2, 26, 5
INVAR-10, Run: 020, P, 0, 0, 2, 5, 14, 16, 0, 1, 29
INVAR-10, Run: 021, P, 0, 1, 0, 15, 13, 16, 2, 13, 18
INVAR-10, Run: 022, P, 0, 1, 0, 16, 13, 16, 2, 20, 11
INVAR-10, Run: 023, P, 0, 0, 2, 5, 13, 15, 3, 9, 22
INVAR-10, Run: 024, P, 0, 1, 0, 23, 13, 16, 2, 24, 7
INVAR-10, Run: 025, P, 0, 0, 2, 6, 13, 15, 3, 4, 27
INVAR-10, Run: 026, P, 0, 1, 0, 19, 13, 16, 2, 22, 9
INVAR-10, Run: 027, P, 0, 0, 2, 3, 13, 15, 3, 5, 26
INVAR-10, Run: 028, P, 0, 0, 2, 9, 14, 16, 0, 13, 17
INVAR-10, Run: 029, P, 0, 1, 0, 16, 12, 15, 5, 21, 11
INVAR-10, Run: 030, P, 0, 0, 2, 2, 14, 16, 0, 7, 23
INVAR-10, Run: 031, P, 0, 0, 2, 0, 13, 15, 3, 0, 31
INVAR-10, Run: 032, P, 0, 1, 0, 9, 13, 16, 2, 21, 10
INVAR-10, Run: 033, P, 0, 0, 2, 9, 14, 16, 0, 10, 20
INVAR-10, Run: 034, P, 0, 1, 0, 26, 13, 16, 2, 17, 14
INVAR-10, Run: 035, P, 0, 1, 0, 26, 12, 15, 5, 24, 8
INVAR-10, Run: 036, P, 0, 1, 0, 22, 13, 16, 2, 24, 7
INVAR-10, Run: 037, P, 0, 1, 0, 13, 13, 16, 2, 21, 10
INVAR-10, Run: 038, P, 0, 0, 2, 6, 14, 16, 0, 7, 23
INVAR-10, Run: 039, P, 0, 1, 0, 41, 13, 16, 2, 26, 5
INVAR-10, Run: 040, P, 0, 1, 0, 20, 13, 16, 2, 20, 11
INVAR-10, Run: 041, P, 0, 1, 0, 19, 12, 15, 5, 23, 9
INVAR-10, Run: 042, P, 0, 1, 0, 24, 12, 15, 5, 26, 6
INVAR-10, Run: 043, P, 0, 1, 0, 19, 12, 15, 5, 20, 12
INVAR-10, Run: 044, P, 0, 1, 0, 24, 13, 16, 2, 22, 9
INVAR-10, Run: 045, P, 0, 0, 2, 6, 13, 15, 3, 3, 28
INVAR-10, Run: 046, P, 0, 1, 0, 26, 13, 16, 2, 22, 9
INVAR-10, Run: 047, P, 0, 0, 2, 1, 14, 16, 0, 5, 25
INVAR-10, Run: 048, P, 0, 0, 2, 5, 14, 16, 0, 8, 22
INVAR-10, Run: 049, P, 0, 1, 0, 33, 13, 16, 2, 27, 4
INVAR-10, Run: 050, P, 0, 1, 0, 26, 13, 16, 2, 26, 5
INVAR-10, Run: 051, P, 0, 0, 2, 1, 13, 15, 3, 4, 27
INVAR-10, Run: 052, P, 0, 1, 0, 37, 13, 16, 2, 29, 2
INVAR-10, Run: 053, P, 0, 1, 0, 9, 13, 16, 2, 20, 11
INVAR-10, Run: 054, P, 0, 0, 2, 2, 13, 15, 3, 6, 25
INVAR-10, Run: 055, P, 0, 0, 2, 1, 14, 16, 0, 2, 28
INVAR-10, Run: 056, P, 0, 1, 0, 20, 13, 16, 2, 21, 10
INVAR-10, Run: 057, P, 0, 0, 2, 7, 13, 15, 3, 5, 26
INVAR-10, Run: 058, P, 0, 1, 0, 16, 13, 16, 2, 18, 13
INVAR-10, Run: 059, P, 0, 1, 0, 12, 13, 16, 2, 13, 18
INVAR-10, Run: 060, P, 0, 0, 2, 4, 14, 16, 0, 1, 29
INVAR-10, Run: 061, P, 0, 1, 0, 16, 13, 16, 2, 22, 9
INVAR-10, Run: 062, P, 0, 0, 2, 4, 13, 15, 3, 7, 24
INVAR-10, Run: 063, P, 0, 1, 0, 42, 13, 16, 2, 28, 3
INVAR-10, Run: 064, P, 0, 1, 0, 19, 13, 16, 2, 27, 4
INVAR-10, Run: 065, P, 0, 1, 0, 30, 13, 16, 2, 24, 7
INVAR-10, Run: 066, P, 0, 1, 0, 18, 13, 16, 2, 21, 10
INVAR-10, Run: 067, P, 0, 0, 2, 10, 14, 16, 0, 10, 20
INVAR-10, Run: 068, P, 0, 1, 0, 18, 13, 16, 2, 26, 5
INVAR-10, Run: 069, P, 0, 1, 0, 12, 13, 16, 2, 25, 6
INVAR-10, Run: 070, P, 0, 1, 0, 16, 12, 15, 5, 24, 8
INVAR-10, Run: 071, P, 0, 1, 0, 21, 13, 16, 2, 22, 9
INVAR-10, Run: 072, P, 0, 1, 0, 19, 13, 16, 2, 18, 13
INVAR-10, Run: 073, P, 0, 0, 2, 1, 14, 16, 0, 1, 29
INVAR-10, Run: 074, P, 0, 0, 2, 4, 14, 16, 0, 6, 24
INVAR-10, Run: 075, P, 0, 0, 2, 8, 14, 16, 0, 13, 17
INVAR-10, Run: 076, P, 0, 0, 2, 5, 14, 16, 0, 6, 24
INVAR-10, Run: 077, P, 0, 0, 2, 3, 14, 16, 0, 4, 26
INVAR-10, Run: 078, P, 0, 1, 0, 33, 13, 16, 2, 24, 7
INVAR-10, Run: 079, P, 0, 1, 0, 22, 13, 16, 2, 28, 3
INVAR-10, Run: 080, P, 0, 0, 2, 3, 13, 15, 3, 3, 28
INVAR-10, Run: 081, P, 0, 1, 0, 9, 13, 16, 2, 22, 9
INVAR-10, Run: 082, P, 0, 0, 2, 7, 13, 15, 3, 4, 27
INVAR-10, Run: 083, P, 0, 1, 0, 26, 13, 16, 2, 25, 6
INVAR-10, Run: 084, P, 0, 0, 2, 7, 14, 16, 0, 5, 25
INVAR-10, Run: 085, P, 0, 1, 0, 13, 13, 16, 2, 23, 8
INVAR-10, Run: 086, P, 0, 1, 0, 9, 13, 16, 2, 18, 13
INVAR-10, Run: 087, P, 0, 1, 0, 13, 13, 16, 2, 18, 13
INVAR-10, Run: 088, P, 0, 1, 0, 25, 13, 16, 2, 22, 9
INVAR-10, Run: 089, P, 0, 1, 0, 30, 13, 16, 2, 27, 4
INVAR-10, Run: 090, P, 0, 0, 2, 12, 13, 15, 3, 5, 26
INVAR-10, Run: 091, P, 0, 1, 0, 31, 13, 16, 2, 29, 2
INVAR-10, Run: 092, P, 0, 1, 0, 34, 13, 16, 2, 29, 2
INVAR-10, Run: 093, P, 0, 1, 0, 20, 13, 16, 2, 23, 8
INVAR-10, Run: 094, P, 0, 1, 0, 24, 13, 16, 2, 25, 6
INVAR-10, Run: 095, P, 0, 1, 0, 16, 13, 16, 2, 15, 16
INVAR-10, Run: 096, P, 0, 1, 0, 24, 12, 15, 5, 20, 12
INVAR-10, Run: 097, P, 0, 1, 0, 10, 13, 16, 2, 20, 11
INVAR-10, Run: 098, P, 0, 1, 0, 27, 13, 16, 2, 22, 9
INVAR-10, Run: 099, P, 0, 1, 0, 19, 13, 16, 2, 28, 3
INVAR-10, Run: 100, P, 0, 1, 0, 27, 13, 16, 2, 17, 14
INVAR-11, Run: 001, P, 31, 0, 0, 21, 19, 33, 1, 7, 15
INVAR-11, Run: 002, P, 16, 0, 0, 30, 19, 33, 1, 27, 10
INVAR-11, Run: 003, P, 2, 0, 0, 32, 19, 33, 1, 35, 16
INVAR-11, Run: 004, P, 1, 0, 0, 26, 18, 32, 4, 19, 34
INVAR-11, Run: 005, P, 10, 0, 0, 24, 18, 32, 4, 24, 20
INVAR-11, Run: 006, P, 22, 0, 0, 9, 19, 33, 1, 12, 19
INVAR-11, Run: 007, P, 1, 0, 0, 20, 18, 32, 4, 25, 28
INVAR-11, Run: 008, P, 12, 0, 0, 27, 19, 33, 1, 24, 17
INVAR-11, Run: 009, P, 2, 0, 0, 24, 19, 33, 1, 26, 25
INVAR-11, Run: 010, P, 12, 0, 0, 14, 18, 32, 4, 16, 26
INVAR-11, Run: 011, P, 27, 0, 0, 22, 18, 32, 4, 10, 17
INVAR-11, Run: 012, P, 16, 0, 0, 11, 18, 32, 4, 19, 19
INVAR-11, Run: 013, P, 2, 0, 0, 20, 18, 32, 4, 24, 28
INVAR-11, Run: 014, P, 13, 0, 0, 11, 19, 33, 1, 20, 20
INVAR-11, Run: 015, P, 3, 0, 0, 33, 19, 33, 1, 38, 12
INVAR-11, Run: 016, P, 35, 0, 0, 14, 19, 33, 1, 8, 10
INVAR-11, Run: 017, P, 19, 0, 0, 5, 19, 33, 1, 9, 25
INVAR-11, Run: 018, P, 22, 0, 0, 6, 19, 33, 1, 12, 19
INVAR-11, Run: 019, P, 18, 0, 0, 26, 19, 33, 1, 10, 25
INVAR-11, Run: 020, P, 46, 0, 0, 7, 19, 33, 1, 6, 1
INVAR-11, Run: 021, P, 25, 0, 0, 40, 19, 33, 1, 26, 2
INVAR-11, Run: 022, P, 20, 0, 0, 18, 19, 33, 1, 13, 20
INVAR-11, Run: 023, P, 32, 0, 0, 11, 18, 32, 4, 7, 15
INVAR-11, Run: 024, P, 1, 0, 0, 21, 18, 32, 4, 28, 25
INVAR-11, Run: 025, P, 7, 0, 0, 27, 18, 32, 4, 26, 21
INVAR-11, Run: 026, P, 3, 0, 0, 42, 18, 32, 4, 17, 34
INVAR-11, Run: 027, P, 1, 0, 0, 16, 19, 33, 1, 29, 23
INVAR-11, Run: 028, P, 6, 0, 0, 29, 18, 32, 4, 26, 22
INVAR-11, Run: 029, P, 20, 0, 0, 19, 18, 32, 4, 17, 17
INVAR-11, Run: 030, P, 5, 0, 0, 27, 19, 33, 1, 39, 9
INVAR-11, Run: 031, P, 2, 0, 0, 39, 18, 32, 4, 20, 32
INVAR-11, Run: 032, P, 11, 0, 0, 15, 19, 33, 1, 23, 19
INVAR-11, Run: 033, P, 34, 0, 0, 9, 18, 32, 4, 7, 13
INVAR-11, Run: 034, P, 1, 0, 0, 14, 18, 32, 4, 23, 30
INVAR-11, Run: 035, P, 1, 0, 0, 22, 17, 31, 7, 23, 31
INVAR-11, Run: 036, P, 25, 0, 0, 10, 18, 32, 4, 23, 6
INVAR-11, Run: 037, P, 5, 0, 0, 26, 18, 32, 4, 26, 23
INVAR-11, Run: 038, P, 37, 0, 0, 6, 18, 32, 4, 9, 8
INVAR-11, Run: 039, P, 26, 0, 0, 3, 19, 33, 1, 3, 24
INVAR-11, Run: 040, P, 1, 0, 0, 25, 18, 32, 4, 32, 21
INVAR-11, Run: 041, P, 2, 0, 0, 25, 18, 32, 4, 28, 24
INVAR-11, Run: 042, P, 17, 0, 0, 15, 19, 33, 1, 17, 19
INVAR-11, Run: 043, P, 22, 0, 0, 11, 19, 33, 1, 16, 15
INVAR-11, Run: 044, P, 15, 0, 0, 9, 18, 32, 4, 7, 32
INVAR-11, Run: 045, P, 7, 0, 0, 23, 18, 32, 4, 28, 19
INVAR-11, Run: 046, P, 1, 0, 0, 30, 18, 32, 4, 29, 24
INVAR-11, Run: 047, P, 12, 0, 0, 24, 19, 33, 1, 17, 24
INVAR-11, Run: 048, P, 1, 0, 0, 13, 18, 32, 4, 24, 29
INVAR-11, Run: 049, P, 5, 0, 0, 34, 19, 33, 1, 28, 20
INVAR-11, Run: 050, P, 24, 0, 0, 14, 17, 31, 7, 15, 16
INVAR-11, Run: 051, P, 3, 0, 0, 44, 18, 32, 4, 22, 29
INVAR-11, Run: 052, P, 1, 0, 0, 33, 18, 32, 4, 27, 26
INVAR-11, Run: 053, P, 2, 0, 0, 30, 18, 32, 4, 28, 24
INVAR-11, Run: 054, P, 2, 0, 0, 16, 19, 33, 1, 30, 21
INVAR-11, Run: 055, P, 6, 0, 0, 27, 19, 33, 1, 24, 23
INVAR-11, Run: 056, P, 8, 0, 0, 21, 18, 32, 4, 25, 21
INVAR-11, Run: 057, P, 7, 0, 0, 32, 19, 33, 1, 28, 18
INVAR-11, Run: 058, P, 21, 0, 0, 17, 18, 32, 4, 19, 14
INVAR-11, Run: 059, P, 22, 0, 0, 11, 19, 33, 1, 7, 24
INVAR-11, Run: 060, P, 1, 0, 0, 21, 18, 32, 4, 25, 28
INVAR-11, Run: 061, P, 16, 0, 0, 46, 19, 33, 1, 32, 5
INVAR-11, Run: 062, P, 9, 0, 0, 23, 19, 33, 1, 26, 18
INVAR-11, Run: 063, P, 8, 0, 0, 24, 18, 32, 4, 22, 24
INVAR-11, Run: 064, P, 3, 0, 0, 30, 18, 32, 4, 31, 20
INVAR-11, Run: 065, P, 11, 0, 0, 24, 18, 32, 4, 17, 26
INVAR-11, Run: 066, P, 15, 0, 0, 32, 19, 33, 1, 29, 9
INVAR-11, Run: 067, P, 17, 0, 0, 16, 19, 33, 1, 20, 16
INVAR-11, Run: 068, P, 1, 0, 0, 18, 18, 32, 4, 27, 26
INVAR-11, Run: 069, P, 31, 0, 0, 9, 19, 33, 1, 14, 8
INVAR-11, Run: 070, P, 10, 0, 0, 8, 19, 33, 1, 18, 25
INVAR-11, Run: 071, P, 8, 0, 0, 23, 19, 33, 1, 24, 21
INVAR-11, Run: 072, P, 16, 0, 0, 7, 18, 32, 4, 15, 23
INVAR-11, Run: 073, P, 3, 0, 0, 18, 18, 32, 4, 27, 24
INVAR-11, Run: 074, P, 2, 0, 0, 20, 19, 33, 1, 17, 34
INVAR-11, Run: 075, P, 1, 0, 0, 28, 19, 33, 1, 26, 26
INVAR-11, Run: 076, P, 1, 0, 0, 36, 18, 32, 4, 28, 25
INVAR-11, Run: 077, P, 7, 0, 0, 22, 18, 32, 4, 31, 16
INVAR-11, Run: 078, P, 18, 0, 0, 32, 19, 33, 1, 26, 9
INVAR-11, Run: 079, P, 1, 0, 0, 21, 18, 32, 4, 23, 30
INVAR-11, Run: 080, P, 22, 0, 0, 19, 19, 33, 1, 20, 11
INVAR-11, Run: 081, P, 11, 0, 0, 20, 18, 32, 4, 23, 20
INVAR-11, Run: 082, P, 10, 0, 0, 22, 18, 32, 4, 18, 26
INVAR-11, Run: 083, P, 1, 0, 0, 22, 18, 32, 4, 25, 28
INVAR-11, Run: 084, P, 8, 0, 0, 29, 18, 32, 4, 17, 29
INVAR-11, Run: 085, P, 31, 0, 0, 12, 19, 33, 1, 10, 12
INVAR-11, Run: 086, P, 3, 0, 0, 21, 17, 31, 7, 26, 26
INVAR-11, Run: 087, P, 1, 0, 0, 25, 18, 32, 4, 25, 28
INVAR-11, Run: 088, P, 7, 0, 0, 17, 18, 32, 4, 25, 22
INVAR-11, Run: 089, P, 37, 0, 0, 7, 19, 33, 1, 3, 13
INVAR-11, Run: 090, P, 1, 0, 0, 20, 18, 32, 4, 23, 30
INVAR-11, Run: 091, P, 33, 0, 0, 12, 19, 33, 1, 20, 0
INVAR-11, Run: 092, P, 11, 0, 0, 22, 18, 32, 4, 22, 21
INVAR-11, Run: 093, P, 4, 0, 0, 32, 18, 32, 4, 25, 25
INVAR-11, Run: 094, P, 16, 0, 0, 18, 19, 33, 1, 29, 8
INVAR-11, Run: 095, P, 11, 0, 0, 28, 19, 33, 1, 31, 11
INVAR-11, Run: 096, P, 13, 0, 0, 31, 19, 33, 1, 13, 27
INVAR-11, Run: 097, P, 4, 0, 0, 21, 19, 33, 1, 19, 30
INVAR-11, Run: 098, P, 1, 0, 0, 22, 18, 32, 4, 27, 26
INVAR-11, Run: 099, P, 34, 0, 0, 8, 19, 33, 1, 11, 8
INVAR-11, Run: 100, P, 1, 0, 0, 23, 18, 32, 4, 23, 30
INVAR-12, Run: 001, P, 0, 0, 1, 12, 42, 65, 4, 13, 98
INVAR-12, Run: 002, P, 0, 0, 1, 3, 43, 66, 1, 3, 107
INVAR-12, Run: 003, P, 0, 0, 1, 18, 43, 66, 1, 19, 91
INVAR-12, Run: 004, P, 0, 0, 1, 61, 42, 65, 4, 64, 47
INVAR-12, Run: 005, P, 0, 0, 1, 19, 43, 66, 1, 18, 92
INVAR-12, Run: 006, P, 0, 0, 1, 19, 43, 66, 1, 18, 92
INVAR-12, Run: 007, P, 0, 2, 0, 139, 42, 66, 2, 103, 7
INVAR-12, Run: 008, P, 0, 0, 1, 31, 43, 66, 1, 53, 57
INVAR-12, Run: 009, P, 0, 0, 1, 35, 43, 66, 1, 37, 73
INVAR-12, Run: 010, P, 0, 0, 1, 30, 42, 65, 4, 23, 88
INVAR-12, Run: 011, P, 0, 0, 1, 17, 43, 66, 1, 15, 95
INVAR-12, Run: 012, P, 0, 0, 1, 40, 42, 65, 4, 43, 68
INVAR-12, Run: 013, P, 0, 0, 1, 37, 43, 66, 1, 35, 75
INVAR-12, Run: 014, P, 0, 0, 1, 44, 42, 65, 4, 36, 75
INVAR-12, Run: 015, P, 0, 0, 1, 39, 42, 65, 4, 39, 72
INVAR-12, Run: 016, P, 0, 0, 1, 35, 43, 66, 1, 45, 65
INVAR-12, Run: 017, P, 0, 2, 0, 94, 42, 66, 2, 87, 23
INVAR-12, Run: 018, P, 0, 2, 0, 109, 42, 66, 2, 104, 6
INVAR-12, Run: 019, P, 0, 0, 1, 11, 43, 66, 1, 8, 102
INVAR-12, Run: 020, P, 0, 0, 1, 50, 42, 65, 4, 47, 64
INVAR-12, Run: 021, P, 0, 2, 0, 79, 42, 66, 2, 70, 40
INVAR-12, Run: 022, P, 0, 0, 1, 14, 43, 66, 1, 9, 101
INVAR-12, Run: 023, P, 0, 0, 1, 31, 42, 65, 4, 39, 72
INVAR-12, Run: 024, P, 0, 0, 1, 34, 43, 66, 1, 29, 81
INVAR-12, Run: 025, P, 0, 0, 1, 29, 42, 65, 4, 30, 81
INVAR-12, Run: 026, P, 0, 0, 1, 19, 43, 66, 1, 28, 82
INVAR-12, Run: 027, P, 0, 0, 1, 46, 42, 65, 4, 42, 69
INVAR-12, Run: 028, P, 0, 0, 1, 57, 42, 65, 4, 39, 72
INVAR-12, Run: 029, P, 0, 0, 1, 44, 43, 66, 1, 31, 79
INVAR-12, Run: 030, P, 0, 2, 0, 75, 42, 66, 2, 74, 36
