Input Number, Run_Number, Result@ 1000, A, B, H, C, T1, L4, T4, L1, L5, Y, T2, T3, T5, T6, R, U, L2, D, L3
INVAR-2, Run: 093, P, 0, 0, 0, 100, 1, 0, 0, 0, 0, 175, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 094, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 334, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-2, Run: 095, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 405, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 096, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 176, 0, 1, 1, 1, 1, 6, 0, 47, 0
INVAR-2, Run: 097, P, 0, 0, 0, 100, 2, 0, 1, 0, 0, 178, 1, 2, 0, 0, 1, 6, 0, 44, 0
INVAR-2, Run: 098, P, 0, 0, 0, 100, 2, 0, 1, 0, 0, 176, 0, 0, 2, 0, 1, 6, 0, 45, 0
INVAR-2, Run: 099, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 177, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-2, Run: 100, P, 100, 0, 0, 0, 2, 0, 0, 0, 0, 179, 1, 0, 0, 1, 1, 6, 0, 46, 0
INVAR-3, Run: 001, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 413, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 002, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 409, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 003, P, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 420, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 004, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 497, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 005, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 342, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 006, P, 0, 0, 0, 1000, 0, 0, 1, 0, 0, 487, 0, 1, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 007, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 434, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 008, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 323, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 009, P, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 421, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 010, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 347, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 011, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 424, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 012, P, 1000, 0, 0, 0, 1, 0, 0, 0, 0, 387, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 013, P, 0, 0, 0, 1000, 0, 0, 1, 0, 0, 443, 0, 0, 0, 1, 1, 6, 0, 48, 0
INVAR-3, Run: 014, P, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 397, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 015, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 342, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 016, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 454, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 017, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 471, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 018, P, 1000, 0, 0, 0, 1, 0, 0, 0, 0, 532, 1, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 019, P, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 363, 0, 0, 1, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 020, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 372, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 021, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 399, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 022, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 468, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 023, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 320, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-3, Run: 024, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 372, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 025, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 391, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 026, P, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 389, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 027, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 408, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 028, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 399, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-3, Run: 029, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 550, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 030, P, 0, 0, 0, 1000, 1, 0, 1, 0, 0, 364, 0, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 031, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 418, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 032, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 416, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 033, P, 0, 1000, 0, 0, 0, 0, 1, 0, 0, 422, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 034, P, 0, 1000, 0, 0, 0, 0, 1, 0, 0, 412, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 035, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 477, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 036, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 431, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 037, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 434, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 038, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 392, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 039, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 376, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 040, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 319, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 041, P, 1000, 0, 0, 0, 1, 0, 0, 0, 0, 435, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 042, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 500, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 043, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 525, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-3, Run: 044, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 446, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 045, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 404, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 046, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 431, 1, 1, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 047, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 383, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 048, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 384, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 049, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 522, 1, 1, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 050, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 372, 0, 1, 0, 1, 1, 6, 0, 48, 0
INVAR-3, Run: 051, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 419, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 052, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 406, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 053, P, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 378, 0, 0, 1, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 054, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 344, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 055, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 428, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 056, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 471, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 057, P, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 354, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 058, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 468, 1, 2, 0, 0, 1, 6, 0, 47, 0
INVAR-3, Run: 059, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 397, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 060, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 417, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 061, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 555, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 062, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 506, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 063, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 373, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 064, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 333, 1, 1, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 065, P, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 418, 1, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 066, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 376, 0, 0, 0, 1, 1, 6, 0, 49, 0
INVAR-3, Run: 067, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 355, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 068, P, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 329, 1, 1, 0, 0, 1, 6, 0, 47, 0
INVAR-3, Run: 069, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 338, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 070, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 378, 1, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 071, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 365, 0, 0, 1, 1, 1, 6, 0, 48, 0
INVAR-3, Run: 072, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 382, 1, 0, 0, 1, 1, 6, 0, 48, 0
INVAR-3, Run: 073, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 328, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 074, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 416, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 075, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 400, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 076, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 457, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 077, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 348, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 078, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 352, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 079, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 423, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 080, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 441, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 081, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 381, 0, 1, 0, 1, 1, 6, 0, 48, 0
INVAR-3, Run: 082, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 422, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 083, P, 0, 0, 0, 1000, 1, 0, 0, 0, 0, 485, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 084, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 398, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 085, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 436, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 086, P, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 449, 1, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 087, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 423, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 088, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 414, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 089, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 387, 1, 1, 0, 1, 1, 6, 0, 47, 0
INVAR-3, Run: 090, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 386, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 091, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 400, 0, 0, 1, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 092, P, 0, 0, 0, 1000, 0, 0, 1, 0, 0, 330, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 093, P, 1000, 0, 0, 0, 0, 0, 1, 0, 0, 400, 0, 0, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 094, P, 0, 1000, 0, 0, 1, 0, 0, 0, 0, 377, 1, 0, 0, 0, 1, 6, 0, 48, 0
INVAR-3, Run: 095, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 393, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 096, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 379, 0, 1, 0, 0, 1, 6, 0, 49, 0
INVAR-3, Run: 097, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 422, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 098, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 432, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 099, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 352, 0, 0, 0, 0, 1, 6, 0, 50, 0
INVAR-3, Run: 100, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 544, 0, 0, 0, 0, 1, 6, 0, 50, 0
